,SO2,CO,O3,PM10,PM25,NO2,pr
256,1.4,0.84,47.0,47.0,30.0,11.4,
257,1.2,0.86,51.0,45.0,28.0,11.4,
258,1.8,0.8,56.0,45.0,27.0,12.8,
259,1.6,0.74,60.0,45.0,26.0,15.7,
260,1.7,0.71,59.0,44.0,25.0,21.8,
261,1.3,0.74,55.0,44.0,25.0,20.7,
262,1.1,0.77,52.0,45.0,25.0,21.9,
263,1.3,0.8,47.0,44.0,25.0,16.3,
264,1.4,0.8,44.0,42.0,24.0,9.7,
265,1.4,0.8,41.0,40.0,23.0,8.3,
266,1.0,0.8,36.0,38.0,21.0,8.5,
267,1.3,0.79,32.0,36.0,22.0,7.8,
268,1.5,0.75,30.0,30.0,23.0,7.7,
269,1.8,0.7,27.0,29.0,22.0,7.1,
270,1.4,0.62,25.0,28.0,22.0,6.5,
271,1.5,0.59,23.0,27.0,22.0,8.1,
272,1.1,0.57,20.0,30.0,22.0,8.0,
273,1.5,0.57,17.0,29.0,22.0,10.3,
274,1.7,0.6,16.0,30.0,22.0,17.6,
275,1.7,0.61,17.0,31.0,23.0,18.1,
276,1.4,0.62,19.0,32.0,22.0,15.5,
277,1.4,0.62,24.0,33.0,21.0,13.8,
278,1.8,0.64,30.0,34.0,21.0,13.2,
279,2.1,0.62,36.0,34.0,20.0,11.7,
280,1.8,0.61,43.0,34.0,20.0,11.0,
281,1.8,0.59,50.0,33.0,21.0,12.8,
282,1.7,0.55,56.0,34.0,20.0,15.7,
283,1.8,0.52,59.0,35.0,21.0,16.9,
284,1.7,0.54,60.0,36.0,20.0,25.0,
285,1.7,0.55,57.0,38.0,21.0,27.1,
286,1.6,0.56,52.0,39.0,22.0,25.1,
287,1.4,0.56,47.0,38.0,22.0,20.0,
288,1.5,0.55,42.0,37.0,23.0,11.3,
289,1.2,0.55,36.0,35.0,24.0,10.1,
290,1.5,0.52,31.0,34.0,23.0,9.9,
291,1.4,0.54,26.0,34.0,24.0,9.3,
292,1.7,0.51,23.0,34.0,23.0,10.2,
293,1.7,0.51,21.0,35.0,23.0,9.6,
294,1.6,0.49,20.0,35.0,24.0,8.8,
295,1.5,0.5,18.0,33.0,23.0,8.0,
296,1.4,0.51,17.0,32.0,24.0,7.3,
297,1.8,0.51,15.0,30.0,23.0,8.3,
298,2.9,0.56,15.0,28.0,23.0,16.8,
299,2.8,0.6,15.0,30.0,24.0,25.4,
300,2.2,0.61,18.0,32.0,25.0,20.0,
301,1.8,0.59,23.0,33.0,26.0,13.4,
302,1.7,0.57,30.0,34.0,24.0,11.0,
303,1.6,0.55,38.0,34.0,23.0,10.8,
304,1.7,0.54,46.0,36.0,22.0,11.5,
305,2.0,0.53,54.0,36.0,21.0,12.9,
306,2.5,0.47,61.0,38.0,21.0,16.2,
307,2.2,0.4,65.0,41.0,21.0,16.8,
308,2.1,0.39,66.0,41.0,22.0,23.5,
309,2.2,0.41,65.0,44.0,22.0,23.7,
310,2.1,0.44,61.0,44.0,23.0,18.6,
311,2.2,0.44,56.0,43.0,22.0,12.0,
312,1.9,0.44,51.0,42.0,21.0,10.2,
313,1.9,0.44,51.0,42.0,21.0,10.2,
314,1.9,0.44,0.0,42.0,21.0,10.2,
315,1.9,0.44,0.0,42.0,21.0,10.2,
316,1.9,0.44,0.0,42.0,21.0,10.2,
317,1.9,0.44,0.0,42.0,21.0,10.2,
318,1.7,0.39,40.0,34.0,21.0,5.5,
319,1.3,0.4,40.0,33.0,21.0,5.8,
320,1.7,0.41,41.0,31.0,19.0,5.8,
321,1.6,0.43,41.0,28.0,19.0,7.3,
322,1.7,0.45,42.0,28.0,18.0,9.1,
323,1.7,0.49,42.0,29.0,18.0,9.9,
324,1.4,0.5,44.0,30.0,19.0,10.7,
325,1.5,0.51,47.0,32.0,19.0,10.5,
326,1.7,0.52,50.0,32.0,19.0,10.6,
327,2.0,0.54,53.0,32.0,19.0,10.8,
328,1.9,0.55,56.0,32.0,19.0,10.5,
329,1.6,0.56,59.0,35.0,19.0,11.2,
330,1.8,0.56,62.0,36.0,19.0,12.2,
331,2.0,0.57,64.0,40.0,20.0,14.7,
332,2.1,0.6,63.0,42.0,20.0,21.1,
333,2.1,0.61,61.0,44.0,21.0,21.5,
334,1.7,0.61,58.0,45.0,22.0,19.6,
335,1.9,0.61,54.0,45.0,23.0,18.2,
336,2.3,0.61,50.0,46.0,25.0,16.3,
337,1.6,0.61,46.0,45.0,25.0,12.7,
338,1.7,0.6,43.0,43.0,25.0,9.6,
339,2.2,0.57,41.0,42.0,26.0,8.7,
340,2.2,0.56,41.0,41.0,26.0,6.2,
341,2.1,0.57,41.0,40.0,26.0,5.4,
342,2.5,0.6,42.0,41.0,26.0,5.9,
343,2.3,0.61,42.0,42.0,25.0,7.1,
344,2.1,0.62,43.0,40.0,25.0,6.4,
345,2.4,0.64,43.0,38.0,24.0,6.7,
346,2.4,0.66,43.0,36.0,23.0,7.1,
347,2.3,0.69,43.0,36.0,23.0,7.6,
348,2.2,0.7,43.0,36.0,23.0,11.3,
349,2.6,0.71,44.0,36.0,23.0,12.3,
350,2.9,0.72,45.0,37.0,24.0,11.1,
351,2.8,0.74,47.0,36.0,25.0,7.6,
352,2.1,0.74,49.0,36.0,24.0,7.3,
353,2.0,0.75,51.0,35.0,24.0,7.8,
354,1.8,0.76,53.0,32.0,23.0,10.1,
355,2.8,0.79,54.0,31.0,21.0,18.9,
356,3.0,0.8,54.0,34.0,22.0,19.5,
357,2.5,0.83,54.0,38.0,24.0,17.3,
