,SO2,CO,O3,PM10,PM25,NO2,pr
5820,2.6,1.13,16.0,37.0,19.0,20.4,
5821,2.6,1.81,13.0,36.0,15.0,20.4,
5822,2.2,1.8,8.0,43.0,14.0,21.4,
5823,1.6,1.12,8.0,30.0,11.0,18.6,
5824,1.2,0.95,10.0,33.0,11.0,11.3,
5825,1.8,1.29,7.0,39.0,13.0,16.3,
5826,2.2,1.34,5.0,45.0,11.0,17.1,
5827,1.3,1.14,5.0,34.0,14.0,12.5,
5828,1.2,0.49,5.0,37.0,10.0,10.5,
5829,1.2,0.27,7.0,39.0,4.0,6.2,
5830,1.1,0.32,6.0,39.0,8.0,7.9,
5831,1.4,0.32,6.0,37.0,12.0,8.1,
5832,1.2,0.29,7.0,42.0,13.0,5.9,
5833,1.4,0.7,4.0,48.0,14.0,10.1,
5834,1.6,0.79,10.0,45.0,8.0,11.0,
5835,1.8,1.33,8.0,38.0,8.0,10.3,
5836,1.8,0.93,14.0,38.0,10.0,13.6,
5837,2.8,0.66,23.0,36.0,15.0,14.7,
5838,2.6,0.65,27.0,38.0,13.0,17.3,
5839,2.7,0.59,30.0,39.0,19.0,14.7,
5840,2.2,0.45,35.0,38.0,12.0,8.7,
5841,2.2,0.59,21.0,40.0,13.0,13.1,
5842,2.6,1.02,10.0,39.0,15.0,21.8,
5843,1.6,0.84,11.0,31.0,11.0,22.1,
5844,1.3,0.8,12.0,27.0,13.0,22.2,
5845,1.4,0.91,12.0,34.0,14.0,19.5,
5846,1.7,1.84,6.0,35.0,19.0,26.8,
5847,2.4,1.52,5.0,47.0,14.0,24.5,
5848,1.7,0.91,5.0,37.0,17.0,18.9,
5849,1.2,0.71,6.0,33.0,11.0,14.6,
5850,1.2,0.66,6.0,37.0,14.0,12.7,
5851,1.3,0.49,7.0,38.0,11.0,10.4,
5852,1.0,0.43,7.0,32.0,14.0,8.0,
5853,1.3,0.52,5.0,39.0,14.0,9.4,
5854,0.9,0.52,6.0,40.0,13.0,7.3,
5855,0.7,0.43,5.0,36.0,11.0,7.9,
5856,1.2,0.43,5.0,37.0,14.0,8.4,
5857,1.3,0.41,5.0,34.0,7.0,8.3,
5858,1.0,0.61,8.0,36.0,12.0,7.2,
5859,1.1,0.76,10.0,37.0,8.0,8.7,
5860,1.1,0.6,14.0,35.0,11.0,9.6,
5861,1.1,0.64,23.0,30.0,10.0,11.5,
5862,1.1,0.54,25.0,33.0,10.0,12.0,
5863,1.3,0.57,26.0,31.0,15.0,10.5,
5864,1.2,0.47,29.0,22.0,8.0,9.1,
5865,1.4,0.47,29.0,25.0,11.0,8.7,
5866,1.1,0.41,23.0,27.0,11.0,8.7,
5867,1.9,0.44,20.0,27.0,8.0,9.8,
5868,2.2,0.47,22.0,23.0,7.0,10.6,
5869,1.8,0.64,18.0,24.0,13.0,12.4,
5870,1.5,0.84,14.0,26.0,8.0,15.5,
5871,0.8,0.66,13.0,19.0,7.0,16.5,
5872,0.8,0.74,9.0,28.0,4.0,16.1,
5873,0.8,0.73,7.0,22.0,12.0,17.9,
5874,0.8,0.7,9.0,27.0,7.0,13.2,
5875,0.8,0.7,9.0,27.0,7.0,13.2,
5876,0.8,0.5,8.0,27.0,6.0,9.4,
5877,0.5,0.37,8.0,28.0,10.0,6.6,
5878,0.5,0.37,8.0,26.0,3.0,6.6,
5879,0.7,0.33,7.0,25.0,8.0,5.2,
5880,0.6,0.37,8.0,33.0,6.0,5.2,
5881,0.7,0.42,7.0,32.0,13.0,8.6,
5882,1.1,0.59,9.0,37.0,7.0,8.8,
5883,1.1,0.49,12.0,33.0,14.0,6.7,
5884,1.4,0.57,20.0,29.0,9.0,7.9,
5885,2.5,0.55,28.0,27.0,10.0,8.6,
5886,2.3,0.53,39.0,24.0,16.0,8.6,
5887,2.3,0.51,40.0,22.0,14.0,10.6,
5888,2.3,0.41,42.0,31.0,10.0,8.2,
5889,2.5,0.36,39.0,24.0,15.0,6.5,
5890,2.3,0.38,38.0,23.0,8.0,6.5,
5891,2.3,0.39,35.0,20.0,6.0,7.6,
