,SO2,O3,PM10,PM25,NO2,pr
0,3.2,20,25.0,5.0,6.8,
1,4.2,21,21.0,4.0,5.3,
2,3.2,22,20.0,4.0,6.3,
3,3.6,24,18.0,4.0,6.7,
4,4.4,26,18.0,4.0,6.4,
5,2.9,31,28.0,12.0,9.8,
6,2.7,32,36.0,15.0,11.9,
7,2.9,33,40.0,16.0,11.0,
8,3.1,34,52.0,18.0,11.3,
9,3.4,35,71.0,23.0,10.2,
10,3.2,36,94.0,28.0,9.7,
11,3.5,36,104.0,32.0,11.2,
12,3.4,36,109.0,36.0,10.3,
13,3.6,37,105.0,40.0,10.4,
14,3.6,36,104.0,43.0,11.8,
15,3.5,36,102.0,41.0,9.1,
16,3.6,35,108.0,48.0,7.6,
17,3.1,34,120.0,50.0,6.4,
18,2.7,34,111.0,51.0,5.3,
19,2.6,34,110.0,51.0,4.7,
20,1.5,34,92.0,43.0,4.2,
21,2.4,34,68.0,35.0,6.8,
22,2.5,35,54.0,30.0,5.2,
23,3.1,35,44.0,28.0,5.7,
24,3.9,16,19.0,9.0,16.4,
25,4.5,17,18.0,12.0,19.0,
26,4.1,18,20.0,15.0,20.9,
27,3.9,18,20.0,15.0,22.8,
28,3.5,18,20.0,15.0,19.3,
29,3.5,16,22.0,15.0,17.3,
30,3.6,15,27.0,14.0,20.3,
31,4.5,12,28.0,14.0,25.9,
32,4.6,10,28.0,16.0,22.0,
33,4.2,9,30.0,17.0,20.6,
34,4.1,7,26.0,18.0,22.1,
35,5.8,7,24.0,17.0,14.4,
36,3.4,6,22.0,16.0,12.9,
37,4.4,6,20.0,16.0,13.7,
38,4.0,6,20.0,14.0,13.9,
39,3.4,6,18.0,13.0,11.9,
40,3.4,6,18.0,13.0,11.9,
41,3.7,7,12.0,10.0,13.9,
42,3.7,7,8.0,10.0,18.0,
43,4.1,7,8.0,8.0,16.5,
44,3.5,7,9.0,8.0,15.4,
45,4.1,10,11.0,7.0,14.5,
46,3.5,13,11.0,8.0,10.8,
47,5.0,15,12.0,7.0,13.0,
48,4.9,17,12.0,7.0,14.7,
49,3.5,19,16.0,8.0,11.9,
50,4.4,22,17.0,8.0,12.8,
51,3.6,24,20.0,8.0,6.3,
52,3.0,26,24.0,8.0,6.3,
53,3.7,27,25.0,8.0,7.2,
54,3.5,27,30.0,10.0,7.1,
55,3.1,27,32.0,9.0,6.7,
56,2.6,27,32.0,9.0,6.2,
57,3.1,27,34.0,8.0,5.7,
58,2.9,26,32.0,6.0,8.3,
59,2.9,23,33.0,8.0,13.2,
60,3.9,21,35.0,8.0,14.7,
61,4.0,18,36.0,9.0,15.4,
62,3.5,16,35.0,9.0,9.6,
63,2.9,15,36.0,10.0,11.5,
64,2.7,14,35.0,10.0,13.4,
65,2.1,14,34.0,9.0,11.8,
66,2.0,15,32.0,8.0,7.9,
67,2.4,17,32.0,8.0,8.3,
68,2.4,20,32.0,9.0,7.8,
69,2.9,23,33.0,10.0,7.2,
70,3.1,25,32.0,11.0,8.2,
71,3.9,28,32.0,10.0,8.2,
72,3.4,32,32.0,10.0,8.1,
73,2.5,33,32.0,11.0,7.8,
74,2.7,34,37.0,11.0,9.9,
75,2.2,35,38.0,11.0,8.1,
76,2.4,35,38.0,12.0,5.9,
77,2.0,35,39.0,12.0,9.6,
78,1.9,33,38.0,13.0,10.3,
79,2.2,32,39.0,14.0,7.9,
80,1.7,30,38.0,14.0,9.9,
81,2.0,29,40.0,14.0,7.9,
82,2.5,28,39.0,13.0,8.8,
83,3.7,27,39.0,12.0,9.6,
84,2.9,26,39.0,13.0,9.3,
85,3.1,26,36.0,12.0,8.6,
86,2.9,26,34.0,12.0,9.6,
87,2.9,25,32.0,11.0,9.1,
88,1.7,25,32.0,10.0,10.3,
89,2.4,26,32.0,10.0,9.8,
90,2.5,36,50.0,14.0,9.6,
91,2.7,37,54.0,18.0,10.4,
92,2.5,37,54.0,19.0,13.8,
93,3.0,37,49.0,20.0,13.0,
94,2.4,36,46.0,20.0,13.9,
95,2.7,35,42.0,19.0,11.4,
96,2.0,33,38.0,17.0,8.4,
97,2.0,32,36.0,15.0,8.6,
98,1.7,32,34.0,15.0,8.3,
99,2.0,31,33.0,14.0,8.8,
100,2.5,31,32.0,15.0,10.1,
101,3.1,31,31.0,16.0,10.8,
102,2.4,31,30.0,14.0,10.5,
103,3.0,31,29.0,14.0,10.2,
104,2.6,31,28.0,13.0,11.4,
105,2.0,31,25.0,13.0,12.2,
106,1.7,31,25.0,13.0,12.0,
107,1.3,31,26.0,12.0,11.3,
108,1.6,32,26.0,13.0,10.7,
109,1.2,33,27.0,13.0,10.9,
110,1.3,34,29.0,13.0,6.9,
111,2.1,35,32.0,15.0,7.1,
112,2.2,36,32.0,16.0,9.2,
113,1.9,37,34.0,17.0,10.7,
114,3.2,35,40.0,17.0,12.2,
115,3.0,33,41.0,17.0,14.2,
116,3.1,31,42.0,17.0,13.4,
117,2.9,29,42.0,15.0,15.2,
118,3.4,26,40.0,15.0,12.8,
119,2.6,23,39.0,16.0,9.2,
120,2.7,21,37.0,16.0,7.2,
121,2.7,20,37.0,16.0,7.3,
122,2.7,20,36.0,16.0,7.7,
123,2.9,20,34.0,15.0,9.2,
124,2.9,20,34.0,14.0,10.5,
125,3.5,20,32.0,13.0,9.7,
126,3.6,21,31.0,13.0,9.1,
127,3.6,21,32.0,12.0,8.9,
128,3.7,20,32.0,12.0,9.9,
129,2.2,20,33.0,13.0,9.3,
130,2.9,20,36.0,14.0,9.8,
131,2.9,20,36.0,16.0,8.9,
132,3.2,21,37.0,17.0,10.4,
133,2.0,21,40.0,17.0,9.9,
134,2.1,21,60.0,19.0,10.3,
135,2.5,21,64.0,20.0,8.6,
136,2.6,22,66.0,22.0,8.9,
137,3.1,22,68.0,23.0,10.1,
138,3.4,22,54.0,23.0,12.3,
139,3.7,21,54.0,25.0,14.8,
140,3.2,21,53.0,24.0,17.0,
141,3.7,21,50.0,24.0,13.4,
142,2.7,21,47.0,22.0,9.6,
143,1.9,21,44.0,19.0,10.1,
144,2.9,20,42.0,18.0,11.3,
145,2.7,20,40.0,18.0,10.1,
146,2.6,20,34.0,18.0,7.2,
147,1.9,20,30.0,17.0,6.1,
148,3.1,21,28.0,15.0,8.8,
149,3.0,21,28.0,14.0,9.8,
150,3.1,22,26.0,13.0,9.1,
151,3.5,22,26.0,10.0,8.6,
152,3.5,22,26.0,10.0,12.4,
153,2.5,22,25.0,9.0,11.8,
154,2.7,22,25.0,10.0,12.7,
155,3.2,21,26.0,10.0,13.9,
156,3.7,21,32.0,11.0,13.4,
157,2.7,21,44.0,13.0,12.9,
158,2.5,21,52.0,15.0,11.2,
159,2.7,22,61.0,18.0,10.7,
160,3.5,22,69.0,23.0,10.3,
161,3.0,23,74.0,25.0,11.8,
162,3.4,24,79.0,29.0,11.7,
163,3.1,24,78.0,29.0,15.4,
164,3.2,25,74.0,28.0,15.4,
165,3.0,25,67.0,28.0,11.2,
166,2.6,25,62.0,26.0,11.2,
167,2.6,25,60.0,28.0,9.8,
168,2.1,25,57.0,29.0,8.7,
169,2.4,25,54.0,27.0,8.4,
170,2.5,25,54.0,28.0,7.2,
171,3.0,26,52.0,25.0,7.4,
172,3.0,26,48.0,23.0,8.9,
173,1.9,27,46.0,20.0,8.6,
174,3.1,27,47.0,19.0,9.4,
175,3.1,28,46.0,19.0,10.1,
176,3.6,28,48.0,19.0,10.4,
177,3.5,28,46.0,20.0,11.0,
178,3.5,27,44.0,19.0,10.5,
179,1.3,27,44.0,19.0,9.8,
180,2.5,27,47.0,20.0,10.5,
181,1.7,27,54.0,22.0,10.5,
182,2.5,27,64.0,23.0,9.3,
183,2.7,28,75.0,26.0,9.1,
184,1.2,29,91.0,31.0,9.4,
185,3.4,30,103.0,35.0,9.9,
186,2.6,31,110.0,40.0,10.5,
187,2.5,32,112.0,43.0,11.3,
188,3.5,33,104.0,44.0,13.0,
189,2.5,34,95.0,43.0,12.8,
190,2.5,35,86.0,41.0,11.0,
191,3.1,35,82.0,39.0,12.7,
192,2.4,35,78.0,36.0,10.4,
193,2.5,35,74.0,32.0,9.8,
194,2.5,35,70.0,28.0,9.2,
195,2.0,34,63.0,26.0,9.9,
196,3.0,34,56.0,22.0,11.5,
197,2.7,33,52.0,21.0,11.5,
198,2.6,33,48.0,19.0,10.5,
199,2.2,33,46.0,18.0,10.4,
200,2.6,32,44.0,16.0,10.7,
201,2.2,32,43.0,16.0,10.5,
202,2.5,32,42.0,16.0,10.4,
203,1.7,32,42.0,16.0,10.5,
204,2.6,32,43.0,16.0,11.5,
205,2.1,33,46.0,10.0,11.9,
206,2.2,34,50.0,10.0,10.4,
207,2.9,35,54.0,10.0,10.4,
208,2.1,37,58.0,10.0,11.7,
209,2.6,38,60.0,9.0,12.9,
210,3.0,39,62.0,9.0,13.9,
211,3.1,40,62.0,9.0,17.2,
212,3.2,40,64.0,8.0,18.3,
213,3.7,40,64.0,6.0,13.5,
214,2.5,40,62.0,6.0,13.4,
215,2.0,39,60.0,6.0,14.8,
216,3.0,39,59.0,7.0,14.0,
217,2.6,38,58.0,10.0,12.4,
218,2.5,38,55.0,12.0,11.7,
219,2.4,38,54.0,15.0,11.5,
220,2.6,38,52.0,17.0,11.4,
221,2.2,38,52.0,18.0,11.4,
222,2.9,38,52.0,18.0,12.2,
223,3.1,38,52.0,19.0,13.0,
224,4.2,38,54.0,20.0,14.8,
225,2.4,38,57.0,21.0,14.0,
226,3.1,37,60.0,22.0,14.5,
227,3.2,36,62.0,22.0,12.8,
228,4.5,36,66.0,18.0,13.8,
229,2.9,39,68.0,17.0,13.4,
230,2.9,40,70.0,15.0,15.9,
231,2.9,40,74.0,15.0,15.9,
232,2.9,41,74.0,15.0,16.2,
233,2.9,42,74.0,15.0,16.8,
234,2.9,43,74.0,15.0,16.8,
235,2.9,42,74.0,15.0,21.1,
236,2.9,42,86.0,32.0,21.1,
237,2.9,0,86.0,32.0,21.1,
238,2.9,0,86.0,32.0,21.1,
239,2.9,0,86.0,32.0,21.1,
240,3.5,33,70.0,30.0,17.8,
241,4.4,32,68.0,30.0,15.4,
242,3.5,31,65.0,29.0,12.4,
243,3.7,31,64.0,29.0,11.3,
244,3.6,31,61.0,28.0,12.2,
245,3.9,31,58.0,27.0,12.0,
246,3.7,31,57.0,25.0,12.7,
247,3.6,31,54.0,24.0,11.5,
248,3.1,31,54.0,23.0,13.5,
249,2.7,31,52.0,23.0,16.7,
250,3.4,30,51.0,22.0,14.9,
251,2.7,30,52.0,21.0,12.9,
252,2.5,30,50.0,20.0,13.7,
253,3.9,30,50.0,19.0,14.8,
254,3.4,31,53.0,19.0,14.5,
255,3.9,32,58.0,19.0,13.0,
256,3.9,33,64.0,18.0,12.8,
257,3.6,34,71.0,18.0,12.5,
258,3.5,35,76.0,18.0,14.3,
259,3.1,35,80.0,18.0,17.5,
260,3.7,35,79.0,20.0,24.5,
261,4.5,34,74.0,20.0,18.0,
262,2.6,32,68.0,18.0,16.7,
263,3.7,31,60.0,16.0,15.4,
264,4.5,30,55.0,15.0,14.9,
265,3.2,29,52.0,14.0,12.9,
266,4.6,29,50.0,14.0,12.0,
267,4.5,28,48.0,13.0,12.4,
268,2.2,28,47.0,13.0,13.0,
269,3.0,28,44.0,13.0,13.3,
270,3.1,28,42.0,13.0,13.0,
271,3.9,27,40.0,13.0,13.4,
272,3.6,27,38.0,12.0,13.2,
273,2.1,26,38.0,11.0,18.5,
274,5.2,25,39.0,12.0,17.9,
275,3.4,26,42.0,13.0,13.2,
276,3.5,26,43.0,13.0,12.0,
277,4.4,27,44.0,12.0,15.4,
278,3.1,29,46.0,12.0,15.4,
279,4.2,31,50.0,11.0,12.3,
280,3.2,33,55.0,12.0,12.3,
281,3.1,34,62.0,13.0,13.7,
282,3.4,36,66.0,13.0,15.2,
283,3.0,36,67.0,13.0,21.0,
284,3.4,35,66.0,13.0,22.9,
285,3.1,34,62.0,12.0,18.3,
286,2.1,33,56.0,11.0,13.8,
287,3.0,31,49.0,10.0,12.7,
288,2.5,30,46.0,10.0,14.0,
289,3.5,28,44.0,10.0,13.5,
290,3.1,27,43.0,11.0,13.2,
291,2.9,26,41.0,11.0,10.8,
292,3.6,25,38.0,12.0,10.4,
293,2.7,25,36.0,11.0,9.8,
294,3.7,25,34.0,10.0,10.5,
295,2.7,24,32.0,9.0,8.3,
296,2.7,24,30.0,8.0,10.7,
297,3.0,24,29.0,8.0,15.5,
298,3.9,24,30.0,8.0,15.9,
299,4.4,25,33.0,8.0,11.0,
300,3.5,26,35.0,8.0,11.2,
301,3.5,27,36.0,9.0,13.8,
302,3.5,28,40.0,8.0,14.3,
303,3.4,30,44.0,8.0,11.7,
304,2.9,31,48.0,8.0,11.0,
305,3.1,33,52.0,7.0,11.4,
306,3.5,34,56.0,7.0,12.0,
307,3.9,35,56.0,8.0,17.9,
308,3.4,36,56.0,10.0,21.6,
309,4.5,38,54.0,12.0,16.9,
310,3.4,38,51.0,14.0,15.7,
311,3.5,39,49.0,15.0,14.5,
312,4.2,39,48.0,15.0,15.0,
313,4.0,40,46.0,14.0,15.3,
314,4.7,40,45.0,15.0,15.8,
315,4.6,41,42.0,15.0,14.7,
316,4.2,40,40.0,16.0,14.2,
317,4.2,40,40.0,16.0,12.4,
318,4.0,39,38.0,16.0,12.5,
319,3.9,39,38.0,15.0,10.1,
320,3.5,39,36.0,15.0,8.6,
321,3.7,39,34.0,14.0,10.4,
322,3.1,40,32.0,14.0,12.9,
323,3.9,41,32.0,14.0,11.0,
324,3.5,43,34.0,15.0,11.2,
325,3.4,45,36.0,15.0,9.9,
326,3.2,47,42.0,15.0,8.8,
327,3.2,49,48.0,14.0,8.4,
328,2.6,51,56.0,15.0,8.3,
329,2.6,52,60.0,15.0,9.1,
330,3.6,53,64.0,16.0,9.3,
331,3.5,54,66.0,16.0,9.6,
332,3.5,54,64.0,17.0,11.2,
333,3.2,54,60.0,18.0,10.9,
334,2.9,54,56.0,18.0,8.1,
335,3.7,55,55.0,18.0,6.4,
336,3.0,55,54.0,19.0,6.1,
337,3.2,56,54.0,19.0,5.8,
338,3.6,56,54.0,19.0,7.1,
339,4.4,56,52.0,19.0,6.7,
340,2.5,56,50.0,19.0,7.6,
341,3.7,56,47.0,18.0,7.3,
342,4.4,55,44.0,18.0,8.3,
343,4.1,54,42.0,18.0,7.6,
344,3.9,53,42.0,17.0,7.3,
345,3.2,51,43.0,16.0,8.7,
346,3.9,50,44.0,16.0,9.6,
347,3.4,49,44.0,17.0,8.8,
348,3.4,49,44.0,18.0,8.8,
349,3.2,48,44.0,20.0,12.0,
350,2.5,48,44.0,21.0,9.1,
351,3.1,49,44.0,22.0,8.7,
352,4.9,49,46.0,22.0,10.5,
353,2.6,50,48.0,22.0,10.8,
354,3.0,51,50.0,22.0,12.2,
355,3.7,53,52.0,22.0,14.5,
356,4.1,53,54.0,23.0,15.9,
357,2.7,54,56.0,25.0,16.7,
358,4.0,56,56.0,27.0,12.2,
359,2.9,56,55.0,28.0,12.0,
360,3.2,56,53.0,29.0,11.8,
361,2.9,56,51.0,29.0,8.4,
362,3.1,56,50.0,28.0,8.2,
363,3.0,56,48.0,26.0,7.7,
364,3.2,56,48.0,25.0,7.9,
365,3.4,57,49.0,24.0,7.9,
366,4.2,57,49.0,24.0,9.9,
367,4.1,57,50.0,24.0,11.2,
368,4.0,57,50.0,25.0,9.4,
369,4.0,56,49.0,26.0,11.3,
370,3.0,55,50.0,27.0,10.3,
371,2.9,55,50.0,27.0,7.2,
372,2.7,54,50.0,27.0,6.6,
373,3.5,54,52.0,26.0,7.1,
374,3.1,55,56.0,25.0,8.3,
375,3.1,57,70.0,25.0,7.8,
376,3.2,58,85.0,26.0,7.6,
377,3.1,59,99.0,27.0,7.3,
378,3.4,61,112.0,28.0,8.1,
379,2.9,62,118.0,27.0,9.4,
380,3.4,62,112.0,26.0,10.4,
381,2.5,61,106.0,25.0,9.1,
382,2.1,60,95.0,23.0,7.7,
383,1.7,60,86.0,22.0,8.3,
384,0.8,59,84.0,21.0,7.7,
385,1.5,58,84.0,22.0,7.6,
386,2.1,58,82.0,23.0,7.3,
387,3.0,59,82.0,28.0,7.7,
388,3.4,60,84.0,35.0,7.3,
389,3.0,61,84.0,40.0,7.4,
390,2.9,61,82.0,43.0,6.7,
391,2.5,61,78.0,43.0,6.4,
392,2.5,60,74.0,40.0,6.7,
393,2.7,58,68.0,36.0,7.4,
394,2.1,55,64.0,32.0,8.9,
395,2.0,51,60.0,29.0,8.2,
396,2.6,48,58.0,26.0,8.7,
397,2.9,45,60.0,24.0,9.1,
398,3.0,42,63.0,23.0,9.2,
399,3.1,41,66.0,22.0,9.7,
400,3.2,39,74.0,20.0,9.7,
401,3.5,39,87.0,22.0,10.7,
402,3.4,38,94.0,21.0,13.0,
403,3.5,38,93.0,20.0,16.4,
404,3.4,38,87.0,19.0,13.7,
405,3.1,37,72.0,16.0,13.4,
406,3.5,36,63.0,14.0,12.3,
407,3.4,35,58.0,13.0,11.3,
408,2.7,34,54.0,13.0,9.4,
409,3.2,33,50.0,12.0,8.6,
410,3.7,33,48.0,12.0,8.9,
411,2.7,32,45.0,11.0,8.8,
412,2.2,32,40.0,10.0,6.8,
413,2.6,31,34.0,9.0,6.7,
414,3.0,30,31.0,8.0,7.8,
415,4.1,30,28.0,8.0,8.3,
416,2.9,29,26.0,8.0,7.3,
417,3.2,28,26.0,8.0,10.5,
418,3.5,26,26.0,8.0,18.5,
419,3.0,25,26.0,8.0,14.2,
420,3.1,25,27.0,8.0,9.7,
421,6.8,25,28.0,8.0,10.7,
422,2.5,28,30.0,8.0,9.6,
423,2.7,33,34.0,8.0,12.4,
424,2.4,37,42.0,8.0,12.3,
425,2.7,42,49.0,8.0,11.8,
426,2.0,45,54.0,8.0,15.7,
427,3.7,47,58.0,8.0,19.0,
428,11.8,47,56.0,8.0,25.1,
429,6.1,44,53.0,8.0,19.8,
430,5.1,41,48.0,8.0,15.7,
431,3.2,37,44.0,8.0,16.0,
432,3.1,32,41.0,8.0,17.8,
433,3.0,27,40.0,10.0,13.7,
434,4.0,24,40.0,9.0,13.5,
435,3.6,22,38.0,10.0,15.0,
436,2.1,20,38.0,11.0,15.3,
437,2.4,18,36.0,11.0,20.5,
438,3.2,15,34.0,11.0,20.6,
439,4.0,13,33.0,12.0,21.5,
440,3.2,10,32.0,10.0,21.5,
441,3.5,8,33.0,11.0,24.4,
442,4.2,7,36.0,14.0,23.3,
443,4.2,7,36.0,14.0,23.3,
444,4.2,7,36.0,14.0,23.3,
445,4.2,7,36.0,14.0,23.3,
446,3.1,21,47.0,17.0,10.9,
447,3.4,28,46.0,15.0,8.9,
448,1.7,34,46.0,13.0,8.1,
449,3.0,41,46.0,14.0,9.4,
450,2.7,46,48.0,14.0,8.8,
451,2.7,48,49.0,14.0,10.2,
452,2.5,48,50.0,16.0,13.8,
453,2.9,47,50.0,15.0,16.7,
454,2.9,44,49.0,15.0,9.9,
455,2.4,41,48.0,15.0,12.8,
456,2.6,37,46.0,14.0,13.9,
457,3.0,32,46.0,14.0,17.6,
458,5.1,27,46.0,15.0,23.3,
459,5.1,22,48.0,16.0,24.6,
460,4.5,18,48.0,17.0,20.1,
461,4.9,16,50.0,18.0,18.3,
462,4.4,14,52.0,19.0,23.5,
463,4.6,12,54.0,23.0,18.5,
464,4.7,11,54.0,25.0,17.9,
465,4.4,11,52.0,25.0,16.4,
466,3.9,12,48.0,24.0,17.0,
467,4.2,14,47.0,22.0,13.0,
468,4.0,17,45.0,21.0,13.3,
469,3.5,21,44.0,21.0,8.9,
470,3.4,24,43.0,19.0,6.6,
471,2.7,28,42.0,17.0,6.4,
472,3.0,32,40.0,15.0,7.1,
473,3.2,37,38.0,12.0,7.7,
474,3.2,40,36.0,11.0,9.3,
475,3.2,42,34.0,9.0,11.2,
476,3.4,42,34.0,9.0,13.7,
477,3.0,41,32.0,8.0,8.4,
478,2.4,41,32.0,7.0,7.2,
479,1.9,39,32.0,6.0,4.7,
480,2.1,38,30.0,6.0,5.1,
481,1.7,36,30.0,6.0,4.1,
482,1.5,35,28.0,6.0,2.8,
483,2.2,35,26.0,6.0,2.3,
484,2.1,34,26.0,5.0,3.8,
485,2.5,34,24.0,5.0,4.3,
486,1.6,33,24.0,4.0,4.3,
487,1.6,32,24.0,4.0,6.4,
488,2.5,32,24.0,5.0,8.7,
489,2.6,31,22.0,6.0,10.1,
490,1.9,31,23.0,7.0,8.3,
491,2.1,31,22.0,7.0,6.7,
492,2.0,32,23.0,7.0,5.6,
493,1.6,33,22.0,6.0,5.3,
494,1.6,33,22.0,6.0,5.3,
495,2.2,38,26.0,5.0,5.6,
496,2.1,41,30.0,6.0,7.3,
497,2.9,44,36.0,7.0,11.4,
498,2.7,47,38.0,9.0,11.9,
499,2.7,47,40.0,11.0,15.3,
500,2.6,47,39.0,13.0,18.6,
501,2.7,48,38.0,13.0,13.8,
502,2.6,49,40.0,14.0,11.5,
503,2.4,49,40.0,14.0,12.4,
504,1.9,49,40.0,14.0,9.1,
505,1.5,50,41.0,14.0,7.3,
506,1.7,50,42.0,15.0,6.1,
507,1.0,51,41.0,16.0,5.7,
508,1.1,53,41.0,16.0,4.7,
509,2.2,53,42.0,16.0,5.2,
510,2.6,53,42.0,15.0,5.4,
511,2.6,55,42.0,15.0,5.2,
512,2.5,56,48.0,17.0,4.9,
513,2.0,57,52.0,19.0,4.8,
514,2.7,59,56.0,21.0,5.7,
515,1.9,61,60.0,25.0,7.3,
516,2.4,62,61.0,25.0,9.1,
517,2.5,63,62.0,25.0,9.3,
518,1.7,63,65.0,24.0,8.3,
519,2.5,62,86.0,24.0,6.2,
520,1.7,61,114.0,28.0,6.4,
521,1.9,59,121.0,29.0,4.9,
522,2.4,56,128.0,29.0,5.3,
523,2.6,53,120.0,25.0,6.1,
524,1.9,51,101.0,20.0,7.1,
525,1.9,49,91.0,16.0,6.2,
526,2.0,48,79.0,14.0,5.1,
527,1.0,46,68.0,12.0,4.4,
528,1.5,45,60.0,11.0,4.3,
529,1.5,43,57.0,10.0,4.1,
530,1.5,43,52.0,9.0,3.9,
531,0.7,42,44.0,8.0,3.9,
532,0.5,42,36.0,5.0,4.6,
533,2.0,42,31.0,4.0,4.7,
534,2.0,41,28.0,3.0,4.9,
535,2.2,41,26.0,4.0,4.6,
536,2.9,40,26.0,5.0,4.8,
537,2.0,40,28.0,5.0,5.9,
538,2.4,38,42.0,5.0,7.7,
539,2.0,38,41.0,5.0,6.7,
540,1.7,38,42.0,5.0,6.1,
541,2.1,38,42.0,5.0,6.7,
542,1.5,39,32.0,6.0,5.8,
543,1.2,41,33.0,6.0,5.9,
544,1.0,43,36.0,6.0,7.3,
545,2.2,45,40.0,7.0,7.9,
546,1.1,47,45.0,9.0,7.9,
547,1.2,47,46.0,9.0,9.3,
548,2.2,47,46.0,10.0,12.7,
549,1.9,46,47.0,11.0,11.9,
550,3.0,45,44.0,11.0,12.2,
551,2.5,42,46.0,13.0,12.9,
552,2.4,39,47.0,14.0,12.4,
553,3.1,35,47.0,16.0,16.8,
554,3.0,31,49.0,16.0,18.8,
555,2.2,28,48.0,16.0,17.5,
556,2.7,25,46.0,15.0,17.4,
557,3.9,23,44.0,14.0,16.8,
558,2.0,20,41.0,15.0,16.3,
559,2.1,17,42.0,15.0,20.8,
560,4.1,14,42.0,16.0,24.2,
561,6.0,12,43.0,17.0,24.1,
562,5.5,12,44.0,18.0,21.4,
563,3.9,12,45.0,19.0,22.6,
564,3.2,13,46.0,20.0,17.8,
565,4.1,15,47.0,20.0,13.8,
566,3.9,20,48.0,26.0,9.9,
567,3.9,20,48.0,26.0,9.9,
568,3.5,25,48.0,26.0,7.9,
569,3.5,0,48.0,26.0,7.9,
570,3.0,39,48.0,20.0,10.3,
571,3.4,41,50.0,18.0,13.9,
572,4.0,41,50.0,18.0,16.0,
573,4.0,41,50.0,18.0,16.0,
574,4.0,41,50.0,18.0,16.0,
575,3.9,36,53.0,17.0,9.8,
576,3.0,33,52.0,16.0,9.6,
577,4.1,31,52.0,15.0,10.9,
578,4.9,28,52.0,16.0,17.2,
579,3.5,26,52.0,16.0,16.3,
580,3.5,24,54.0,17.0,15.4,
581,4.4,22,54.0,19.0,14.5,
582,3.9,20,56.0,20.0,12.5,
583,4.4,18,58.0,23.0,12.0,
584,4.0,16,62.0,28.0,15.0,
585,4.6,15,64.0,32.0,18.4,
586,6.1,14,69.0,36.0,20.4,
587,5.8,15,74.0,41.0,20.6,
588,4.9,17,80.0,44.0,16.7,
589,7.3,21,82.0,47.0,20.1,
590,9.8,24,82.0,48.0,17.4,
591,12.5,27,80.0,45.0,12.3,
592,14.2,31,74.0,41.0,12.2,
593,8.5,36,70.0,38.0,18.3,
594,6.3,40,68.0,36.0,17.5,
595,4.0,41,66.0,35.0,15.0,
596,2.9,41,66.0,34.0,13.7,
597,3.6,38,64.0,31.0,13.7,
598,3.5,37,59.0,27.0,11.7,
599,1.0,35,56.0,24.0,7.1,
600,2.4,32,51.0,20.0,4.4,
601,2.6,29,48.0,18.0,6.1,
602,3.2,26,44.0,15.0,8.4,
603,1.7,25,40.0,14.0,7.6,
604,2.5,24,38.0,14.0,5.2,
605,3.2,25,36.0,13.0,4.3,
606,2.9,26,34.0,12.0,5.4,
607,3.0,26,33.0,11.0,5.9,
608,3.6,27,32.0,10.0,5.9,
609,3.5,28,32.0,10.0,8.8,
610,3.5,29,33.0,10.0,13.0,
611,3.0,31,32.0,11.0,8.3,
612,3.5,32,31.0,11.0,8.8,
613,2.1,32,32.0,10.0,9.3,
614,2.5,33,34.0,10.0,7.3,
615,2.4,34,38.0,10.0,6.4,
616,2.9,34,40.0,10.0,6.7,
617,2.6,34,40.0,10.0,7.7,
618,2.5,35,41.0,9.0,7.1,
619,2.7,36,40.0,8.0,10.3,
620,2.9,35,38.0,8.0,17.2,
621,3.2,35,40.0,9.0,15.2,
622,3.1,34,39.0,11.0,15.7,
623,2.9,34,40.0,14.0,13.8,
624,3.2,34,42.0,17.0,12.9,
625,2.4,35,46.0,20.0,10.7,
626,2.7,35,47.0,23.0,8.9,
627,2.7,36,46.0,23.0,8.7,
628,2.4,36,44.0,22.0,8.6,
629,3.5,37,42.0,21.0,8.8,
630,3.1,37,40.0,19.0,8.9,
631,3.4,37,39.0,18.0,7.9,
632,3.4,37,39.0,18.0,8.6,
633,3.6,36,38.0,17.0,13.9,
634,4.0,34,38.0,19.0,15.7,
635,3.2,34,39.0,19.0,12.8,
636,3.2,35,40.0,19.0,13.2,
637,2.6,36,40.0,20.0,12.5,
638,3.1,39,44.0,27.0,10.9,
639,3.9,43,50.0,29.0,8.9,
640,2.4,47,56.0,32.0,8.8,
641,3.4,50,62.0,35.0,8.3,
642,3.2,54,66.0,31.0,10.7,
643,3.2,55,69.0,30.0,13.7,
644,3.7,55,71.0,29.0,17.6,
645,3.6,53,71.0,28.0,19.3,
646,3.1,50,70.0,26.0,15.3,
647,2.9,44,70.0,26.0,15.4,
648,3.1,40,70.0,25.0,12.7,
649,1.9,36,72.0,26.0,11.0,
650,3.6,32,76.0,26.0,15.7,
651,4.9,29,76.0,25.0,12.3,
652,1.0,27,74.0,24.0,9.6,
653,3.2,27,72.0,23.0,9.7,
654,3.7,24,70.0,21.0,16.8,
655,4.1,22,69.0,21.0,19.1,
656,3.4,20,67.0,20.0,18.6,
657,4.1,17,65.0,20.0,24.1,
658,4.1,16,63.0,21.0,22.4,
659,4.4,15,61.0,23.0,26.1,
660,5.0,15,62.0,26.0,25.0,
661,7.1,15,64.0,29.0,23.6,
662,4.7,19,67.0,31.0,12.4,
663,3.1,23,68.0,30.0,8.2,
664,3.0,27,68.0,28.0,9.1,
