,SO2,O3,PM10,PM25,NO2,pr
1705,6.2,32,120.0,102.0,25.5,
1706,4.8,26,118.0,102.0,38.7,
1707,4.2,20,117.0,102.0,39.2,
1708,4.6,16,117.0,104.0,30.6,
1709,5.4,16,122.0,107.0,17.9,
1710,7.3,17,124.0,114.0,21.6,
1711,5.0,17,122.0,110.0,29.8,
1712,5.0,16,126.0,110.0,24.5,
1713,5.6,18,128.0,110.0,20.1,
1714,5.4,23,128.0,105.0,15.4,
1715,4.3,29,120.0,99.0,10.9,
1716,4.0,34,104.0,85.0,10.0,
1717,4.0,38,88.0,72.0,9.3,
1718,3.9,43,78.0,61.0,9.2,
1719,4.2,48,72.0,54.0,10.7,
1720,4.8,52,70.0,50.0,12.9,
1721,4.8,52,70.0,49.0,17.0,
1722,4.8,51,70.0,47.0,18.6,
1723,4.5,49,70.0,48.0,20.4,
1724,4.0,47,68.0,45.0,22.2,
1725,3.5,45,62.0,42.0,19.4,
1726,4.0,44,56.0,37.0,16.1,
1727,4.0,44,52.0,32.0,13.2,
1728,4.0,44,50.0,32.0,15.3,
1729,7.2,45,52.0,33.0,16.5,
1730,6.3,46,58.0,37.0,16.4,
1731,6.3,47,66.0,43.0,15.9,
1732,6.5,49,72.0,48.0,14.0,
1733,6.2,49,74.0,51.0,14.2,
1734,6.0,48,74.0,51.0,16.4,
1735,6.1,46,70.0,48.0,20.0,
1736,5.6,44,68.0,46.0,19.2,
1737,5.4,43,67.0,46.0,16.2,
1738,5.3,42,68.0,45.0,13.8,
1739,5.0,43,68.0,46.0,13.6,
1740,4.9,45,70.0,47.0,13.3,
1741,5.0,47,70.0,47.0,12.3,
1742,4.8,49,70.0,48.0,13.2,
1743,4.6,51,72.0,48.0,14.3,
1744,4.5,53,73.0,47.0,16.2,
1745,4.8,53,74.0,46.0,21.9,
1746,4.4,51,74.0,45.0,23.2,
1747,4.3,49,74.0,45.0,22.1,
1748,3.9,46,73.0,45.0,23.0,
1749,4.3,42,74.0,45.0,29.9,
1750,4.4,37,74.0,47.0,37.6,
1751,3.9,32,74.0,47.0,41.5,
1752,3.8,28,74.0,48.0,41.9,
1753,5.6,25,72.0,49.0,26.7,
1754,4.6,22,72.0,48.0,31.1,
1755,4.5,19,71.0,48.0,32.7,
1756,4.3,16,70.0,48.0,32.6,
1757,4.3,14,71.0,49.0,36.3,
1758,3.9,13,72.0,51.0,38.1,
1759,4.8,13,73.0,52.0,40.8,
1760,5.4,13,74.0,55.0,36.5,
1761,4.9,14,76.0,56.0,29.1,
1762,4.8,16,77.0,56.0,22.5,
1763,4.5,20,77.0,54.0,18.8,
1764,4.0,26,76.0,52.0,12.0,
1765,3.7,32,73.0,48.0,9.8,
1766,4.8,38,68.0,44.0,12.7,
1767,3.5,43,65.0,41.0,14.2,
1768,3.7,46,63.0,36.0,20.5,
1769,4.0,46,62.0,34.0,28.1,
1770,4.0,45,64.0,33.0,26.7,
1771,3.9,42,63.0,31.0,23.1,
1772,3.5,37,60.0,30.0,22.5,
1773,3.5,32,56.0,27.0,25.4,
1774,3.5,27,50.0,24.0,35.5,
1775,3.2,21,46.0,23.0,39.2,
1776,3.5,17,44.0,22.0,41.1,
1777,5.5,14,44.0,23.0,35.5,
1778,4.6,12,44.0,23.0,35.9,
1779,4.6,11,46.0,24.0,29.2,
1780,4.0,9,47.0,26.0,35.5,
1781,4.3,7,46.0,27.0,37.5,
1782,4.2,7,47.0,28.0,30.9,
1783,4.4,7,48.0,30.0,34.3,
1784,6.0,7,48.0,32.0,36.1,
1785,5.5,9,52.0,34.0,29.2,
1786,6.1,15,55.0,37.0,21.2,
1787,5.0,19,61.0,42.0,21.0,
1788,4.8,26,64.0,44.0,14.9,
1789,4.6,33,65.0,44.0,13.1,
1790,8.8,40,65.0,44.0,17.9,
1791,8.1,47,64.0,42.0,17.5,
1792,4.6,53,63.0,43.0,14.8,
1793,4.0,55,62.0,41.0,27.1,
1794,3.8,52,62.0,41.0,35.9,
1795,4.4,48,60.0,38.0,48.5,
1796,4.2,41,58.0,36.0,53.4,
1797,5.0,34,58.0,38.0,55.2,
1798,5.4,27,60.0,37.0,52.9,
1799,6.2,20,63.0,40.0,45.1,
1800,6.3,14,68.0,43.0,38.6,
1801,7.0,12,73.0,49.0,26.5,
1802,6.2,11,78.0,56.0,24.4,
1803,5.7,13,82.0,61.0,18.3,
1804,5.0,14,85.0,64.0,22.6,
1805,4.4,15,86.0,66.0,27.7,
1806,5.0,15,86.0,65.0,36.3,
1807,6.2,15,88.0,66.0,44.1,
1808,5.9,16,90.0,69.0,40.7,
1809,5.4,17,89.0,68.0,33.5,
1810,6.2,16,86.0,67.0,60.0,
1811,6.8,18,89.0,70.0,44.4,
1812,9.4,19,88.0,69.0,44.8,
1813,7.9,24,96.0,73.0,24.3,
1814,6.3,30,97.0,74.0,18.7,
1815,4.9,34,88.0,66.0,16.1,
1816,4.9,37,84.0,61.0,22.1,
1817,4.6,39,76.0,55.0,26.9,
1818,4.5,38,73.0,49.0,44.3,
1819,5.0,36,73.0,47.0,41.4,
1820,6.8,36,73.0,45.0,29.8,
1821,6.0,32,76.0,45.0,36.6,
1822,5.5,32,81.0,45.0,27.1,
1823,5.0,29,83.0,50.0,20.5,
1824,4.8,26,85.0,52.0,20.3,
1825,5.4,24,82.0,52.0,12.1,
1826,3.8,23,78.0,48.0,10.6,
1827,3.8,24,76.0,43.0,13.9,
1828,3.4,24,74.0,41.0,12.0,
1829,3.8,24,72.0,40.0,12.5,
1830,3.9,24,72.0,39.0,13.6,
1831,3.4,24,72.0,40.0,17.3,
1832,3.3,26,67.0,38.0,16.2,
1833,3.3,27,64.0,36.0,15.3,
1834,3.3,28,60.0,35.0,15.3,
1835,3.7,31,54.0,31.0,12.8,
1836,3.5,33,50.0,29.0,10.4,
1837,3.1,35,48.0,26.0,9.3,
1838,2.9,37,44.0,22.0,9.3,
1839,3.2,39,42.0,20.0,10.6,
1840,3.3,40,41.0,19.0,16.0,
1841,3.4,39,42.0,18.0,21.9,
1842,3.2,37,42.0,19.0,22.0,
1843,3.3,35,42.0,20.0,22.1,
1844,3.5,32,42.0,20.0,23.2,
1845,3.5,29,40.0,20.0,26.0,
1846,3.5,29,40.0,20.0,26.0,
1847,3.5,29,40.0,20.0,26.0,
1848,3.5,29,40.0,20.0,26.0,
1849,3.5,29,40.0,20.0,26.0,
1850,3.5,29,40.0,20.0,26.0,
1851,3.5,29,40.0,20.0,26.0,
1852,3.5,29,40.0,20.0,26.0,
1853,3.8,7,46.0,29.0,28.6,
1854,3.9,6,50.0,33.0,29.9,
1855,4.0,6,54.0,37.0,25.2,
1856,4.4,7,58.0,40.0,18.8,
1857,4.6,10,57.0,40.0,15.4,
1858,3.9,15,56.0,38.0,13.4,
1859,3.9,20,54.0,36.0,13.7,
1860,4.9,26,52.0,34.0,15.8,
1861,4.0,32,54.0,35.0,10.1,
1862,3.4,38,54.0,34.0,7.0,
1863,3.2,43,52.0,33.0,10.1,
1864,3.4,47,52.0,30.0,14.0,
1865,3.5,47,50.0,27.0,23.8,
1866,3.9,46,52.0,25.0,22.2,
1867,3.8,43,52.0,26.0,22.1,
1868,3.7,40,51.0,26.0,18.8,
1869,3.7,37,51.0,26.0,21.2,
1870,3.3,34,48.0,26.0,19.3,
1871,3.5,32,45.0,24.0,15.5,
1872,3.7,30,43.0,22.0,18.4,
1873,4.9,30,41.0,21.0,13.1,
1874,3.8,31,38.0,18.0,12.1,
1875,3.2,33,36.0,17.0,13.1,
1876,2.9,34,34.0,16.0,12.5,
1877,2.9,35,30.0,14.0,13.3,
1878,2.8,36,28.0,14.0,13.8,
1879,2.9,36,26.0,13.0,14.7,
1880,3.3,35,24.0,11.0,14.4,
1881,3.4,34,24.0,12.0,13.3,
1882,3.2,33,26.0,14.0,12.6,
1883,3.8,33,29.0,17.0,13.8,
1884,4.4,33,38.0,26.0,14.7,
1885,4.3,33,53.0,40.0,16.2,
1886,4.2,34,68.0,55.0,16.7,
1887,3.9,34,81.0,69.0,17.8,
1888,3.5,36,86.0,75.0,20.0,
1889,3.4,36,83.0,74.0,21.4,
1890,3.2,36,78.0,69.0,21.5,
1891,2.9,35,72.0,63.0,18.9,
1892,3.1,34,67.0,58.0,17.6,
1893,3.1,33,65.0,54.0,17.8,
1894,3.2,32,64.0,52.0,16.2,
1895,2.9,31,64.0,50.0,16.7,
1896,3.2,31,62.0,46.0,18.3,
1897,4.4,30,58.0,41.0,17.2,
1898,3.2,32,56.0,35.0,15.4,
1899,3.1,32,51.0,30.0,14.5,
1900,2.9,32,49.0,26.0,17.3,
1901,2.9,32,48.0,24.0,16.2,
1902,2.9,32,46.0,24.0,20.1,
1903,3.3,32,42.0,23.0,20.9,
1904,3.2,32,41.0,22.0,15.6,
1905,3.4,33,40.0,20.0,14.2,
1906,3.3,34,40.0,19.0,11.8,
1907,3.5,35,40.0,19.0,12.2,
1908,3.4,38,40.0,19.0,10.5,
1909,3.4,41,42.0,20.0,10.5,
1910,3.5,45,44.0,21.0,10.5,
1911,3.4,49,48.0,24.0,11.8,
1912,3.3,51,50.0,25.0,11.6,
1913,3.5,52,50.0,26.0,15.1,
1914,3.5,51,52.0,28.0,18.1,
1915,3.2,48,53.0,30.0,17.6,
1916,3.5,44,52.0,31.0,23.1,
1917,3.5,39,52.0,32.0,28.9,
1918,3.7,32,50.0,31.0,36.0,
1919,3.8,26,50.0,30.0,31.9,
1920,3.9,20,50.0,31.0,34.2,
1921,5.6,16,49.0,31.0,32.8,
1922,4.2,13,49.0,31.0,31.0,
1923,3.7,10,50.0,31.0,29.8,
1924,3.8,7,50.0,32.0,30.9,
1925,3.8,6,51.0,34.0,33.5,
1926,4.2,5,52.0,36.0,36.6,
1927,5.1,5,54.0,38.0,34.3,
1928,5.7,5,56.0,40.0,33.9,
1929,7.2,8,57.0,40.0,36.9,
1930,6.0,11,59.0,41.0,33.9,
1931,4.8,15,60.0,41.0,19.7,
1932,3.9,20,58.0,39.0,11.0,
1933,3.8,26,55.0,36.0,9.8,
1934,3.7,33,50.0,31.0,10.4,
1935,4.0,38,46.0,27.0,12.5,
1936,3.9,43,48.0,27.0,13.1,
1937,3.7,44,54.0,27.0,19.3,
1938,3.5,44,56.0,27.0,26.4,
1939,3.4,42,57.0,26.0,39.2,
1940,4.3,36,57.0,26.0,46.5,
1941,4.5,30,58.0,27.0,42.9,
1942,4.5,24,60.0,28.0,37.6,
1943,4.9,18,63.0,30.0,35.7,
1944,4.2,14,66.0,31.0,28.7,
1945,6.0,10,68.0,34.0,23.0,
1946,4.5,7,72.0,37.0,28.9,
1947,4.2,6,74.0,41.0,27.1,
1948,4.4,6,74.0,42.0,27.8,
1949,4.2,6,76.0,44.0,24.7,
1950,4.0,6,78.0,45.0,26.4,
1951,5.0,6,78.0,46.0,23.3,
1952,3.7,6,77.0,47.0,26.1,
1953,3.8,8,76.0,47.0,20.4,
1954,4.5,11,78.0,50.0,18.4,
1955,3.9,16,80.0,54.0,17.9,
1956,4.5,23,82.0,57.0,15.0,
1957,7.4,31,82.0,59.0,21.1,
1958,8.9,38,86.0,64.0,24.3,
1959,7.1,46,94.0,68.0,22.8,
1960,6.0,52,102.0,76.0,21.4,
1961,5.1,56,106.0,80.0,25.2,
1962,5.3,58,106.0,79.0,30.4,
1963,4.8,55,104.0,77.0,48.1,
1964,4.6,49,102.0,75.0,57.0,
1965,5.5,40,104.0,78.0,65.7,
1966,4.5,35,107.0,82.0,37.9,
1967,4.9,28,104.0,83.0,51.3,
1968,5.5,20,104.0,82.0,52.6,
1969,7.7,14,106.0,82.0,50.1,
1970,7.3,9,105.0,78.0,40.9,
1971,6.2,8,109.0,78.0,27.1,
1972,6.5,9,119.0,85.0,22.7,
1973,6.2,10,129.0,92.0,23.0,
1974,5.3,10,140.0,104.0,25.6,
1975,7.2,10,148.0,114.0,32.4,
1976,7.0,11,152.0,116.0,30.8,
1977,6.0,13,150.0,113.0,32.4,
1978,4.2,16,146.0,107.0,19.9,
1979,3.7,19,137.0,96.0,17.6,
1980,3.3,21,124.0,85.0,13.7,
1981,3.5,23,111.0,74.0,15.4,
1982,3.5,23,111.0,74.0,15.4,
1983,2.9,29,86.0,57.0,19.7,
1984,3.4,29,78.0,52.0,26.6,
1985,3.3,30,73.0,47.0,21.7,
1986,2.8,29,68.0,43.0,18.8,
1987,2.7,27,64.0,39.0,24.2,
1988,2.6,25,58.0,34.0,16.4,
1989,2.4,22,50.0,30.0,22.5,
1990,2.6,20,45.0,27.0,23.9,
1991,2.6,17,41.0,25.0,22.3,
1992,2.4,16,38.0,23.0,16.4,
1993,4.6,16,39.0,23.0,20.5,
1994,3.2,14,40.0,24.0,19.9,
1995,3.2,14,40.0,24.0,19.9,
1996,2.9,12,40.0,25.0,24.4,
1997,3.2,11,38.0,24.0,28.1,
1998,3.1,11,36.0,24.0,22.0,
1999,3.4,11,34.0,22.0,26.4,
2000,3.7,10,32.0,22.0,27.0,
2001,4.0,9,32.0,22.0,25.2,
2002,3.1,9,34.0,31.0,18.6,
2003,3.1,10,33.0,22.0,15.5,
2004,3.2,11,33.0,22.0,17.1,
2005,3.1,13,33.0,21.0,16.5,
2006,3.1,15,33.0,21.0,16.2,
2007,3.2,17,32.0,20.0,18.7,
2008,3.1,18,31.0,20.0,21.5,
2009,3.3,19,30.0,18.0,23.9,
2010,3.2,19,28.0,17.0,22.0,
2011,3.2,19,28.0,17.0,22.0,
2012,3.2,19,28.0,17.0,22.0,
2013,3.7,17,28.0,17.0,19.2,
2014,3.5,16,28.0,15.0,17.1,
2015,3.7,16,26.0,13.0,19.5,
2016,3.4,16,24.0,12.0,17.5,
2017,5.4,17,22.0,11.0,18.1,
2018,4.6,17,21.0,10.0,18.1,
2019,4.6,17,21.0,10.0,18.1,
2020,4.6,17,21.0,10.0,18.1,
2021,3.7,18,20.0,9.0,15.6,
2022,3.5,18,20.0,8.0,20.8,
2023,3.5,17,20.0,8.0,25.3,
2024,3.5,17,20.0,8.0,25.3,
2025,3.5,17,20.0,8.0,25.3,
2026,4.3,13,24.0,9.0,20.1,
2027,4.3,13,25.0,11.0,21.6,
2028,3.9,13,27.0,12.0,22.3,
2029,3.3,13,29.0,13.0,23.0,
2030,3.1,12,30.0,14.0,23.4,
2031,2.8,12,30.0,13.0,24.2,
2032,2.9,12,28.0,13.0,25.5,
2033,2.8,12,28.0,14.0,26.4,
2034,2.8,11,26.0,13.0,29.3,
2035,2.8,9,26.0,13.0,25.0,
2036,2.7,9,24.0,12.0,20.5,
2037,2.6,8,20.0,9.0,18.6,
2038,2.7,9,19.0,8.0,19.8,
2039,2.6,9,18.0,7.0,22.3,
2040,2.4,9,20.0,7.0,25.2,
2041,4.5,9,22.0,8.0,21.6,
2042,3.1,9,22.0,8.0,22.2,
2043,2.9,10,22.0,9.0,18.8,
2044,2.8,11,20.0,8.0,15.8,
2045,2.7,12,18.0,7.0,13.9,
2046,2.6,15,17.0,5.0,9.2,
2047,2.4,19,15.0,4.0,8.2,
2048,2.6,23,14.0,3.0,12.6,
2049,2.6,26,13.0,3.0,9.6,
2050,2.7,29,12.0,3.0,14.9,
2051,2.6,32,12.0,3.0,10.9,
2052,2.8,33,12.0,2.0,14.3,
2053,2.7,34,11.0,2.0,11.7,
2054,2.9,33,10.0,2.0,18.9,
2055,3.1,31,10.0,2.0,21.4,
2056,2.9,29,12.0,3.0,20.4,
2057,2.8,28,14.0,4.0,20.6,
2058,3.1,25,14.0,3.0,31.0,
2059,3.1,22,14.0,2.0,28.2,
2060,3.1,19,16.0,3.0,28.0,
2061,3.4,15,16.0,3.0,27.5,
2062,4.2,12,18.0,4.0,25.8,
2063,3.7,10,18.0,6.0,24.4,
2064,3.4,8,18.0,6.0,22.3,
2065,5.4,6,20.0,7.0,20.1,
2066,3.9,5,22.0,8.0,20.6,
2067,3.7,6,26.0,10.0,16.7,
2068,3.2,7,29.0,13.0,17.8,
2069,3.3,7,32.0,17.0,26.7,
2070,5.4,7,36.0,21.0,21.4,
2071,6.7,7,35.0,22.0,21.4,
2072,6.8,8,36.0,21.0,22.2,
2073,5.7,8,40.0,23.0,29.1,
2074,6.6,8,46.0,26.0,32.7,
2075,4.0,9,54.0,29.0,20.4,
2076,3.1,10,55.0,29.0,17.2,
2077,3.3,12,48.0,24.0,17.7,
2078,3.1,13,40.0,18.0,21.9,
2079,3.3,14,32.0,14.0,27.1,
2080,3.1,14,28.0,11.0,24.5,
2081,2.8,15,28.0,10.0,26.4,
2082,3.2,15,26.0,10.0,31.1,
2083,3.4,14,27.0,10.0,27.1,
2084,3.2,12,26.0,10.0,24.3,
2085,3.1,10,25.0,9.0,31.3,
2086,2.7,9,22.0,7.0,22.5,
2087,2.6,9,18.0,6.0,18.6,
2088,2.7,9,16.0,5.0,22.1,
2089,4.3,9,14.0,4.0,20.9,
2090,2.8,11,13.0,3.0,14.2,
2091,2.6,12,12.0,3.0,13.8,
2092,2.4,13,11.0,3.0,13.1,
2093,2.6,15,10.0,2.0,12.2,
2094,2.4,17,10.0,2.0,13.7,
2095,2.2,18,12.0,3.0,19.9,
2096,2.4,19,13.0,3.0,20.8,
2097,2.6,21,14.0,5.0,16.5,
2098,3.3,22,16.0,7.0,18.8,
2099,3.4,24,18.0,9.0,15.5,
2100,3.2,25,20.0,10.0,16.8,
2101,3.1,25,22.0,12.0,16.6,
2102,3.2,25,25.0,15.0,22.0,
2103,4.9,25,28.0,19.0,24.7,
2104,4.9,25,28.0,19.0,24.7,
2105,3.1,25,34.0,26.0,26.3,
2106,2.8,24,37.0,30.0,25.9,
2107,2.7,23,38.0,32.0,22.8,
2108,2.7,24,40.0,35.0,16.2,
2109,2.6,24,38.0,34.0,15.9,
2110,2.3,25,37.0,32.0,14.2,
2111,2.1,26,34.0,29.0,12.2,
2112,2.1,28,30.0,24.0,9.0,
2113,3.7,30,26.0,21.0,5.5,
2114,2.7,33,24.0,18.0,6.3,
2115,2.7,35,20.0,15.0,7.3,
2116,3.4,36,20.0,14.0,11.0,
2117,2.8,36,20.0,15.0,12.0,
2118,2.7,37,20.0,16.0,12.7,
2119,2.8,37,22.0,16.0,16.1,
2120,4.3,36,24.0,17.0,16.4,
2121,4.9,36,28.0,18.0,15.8,
2122,3.8,36,29.0,20.0,12.9,
2123,3.5,36,30.0,21.0,13.8,
2124,3.7,37,31.0,21.0,12.1,
2125,4.0,38,31.0,21.0,12.6,
2126,3.9,39,32.0,21.0,12.7,
2127,3.5,41,31.0,20.0,11.7,
2128,3.5,42,31.0,18.0,15.8,
2129,3.4,42,30.0,18.0,19.2,
2130,3.3,42,30.0,16.0,20.0,
2131,3.3,41,30.0,15.0,19.7,
2132,2.8,39,28.0,16.0,22.5,
2133,2.7,38,28.0,15.0,13.7,
2134,3.1,37,28.0,14.0,13.2,
2135,2.9,36,26.0,13.0,8.4,
2136,2.6,36,24.0,11.0,9.2,
2137,4.2,37,24.0,10.0,9.6,
2138,3.3,38,24.0,10.0,9.3,
2139,3.3,38,24.0,10.0,9.3,
2140,3.3,38,24.0,10.0,9.3,
2141,3.3,38,24.0,10.0,9.3,
2142,2.9,40,26.0,10.0,14.8,
2143,3.5,39,26.0,10.0,18.4,
2144,3.2,38,26.0,10.0,18.9,
2145,3.1,37,28.0,11.0,14.9,
2146,4.0,36,30.0,12.0,15.4,
2147,4.3,36,34.0,14.0,11.6,
2148,3.7,37,36.0,15.0,11.8,
2149,3.5,38,40.0,16.0,11.6,
2150,3.9,40,42.0,16.0,12.3,
2151,3.9,41,44.0,17.0,13.3,
2152,3.9,43,48.0,17.0,16.2,
2153,3.5,43,50.0,17.0,17.9,
2154,3.5,43,51.0,18.0,19.5,
2155,3.3,43,50.0,18.0,17.9,
2156,2.9,42,50.0,18.0,16.0,
2157,3.3,41,50.0,18.0,12.9,
2158,3.1,40,48.0,18.0,12.6,
2159,2.9,39,48.0,17.0,12.9,
2160,3.1,39,46.0,16.0,10.3,
2161,4.0,39,42.0,14.0,9.2,
2162,3.1,40,38.0,13.0,8.4,
2163,2.8,40,35.0,11.0,8.3,
2164,2.9,40,34.0,10.0,9.8,
2165,3.1,40,32.0,9.0,10.5,
2166,2.9,39,30.0,9.0,14.0,
2167,3.3,38,28.0,9.0,13.9,
2168,3.7,37,28.0,10.0,12.9,
2169,2.9,37,28.0,10.0,10.6,
2170,3.2,36,29.0,11.0,10.1,
2171,3.4,37,30.0,11.0,9.4,
2172,3.2,37,30.0,12.0,10.6,
2173,3.2,39,32.0,13.0,10.1,
2174,3.4,40,36.0,14.0,11.1,
2175,3.5,42,40.0,17.0,11.7,
2176,3.7,43,44.0,18.0,17.1,
2177,3.5,43,49.0,22.0,18.8,
2178,4.2,43,52.0,23.0,17.9,
2179,4.6,42,54.0,25.0,18.6,
2180,4.5,41,54.0,26.0,17.7,
2181,4.3,39,53.0,26.0,20.0,
2182,4.0,37,51.0,26.0,16.7,
2183,3.7,34,49.0,26.0,17.7,
2184,3.2,33,48.0,25.0,15.6,
2185,4.4,32,45.0,24.0,15.8,
2186,3.8,31,42.0,22.0,17.8,
2187,3.8,30,38.0,21.0,15.8,
2188,3.5,30,36.0,19.0,15.5,
2189,3.7,29,33.0,18.0,17.8,
2190,3.9,28,31.0,17.0,17.3,
2191,3.5,28,29.0,16.0,17.3,
2192,3.2,27,26.0,15.0,15.6,
2193,3.8,27,27.0,14.0,14.5,
2194,3.2,28,26.0,12.0,10.1,
2195,3.1,30,26.0,11.0,8.7,
2196,3.2,32,27.0,10.0,7.6,
2197,3.1,35,28.0,11.0,6.8,
2198,3.3,38,29.0,11.0,9.5,
2199,3.4,40,30.0,11.0,10.7,
2200,3.4,41,30.0,10.0,12.3,
2201,3.2,42,30.0,9.0,13.3,
2202,3.4,41,28.0,9.0,18.2,
2203,3.2,38,27.0,9.0,20.1,
2204,3.3,34,26.0,8.0,32.0,
2205,3.5,28,26.0,8.0,37.9,
2206,4.3,23,26.0,9.0,39.6,
2207,4.0,19,28.0,10.0,38.6,
2208,3.9,15,32.0,12.0,35.4,
2209,5.3,11,37.0,16.0,28.6,
2210,5.3,11,37.0,16.0,28.6,
2211,3.8,7,44.0,23.0,29.2,
2212,3.4,7,44.0,25.0,24.7,
2213,3.2,8,40.0,23.0,27.0,
2214,3.2,8,36.0,21.0,29.2,
2215,3.9,8,34.0,20.0,33.5,
2216,3.9,8,34.0,20.0,33.5,
2217,3.8,12,36.0,21.0,20.9,
2218,3.8,12,36.0,21.0,20.9,
2219,4.0,23,39.0,22.0,12.9,
2220,4.2,27,41.0,22.0,20.3,
2221,4.5,31,40.0,21.0,17.3,
2222,4.0,37,41.0,19.0,10.9,
2223,3.5,42,42.0,17.0,7.6,
2224,3.4,45,41.0,17.0,7.3,
2225,3.3,47,40.0,15.0,9.6,
2226,3.4,44,40.0,14.0,14.3,
2227,3.5,42,40.0,13.0,13.9,
2228,3.8,41,38.0,11.0,17.2,
2229,4.6,38,37.0,11.0,22.1,
2230,4.8,32,36.0,10.0,30.4,
2231,3.9,27,35.0,10.0,33.9,
2232,3.7,23,36.0,12.0,29.9,
2233,4.5,20,38.0,13.0,16.2,
2234,3.4,17,40.0,14.0,19.8,
2235,3.3,14,40.0,13.0,20.0,
2236,3.3,11,40.0,13.0,20.5,
2237,3.4,8,40.0,13.0,26.4,
2238,3.8,7,40.0,15.0,39.2,
2239,4.5,8,40.0,16.0,44.2,
2240,5.5,9,42.0,18.0,34.9,
2241,5.9,11,44.0,19.0,18.6,
2242,5.3,14,44.0,18.0,14.3,
2243,4.6,18,44.0,18.0,11.6,
2244,5.0,22,42.0,16.0,13.2,
2245,4.9,27,42.0,16.0,11.1,
2246,4.8,32,44.0,16.0,10.1,
2247,4.0,36,46.0,16.0,9.3,
2248,3.8,39,48.0,16.0,10.5,
2249,3.7,40,49.0,16.0,13.6,
2250,3.5,39,50.0,15.0,18.1,
2251,3.4,38,52.0,16.0,17.8,
2252,3.5,36,52.0,17.0,18.4,
2253,3.4,34,54.0,18.0,17.6,
2254,3.3,31,56.0,19.0,12.5,
2255,3.2,29,57.0,20.0,15.6,
2256,3.1,27,58.0,21.0,14.4,
2257,4.9,25,60.0,24.0,15.6,
2258,3.8,24,63.0,28.0,17.0,
2259,3.7,22,66.0,31.0,20.4,
2260,3.7,21,68.0,34.0,20.3,
2261,3.9,19,71.0,36.0,30.6,
2262,4.3,18,72.0,38.0,26.7,
2263,4.5,16,72.0,37.0,31.1,
2264,5.4,15,72.0,36.0,29.5,
2265,6.7,14,70.0,35.0,29.4,
2266,6.1,14,68.0,33.0,36.4,
2267,6.0,15,67.0,32.0,25.3,
2268,4.2,18,62.0,30.0,18.3,
2269,3.7,21,60.0,27.0,15.9,
2270,4.0,24,55.0,24.0,18.9,
2271,4.2,26,52.0,22.0,21.9,
2272,4.3,27,50.0,21.0,26.1,
2273,3.8,28,48.0,21.0,31.5,
2274,4.3,26,50.0,23.0,50.3,
2275,4.6,24,51.0,24.0,51.5,
2276,5.3,20,52.0,25.0,52.3,
2277,7.1,16,55.0,27.0,50.4,
2278,7.6,13,61.0,29.0,47.5,
2279,7.7,10,69.0,34.0,46.9,
2280,6.6,7,77.0,38.0,43.2,
2281,6.8,6,78.0,39.0,32.7,
2282,5.3,7,76.0,38.0,32.8,
2283,5.7,7,70.0,36.0,36.9,
2284,5.7,7,66.0,34.0,33.8,
2285,5.9,7,64.0,34.0,36.8,
2286,4.8,7,62.0,33.0,33.7,
2287,4.8,7,56.0,30.0,30.4,
2288,7.0,8,52.0,26.0,27.1,
2289,8.2,8,50.0,25.0,29.9,
2290,6.1,10,52.0,24.0,21.2,
2291,4.0,13,52.0,24.0,17.1,
2292,4.6,16,52.0,24.0,17.3,
2293,5.1,20,52.0,24.0,19.5,
2294,4.9,24,53.0,26.0,17.3,
2295,4.9,30,56.0,28.0,18.9,
2296,5.0,35,66.0,33.0,26.1,
2297,4.5,38,76.0,38.0,30.9,
2298,4.6,38,86.0,43.0,41.8,
2299,4.3,36,96.0,47.0,42.6,
2300,4.4,33,102.0,50.0,42.6,
2301,4.2,29,105.0,51.0,43.3,
2302,4.5,25,108.0,52.0,42.4,
2303,4.4,19,112.0,55.0,42.2,
2304,4.6,13,114.0,57.0,45.9,
2305,6.7,9,118.0,60.0,37.1,
2306,5.7,7,118.0,62.0,32.8,
2307,5.3,6,117.0,61.0,27.5,
2308,4.8,6,110.0,59.0,25.3,
2309,4.6,6,102.0,54.0,25.4,
2310,4.2,8,94.0,50.0,20.3,
2311,3.5,10,88.0,46.0,18.6,
2312,3.5,12,84.0,42.0,19.4,
2313,3.7,14,82.0,41.0,23.1,
2314,4.2,15,82.0,41.0,25.9,
2315,4.0,18,82.0,41.0,21.6,
2316,3.9,22,81.0,41.0,16.8,
2317,4.0,26,80.0,39.0,12.1,
2318,3.9,30,77.0,36.0,12.8,
2319,3.8,32,74.0,33.0,16.1,
2320,3.9,33,75.0,31.0,27.4,
2321,3.7,34,76.0,30.0,29.3,
2322,3.4,34,78.0,30.0,27.6,
2323,3.3,33,80.0,31.0,26.5,
2324,3.2,31,82.0,32.0,24.8,
2325,3.1,27,85.0,32.0,25.8,
2326,3.3,23,88.0,34.0,20.0,
2327,3.1,20,90.0,35.0,14.3,
2328,2.9,20,88.0,35.0,11.6,
2329,4.8,19,82.0,36.0,16.4,
2330,3.4,19,76.0,36.0,14.0,
2331,3.1,21,68.0,33.0,12.6,
2332,2.9,23,60.0,29.0,11.4,
2333,2.9,25,54.0,26.0,13.2,
2334,2.8,28,50.0,23.0,13.1,
2335,2.8,29,45.0,21.0,16.1,
2336,2.8,30,42.0,21.0,18.6,
2337,2.8,30,42.0,21.0,18.6,
2338,2.8,30,42.0,21.0,18.6,
2339,3.4,30,36.0,18.0,20.4,
