,SO2,CO,O3,PM10,PM25,NO2,pr
72,0.7,0.29,15.0,25.0,12.0,9.5,
73,0.8,0.27,12.0,27.0,11.0,7.8,
74,0.3,0.21,17.0,26.0,11.0,5.4,
75,0.4,0.2,19.0,20.0,9.0,4.6,
76,0.4,0.27,17.0,18.0,9.0,8.2,
77,0.7,0.42,15.0,19.0,16.0,10.0,
78,1.1,0.6,15.0,33.0,8.0,19.0,
79,3.7,0.45,17.0,51.0,12.0,24.0,
80,4.9,0.42,26.0,61.0,15.0,20.0,
81,6.3,0.65,34.0,64.0,36.0,23.0,
82,4.2,0.39,48.0,51.0,31.0,16.0,
83,4.2,0.39,48.0,51.0,31.0,16.0,
84,3.0,0.38,56.0,60.0,27.0,16.0,
85,5.5,0.43,45.0,82.0,18.0,23.0,
86,3.7,0.45,38.0,69.0,29.0,25.0,
87,3.7,0.55,24.0,74.0,30.0,31.0,
88,3.8,0.62,14.0,79.0,34.0,35.0,
89,2.9,0.78,7.5,62.0,42.0,31.0,
90,2.4,0.73,6.8,75.0,38.0,29.0,
91,2.5,0.48,16.0,60.0,38.0,21.0,
92,1.5,0.55,8.9,60.0,30.0,22.0,
93,1.2,0.52,9.9,58.0,33.0,18.0,
94,1.7,0.49,12.0,49.0,37.0,14.0,
95,1.7,0.46,12.0,49.0,27.0,13.0,
96,1.8,0.41,19.0,53.0,28.0,9.3,
97,2.4,0.49,11.0,55.0,18.0,16.0,
98,2.3,0.45,7.2,50.0,28.0,18.0,
99,1.9,0.44,10.0,52.0,24.0,14.0,
100,1.6,0.41,19.0,48.0,21.0,8.4,
101,1.9,0.42,29.0,43.0,28.0,8.2,
102,2.4,0.51,33.0,55.0,41.0,11.0,
103,4.7,0.49,22.0,71.0,42.0,20.0,
104,3.0,0.42,32.0,60.0,41.0,14.0,
105,3.0,0.42,37.0,58.0,32.0,14.0,
106,3.3,0.38,46.0,53.0,38.0,14.0,
107,4.6,0.37,37.0,62.0,33.0,21.0,
108,3.4,0.33,35.0,55.0,34.0,17.0,
109,2.6,0.31,36.0,47.0,39.0,14.0,
110,2.1,0.32,34.0,52.0,32.0,14.0,
111,1.8,0.39,30.0,42.0,31.0,16.0,
112,1.8,0.34,28.0,41.0,27.0,14.0,
113,2.2,0.32,22.0,35.0,25.0,16.0,
114,1.8,0.33,22.0,33.0,27.0,14.0,
115,1.9,0.34,22.0,34.0,20.0,14.0,
116,2.0,0.37,17.0,38.0,27.0,15.0,
117,1.9,0.36,15.0,37.0,25.0,15.0,
118,2.9,0.36,11.0,38.0,21.0,18.0,
119,2.1,0.29,11.0,44.0,24.0,17.0,
120,1.4,0.29,11.0,37.0,27.0,15.0,
121,1.2,0.27,15.0,35.0,28.0,12.0,
122,1.1,0.24,19.0,29.0,19.0,11.0,
123,1.1,0.23,20.0,22.0,16.0,9.2,
124,1.6,0.25,21.0,19.0,8.0,7.7,
125,1.1,0.32,20.0,22.0,10.0,12.0,
126,1.1,0.26,23.0,20.0,15.0,10.0,
127,1.4,0.24,25.0,20.0,15.0,7.8,
128,1.3,0.35,25.0,23.0,16.0,11.0,
129,1.2,0.37,27.0,24.0,9.0,10.0,
130,1.3,0.42,26.0,24.0,12.0,12.0,
131,1.0,0.45,24.0,17.0,10.0,11.0,
132,1.3,0.5,23.0,23.0,8.0,13.0,
133,1.4,0.52,22.0,22.0,15.0,15.0,
134,1.3,0.53,23.0,25.0,17.0,13.0,
135,1.1,0.56,19.0,18.0,18.0,15.0,
136,1.1,0.55,17.0,13.0,15.0,16.0,
137,1.0,0.5,23.0,15.0,11.0,11.0,
138,1.1,0.49,22.0,10.0,10.0,9.6,
139,1.1,0.49,20.0,10.0,7.0,9.1,
140,1.0,0.52,18.0,14.0,10.0,9.8,
141,1.0,0.54,20.0,20.0,14.0,9.8,
142,1.2,0.52,23.0,13.0,11.0,8.2,
143,1.6,0.5,24.0,9.0,4.0,6.6,
144,1.6,0.5,25.0,8.0,4.0,6.4,
145,1.5,0.49,28.0,4.0,4.0,5.4,
146,1.6,0.43,35.0,3.0,4.0,5.2,
147,1.5,0.41,38.0,10.0,4.0,4.8,
148,1.9,0.42,38.0,18.0,12.0,5.4,
149,1.9,0.46,34.0,9.0,7.0,7.8,
150,1.8,0.46,34.0,7.0,7.0,6.8,
151,1.8,0.47,30.0,8.0,7.0,8.1,
152,1.6,0.47,30.0,10.0,6.0,7.5,
153,1.8,0.44,31.0,11.0,6.0,7.3,
154,1.8,0.39,34.0,13.0,7.0,6.4,
155,1.8,0.38,33.0,13.0,4.0,5.9,
156,2.0,0.36,37.0,9.0,4.0,5.5,
157,1.9,0.35,34.0,9.0,6.0,5.8,
158,1.7,0.35,31.0,12.0,11.0,6.6,
159,1.7,0.37,30.0,13.0,11.0,5.6,
160,1.8,0.4,29.0,16.0,12.0,6.8,
161,1.8,0.39,32.0,19.0,11.0,5.0,
162,2.0,0.38,32.0,20.0,12.0,4.7,
163,1.8,0.37,31.0,24.0,14.0,4.5,
164,1.8,0.37,31.0,26.0,11.0,4.7,
165,1.7,0.35,31.0,17.0,11.0,3.7,
166,1.4,0.35,29.0,15.0,12.0,3.4,
167,1.6,0.37,25.0,18.0,9.0,5.1,
168,1.4,0.35,21.0,19.0,9.0,5.4,
169,1.4,0.33,23.0,15.0,12.0,3.6,
170,1.5,0.32,27.0,20.0,12.0,3.2,
171,1.4,0.3,26.0,14.0,15.0,3.4,
172,1.5,0.27,27.0,16.0,4.0,3.9,
173,1.4,0.24,29.0,13.0,4.0,3.9,
174,1.3,0.27,29.0,14.0,4.0,4.1,
175,1.5,0.24,28.0,15.0,13.0,5.9,
176,1.4,0.24,28.0,14.0,15.0,5.4,
