,SO2,CO,O3,PM10,PM25,NO2,pr
233,1.6,0.41,60.0,74.0,44.0,10.8,
234,2.0,0.38,63.0,74.0,43.0,13.9,
235,2.4,0.36,65.0,76.0,43.0,18.2,
236,2.3,0.34,65.0,76.0,42.0,18.8,
237,2.2,0.32,63.0,76.0,41.0,19.7,
238,2.4,0.3,60.0,76.0,41.0,18.3,
239,2.4,0.3,60.0,76.0,41.0,18.3,
240,2.4,0.26,53.0,72.0,41.0,12.3,
241,2.2,0.25,51.0,71.0,41.0,10.1,
242,2.2,0.22,48.0,68.0,40.0,9.6,
243,2.0,0.22,46.0,65.0,37.0,10.3,
244,2.0,0.23,44.0,63.0,35.0,14.4,
245,3.0,0.25,43.0,60.0,34.0,19.6,
246,3.2,0.24,42.0,59.0,32.0,21.2,
247,2.4,0.26,41.0,58.0,34.0,17.8,
248,2.3,0.29,40.0,57.0,34.0,17.8,
249,1.9,0.32,39.0,58.0,34.0,18.5,
250,1.7,0.37,38.0,56.0,34.0,17.2,
251,2.6,0.41,37.0,56.0,32.0,18.8,
252,2.6,0.43,37.0,56.0,31.0,18.5,
253,1.9,0.43,39.0,60.0,31.0,15.2,
254,2.1,0.44,42.0,60.0,30.0,12.0,
255,2.0,0.44,46.0,60.0,29.0,9.9,
256,2.0,0.43,49.0,58.0,28.0,10.6,
257,2.5,0.43,52.0,56.0,27.0,12.6,
258,2.4,0.41,54.0,60.0,27.0,13.0,
259,2.3,0.38,55.0,60.0,26.0,14.5,
260,2.2,0.35,56.0,60.0,26.0,17.3,
261,1.7,0.34,54.0,60.0,24.0,17.3,
262,2.0,0.32,52.0,56.0,23.0,14.5,
263,1.8,0.27,49.0,53.0,22.0,13.3,
264,1.6,0.25,46.0,51.0,22.0,11.8,
265,2.0,0.23,44.0,48.0,22.0,9.2,
266,2.3,0.22,42.0,48.0,22.0,10.1,
267,2.5,0.21,41.0,47.0,22.0,11.2,
268,2.5,0.21,41.0,46.0,21.0,12.5,
269,2.4,0.21,41.0,44.0,20.0,15.7,
270,2.1,0.2,39.0,42.0,19.0,17.3,
271,2.0,0.24,38.0,40.0,20.0,18.1,
272,1.6,0.26,36.0,39.0,20.0,18.1,
273,1.6,0.28,35.0,38.0,20.0,14.6,
274,1.6,0.3,34.0,38.0,20.0,14.3,
275,1.6,0.33,34.0,38.0,19.0,12.9,
276,1.9,0.35,35.0,37.0,19.0,14.2,
277,2.1,0.36,38.0,38.0,18.0,12.9,
278,2.3,0.38,41.0,40.0,18.0,13.4,
279,2.3,0.39,45.0,42.0,18.0,10.7,
280,2.3,0.41,49.0,43.0,18.0,10.6,
281,2.4,0.42,53.0,44.0,18.0,12.5,
282,2.0,0.42,56.0,48.0,19.0,11.6,
283,1.8,0.41,57.0,48.0,19.0,13.7,
284,1.8,0.41,57.0,48.0,18.0,17.5,
285,1.8,0.41,55.0,48.0,19.0,16.7,
286,1.5,0.4,53.0,45.0,18.0,16.6,
287,1.4,0.38,49.0,46.0,17.0,13.7,
288,1.6,0.36,46.0,44.0,18.0,13.1,
289,1.3,0.35,42.0,43.0,18.0,13.2,
290,1.8,0.34,39.0,42.0,18.0,10.8,
291,2.0,0.33,37.0,40.0,17.0,10.7,
292,2.0,0.31,34.0,39.0,17.0,21.3,
293,2.1,0.3,34.0,38.0,17.0,19.5,
294,1.8,0.28,33.0,36.0,17.0,15.6,
295,2.1,0.26,33.0,36.0,17.0,13.6,
296,1.8,0.25,32.0,36.0,17.0,13.6,
297,3.0,0.24,30.0,34.0,17.0,19.7,
298,2.1,0.25,29.0,34.0,17.0,15.8,
299,1.7,0.25,29.0,33.0,17.0,12.0,
300,1.5,0.25,32.0,32.0,16.0,12.9,
301,1.6,0.26,35.0,34.0,16.0,9.1,
302,1.9,0.27,39.0,34.0,16.0,9.4,
303,1.7,0.3,43.0,37.0,16.0,8.5,
304,1.9,0.32,47.0,39.0,17.0,10.1,
305,2.1,0.32,52.0,42.0,18.0,9.9,
306,2.1,0.33,55.0,44.0,19.0,9.9,
307,2.1,0.32,58.0,46.0,19.0,13.0,
308,2.3,0.31,59.0,49.0,19.0,17.6,
309,2.8,0.31,57.0,50.0,19.0,19.1,
310,2.3,0.32,53.0,50.0,19.0,19.3,
311,1.7,0.31,49.0,48.0,19.0,16.6,
312,2.2,0.28,45.0,48.0,20.0,14.3,
313,2.7,0.26,42.0,47.0,21.0,11.0,
314,2.5,0.24,41.0,47.0,21.0,12.4,
315,2.1,0.24,40.0,47.0,21.0,11.6,
316,2.1,0.25,39.0,46.0,20.0,9.2,
317,2.1,0.24,39.0,44.0,19.0,9.8,
318,2.1,0.21,40.0,44.0,18.0,8.9,
319,1.7,0.21,42.0,43.0,18.0,7.4,
320,1.3,0.23,43.0,41.0,17.0,7.4,
321,1.3,0.26,45.0,38.0,18.0,8.8,
322,1.3,0.3,47.0,37.0,18.0,7.9,
323,1.4,0.32,48.0,36.0,18.0,8.5,
324,1.6,0.34,50.0,37.0,17.0,10.2,
325,1.9,0.36,51.0,38.0,16.0,11.1,
326,2.0,0.38,53.0,42.0,15.0,11.4,
327,1.9,0.39,55.0,43.0,16.0,10.1,
328,1.7,0.4,56.0,44.0,17.0,8.7,
329,1.6,0.4,57.0,45.0,18.0,8.8,
330,1.7,0.39,58.0,47.0,18.0,9.2,
331,1.9,0.39,58.0,48.0,19.0,11.4,
332,2.0,0.39,58.0,50.0,20.0,14.1,
333,2.0,0.38,56.0,51.0,20.0,14.3,
334,2.1,0.37,54.0,51.0,21.0,13.3,
335,2.2,0.35,53.0,52.0,22.0,11.7,
336,2.1,0.34,51.0,54.0,23.0,11.1,
337,2.0,0.32,50.0,54.0,24.0,9.3,
338,1.8,0.3,49.0,56.0,25.0,8.4,
339,1.7,0.28,48.0,56.0,25.0,8.4,
340,1.7,0.26,48.0,56.0,25.0,8.9,
341,1.7,0.25,48.0,55.0,24.0,7.8,
342,1.6,0.23,49.0,52.0,24.0,6.5,
343,2.2,0.22,49.0,50.0,22.0,9.9,
344,2.1,0.22,49.0,49.0,22.0,9.9,
345,2.1,0.22,48.0,49.0,23.0,7.6,
346,1.8,0.24,48.0,50.0,23.0,7.4,
347,1.8,0.25,48.0,51.0,24.0,8.7,
348,1.6,0.26,48.0,50.0,24.0,8.6,
349,1.6,0.27,48.0,48.0,23.0,9.1,
350,1.5,0.3,48.0,46.0,22.0,10.0,
351,1.5,0.32,49.0,46.0,22.0,8.3,
352,1.6,0.34,51.0,45.0,21.0,6.9,
353,1.6,0.36,52.0,47.0,23.0,7.4,
354,1.5,0.37,53.0,49.0,24.0,9.9,
355,1.5,0.38,54.0,51.0,25.0,10.9,
356,2.0,0.4,55.0,52.0,27.0,14.9,
357,1.9,0.41,55.0,54.0,28.0,14.4,
358,2.0,0.35,54.0,54.0,30.0,15.0,
359,1.6,0.34,54.0,56.0,32.0,12.8,
360,1.4,0.32,53.0,56.0,32.0,10.2,
361,1.4,0.31,52.0,54.0,32.0,10.2,
362,1.5,0.3,52.0,52.0,31.0,8.4,
363,1.7,0.29,51.0,50.0,29.0,8.4,
364,1.7,0.27,51.0,47.0,28.0,8.4,
365,1.8,0.25,51.0,45.0,27.0,8.4,
366,1.5,0.29,52.0,45.0,28.0,6.8,
367,1.6,0.29,52.0,46.0,29.0,6.5,
368,1.9,0.29,52.0,50.0,29.0,6.5,
369,2.0,0.3,52.0,52.0,30.0,9.0,
370,2.3,0.31,51.0,52.0,29.0,10.1,
371,2.0,0.32,50.0,51.0,28.0,9.0,
372,1.5,0.32,50.0,48.0,27.0,7.9,
373,1.4,0.33,51.0,47.0,26.0,8.8,
374,1.5,0.35,52.0,47.0,26.0,9.1,
375,1.5,0.36,54.0,50.0,26.0,8.5,
376,1.5,0.37,56.0,54.0,27.0,7.3,
377,1.5,0.37,58.0,57.0,27.0,7.5,
378,1.5,0.37,61.0,58.0,27.0,8.2,
379,1.5,0.37,62.0,60.0,27.0,8.8,
380,1.5,0.37,63.0,61.0,27.0,9.1,
381,1.1,0.37,63.0,60.0,26.0,7.0,
382,1.1,0.37,62.0,61.0,26.0,7.2,
383,1.1,0.37,60.0,60.0,25.0,6.4,
384,1.2,0.37,59.0,58.0,25.0,5.8,
385,1.2,0.39,57.0,56.0,24.0,6.2,
386,1.5,0.41,56.0,56.0,25.0,6.7,
387,1.8,0.44,56.0,55.0,25.0,6.8,
388,1.8,0.47,57.0,58.0,28.0,7.4,
389,2.1,0.49,57.0,62.0,34.0,7.5,
390,2.0,0.5,57.0,66.0,39.0,7.9,
391,1.8,0.51,56.0,72.0,43.0,7.8,
392,2.2,0.51,55.0,74.0,44.0,7.8,
393,2.2,0.49,54.0,72.0,43.0,9.1,
394,2.2,0.46,52.0,68.0,41.0,10.3,
395,1.6,0.42,49.0,64.0,38.0,10.0,
396,1.6,0.36,46.0,60.0,33.0,8.3,
397,1.6,0.32,45.0,60.0,30.0,9.6,
398,1.6,0.32,44.0,60.0,27.0,9.5,
399,1.5,0.29,44.0,61.0,25.0,8.0,
400,1.5,0.27,43.0,60.0,24.0,7.7,
401,1.5,0.26,44.0,60.0,22.0,8.3,
402,1.4,0.26,45.0,58.0,21.0,8.1,
403,1.5,0.25,45.0,56.0,19.0,10.3,
404,1.3,0.26,45.0,54.0,18.0,11.3,
405,1.4,0.27,44.0,49.0,16.0,11.5,
406,1.6,0.27,42.0,46.0,15.0,10.1,
407,1.5,0.26,41.0,43.0,14.0,8.7,
408,1.4,0.26,39.0,40.0,13.0,7.3,
409,1.5,0.26,38.0,38.0,14.0,6.6,
410,1.8,0.26,37.0,35.0,13.0,7.5,
411,1.8,0.25,36.0,34.0,12.0,9.0,
412,1.8,0.25,35.0,32.0,11.0,8.7,
413,2.1,0.2,35.0,29.0,9.0,12.1,
414,2.1,0.18,33.0,28.0,9.0,18.1,
415,1.9,0.19,30.0,27.0,10.0,17.6,
416,2.6,0.2,27.0,27.0,11.0,17.6,
417,2.5,0.21,24.0,28.0,13.0,20.9,
418,2.1,0.25,21.0,28.0,12.0,19.4,
419,2.6,0.3,19.0,28.0,12.0,23.6,
420,3.1,0.36,18.0,30.0,14.0,27.8,
421,2.7,0.42,22.0,36.0,15.0,14.6,
422,2.4,0.41,26.0,44.0,16.0,10.8,
423,2.6,0.42,31.0,49.0,16.0,9.8,
424,2.6,0.42,37.0,54.0,17.0,8.2,
425,2.2,0.39,43.0,56.0,17.0,9.3,
426,1.8,0.35,48.0,55.0,17.0,10.7,
427,1.6,0.3,52.0,54.0,18.0,12.4,
428,1.8,0.26,53.0,52.0,16.0,16.2,
429,1.9,0.24,50.0,48.0,15.0,16.6,
430,1.6,0.23,47.0,46.0,16.0,16.2,
431,1.5,0.21,42.0,45.0,16.0,14.8,
432,1.4,0.21,37.0,44.0,16.0,16.2,
433,1.6,0.23,30.0,44.0,17.0,25.5,
434,2.2,0.26,23.0,42.0,17.0,27.2,
435,1.8,0.3,19.0,42.0,17.0,23.3,
436,1.8,0.35,15.0,40.0,17.0,25.3,
437,1.8,0.39,13.0,41.0,16.0,24.0,
438,2.2,0.41,10.0,41.0,16.0,27.0,
439,2.0,0.47,7.0,42.0,17.0,26.7,
440,1.8,0.52,6.0,44.0,18.0,26.7,
441,2.6,0.55,5.0,45.0,19.0,24.0,
442,3.2,0.58,6.0,48.0,20.0,23.9,
443,3.2,0.58,6.0,48.0,20.0,23.9,
444,3.2,0.58,6.0,48.0,20.0,23.9,
445,3.2,0.58,6.0,48.0,20.0,23.9,
446,2.0,0.56,27.0,54.0,24.0,11.6,
447,1.8,0.48,35.0,54.0,25.0,7.7,
448,1.7,0.46,43.0,53.0,25.0,6.4,
449,2.0,0.43,51.0,53.0,24.0,6.5,
450,1.8,0.39,58.0,54.0,23.0,6.9,
451,1.6,0.34,57.0,55.0,21.0,8.5,
452,1.7,0.33,57.0,56.0,21.0,11.9,
453,1.7,0.31,55.0,56.0,21.0,11.4,
454,2.1,0.3,51.0,55.0,21.0,17.6,
