,SO2,CO,O3,PM10,PM25,NO2,NO,pr
0,2.1,0.92,2.3,38.0,28.0,26.0,17.0,
1,2.7,0.92,2.3,33.0,22.0,25.0,22.0,
2,2.5,0.48,11.0,36.0,18.0,14.0,1.5,
3,2.0,0.43,10.0,25.0,17.0,12.0,1.8,
4,1.5,0.57,7.4,13.0,17.0,13.0,4.8,
5,1.8,0.66,3.0,5.0,17.0,16.0,8.1,
6,2.6,0.76,2.8,15.0,12.0,17.0,12.0,
7,3.2,1.09,4.0,25.0,13.0,21.0,28.0,
8,3.0,0.86,14.0,36.0,15.0,22.0,16.0,
9,2.6,0.78,22.0,39.0,19.0,22.0,9.6,
10,2.1,0.7,30.0,37.0,16.0,22.0,8.2,
11,1.9,0.62,41.0,31.0,19.0,20.0,5.2,
12,1.5,0.58,53.0,38.0,25.0,16.0,3.4,
13,1.5,0.54,56.0,45.0,26.0,13.0,2.7,
14,2.2,0.57,54.0,53.0,26.0,15.0,2.7,
15,2.6,0.58,48.0,51.0,20.0,20.0,3.1,
16,2.6,0.64,38.0,52.0,26.0,24.0,3.0,
17,2.8,0.84,15.0,53.0,27.0,33.0,3.3,
18,3.2,0.93,8.4,59.0,26.0,36.0,4.6,
19,3.0,0.84,9.0,57.0,26.0,31.0,3.1,
20,2.2,0.68,16.0,55.0,22.0,22.0,2.3,
21,2.3,0.73,11.0,49.0,22.0,25.0,2.7,
22,2.4,0.72,12.0,40.0,11.0,24.0,2.5,
23,2.0,0.67,12.0,28.0,16.0,21.0,1.9,
24,1.9,0.67,7.0,23.0,12.0,23.0,2.8,
25,3.8,0.63,7.2,32.0,19.0,22.0,2.6,
26,3.6,0.59,9.7,41.0,20.0,21.0,1.8,
27,2.5,0.5,12.0,42.0,24.0,14.0,1.3,
28,2.8,0.45,13.0,37.0,20.0,16.0,1.1,
29,2.3,0.47,13.0,31.0,17.0,16.0,1.2,
30,2.8,0.6,10.0,32.0,16.0,20.0,6.0,
31,4.9,1.04,4.5,40.0,15.0,25.0,24.0,
32,5.2,1.2,6.1,57.0,26.0,29.0,35.0,
33,3.5,1.04,15.0,58.0,24.0,30.0,19.0,
34,3.5,1.04,15.0,54.0,29.0,30.0,19.0,
35,1.7,0.55,15.0,46.0,22.0,16.0,4.2,
36,1.8,0.52,15.0,46.0,22.0,15.0,3.1,
37,1.8,0.52,54.0,46.0,38.0,15.0,3.1,
38,1.8,0.52,62.0,52.0,33.0,15.0,3.1,
39,1.7,0.52,61.0,64.0,27.0,15.0,3.1,
40,2.2,0.79,50.0,71.0,20.0,15.0,3.1,
41,2.5,0.81,31.0,72.0,36.0,36.0,2.5,
42,2.4,0.71,31.0,78.0,44.0,25.0,1.2,
43,2.7,0.79,21.0,82.0,47.0,30.0,1.2,
44,3.4,0.97,7.6,86.0,45.0,41.0,4.3,
45,4.2,0.81,6.4,79.0,53.0,38.0,3.0,
46,3.4,0.86,3.8,82.0,58.0,34.0,9.1,
47,2.4,0.8,2.7,86.0,58.0,31.0,9.2,
48,3.8,0.74,3.0,88.0,53.0,33.0,5.4,
49,2.7,0.72,2.2,90.0,46.0,28.0,7.7,
50,5.6,0.7,2.6,85.0,39.0,28.0,6.0,
51,5.4,0.68,3.5,86.0,42.0,29.0,3.7,
52,3.8,0.64,3.7,89.0,45.0,25.0,6.4,
53,3.0,0.7,2.1,87.0,42.0,22.0,14.0,
54,3.4,0.84,2.9,81.0,45.0,21.0,24.0,
55,6.3,1.46,2.8,79.0,47.0,24.0,64.0,
56,6.0,1.48,6.3,88.0,56.0,34.0,52.0,
57,5.6,1.34,15.0,88.0,49.0,49.0,29.0,
58,4.5,1.13,31.0,92.0,45.0,49.0,14.0,
59,3.3,0.7,48.0,100.0,49.0,34.0,7.1,
60,3.2,0.54,67.0,106.0,47.0,24.0,3.6,
61,2.4,0.44,74.0,95.0,46.0,19.0,2.5,
62,2.4,0.49,65.0,83.0,38.0,20.0,3.0,
63,2.4,0.51,56.0,85.0,40.0,22.0,3.3,
64,2.3,0.59,41.0,98.0,40.0,26.0,3.2,
65,2.5,0.72,31.0,97.0,42.0,28.0,2.3,
66,2.6,0.81,20.0,95.0,39.0,33.0,3.4,
67,2.5,0.67,20.0,84.0,46.0,27.0,2.5,
68,2.8,0.94,8.1,81.0,40.0,38.0,5.8,
69,3.5,0.68,12.0,77.0,42.0,31.0,3.0,
70,2.8,0.61,14.0,79.0,39.0,26.0,1.8,
71,2.7,0.84,3.6,79.0,46.0,33.0,6.8,
72,2.5,0.8,2.3,75.0,39.0,30.0,9.7,
73,4.0,0.64,3.0,74.0,31.0,29.0,5.2,
74,4.7,0.61,3.9,77.0,28.0,29.0,3.3,
75,2.7,0.6,2.4,81.0,31.0,26.0,3.9,
76,3.5,0.54,3.1,74.0,25.0,27.0,2.3,
77,3.4,0.64,2.7,68.0,32.0,27.0,6.6,
78,3.9,0.81,2.4,69.0,36.0,25.0,18.0,
79,4.0,1.32,3.6,79.0,43.0,24.0,34.0,
80,4.5,1.49,5.5,81.0,48.0,32.0,47.0,
81,4.2,1.22,12.0,90.0,54.0,44.0,28.0,
82,2.7,0.53,28.0,98.0,59.0,21.0,5.6,
83,2.4,0.55,37.0,100.0,46.0,20.0,5.5,
84,2.0,0.51,49.0,97.0,38.0,18.0,3.6,
85,1.7,0.45,46.0,80.0,36.0,17.0,3.2,
86,1.6,0.42,39.0,82.0,32.0,18.0,3.8,
87,1.1,0.43,38.0,72.0,32.0,17.0,3.6,
88,0.9,0.41,33.0,71.0,26.0,16.0,2.6,
89,1.0,0.56,22.0,54.0,24.0,22.0,2.5,
90,1.0,0.56,19.0,41.0,19.0,23.0,2.1,
91,0.6,0.43,21.0,35.0,26.0,17.0,1.7,
92,0.8,0.4,22.0,38.0,19.0,15.0,1.7,
93,1.3,0.47,16.0,36.0,19.0,20.0,2.0,
94,1.2,0.54,13.0,31.0,13.0,22.0,2.1,
95,1.1,0.47,13.0,35.0,16.0,20.0,2.1,
96,1.6,0.38,13.0,43.0,18.0,18.0,1.5,
97,2.0,0.36,9.7,50.0,14.0,19.0,1.8,
98,1.9,0.36,11.0,44.0,25.0,18.0,1.8,
99,2.3,0.27,15.0,44.0,18.0,14.0,2.1,
100,2.7,0.27,14.0,41.0,25.0,15.0,1.9,
101,2.6,0.27,14.0,43.0,18.0,16.0,1.7,
102,2.5,0.35,13.0,39.0,20.0,19.0,3.3,
103,3.7,0.49,11.0,30.0,15.0,22.0,5.3,
104,3.4,0.61,13.0,26.0,10.0,24.0,7.4,
105,2.6,0.56,16.0,22.0,9.0,23.0,7.9,
106,3.3,0.53,19.0,34.0,4.0,23.0,7.9,
107,2.5,0.63,22.0,39.0,14.0,23.0,8.5,
108,3.2,0.69,22.0,49.0,13.0,25.0,6.7,
109,3.7,0.71,15.0,47.0,17.0,27.0,7.8,
110,3.7,0.71,13.0,47.0,17.0,27.0,7.8,
111,3.7,0.71,13.0,47.0,23.0,27.0,7.8,
112,2.6,0.84,8.6,38.0,14.0,32.0,7.4,
113,2.7,0.86,8.2,38.0,16.0,31.0,5.5,
114,2.3,0.86,7.3,41.0,12.0,32.0,4.0,
115,2.0,0.77,9.3,30.0,10.0,27.0,2.8,
116,2.0,0.77,8.8,21.0,14.0,26.0,3.4,
117,2.0,0.84,5.1,12.0,13.0,29.0,4.7,
118,2.0,0.84,5.1,12.0,13.0,29.0,4.7,
119,2.1,0.66,13.0,22.0,11.0,19.0,1.8,
120,2.4,0.6,18.0,24.0,18.0,16.0,1.8,
121,1.4,0.57,19.0,18.0,11.0,12.0,1.7,
122,1.4,0.53,21.0,19.0,9.0,12.0,1.6,
123,1.2,0.51,27.0,12.0,9.0,10.0,1.9,
124,1.2,0.45,30.0,6.0,2.0,9.8,2.1,
125,1.5,0.42,35.0,4.0,2.0,9.2,2.2,
126,1.8,0.43,35.0,4.0,10.0,11.0,1.9,
127,1.7,0.52,31.0,5.0,10.0,14.0,2.8,
128,1.7,0.63,22.0,7.0,11.0,21.0,3.7,
129,1.4,0.65,17.0,13.0,6.0,24.0,6.4,
130,1.9,0.66,17.0,12.0,5.0,24.0,9.2,
131,1.7,0.68,17.0,10.0,12.0,26.0,9.4,
132,1.8,0.77,21.0,9.0,11.0,25.0,8.8,
133,2.2,0.57,31.0,13.0,12.0,19.0,5.7,
134,1.5,0.55,33.0,20.0,8.0,15.0,4.8,
135,1.6,0.51,33.0,22.0,6.0,16.0,4.0,
136,2.2,0.5,28.0,21.0,2.0,17.0,3.9,
137,1.9,0.56,21.0,15.0,8.0,21.0,3.2,
138,2.2,0.62,20.0,9.0,8.0,22.0,2.1,
139,2.4,0.66,20.0,22.0,17.0,23.0,2.4,
140,1.9,0.65,17.0,31.0,20.0,23.0,2.4,
141,1.8,0.54,24.0,44.0,17.0,18.0,2.5,
142,1.6,0.53,21.0,44.0,24.0,19.0,2.2,
143,1.5,0.52,19.0,42.0,22.0,17.0,2.0,
144,1.0,0.48,19.0,35.0,19.0,13.0,2.1,
145,2.1,0.49,16.0,27.0,19.0,16.0,2.6,
146,2.0,0.39,22.0,23.0,15.0,13.0,2.1,
147,2.7,0.35,21.0,26.0,15.0,12.0,1.0,
148,2.5,0.31,21.0,18.0,11.0,11.0,1.5,
149,2.9,0.28,23.0,12.0,11.0,10.0,1.3,
150,2.7,0.28,23.0,8.0,11.0,11.0,1.1,
151,1.8,0.31,25.0,13.0,11.0,11.0,1.6,
152,2.2,0.39,22.0,16.0,12.0,15.0,2.5,
153,2.4,0.44,20.0,12.0,12.0,18.0,3.2,
154,2.5,0.4,23.0,11.0,8.0,17.0,3.9,
155,2.1,0.4,22.0,16.0,6.0,16.0,5.0,
156,2.3,0.46,23.0,13.0,12.0,16.0,5.5,
157,2.4,0.38,27.0,21.0,11.0,15.0,3.8,
158,2.7,0.37,27.0,16.0,13.0,14.0,3.7,
159,2.4,0.35,24.0,19.0,5.0,15.0,4.3,
160,2.2,0.33,23.0,16.0,7.0,15.0,2.7,
161,2.4,0.42,16.0,14.0,12.0,21.0,2.5,
162,2.9,0.44,14.0,23.0,15.0,23.0,2.2,
163,2.3,0.47,12.0,19.0,12.0,23.0,2.1,
164,2.9,0.36,15.0,23.0,6.0,19.0,2.2,
165,3.0,0.4,12.0,16.0,3.0,21.0,2.3,
166,3.0,0.43,10.0,15.0,3.0,23.0,2.3,
167,2.5,0.39,11.0,9.0,2.0,20.0,1.7,
168,2.5,0.27,19.0,9.0,6.0,13.0,1.6,
169,2.2,0.25,14.0,7.0,6.0,13.0,1.3,
170,2.4,0.2,20.0,8.0,5.0,8.8,1.5,
171,2.2,0.2,19.0,3.0,5.0,9.3,1.3,
172,2.0,0.24,17.0,1.0,9.0,11.0,1.3,
173,2.0,0.47,12.0,1.0,6.0,18.0,4.3,
174,2.4,0.61,15.0,1.0,6.0,21.0,11.0,
175,3.6,0.51,14.0,8.0,8.0,25.0,13.0,
176,3.0,0.43,17.0,22.0,12.0,22.0,7.9,
177,2.7,0.43,21.0,32.0,12.0,21.0,7.3,
178,2.6,0.38,24.0,29.0,8.0,20.0,6.2,
179,2.3,0.38,29.0,22.0,3.0,18.0,4.7,
180,2.3,0.44,30.0,15.0,11.0,21.0,4.9,
181,2.7,0.48,22.0,11.0,10.0,25.0,5.8,
182,3.0,0.8,7.3,10.0,13.0,35.0,9.8,
183,3.3,0.77,3.6,19.0,7.0,36.0,9.5,
184,4.1,0.97,2.4,29.0,9.0,34.0,20.0,
185,4.4,1.04,2.7,32.0,11.0,33.0,31.0,
186,3.7,0.87,2.5,37.0,6.0,33.0,26.0,
187,3.7,0.79,2.6,36.0,16.0,31.0,26.0,
188,3.7,0.68,2.0,37.0,12.0,29.0,23.0,
189,5.0,0.7,2.2,35.0,22.0,28.0,25.0,
190,3.7,0.71,2.6,44.0,12.0,21.0,27.0,
191,3.3,0.68,2.1,45.0,20.0,23.0,31.0,
192,3.4,0.76,2.3,50.0,19.0,19.0,25.0,
193,2.7,0.67,2.4,38.0,23.0,18.0,26.0,
194,2.4,0.6,2.6,35.0,17.0,19.0,22.0,
195,2.8,0.76,2.4,22.0,17.0,22.0,30.0,
196,3.6,0.74,3.4,30.0,20.0,24.0,26.0,
197,4.5,0.96,6.2,38.0,24.0,27.0,36.0,
198,4.6,0.84,13.0,48.0,28.0,33.0,26.0,
199,3.7,0.85,26.0,62.0,30.0,36.0,16.0,
200,3.0,0.58,45.0,71.0,37.0,27.0,7.4,
201,2.3,0.45,54.0,70.0,32.0,22.0,5.8,
202,2.6,0.34,50.0,60.0,27.0,18.0,5.1,
203,2.3,0.28,51.0,56.0,24.0,15.0,5.0,
204,2.1,0.29,44.0,66.0,20.0,17.0,4.9,
205,2.2,0.35,40.0,67.0,19.0,19.0,4.7,
206,2.2,0.52,28.0,67.0,9.0,25.0,4.4,
207,2.2,0.51,24.0,65.0,7.0,25.0,3.4,
208,2.3,0.66,17.0,65.0,8.0,30.0,4.6,
209,2.3,0.56,18.0,59.0,14.0,27.0,3.7,
210,2.7,0.77,5.9,52.0,21.0,33.0,14.0,
211,2.9,0.54,3.2,50.0,20.0,32.0,11.0,
212,3.8,0.66,2.4,55.0,21.0,30.0,15.0,
213,2.0,0.63,2.6,59.0,19.0,29.0,11.0,
214,2.3,0.59,2.4,57.0,21.0,25.0,18.0,
215,2.7,0.59,2.5,57.0,19.0,23.0,16.0,
216,1.8,0.38,15.0,54.0,21.0,16.0,2.1,
217,1.3,0.19,28.0,55.0,15.0,8.5,1.1,
218,1.1,0.22,23.0,52.0,12.0,11.0,0.8,
219,1.2,0.29,19.0,44.0,3.0,14.0,1.3,
220,1.8,0.75,7.7,33.0,11.0,26.0,12.0,
221,2.8,0.99,11.0,27.0,17.0,27.0,18.0,
222,2.6,0.87,23.0,33.0,26.0,30.0,10.0,
223,1.6,0.43,32.0,44.0,19.0,19.0,5.1,
224,1.7,0.39,45.0,40.0,22.0,16.0,2.8,
225,1.6,0.44,56.0,46.0,20.0,19.0,2.2,
226,1.3,0.32,51.0,42.0,12.0,14.0,2.1,
227,1.2,0.29,55.0,52.0,12.0,13.0,1.5,
228,1.5,0.34,46.0,45.0,11.0,16.0,2.0,
229,1.3,0.34,35.0,46.0,14.0,17.0,2.1,
230,1.4,0.47,26.0,46.0,13.0,23.0,1.1,
231,1.7,0.67,17.0,50.0,21.0,31.0,1.3,
232,2.1,0.65,11.0,48.0,30.0,31.0,1.6,
233,1.9,0.75,6.1,51.0,31.0,33.0,3.4,
234,3.1,0.9,2.8,55.0,32.0,34.0,15.0,
235,2.3,0.77,2.1,64.0,27.0,28.0,19.0,
236,3.5,0.72,2.3,65.0,32.0,26.0,18.0,
237,3.3,0.69,2.5,60.0,26.0,24.0,9.7,
238,2.4,0.64,2.4,55.0,28.0,20.0,11.0,
239,2.8,0.53,3.1,50.0,28.0,20.0,13.0,
240,2.7,0.56,2.4,51.0,29.0,20.0,12.0,
241,3.1,0.58,2.2,53.0,24.0,21.0,17.0,
242,3.6,0.64,2.4,58.0,23.0,21.0,24.0,
243,2.9,0.69,5.1,60.0,29.0,21.0,17.0,
244,2.9,0.63,13.0,53.0,26.0,21.0,11.0,
245,2.6,0.64,20.0,46.0,29.0,24.0,10.0,
246,2.2,0.43,33.0,46.0,29.0,19.0,5.5,
247,1.7,0.36,46.0,46.0,29.0,16.0,2.1,
248,1.7,0.37,55.0,28.0,19.0,17.0,1.6,
249,1.5,0.34,54.0,38.0,23.0,15.0,1.8,
250,1.5,0.31,49.0,38.0,32.0,16.0,2.4,
251,1.9,0.34,44.0,47.0,22.0,19.0,2.5,
252,1.9,0.41,39.0,50.0,20.0,19.0,2.0,
253,2.1,0.6,19.0,59.0,22.0,29.0,2.6,
254,2.1,0.6,15.0,60.0,24.0,31.0,1.7,
255,2.3,0.66,7.5,57.0,28.0,35.0,2.9,
256,2.1,0.57,7.5,52.0,24.0,32.0,2.0,
257,2.0,0.66,4.9,45.0,29.0,32.0,4.6,
258,2.3,0.71,2.6,49.0,20.0,32.0,8.6,
259,2.3,0.69,2.2,50.0,21.0,27.0,15.0,
260,2.1,0.5,6.2,53.0,16.0,23.0,7.0,
261,1.9,0.34,12.0,48.0,21.0,16.0,1.2,
262,1.8,0.32,15.0,32.0,13.0,13.0,0.5,
263,1.6,0.3,20.0,27.0,16.0,11.0,0.8,
264,1.7,0.31,27.0,15.0,7.0,10.0,1.1,
265,1.5,0.31,31.0,10.0,12.0,8.6,0.6,
266,1.5,0.35,29.0,1.0,3.0,10.0,0.8,
267,1.6,0.51,23.0,9.0,3.0,15.0,2.3,
268,1.7,0.65,23.0,13.0,3.0,17.0,5.4,
269,1.7,0.53,25.0,11.0,3.0,16.0,5.9,
270,1.7,0.52,29.0,11.0,5.0,15.0,5.5,
271,1.6,0.51,34.0,1.0,8.0,14.0,4.7,
272,1.8,0.51,37.0,8.0,13.0,13.0,3.7,
273,1.9,0.52,38.0,20.0,6.0,14.0,3.6,
274,1.8,0.54,37.0,27.0,5.0,15.0,3.3,
275,2.1,0.6,31.0,36.0,10.0,18.0,4.4,
276,1.9,0.59,29.0,36.0,18.0,18.0,3.2,
277,1.8,0.66,24.0,44.0,19.0,20.0,1.7,
278,1.9,0.68,21.0,50.0,22.0,23.0,1.3,
279,1.9,0.64,20.0,50.0,27.0,23.0,1.0,
280,1.9,0.53,25.0,44.0,35.0,18.0,0.9,
281,2.0,0.53,29.0,38.0,25.0,16.0,0.9,
282,1.9,0.51,29.0,49.0,26.0,16.0,1.0,
283,1.9,0.46,33.0,54.0,25.0,13.0,0.4,
284,1.9,0.46,33.0,54.0,25.0,13.0,0.4,
285,2.0,0.4,35.0,47.0,32.0,9.7,0.4,
286,2.0,0.37,35.0,46.0,25.0,8.4,0.7,
287,1.7,0.35,35.0,48.0,25.0,7.3,0.5,
288,1.8,0.32,35.0,45.0,11.0,7.5,0.6,
289,1.9,0.31,33.0,46.0,15.0,8.2,0.5,
290,1.9,0.29,30.0,40.0,17.0,10.0,0.2,
291,2.1,0.38,27.0,38.0,17.0,15.0,1.2,
292,1.8,0.48,22.0,27.0,16.0,18.0,2.7,
293,2.2,0.49,20.0,33.0,14.0,20.0,4.8,
294,2.4,0.43,26.0,35.0,19.0,18.0,5.1,
295,2.5,0.48,30.0,36.0,12.0,19.0,5.9,
296,2.8,0.42,39.0,37.0,17.0,17.0,4.5,
297,2.3,0.48,52.0,34.0,16.0,16.0,2.0,
298,2.5,0.42,51.0,43.0,30.0,17.0,2.5,
299,2.6,0.38,39.0,47.0,26.0,18.0,2.4,
300,3.1,0.42,29.0,64.0,24.0,22.0,2.6,
301,3.7,0.55,21.0,63.0,18.0,28.0,1.7,
302,3.5,0.61,15.0,69.0,17.0,31.0,1.2,
303,3.6,0.55,15.0,62.0,25.0,27.0,1.4,
304,3.1,0.52,14.0,58.0,18.0,26.0,1.1,
305,2.5,0.49,12.0,43.0,26.0,25.0,1.2,
306,2.4,0.48,13.0,34.0,13.0,23.0,1.1,
307,2.2,0.47,13.0,34.0,16.0,21.0,1.3,
308,2.6,0.44,13.0,33.0,16.0,18.0,1.9,
309,1.9,0.6,2.9,27.0,16.0,23.0,6.8,
310,1.9,0.56,2.5,26.0,16.0,21.0,5.4,
311,1.5,0.52,3.3,24.0,12.0,18.0,5.1,
312,1.7,0.46,6.8,30.0,26.0,18.0,3.4,
313,1.7,0.25,27.0,23.0,19.0,8.0,1.4,
314,1.8,0.28,26.0,22.0,19.0,11.0,0.9,
315,1.6,0.36,25.0,19.0,7.0,13.0,2.0,
316,1.7,0.44,25.0,18.0,5.0,15.0,4.7,
317,1.9,0.41,29.0,24.0,9.0,14.0,5.3,
318,1.9,0.39,37.0,24.0,8.0,12.0,3.8,
319,2.4,0.37,42.0,30.0,12.0,11.0,2.7,
320,3.2,0.38,47.0,33.0,12.0,12.0,3.2,
321,3.2,0.36,53.0,40.0,19.0,11.0,2.3,
322,2.8,0.35,56.0,42.0,30.0,11.0,2.2,
323,3.3,0.37,54.0,46.0,26.0,13.0,2.2,
324,3.7,0.39,47.0,49.0,29.0,16.0,1.7,
325,3.2,0.42,41.0,52.0,21.0,19.0,1.8,
326,2.7,0.48,37.0,48.0,31.0,21.0,1.4,
327,3.1,0.52,34.0,55.0,25.0,23.0,1.0,
328,3.4,0.56,31.0,55.0,28.0,25.0,1.1,
329,4.0,0.53,30.0,61.0,26.0,24.0,1.4,
330,3.2,0.54,29.0,61.0,28.0,23.0,1.1,
331,2.1,0.55,25.0,62.0,23.0,24.0,1.5,
332,2.6,0.55,21.0,61.0,25.0,24.0,1.4,
333,2.2,0.48,15.0,48.0,28.0,22.0,1.4,
334,1.9,0.46,15.0,52.0,24.0,19.0,0.1,
335,3.2,0.41,19.0,56.0,26.0,17.0,-0.2,
336,3.3,0.42,21.0,58.0,29.0,17.0,-0.2,
337,3.9,0.51,15.0,55.0,35.0,23.0,0.6,
338,3.1,0.78,8.7,58.0,23.0,29.0,11.0,
339,3.6,0.84,11.0,63.0,30.0,30.0,15.0,
340,3.5,0.94,17.0,67.0,31.0,36.0,19.0,
341,3.0,0.82,30.0,69.0,44.0,33.0,9.7,
342,2.6,0.54,39.0,65.0,36.0,25.0,5.0,
343,2.0,0.47,49.0,65.0,32.0,17.0,2.4,
344,2.2,0.41,57.0,61.0,21.0,14.0,1.4,
345,1.9,0.42,54.0,64.0,28.0,16.0,1.3,
346,1.7,0.39,46.0,61.0,28.0,16.0,0.9,
347,1.9,0.46,33.0,58.0,27.0,24.0,1.4,
348,2.5,0.66,18.0,61.0,17.0,32.0,1.8,
349,2.8,0.74,12.0,60.0,19.0,36.0,2.1,
350,2.9,0.73,11.0,67.0,32.0,34.0,1.8,
351,2.8,0.7,9.5,70.0,38.0,34.0,2.0,
352,2.2,0.65,12.0,68.0,39.0,29.0,0.8,
353,2.4,0.75,6.8,63.0,32.0,35.0,1.7,
354,2.0,0.57,14.0,53.0,29.0,27.0,1.7,
355,2.3,0.52,16.0,49.0,19.0,23.0,-0.1,
356,2.1,0.47,14.0,50.0,20.0,23.0,-0.1,
357,2.2,0.43,13.0,41.0,26.0,23.0,-0.1,
358,2.6,0.45,11.0,36.0,25.0,25.0,1.1,
359,2.3,0.42,7.4,34.0,28.0,26.0,0.7,
360,2.2,0.41,6.8,28.0,18.0,27.0,1.6,
361,2.5,0.51,4.5,27.0,23.0,28.0,4.6,
362,3.5,0.78,4.0,29.0,23.0,29.0,23.0,
363,4.8,0.78,6.4,46.0,40.0,32.0,30.0,
364,4.0,0.95,8.9,66.0,44.0,38.0,26.0,
365,4.0,0.95,21.0,66.0,44.0,38.0,26.0,
366,3.2,0.62,36.0,66.0,41.0,28.0,6.3,
367,2.7,0.51,48.0,69.0,38.0,23.0,3.0,
368,2.8,0.43,55.0,61.0,34.0,17.0,1.2,
369,2.5,0.41,46.0,60.0,27.0,21.0,2.5,
370,2.5,0.42,39.0,52.0,20.0,22.0,2.8,
371,2.4,0.45,32.0,53.0,25.0,26.0,2.4,
372,2.9,0.66,18.0,54.0,27.0,34.0,3.3,
373,2.7,0.55,14.0,54.0,29.0,31.0,2.0,
374,2.9,0.53,13.0,48.0,25.0,30.0,1.8,
375,2.9,0.51,12.0,48.0,13.0,29.0,2.3,
376,2.5,0.38,17.0,45.0,19.0,22.0,1.0,
377,2.6,0.35,17.0,40.0,14.0,21.0,1.1,
378,2.1,0.29,21.0,26.0,21.0,18.0,0.4,
379,2.1,0.29,21.0,26.0,21.0,18.0,0.4,
380,2.1,0.29,21.0,26.0,21.0,18.0,0.4,
381,2.1,0.29,21.0,26.0,21.0,18.0,0.4,
382,2.1,0.29,21.0,26.0,21.0,18.0,0.4,
383,2.1,0.29,21.0,26.0,21.0,18.0,0.4,
384,2.1,0.29,21.0,26.0,21.0,18.0,0.4,
385,2.1,0.29,21.0,26.0,21.0,18.0,0.4,
386,2.1,0.29,21.0,26.0,21.0,18.0,0.4,
387,2.1,0.29,21.0,26.0,16.0,18.0,0.4,
388,3.6,0.74,13.0,26.0,21.0,29.0,16.0,
389,3.1,0.35,25.0,20.0,14.0,20.0,6.5,
390,2.6,0.44,26.0,23.0,11.0,25.0,5.6,
391,2.2,0.42,34.0,27.0,5.0,21.0,4.3,
392,2.0,0.38,47.0,26.0,12.0,17.0,2.2,
393,2.4,0.34,44.0,30.0,17.0,19.0,1.8,
394,2.5,0.33,42.0,32.0,20.0,19.0,1.8,
395,2.3,0.33,33.0,46.0,14.0,20.0,1.6,
396,2.2,0.45,23.0,46.0,20.0,26.0,0.8,
397,2.2,0.49,20.0,51.0,21.0,28.0,-0.2,
398,1.9,0.44,23.0,43.0,25.0,23.0,-0.2,
399,1.8,0.41,25.0,43.0,16.0,20.0,-0.2,
400,1.9,0.36,29.0,36.0,20.0,20.0,-0.2,
401,1.7,0.37,28.0,36.0,15.0,17.0,-0.3,
402,1.7,0.32,31.0,36.0,11.0,14.0,-0.5,
403,2.7,0.28,33.0,29.0,7.0,14.0,-0.5,
404,1.1,0.25,36.0,28.0,6.0,8.8,-0.2,
405,0.8,0.23,36.0,21.0,9.0,7.3,-0.3,
406,0.6,0.23,39.0,24.0,9.0,5.7,0.9,
407,0.9,0.25,38.0,21.0,15.0,5.5,0.3,
408,0.7,0.25,33.0,17.0,15.0,6.6,0.3,
409,0.9,0.32,31.0,15.0,15.0,11.0,0.7,
410,1.0,0.58,17.0,12.0,12.0,18.0,4.6,
411,1.0,0.53,34.0,19.0,11.0,15.0,2.9,
412,0.9,0.55,37.0,18.0,9.0,15.0,3.6,
413,0.9,0.55,37.0,18.0,9.0,15.0,3.6,
414,0.9,0.55,44.0,18.0,33.0,15.0,3.6,
415,1.4,0.36,49.0,42.0,26.0,11.0,2.0,
416,1.1,0.33,54.0,43.0,15.0,9.7,0.9,
417,1.0,0.35,57.0,39.0,7.0,11.0,1.5,
418,1.0,0.36,58.0,31.0,6.0,12.0,1.1,
419,1.1,0.48,50.0,28.0,14.0,20.0,1.5,
420,1.4,0.71,32.0,31.0,19.0,30.0,1.7,
421,1.4,0.79,23.0,39.0,21.0,35.0,0.8,
422,1.5,0.63,23.0,55.0,25.0,30.0,0.8,
423,1.9,0.86,10.0,67.0,33.0,39.0,4.8,
424,1.4,0.92,4.0,78.0,31.0,39.0,12.0,
425,1.8,1.06,3.0,79.0,32.0,37.0,15.0,
426,4.1,1.05,3.2,81.0,29.0,35.0,17.0,
427,7.4,1.27,3.8,93.0,58.0,33.0,17.0,
428,3.7,0.96,3.2,113.0,68.0,28.0,18.0,
429,3.5,0.84,4.2,116.0,68.0,24.0,7.3,
430,2.6,0.74,3.9,108.0,47.0,20.0,8.8,
431,1.9,0.67,1.8,81.0,37.0,24.0,13.0,
432,1.9,0.66,2.6,71.0,34.0,21.0,9.7,
433,2.2,0.77,2.1,62.0,30.0,22.0,18.0,
434,2.2,0.72,7.1,65.0,30.0,18.0,8.3,
435,2.6,0.92,9.9,54.0,24.0,20.0,18.0,
436,2.7,0.89,24.0,39.0,33.0,28.0,9.9,
437,2.6,0.67,47.0,30.0,33.0,24.0,4.1,
438,2.5,0.39,53.0,39.0,33.0,13.0,1.3,
439,2.3,0.31,54.0,45.0,25.0,10.0,1.4,
440,2.2,0.28,58.0,42.0,24.0,9.1,1.0,
441,1.8,0.26,56.0,43.0,20.0,8.4,0.6,
442,1.9,0.23,57.0,44.0,21.0,7.5,0.8,
443,2.2,0.27,51.0,55.0,16.0,9.9,0.3,
444,2.7,0.4,43.0,56.0,22.0,15.0,0.3,
445,2.9,0.51,32.0,66.0,29.0,22.0,0.6,
446,2.4,0.5,26.0,73.0,31.0,23.0,0.7,
447,2.2,0.63,14.0,72.0,37.0,27.0,1.3,
448,2.2,0.71,7.5,74.0,37.0,29.0,4.1,
449,1.8,0.62,5.6,71.0,39.0,29.0,4.1,
