,SO2,CO,O3,PM10,PM25,NO2,NO,pr
5441,3.9,0.34,22.0,38.0,12.0,14.0,3.8,
5442,2.8,0.38,14.0,41.0,8.0,17.0,3.9,
5443,3.5,0.42,8.5,44.0,6.0,19.0,4.1,
5444,5.1,0.52,4.1,42.0,6.0,21.0,5.8,
5445,4.2,0.36,3.9,35.0,11.0,17.0,3.9,
5446,3.5,0.37,3.2,26.0,12.0,18.0,4.0,
5447,2.9,0.33,4.1,23.0,8.0,16.0,3.5,
5448,3.0,0.34,2.0,27.0,8.0,16.0,4.2,
5449,2.7,0.26,6.8,31.0,12.0,11.0,1.4,
5450,2.2,0.26,5.3,37.0,8.0,12.0,2.1,
5451,2.1,0.27,2.3,35.0,12.0,12.0,2.5,
5452,2.4,0.27,2.5,30.0,8.0,12.0,2.7,
5453,2.4,0.31,5.8,31.0,12.0,10.0,3.0,
5454,2.9,0.48,3.7,39.0,12.0,13.0,6.9,
5455,3.6,0.87,9.6,43.0,16.0,18.0,11.0,
5456,4.1,0.46,23.0,45.0,12.0,14.0,5.4,
5457,2.9,0.28,32.0,45.0,15.0,11.0,3.7,
5458,2.7,0.28,48.0,53.0,15.0,8.9,2.2,
5459,2.6,0.25,59.0,52.0,21.0,9.5,2.4,
5460,2.7,0.23,57.0,55.0,21.0,8.4,2.0,
5461,2.8,0.18,51.0,48.0,12.0,7.5,2.2,
5462,3.2,0.19,54.0,55.0,12.0,8.8,2.5,
5463,3.6,0.21,56.0,53.0,12.0,9.9,2.6,
5464,3.3,0.28,38.0,57.0,20.0,14.0,3.3,
5465,3.2,0.41,18.0,52.0,20.0,17.0,3.6,
5466,3.6,0.4,7.8,47.0,12.0,18.0,3.5,
5467,3.7,0.5,3.8,43.0,12.0,20.0,6.8,
5468,2.4,0.4,6.0,35.0,6.0,15.0,3.3,
5469,3.1,0.3,6.9,38.0,8.0,14.0,2.8,
5470,3.2,0.31,6.2,29.0,3.0,14.0,2.7,
5471,2.4,0.39,3.3,32.0,6.0,14.0,2.6,
5472,2.1,0.35,3.0,24.0,3.0,13.0,3.6,
5473,1.4,0.25,5.4,20.0,7.0,12.0,1.9,
5474,1.7,0.23,7.1,15.0,8.0,11.0,1.4,
5475,2.0,0.24,6.9,19.0,12.0,11.0,1.6,
5476,1.8,0.27,7.7,22.0,8.0,9.2,2.1,
5477,1.6,0.25,9.2,26.0,19.0,8.7,2.0,
5478,2.0,0.37,7.5,22.0,16.0,11.0,3.2,
5479,2.3,0.62,5.2,25.0,15.0,14.0,12.0,
5480,3.3,0.5,15.0,31.0,14.0,15.0,12.0,
5481,2.2,0.25,36.0,44.0,16.0,15.0,12.0,
5482,2.4,0.28,65.0,54.0,24.0,9.4,1.4,
5483,2.5,0.28,69.0,55.0,22.0,9.2,2.0,
5484,2.2,0.23,69.0,55.0,21.0,8.2,1.6,
5485,2.0,0.2,75.0,86.0,24.0,7.2,1.5,
5486,2.4,0.21,78.0,88.0,19.0,8.5,1.1,
5487,2.9,0.23,58.0,107.0,20.0,11.0,1.7,
5488,2.4,0.27,42.0,4.0,20.0,14.0,2.1,
5489,3.0,0.42,40.0,4.0,20.0,18.0,2.6,
5490,3.7,0.47,25.0,4.0,16.0,22.0,2.2,
5491,3.3,0.51,13.0,3.0,16.0,26.0,2.6,
5492,2.6,0.44,16.0,60.0,19.0,19.0,2.3,
5493,3.0,0.41,18.0,67.0,21.0,17.0,1.6,
5494,4.7,0.41,14.0,89.0,26.0,17.0,1.5,
5495,3.4,0.42,13.0,30.0,25.0,17.0,1.3,
5496,2.6,0.29,20.0,31.0,21.0,12.0,1.7,
5497,2.5,0.28,16.0,43.0,15.0,11.0,-0.4,
5498,2.7,0.32,15.0,49.0,16.0,11.0,-0.4,
5499,2.6,0.24,15.0,80.0,21.0,11.0,-0.4,
5500,1.9,0.23,14.0,60.0,26.0,8.7,-0.4,
5501,1.9,0.26,13.0,72.0,24.0,8.7,-0.4,
5502,2.2,0.37,9.7,62.0,19.0,11.0,1.1,
5503,2.1,0.54,9.5,55.0,9.0,13.0,5.5,
5504,2.5,0.41,25.0,35.0,12.0,13.0,2.8,
5505,2.2,0.31,41.0,18.0,12.0,11.0,0.5,
5506,2.1,0.29,58.0,50.0,26.0,8.4,0.1,
5507,2.1,0.29,71.0,51.0,21.0,8.7,-0.5,
5508,2.8,0.3,78.0,61.0,26.0,9.8,-0.5,
5509,4.0,0.26,73.0,68.0,38.0,8.8,-0.5,
5510,3.4,0.21,55.0,109.0,34.0,8.8,-0.5,
5511,3.2,0.22,47.0,129.0,26.0,8.8,-0.5,
5512,3.3,0.25,36.0,76.0,16.0,10.0,0.2,
5513,3.9,0.36,17.0,70.0,17.0,14.0,0.6,
5514,6.3,0.47,17.0,30.0,16.0,21.0,2.7,
5515,6.0,0.5,4.9,31.0,16.0,25.0,2.6,
5516,4.2,0.64,10.0,31.0,10.0,20.0,3.4,
5517,3.3,0.62,3.8,31.0,8.0,20.0,2.0,
5518,3.4,0.29,3.8,31.0,8.0,20.0,2.0,
5519,3.2,0.26,3.8,26.0,8.0,20.0,2.0,
5520,3.7,0.25,3.8,66.0,10.0,20.0,2.0,
5521,2.1,0.24,1.6,67.0,19.0,9.2,2.6,
5522,2.2,0.24,1.6,35.0,14.0,11.0,2.7,
5523,2.6,0.27,7.7,7.0,14.0,11.0,3.2,
5524,2.5,0.29,7.7,7.0,10.0,11.0,2.7,
5525,2.3,0.29,7.7,5.0,13.0,12.0,3.8,
5526,2.7,0.38,7.7,21.0,16.0,13.0,5.2,
5527,4.2,0.62,7.7,34.0,21.0,17.0,9.8,
5528,3.9,0.55,7.7,53.0,27.0,16.0,5.0,
5529,4.0,0.65,7.7,62.0,26.0,19.0,3.9,
5530,3.6,0.52,7.7,69.0,27.0,18.0,3.8,
5531,2.8,0.37,7.7,77.0,26.0,13.0,2.7,
5532,2.5,0.36,7.7,72.0,33.0,11.0,2.2,
5533,2.5,0.33,7.7,78.0,33.0,13.0,3.2,
5534,2.2,0.3,7.7,78.0,33.0,12.0,2.9,
5535,2.2,0.3,55.0,71.0,28.0,11.0,2.5,
5536,2.5,0.34,51.0,71.0,26.0,12.0,2.4,
5537,2.6,0.45,41.0,66.0,22.0,15.0,2.9,
5538,2.3,0.43,37.0,62.0,20.0,14.0,2.8,
5539,1.9,0.31,40.0,39.0,12.0,10.0,3.1,
5540,1.9,0.36,36.0,26.0,12.0,11.0,2.4,
5541,2.8,0.45,25.0,17.0,6.0,17.0,3.0,
5542,2.5,0.35,26.0,25.0,6.0,14.0,2.6,
5543,1.9,0.32,20.0,18.0,2.0,14.0,2.1,
5544,1.4,0.3,18.0,12.0,3.0,9.8,1.8,
5545,2.0,0.27,15.0,4.0,3.0,9.9,2.1,
5546,2.2,0.25,12.0,12.0,3.0,9.7,2.0,
5547,2.3,0.26,9.1,8.0,3.0,9.3,2.1,
5548,2.7,0.28,6.9,13.0,3.0,11.0,2.4,
5549,1.7,0.28,3.4,9.0,12.0,12.0,3.2,
5550,1.8,0.41,3.1,9.0,7.0,13.0,8.0,
5551,2.2,0.66,4.4,11.0,12.0,13.0,15.0,
5552,3.1,0.47,16.0,19.0,12.0,15.0,8.3,
5553,2.1,0.41,27.0,22.0,12.0,13.0,5.7,
5554,3.1,0.36,56.0,33.0,26.0,10.0,2.8,
5555,2.4,0.33,61.0,44.0,22.0,10.0,2.3,
5556,2.9,0.35,79.0,55.0,21.0,8.9,2.6,
5557,3.1,0.31,82.0,51.0,28.0,8.2,2.7,
5558,2.4,0.29,84.0,47.0,20.0,8.8,1.8,
5559,2.9,0.4,83.0,53.0,24.0,12.0,2.8,
5560,3.3,0.46,70.0,57.0,15.0,16.0,3.0,
5561,3.5,0.62,55.0,65.0,26.0,18.0,3.0,
5562,4.2,0.63,47.0,64.0,26.0,21.0,2.2,
5563,6.9,0.66,40.0,76.0,31.0,21.0,2.3,
5564,7.9,0.65,30.0,84.0,34.0,21.0,2.2,
5565,3.5,0.53,29.0,93.0,31.0,17.0,1.9,
5566,3.1,0.55,27.0,84.0,29.0,17.0,2.5,
5567,2.9,0.62,14.0,71.0,24.0,22.0,2.7,
5568,2.3,0.56,10.0,61.0,26.0,19.0,2.1,
5569,1.9,0.41,16.0,58.0,29.0,10.0,1.4,
5570,1.7,0.34,17.0,53.0,17.0,8.0,1.4,
5571,1.7,0.33,18.0,42.0,7.0,6.6,0.3,
5572,1.8,0.32,18.0,37.0,12.0,6.1,0.5,
5573,1.6,0.32,17.0,38.0,12.0,5.1,1.3,
5574,1.8,0.48,6.5,45.0,21.0,12.0,5.1,
5575,2.0,0.44,16.0,36.0,8.0,8.5,3.0,
5576,2.0,0.44,26.0,34.0,18.0,8.1,3.1,
5577,1.8,0.36,43.0,32.0,16.0,5.0,1.1,
5578,1.8,0.31,59.0,38.0,16.0,3.6,1.3,
5579,1.9,0.3,69.0,33.0,19.0,3.4,0.5,
5580,2.1,0.31,79.0,32.0,18.0,4.2,0.3,
5581,2.2,0.32,85.0,39.0,24.0,4.6,0.5,
5582,6.3,0.41,86.0,56.0,27.0,7.3,1.3,
5583,5.1,0.39,79.0,70.0,27.0,8.1,0.6,
5584,3.6,0.4,76.0,74.0,34.0,8.7,1.2,
5585,3.8,0.48,73.0,73.0,23.0,11.0,1.3,
5586,3.8,0.53,71.0,77.0,32.0,12.0,0.9,
5587,3.7,0.6,61.0,84.0,32.0,15.0,0.5,
5588,3.3,0.64,44.0,94.0,48.0,18.0,0.9,
5589,3.4,0.55,44.0,89.0,43.0,14.0,0.7,
5590,3.1,0.55,33.0,86.0,46.0,13.0,0.8,
5591,3.3,0.53,26.0,71.0,43.0,11.0,1.1,
5592,3.1,0.48,25.0,61.0,47.0,7.7,1.5,
5593,2.6,0.37,28.0,63.0,32.0,9.0,1.0,
5594,2.2,0.37,24.0,62.0,27.0,8.7,0.5,
5595,2.2,0.36,23.0,58.0,21.0,8.0,0.5,
5596,2.0,0.37,24.0,49.0,26.0,6.7,0.4,
5597,2.1,0.42,10.0,47.0,21.0,11.0,1.5,
5598,2.8,0.52,8.1,55.0,15.0,15.0,4.4,
5599,2.6,0.62,21.0,60.0,21.0,14.0,3.4,
5600,2.9,0.6,30.0,65.0,19.0,15.0,3.7,
5601,2.5,0.5,50.0,69.0,30.0,13.0,1.7,
5602,2.2,0.44,66.0,64.0,25.0,12.0,1.5,
5603,2.4,0.45,80.0,70.0,30.0,13.0,1.2,
5604,5.5,0.49,87.0,78.0,37.0,16.0,1.3,
5605,6.4,0.43,75.0,91.0,41.0,14.0,1.5,
5606,4.4,0.35,67.0,89.0,42.0,13.0,1.7,
5607,2.9,0.38,67.0,66.0,33.0,15.0,1.3,
5608,2.1,0.4,67.0,55.0,31.0,13.0,1.3,
5609,2.4,0.62,42.0,49.0,28.0,21.0,1.5,
5610,5.2,0.86,21.0,65.0,26.0,37.0,2.2,
5611,5.5,0.77,13.0,75.0,38.0,37.0,2.1,
5612,6.9,0.74,7.5,93.0,37.0,37.0,2.4,
5613,6.9,0.68,9.3,88.0,39.0,29.0,2.5,
5614,6.4,0.55,12.0,84.0,36.0,24.0,1.9,
5615,5.4,0.51,14.0,65.0,32.0,19.0,0.6,
5616,4.3,0.57,10.0,62.0,28.0,20.0,1.1,
5617,3.1,0.45,9.5,55.0,24.0,15.0,-0.4,
5618,2.5,0.43,8.3,62.0,23.0,13.0,0.1,
5619,2.2,0.39,8.7,64.0,15.0,12.0,0.2,
5620,2.5,0.4,9.7,66.0,26.0,11.0,0.4,
5621,2.5,0.41,8.4,51.0,32.0,13.0,0.6,
5622,3.0,0.57,5.9,56.0,37.0,15.0,3.3,
5623,4.5,0.78,9.3,66.0,27.0,19.0,8.1,
5624,4.1,0.73,29.0,78.0,32.0,17.0,2.2,
5625,2.9,0.57,52.0,74.0,38.0,16.0,0.7,
5626,2.4,0.38,62.0,67.0,36.0,11.0,-0.1,
5627,2.6,0.36,74.0,63.0,32.0,10.0,0.4,
5628,2.8,0.36,81.0,64.0,30.0,11.0,-0.4,
5629,2.1,0.32,69.0,65.0,29.0,9.7,-0.3,
5630,2.0,0.3,61.0,61.0,32.0,9.9,0.6,
5631,1.9,0.34,57.0,60.0,32.0,11.0,0.7,
5632,2.1,0.35,53.0,57.0,32.0,12.0,-0.1,
5633,2.4,0.52,37.0,76.0,23.0,17.0,0.1,
5634,3.0,0.72,23.0,78.0,24.0,25.0,-0.1,
5635,3.2,0.75,17.0,82.0,20.0,26.0,0.3,
5636,3.4,0.83,14.0,76.0,25.0,28.0,0.6,
5637,3.4,0.9,7.9,80.0,36.0,31.0,0.7,
5638,3.6,0.7,6.6,79.0,37.0,26.0,1.0,
5639,3.5,0.67,6.6,70.0,33.0,25.0,0.8,
5640,2.9,0.62,7.9,61.0,16.0,22.0,1.0,
5641,3.0,0.42,18.0,73.0,31.0,12.0,-0.5,
5642,3.1,0.41,21.0,88.0,38.0,12.0,-0.5,
5643,3.0,0.42,16.0,102.0,50.0,11.0,-0.5,
5644,2.5,0.38,9.7,89.0,40.0,11.0,-0.5,
5645,2.2,0.36,13.0,66.0,26.0,11.0,-0.5,
5646,2.3,0.43,11.0,38.0,11.0,16.0,0.8,
5647,2.2,0.42,20.0,31.0,12.0,15.0,0.8,
5648,2.4,0.47,25.0,36.0,7.0,15.0,0.4,
5649,2.5,0.63,25.0,47.0,15.0,15.0,0.4,
5650,3.2,0.64,27.0,55.0,11.0,19.0,1.5,
5651,2.8,0.55,29.0,51.0,13.0,16.0,1.0,
5652,2.3,0.52,32.0,49.0,12.0,12.0,0.6,
5653,1.9,0.54,32.0,39.0,14.0,11.0,0.4,
5654,1.7,0.45,37.0,35.0,22.0,8.6,0.4,
5655,1.4,0.42,35.0,35.0,16.0,7.9,0.2,
5656,1.4,0.44,40.0,41.0,22.0,7.5,-0.1,
5657,1.6,0.57,33.0,42.0,19.0,10.0,-0.3,
5658,1.9,0.69,20.0,44.0,25.0,20.0,0.1,
5659,2.0,0.64,18.0,47.0,18.0,18.0,-0.2,
5660,2.1,0.63,15.0,53.0,19.0,18.0,0.1,
5661,3.4,0.64,11.0,68.0,28.0,20.0,0.7,
5662,2.3,0.79,0.2,58.0,31.0,19.0,5.5,
5663,2.0,0.63,3.7,57.0,32.0,20.0,0.8,
5664,2.4,0.51,3.1,34.0,18.0,15.0,0.7,
5665,1.7,0.39,3.3,32.0,13.0,9.8,1.8,
5666,1.6,0.4,1.9,25.0,13.0,10.0,1.9,
5667,1.7,0.43,2.5,21.0,14.0,12.0,1.8,
5668,1.6,0.39,4.4,17.0,15.0,12.0,2.2,
5669,1.9,0.48,0.7,24.0,16.0,15.0,4.2,
5670,2.3,0.61,1.9,30.0,16.0,16.0,9.0,
5671,3.2,0.97,1.5,36.0,22.0,17.0,19.0,
5672,3.8,0.92,11.0,43.0,20.0,20.0,15.0,
5673,3.5,0.91,41.0,49.0,18.0,24.0,5.4,
5674,2.8,0.72,80.0,66.0,26.0,19.0,2.0,
5675,2.4,0.54,87.0,63.0,33.0,16.0,1.5,
5676,2.1,0.47,95.0,74.0,46.0,12.0,1.7,
5677,2.9,0.41,107.0,79.0,38.0,10.0,1.2,
5678,2.9,0.4,99.0,88.0,32.0,11.0,2.2,
5679,2.1,0.34,83.0,81.0,24.0,11.0,1.6,
5680,1.7,0.44,68.0,70.0,25.0,15.0,2.6,
5681,2.0,0.72,43.0,67.0,22.0,27.0,1.3,
5682,2.1,0.77,23.0,71.0,26.0,31.0,1.7,
5683,2.4,0.72,10.0,87.0,27.0,31.0,3.2,
5684,2.5,0.61,13.0,89.0,26.0,23.0,2.2,
5685,5.0,0.61,11.0,88.0,20.0,22.0,2.5,
5686,3.5,0.6,7.7,77.0,14.0,23.0,2.5,
5687,2.6,0.5,8.6,66.0,28.0,19.0,0.9,
5688,3.5,0.5,7.9,81.0,32.0,17.0,3.0,
5689,3.9,0.52,7.0,86.0,30.0,16.0,3.0,
5690,4.2,0.54,6.3,98.0,22.0,16.0,3.9,
5691,4.4,0.57,3.1,85.0,22.0,17.0,3.1,
5692,3.6,0.58,2.3,82.0,23.0,15.0,6.4,
5693,3.6,0.7,3.2,74.0,22.0,16.0,8.3,
5694,3.9,0.92,6.5,80.0,26.0,18.0,13.0,
5695,4.2,0.76,24.0,80.0,26.0,18.0,6.8,
5696,4.7,0.67,54.0,94.0,22.0,17.0,3.8,
5697,3.7,0.78,95.0,97.0,36.0,17.0,2.7,
5698,3.7,0.78,95.0,97.0,36.0,17.0,2.7,
5699,2.4,0.36,87.0,70.0,32.0,11.0,3.1,
5700,2.4,0.36,87.0,70.0,32.0,11.0,3.1,
5701,2.4,0.36,65.0,86.0,38.0,11.0,3.1,
5702,2.9,0.6,41.0,95.0,19.0,24.0,2.6,
5703,3.3,0.92,20.0,102.0,19.0,36.0,4.6,
5704,3.2,0.89,2.6,107.0,32.0,37.0,6.7,
5705,3.2,0.74,4.4,106.0,32.0,33.0,5.6,
5706,3.4,0.71,8.8,98.0,32.0,29.0,3.4,
5707,3.5,0.67,11.0,89.0,30.0,26.0,2.7,
5708,3.8,0.69,8.2,105.0,27.0,24.0,3.0,
5709,3.7,0.61,14.0,104.0,27.0,19.0,2.8,
5710,3.3,0.53,18.0,113.0,27.0,15.0,1.6,
5711,2.9,0.55,12.0,86.0,33.0,16.0,1.8,
5712,2.2,0.52,8.0,78.0,29.0,16.0,2.2,
5713,2.1,0.54,2.5,62.0,40.0,18.0,2.9,
5714,1.9,0.53,5.7,65.0,24.0,16.0,2.4,
5715,1.9,0.68,2.6,62.0,24.0,19.0,8.5,
5716,2.4,0.71,11.0,69.0,24.0,18.0,6.8,
5717,3.1,0.66,26.0,76.0,32.0,19.0,4.7,
5718,5.2,0.68,59.0,96.0,32.0,19.0,2.5,
5719,5.4,0.79,82.0,121.0,47.0,21.0,1.8,
5720,4.1,0.72,109.0,129.0,47.0,20.0,2.0,
5721,3.7,0.61,118.0,128.0,47.0,15.0,1.7,
5722,3.5,0.53,117.0,118.0,50.0,12.0,2.1,
5723,3.3,0.54,107.0,117.0,43.0,10.0,1.7,
5724,2.7,0.46,98.0,117.0,43.0,9.3,1.3,
5725,2.5,0.49,75.0,111.0,43.0,15.0,1.8,
5726,1.9,0.61,32.0,96.0,43.0,26.0,2.4,
5727,1.7,0.59,27.0,79.0,43.0,21.0,2.2,
5728,2.1,0.79,13.0,59.0,43.0,28.0,2.2,
5729,3.4,1.01,3.1,58.0,43.0,35.0,4.4,
5730,2.4,0.9,0.4,64.0,43.0,34.0,7.1,
5731,4.2,0.86,1.6,81.0,43.0,29.0,6.4,
5732,6.0,0.72,2.8,82.0,43.0,27.0,3.4,
5733,4.2,0.71,9.1,82.0,43.0,25.0,2.0,
5734,2.5,0.45,27.0,80.0,43.0,8.1,1.9,
5735,2.2,0.41,27.0,67.0,43.0,6.9,1.2,
5736,2.3,0.43,27.0,57.0,43.0,7.1,1.4,
5737,2.5,0.49,16.0,50.0,43.0,10.0,2.0,
5738,2.1,0.49,11.0,62.0,43.0,11.0,2.2,
5739,2.2,0.59,13.0,69.0,43.0,12.0,3.3,
5740,2.4,0.59,22.0,65.0,43.0,11.0,3.3,
5741,2.8,0.62,36.0,74.0,43.0,12.0,3.9,
5742,3.1,0.69,72.0,74.0,43.0,14.0,3.0,
5743,3.3,0.67,101.0,93.0,43.0,15.0,1.8,
5744,3.4,0.54,104.0,86.0,43.0,12.0,2.0,
5745,2.1,0.41,87.0,82.0,43.0,8.2,1.8,
5746,1.7,0.33,78.0,54.0,43.0,7.0,2.2,
5747,2.0,0.32,79.0,50.0,43.0,7.2,1.8,
5748,4.1,0.44,90.0,65.0,43.0,8.1,1.3,
5749,6.6,0.53,69.0,90.0,43.0,12.0,1.8,
5750,6.2,0.62,59.0,116.0,43.0,14.0,2.5,
5751,5.5,0.69,53.0,123.0,43.0,15.0,2.5,
5752,4.5,0.66,60.0,134.0,43.0,13.0,2.1,
5753,3.7,0.69,51.0,136.0,43.0,15.0,2.0,
5754,3.6,0.7,40.0,132.0,43.0,16.0,1.5,
5755,3.7,0.57,48.0,116.0,64.0,11.0,2.2,
5756,3.4,0.49,53.0,107.0,53.0,9.3,1.6,
5757,3.2,0.43,53.0,101.0,53.0,7.1,2.2,
5758,2.7,0.38,50.0,96.0,43.0,4.2,1.0,
5759,2.4,0.35,43.0,79.0,42.0,3.9,0.6,
5760,2.0,0.34,32.0,63.0,29.0,3.7,0.5,
5761,1.9,0.31,30.0,48.0,27.0,3.8,0.5,
5762,2.0,0.37,18.0,37.0,22.0,6.9,0.8,
5763,1.8,0.47,13.0,29.0,20.0,11.0,2.5,
5764,2.2,0.58,11.0,36.0,19.0,15.0,6.0,
5765,2.6,0.73,23.0,35.0,18.0,19.0,4.9,
5766,2.4,0.66,31.0,55.0,20.0,20.0,3.7,
5767,3.1,0.53,54.0,62.0,20.0,15.0,3.1,
5768,3.4,0.44,68.0,78.0,20.0,8.0,1.4,
5769,3.5,0.37,68.0,72.0,18.0,6.0,1.3,
5770,2.8,0.31,64.0,74.0,27.0,5.2,1.1,
5771,3.0,0.32,67.0,62.0,26.0,5.8,0.7,
5772,3.0,0.38,71.0,70.0,25.0,6.8,0.8,
5773,3.1,0.44,65.0,69.0,23.0,9.3,0.8,
5774,3.5,0.57,53.0,86.0,23.0,15.0,1.7,
5775,2.6,0.47,31.0,75.0,23.0,14.0,0.7,
5776,2.6,0.51,26.0,75.0,22.0,15.0,1.4,
5777,2.7,0.65,20.0,61.0,22.0,19.0,1.5,
5778,3.4,0.73,7.8,71.0,22.0,26.0,3.1,
5779,2.8,0.64,12.0,65.0,27.0,19.0,1.3,
5780,2.8,0.63,4.0,60.0,27.0,23.0,3.5,
5781,1.8,0.48,9.0,45.0,27.0,15.0,1.8,
5782,1.8,0.39,7.6,46.0,14.0,15.0,0.9,
5783,1.8,0.35,8.6,46.0,14.0,13.0,1.0,
5784,1.5,0.34,7.1,38.0,14.0,12.0,1.2,
5785,1.7,0.36,10.0,28.0,10.0,10.0,1.1,
5786,1.7,0.34,7.1,27.0,10.0,12.0,0.7,
5787,2.0,0.5,4.0,37.0,15.0,13.0,5.3,
5788,2.6,0.56,11.0,35.0,15.0,14.0,6.3,
5789,2.7,0.39,29.0,37.0,15.0,11.0,2.9,
5790,3.9,0.35,43.0,36.0,15.0,11.0,2.1,
5791,2.8,0.47,76.0,44.0,24.0,12.0,0.4,
5792,3.0,0.51,102.0,54.0,30.0,13.0,0.3,
5793,9.4,0.58,101.0,79.0,46.0,13.0,1.0,
5794,8.8,0.54,113.0,101.0,47.0,11.0,0.6,
5795,8.9,0.58,108.0,123.0,47.0,12.0,0.7,
5796,9.0,0.53,89.0,113.0,50.0,13.0,0.4,
5797,8.9,0.54,56.0,99.0,50.0,18.0,1.0,
5798,11.0,0.85,48.0,99.0,50.0,30.0,0.7,
5799,11.0,0.87,37.0,111.0,47.0,33.0,1.1,
5800,11.0,0.84,35.0,125.0,49.0,30.0,0.5,
5801,8.7,0.75,30.0,117.0,53.0,25.0,0.4,
5802,10.0,0.92,22.0,114.0,57.0,28.0,1.1,
5803,7.0,0.93,20.0,106.0,53.0,23.0,1.0,
5804,6.8,0.86,17.0,99.0,52.0,22.0,0.5,
5805,3.9,0.68,24.0,93.0,53.0,14.0,0.4,
5806,4.0,0.54,35.0,90.0,55.0,8.7,0.5,
5807,3.9,0.46,35.0,94.0,55.0,7.5,0.5,
5808,3.9,0.33,32.0,92.0,45.0,6.8,-0.5,
5809,4.0,0.36,30.0,87.0,38.0,7.3,-0.2,
5810,3.0,0.37,21.0,77.0,40.0,8.2,0.1,
5811,2.7,0.51,16.0,69.0,44.0,13.0,1.9,
5812,3.3,0.68,19.0,67.0,46.0,17.0,4.5,
5813,4.6,0.78,24.0,75.0,41.0,22.0,5.8,
5814,4.6,0.59,50.0,87.0,39.0,16.0,2.3,
5815,4.3,0.59,80.0,100.0,49.0,19.0,1.3,
5816,5.6,0.63,99.0,123.0,59.0,20.0,0.8,
5817,6.2,0.6,114.0,136.0,65.0,16.0,0.3,
5818,7.6,0.48,98.0,141.0,57.0,13.0,0.3,
5819,7.7,0.42,76.0,114.0,46.0,13.0,0.5,
5820,13.0,0.58,60.0,97.0,44.0,25.0,1.5,
5821,19.0,0.87,43.0,100.0,46.0,42.0,2.4,
5822,11.0,1.05,33.0,114.0,51.0,40.0,1.6,
5823,12.0,1.05,11.0,133.0,49.0,50.0,2.1,
5824,12.0,1.15,8.8,117.0,51.0,48.0,2.1,
5825,9.3,0.99,11.0,122.0,50.0,38.0,2.3,
5826,8.6,0.99,18.0,95.0,49.0,30.0,0.9,
5827,5.9,0.85,21.0,130.0,55.0,25.0,0.3,
5828,5.2,0.6,30.0,117.0,54.0,17.0,-0.3,
5829,4.4,0.57,20.0,118.0,51.0,18.0,-0.1,
5830,4.2,0.5,14.0,89.0,51.0,15.0,1.5,
5831,3.8,0.46,13.0,82.0,49.0,13.0,1.3,
5832,2.5,0.39,16.0,66.0,48.0,9.7,1.6,
5833,2.5,0.38,16.0,64.0,45.0,8.9,2.1,
5834,2.6,0.39,7.7,52.0,39.0,13.0,2.4,
5835,3.2,0.47,1.0,50.0,32.0,17.0,12.0,
5836,3.8,0.57,8.8,44.0,28.0,18.0,12.0,
5837,3.7,0.74,24.0,47.0,31.0,22.0,6.4,
5838,3.8,0.54,35.0,59.0,32.0,16.0,3.8,
5839,3.0,0.44,55.0,59.0,33.0,13.0,2.6,
5840,2.9,0.39,74.0,66.0,32.0,11.0,1.1,
5841,2.2,0.36,59.0,59.0,26.0,13.0,2.5,
5842,2.1,0.32,53.0,57.0,21.0,11.0,2.5,
5843,1.9,0.34,45.0,42.0,19.0,14.0,2.0,
5844,2.0,0.43,32.0,33.0,17.0,20.0,2.5,
5845,2.3,0.47,18.0,35.0,15.0,21.0,4.2,
5846,2.3,0.47,7.6,47.0,15.0,19.0,3.9,
5847,1.7,0.5,5.0,45.0,17.0,18.0,2.7,
5848,2.1,0.53,2.9,29.0,17.0,19.0,4.5,
5849,2.5,0.55,0.9,9.0,17.0,19.0,5.4,
5850,2.1,0.58,2.6,7.0,17.0,17.0,4.2,
5851,2.3,0.51,2.3,18.0,17.0,16.0,5.2,
5852,2.5,0.55,-0.7,32.0,15.0,17.0,14.0,
5853,2.3,0.5,0.4,32.0,19.0,18.0,7.3,
5854,2.3,0.5,0.4,32.0,19.0,18.0,7.3,
5855,1.9,0.48,-0.7,26.0,19.0,17.0,5.6,
5856,2.2,0.39,-0.7,30.0,18.0,17.0,6.6,
5857,1.7,0.18,10.0,26.0,17.0,8.8,1.8,
5858,1.6,0.15,20.0,26.0,16.0,6.6,0.2,
5859,1.6,0.2,20.0,19.0,16.0,8.6,0.9,
5860,1.7,0.37,20.0,20.0,13.0,13.0,2.3,
5861,1.8,0.42,24.0,22.0,12.0,14.0,3.1,
5862,1.9,0.34,30.0,26.0,13.0,13.0,2.7,
5863,1.9,0.34,30.0,26.0,13.0,13.0,2.7,
5864,1.9,0.27,36.0,44.0,14.0,12.0,1.9,
5865,1.9,0.27,36.0,44.0,14.0,12.0,1.9,
5866,1.7,0.28,34.0,47.0,13.0,12.0,2.5,
5867,1.5,0.3,27.0,47.0,13.0,13.0,1.9,
5868,1.5,0.38,13.0,43.0,15.0,18.0,2.3,
5869,1.5,0.5,12.0,34.0,13.0,21.0,1.9,
5870,1.5,0.49,14.0,33.0,12.0,18.0,1.0,
5871,1.5,0.38,16.0,30.0,12.0,14.0,0.9,
5872,1.3,0.32,16.0,25.0,18.0,12.0,1.2,
5873,1.4,0.4,12.0,15.0,18.0,16.0,1.1,
5874,1.4,0.29,20.0,9.0,11.0,13.0,0.5,
5875,1.4,0.29,20.0,9.0,11.0,13.0,0.5,
