,SO2,CO,PM10,PM25,NO2,pr
3360,1.8,0.61,150.0,84.0,17.0,
3361,2.8,0.61,149.0,81.0,18.1,
3362,2.2,0.6,144.0,80.0,12.7,
3363,2.1,0.59,139.0,78.0,9.6,
3364,2.7,0.57,129.0,75.0,9.5,
3365,2.6,0.56,116.0,70.0,12.8,
3366,6.0,0.56,104.0,62.0,16.5,
3367,8.0,0.54,95.0,56.0,15.2,
3368,5.4,0.5,86.0,49.0,10.2,
3369,4.6,0.48,84.0,47.0,12.1,
3370,5.4,0.47,82.0,47.0,20.8,
3371,8.1,0.49,80.0,46.0,32.7,
3372,5.7,0.49,81.0,49.0,16.8,
3373,7.4,0.48,76.0,47.0,20.3,
3374,8.2,0.43,74.0,45.0,15.0,
3375,7.3,0.43,72.0,46.0,24.0,
3376,5.8,0.45,71.0,48.0,35.3,
3377,4.2,0.47,74.0,52.0,34.6,
3378,3.9,0.51,77.0,53.0,34.1,
3379,3.4,0.53,78.0,53.0,32.9,
3380,4.9,0.56,80.0,54.0,32.4,
3381,4.6,0.59,81.0,54.0,28.8,
3382,7.2,0.64,84.0,57.0,30.4,
3383,6.2,0.69,87.0,61.0,28.4,
3384,5.0,0.7,89.0,63.0,24.2,
3385,5.7,0.7,89.0,61.0,23.4,
3386,6.3,0.66,88.0,58.0,17.9,
3387,5.7,0.61,86.0,56.0,13.4,
3388,5.9,0.57,81.0,52.0,12.0,
3389,4.3,0.54,80.0,51.0,11.2,
3390,4.9,0.49,76.0,51.0,11.8,
3391,3.4,0.41,74.0,50.0,9.3,
3392,2.3,0.35,70.0,50.0,8.1,
3393,1.5,0.29,66.0,47.0,8.1,
3394,0.8,0.26,60.0,42.0,10.6,
3395,1.1,0.28,54.0,37.0,21.8,
3396,3.3,0.3,52.0,33.0,25.6,
3397,4.0,0.38,54.0,34.0,33.4,
3398,2.1,0.4,57.0,36.0,22.0,
3399,1.2,0.43,60.0,40.0,19.0,
3400,0.8,0.44,60.0,42.0,15.5,
3401,1.0,0.46,58.0,42.0,13.9,
3402,2.1,0.47,54.0,39.0,13.4,
3403,2.3,0.47,51.0,36.0,13.9,
3404,2.1,0.45,50.0,33.0,13.2,
3405,1.8,0.39,50.0,32.0,14.7,
3406,1.6,0.38,50.0,34.0,13.4,
3407,2.3,0.39,50.0,33.0,16.5,
3408,2.5,0.44,48.0,32.0,16.3,
3409,3.7,0.46,48.0,30.0,14.8,
3410,3.0,0.46,46.0,26.0,13.2,
3411,2.8,0.46,46.0,24.0,13.8,
3412,4.8,0.47,46.0,22.0,18.2,
3413,7.3,0.49,48.0,22.0,16.6,
3414,4.6,0.49,48.0,23.0,10.2,
3415,2.4,0.46,46.0,23.0,7.7,
3416,2.1,0.41,43.0,21.0,10.2,
3417,2.6,0.39,38.0,18.0,15.0,
3418,4.9,0.41,35.0,16.0,23.0,
3419,2.4,0.41,38.0,16.0,13.2,
3420,1.8,0.4,44.0,18.0,15.3,
3421,1.9,0.4,50.0,21.0,15.1,
3422,1.4,0.4,56.0,24.0,12.9,
3423,1.2,0.4,56.0,25.0,12.4,
3424,1.1,0.4,52.0,24.0,12.0,
3425,1.3,0.39,48.0,22.0,11.1,
3426,2.1,0.35,45.0,20.0,10.1,
3427,1.8,0.34,44.0,20.0,9.9,
3428,2.3,0.32,46.0,20.0,9.1,
3429,2.0,0.3,48.0,21.0,8.6,
3430,2.3,0.3,50.0,22.0,10.9,
3431,2.1,0.3,50.0,22.0,11.6,
3432,2.4,0.31,49.0,22.0,13.8,
3433,2.7,0.31,48.0,22.0,13.2,
3434,2.0,0.31,49.0,18.0,10.7,
3435,1.8,0.31,49.0,17.0,11.5,
3436,2.0,0.31,48.0,17.0,10.7,
3437,2.0,0.3,51.0,18.0,11.4,
3438,2.5,0.3,54.0,18.0,14.0,
3439,2.9,0.31,54.0,18.0,16.2,
3440,2.9,0.32,54.0,17.0,17.5,
3441,2.9,0.32,51.0,16.0,15.0,
3442,3.1,0.34,47.0,16.0,16.0,
3443,2.8,0.34,45.0,16.0,14.9,
3444,2.8,0.34,44.0,16.0,12.4,
3445,3.2,0.32,44.0,17.0,12.0,
3446,3.0,0.33,44.0,17.0,11.3,
3447,3.3,0.3,42.0,16.0,10.4,
3448,2.8,0.27,42.0,15.0,10.6,
3449,2.9,0.26,41.0,14.0,10.3,
3450,2.9,0.24,41.0,16.0,10.1,
3451,2.4,0.22,42.0,16.0,9.6,
3452,1.4,0.21,40.0,17.0,9.3,
3453,1.6,0.23,38.0,16.0,12.0,
3454,3.5,0.23,38.0,15.0,18.3,
3455,4.1,0.24,38.0,15.0,18.4,
3456,4.2,0.25,40.0,15.0,16.8,
3457,4.2,0.28,41.0,16.0,18.1,
3458,3.1,0.29,43.0,17.0,13.0,
3459,2.2,0.3,46.0,18.0,10.9,
3460,1.9,0.31,48.0,19.0,10.2,
3461,1.8,0.3,52.0,20.0,8.6,
3462,1.8,0.29,55.0,19.0,8.7,
3463,1.4,0.29,58.0,18.0,9.5,
3464,1.4,0.27,58.0,19.0,7.7,
3465,1.9,0.25,56.0,20.0,11.5,
3466,1.7,0.25,56.0,21.0,12.2,
3467,1.7,0.25,52.0,22.0,13.3,
3468,2.6,0.24,51.0,22.0,12.9,
3469,2.8,0.24,52.0,23.0,12.3,
3470,2.1,0.25,53.0,25.0,14.9,
3471,2.7,0.25,54.0,26.0,15.7,
3472,1.0,0.26,54.0,28.0,8.5,
3473,1.3,0.28,52.0,27.0,14.3,
3474,1.0,0.28,50.0,27.0,12.2,
3475,0.6,0.26,44.0,25.0,8.6,
3476,0.7,0.26,38.0,21.0,7.4,
3477,0.7,0.27,36.0,20.0,9.8,
3478,0.9,0.26,32.0,18.0,9.3,
3479,1.4,0.26,30.0,16.0,10.5,
3480,1.4,0.26,32.0,15.0,13.4,
3481,1.9,0.26,30.0,14.0,13.9,
3482,1.1,0.26,28.0,13.0,11.1,
3483,1.1,0.26,28.0,13.0,11.1,
3484,1.3,0.26,29.0,12.0,13.3,
3485,1.1,0.25,28.0,13.0,10.2,
3486,1.3,0.25,28.0,13.0,12.2,
3487,1.6,0.25,28.0,12.0,14.6,
3488,0.9,0.25,29.0,12.0,12.1,
3489,1.2,0.25,29.0,13.0,10.1,
3490,1.4,0.25,30.0,13.0,10.9,
3491,0.6,0.25,30.0,14.0,8.6,
3492,1.1,0.25,30.0,15.0,8.4,
3493,0.7,0.25,31.0,15.0,7.7,
3494,1.0,0.25,34.0,16.0,7.4,
3495,2.2,0.24,37.0,16.0,7.9,
3496,2.7,0.24,42.0,18.0,8.5,
3497,2.8,0.24,45.0,19.0,8.6,
3498,2.4,0.23,50.0,22.0,8.4,
3499,2.6,0.23,54.0,25.0,7.4,
3500,2.6,0.24,59.0,28.0,8.3,
3501,2.6,0.25,64.0,31.0,11.2,
3502,2.5,0.26,70.0,33.0,12.9,
3503,2.5,0.28,74.0,35.0,8.3,
3504,2.7,0.29,78.0,38.0,11.1,
3505,2.7,0.29,82.0,40.0,10.5,
3506,2.6,0.3,84.0,42.0,10.4,
3507,2.4,0.31,86.0,44.0,10.8,
3508,2.5,0.31,90.0,44.0,11.0,
3509,2.7,0.31,92.0,43.0,10.9,
3510,2.9,0.31,93.0,41.0,12.6,
3511,3.2,0.31,94.0,39.0,13.9,
3512,3.6,0.31,88.0,37.0,15.4,
3513,3.7,0.32,85.0,36.0,14.4,
3514,3.8,0.34,82.0,35.0,12.9,
3515,2.4,0.34,78.0,35.0,9.3,
3516,3.2,0.34,75.0,34.0,14.6,
3517,5.4,0.34,71.0,32.0,16.0,
3518,4.9,0.34,68.0,30.0,17.8,
3519,2.9,0.33,66.0,27.0,15.5,
3520,3.5,0.31,62.0,26.0,15.2,
3521,3.7,0.3,58.0,25.0,15.3,
3522,2.5,0.27,56.0,23.0,13.4,
3523,3.3,0.26,54.0,22.0,14.4,
3524,2.9,0.25,52.0,22.0,12.4,
3525,2.9,0.24,50.0,21.0,12.4,
3526,3.1,0.22,48.0,20.0,11.7,
3527,2.3,0.22,46.0,18.0,9.4,
3528,2.7,0.21,45.0,17.0,12.2,
3529,2.4,0.21,44.0,16.0,12.6,
3530,2.1,0.23,46.0,16.0,8.9,
3531,1.9,0.23,46.0,17.0,7.6,
3532,1.9,0.23,48.0,17.0,7.8,
3533,1.6,0.23,48.0,17.0,9.0,
3534,1.9,0.23,49.0,17.0,10.2,
3535,2.1,0.22,50.0,15.0,10.2,
3536,2.4,0.22,52.0,15.0,10.6,
3537,3.9,0.21,52.0,14.0,12.3,
3538,3.1,0.21,52.0,15.0,14.1,
3539,3.4,0.23,50.0,16.0,20.3,
3540,4.1,0.25,50.0,17.0,23.7,
3541,3.2,0.28,50.0,19.0,22.6,
3542,2.4,0.3,50.0,20.0,21.9,
3543,1.2,0.34,50.0,19.0,21.3,
3544,2.5,0.38,48.0,19.0,20.5,
3545,3.7,0.4,46.0,18.0,21.2,
3546,4.3,0.41,44.0,18.0,20.2,
3547,5.0,0.43,44.0,19.0,20.6,
3548,2.1,0.43,43.0,19.0,16.3,
3549,2.1,0.45,42.0,19.0,24.6,
3550,2.1,0.49,42.0,19.0,20.7,
3551,2.5,0.5,44.0,19.0,19.2,
3552,2.4,0.5,46.0,20.0,18.2,
3553,2.1,0.5,50.0,23.0,11.5,
3554,2.2,0.5,51.0,24.0,9.7,
3555,0.7,0.49,52.0,24.0,8.6,
3556,0.5,0.47,50.0,22.0,6.5,
3557,1.1,0.45,46.0,19.0,7.0,
3558,1.0,0.41,49.0,19.0,7.1,
3559,0.8,0.39,50.0,20.0,7.7,
3560,1.0,0.38,52.0,21.0,8.6,
3561,1.5,0.38,55.0,21.0,16.1,
3562,1.8,0.4,55.0,21.0,25.1,
3563,1.6,0.44,55.0,21.0,26.8,
3564,1.8,0.49,56.0,21.0,29.9,
3565,1.2,0.53,56.0,23.0,33.8,
3566,1.6,0.54,56.0,24.0,24.9,
3567,0.7,0.52,54.0,25.0,9.8,
3568,0.7,0.51,52.0,25.0,15.3,
3569,0.6,0.51,51.0,24.0,15.7,
3570,0.9,0.49,50.0,24.0,20.3,
3571,1.2,0.47,50.0,26.0,23.5,
3572,1.3,0.45,52.0,28.0,25.6,
3573,2.4,0.47,52.0,28.0,35.4,
3574,3.5,0.51,53.0,28.0,32.3,
3575,3.9,0.53,54.0,27.0,13.6,
3576,3.8,0.54,57.0,28.0,12.1,
3577,3.3,0.54,60.0,28.0,12.0,
3578,2.8,0.54,61.0,29.0,9.6,
3579,2.5,0.52,62.0,30.0,10.8,
3580,2.1,0.5,62.0,31.0,9.9,
3581,1.9,0.44,62.0,31.0,11.9,
3582,2.1,0.39,64.0,32.0,13.3,
3583,2.4,0.4,64.0,32.0,16.7,
3584,1.6,0.4,65.0,33.0,14.2,
3585,1.6,0.4,65.0,33.0,14.2,
3586,2.2,0.4,66.0,33.0,16.5,
3587,2.4,0.44,68.0,33.0,26.3,
3588,1.8,0.45,70.0,33.0,17.6,
3589,1.5,0.46,68.0,34.0,25.4,
3590,2.0,0.45,69.0,35.0,21.9,
3591,1.1,0.41,69.0,36.0,13.5,
3592,1.1,0.39,67.0,36.0,17.2,
3593,1.0,0.36,66.0,36.0,13.5,
3594,2.8,0.32,63.0,35.0,21.9,
3595,4.5,0.28,60.0,34.0,24.3,
3596,4.1,0.28,60.0,35.0,30.9,
3597,4.7,0.28,63.0,37.0,25.9,
3598,6.7,0.29,68.0,41.0,24.0,
3599,7.0,0.3,72.0,44.0,21.7,
3600,4.9,0.31,77.0,47.0,20.8,
3601,3.7,0.33,78.0,48.0,14.2,
3602,2.0,0.34,79.0,49.0,12.4,
3603,2.1,0.36,80.0,48.0,11.6,
3604,2.8,0.34,72.0,48.0,14.1,
3605,3.3,0.31,66.0,48.0,14.8,
3606,3.3,0.3,66.0,48.0,18.9,
3607,3.1,0.33,66.0,41.0,21.1,
3608,3.6,0.34,68.0,42.0,19.6,
3609,5.2,0.36,69.0,41.0,23.7,
3610,5.2,0.36,69.0,41.0,23.7,
3611,4.2,0.42,78.0,46.0,34.1,
3612,4.4,0.46,82.0,49.0,38.9,
3613,4.5,0.5,86.0,52.0,34.0,
3614,3.0,0.52,86.0,54.0,22.2,
3615,2.1,0.52,86.0,53.0,18.4,
3616,1.9,0.54,84.0,51.0,22.8,
3617,1.7,0.54,80.0,49.0,19.0,
3618,3.1,0.51,80.0,48.0,21.3,
3619,4.5,0.5,80.0,48.0,27.0,
3620,4.2,0.5,81.0,50.0,32.2,
3621,4.2,0.5,81.0,50.0,32.2,
3622,4.2,0.5,81.0,50.0,32.2,
3623,4.6,0.59,80.0,50.0,35.2,
3624,7.8,0.59,83.0,47.0,28.1,
3625,5.3,0.54,87.0,49.0,22.8,
3626,4.6,0.55,89.0,49.0,22.2,
3627,3.9,0.54,88.0,51.0,19.1,
3628,3.8,0.51,86.0,49.0,20.9,
3629,3.0,0.45,82.0,49.0,17.9,
3630,4.7,0.4,80.0,47.0,22.5,
3631,4.6,0.43,79.0,46.0,25.5,
3632,4.2,0.45,78.0,44.0,29.0,
3633,5.2,0.54,77.0,42.0,38.2,
3634,4.3,0.58,80.0,45.0,36.6,
3635,4.4,0.61,84.0,48.0,29.9,
3636,3.4,0.62,85.0,50.0,21.3,
3637,3.5,0.64,86.0,52.0,18.9,
3638,3.2,0.65,84.0,52.0,22.7,
3639,3.5,0.64,83.0,51.0,23.4,
3640,2.5,0.62,82.0,51.0,25.9,
3641,4.0,0.62,80.0,50.0,29.8,
3642,5.0,0.62,81.0,51.0,36.2,
3643,3.3,0.62,80.0,52.0,33.3,
3644,2.9,0.65,81.0,53.0,27.8,
3645,4.7,0.7,80.0,52.0,29.1,
3646,6.6,0.71,76.0,48.0,29.8,
3647,6.8,0.72,76.0,46.0,24.0,
3648,5.4,0.74,76.0,46.0,23.2,
3649,4.4,0.73,78.0,47.0,21.2,
3650,3.0,0.69,78.0,46.0,15.8,
3651,3.4,0.66,74.0,43.0,21.0,
3652,3.0,0.64,73.0,40.0,22.7,
3653,3.6,0.59,71.0,39.0,23.8,
3654,4.4,0.56,72.0,38.0,17.9,
3655,2.7,0.54,73.0,37.0,15.7,
3656,2.5,0.52,72.0,36.0,20.9,
3657,2.3,0.52,68.0,34.0,21.7,
3658,1.8,0.55,66.0,34.0,23.5,
3659,2.0,0.56,62.0,34.0,25.3,
3660,1.7,0.57,58.0,33.0,21.9,
3661,1.8,0.57,56.0,32.0,19.3,
3662,1.6,0.57,50.0,30.0,14.4,
3663,1.4,0.57,47.0,26.0,14.0,
3664,1.4,0.55,42.0,23.0,10.7,
3665,1.3,0.52,38.0,20.0,13.2,
3666,1.0,0.5,36.0,18.0,13.1,
3667,1.6,0.49,35.0,17.0,14.2,
3668,2.2,0.47,34.0,18.0,15.8,
3669,2.2,0.5,36.0,19.0,24.9,
3670,2.7,0.54,36.0,19.0,26.7,
3671,3.7,0.55,37.0,19.0,17.5,
3672,2.7,0.56,40.0,20.0,12.8,
3673,2.1,0.58,40.0,19.0,12.3,
3674,1.8,0.57,41.0,20.0,10.4,
3675,1.9,0.57,40.0,20.0,10.5,
3676,1.9,0.57,41.0,22.0,11.2,
3677,0.9,0.55,43.0,25.0,9.6,
3678,1.1,0.51,45.0,27.0,12.5,
3679,1.5,0.51,49.0,29.0,15.7,
3680,1.5,0.51,49.0,29.0,15.7,
3681,1.5,0.51,49.0,29.0,15.7,
3682,1.5,0.51,49.0,29.0,15.7,
3683,1.3,0.57,58.0,32.0,14.6,
3684,1.4,0.57,56.0,31.0,12.8,
3685,1.4,0.57,54.0,30.0,10.7,
3686,1.2,0.56,52.0,29.0,8.9,
3687,2.2,0.54,48.0,27.0,10.0,
3688,2.2,0.51,46.0,26.0,10.4,
3689,2.2,0.49,44.0,23.0,9.6,
3690,2.5,0.45,42.0,21.0,9.7,
3691,2.1,0.43,41.0,21.0,9.7,
3692,1.9,0.41,40.0,20.0,10.6,
3693,2.1,0.4,40.0,20.0,9.8,
3694,2.2,0.4,41.0,20.0,10.6,
3695,2.0,0.4,40.0,19.0,10.4,
3696,2.0,0.41,40.0,19.0,10.3,
3697,2.5,0.43,40.0,18.0,12.8,
3698,2.1,0.44,43.0,19.0,10.8,
3699,1.4,0.44,46.0,21.0,9.5,
3700,1.7,0.44,51.0,23.0,8.6,
3701,1.6,0.44,55.0,23.0,9.4,
3702,1.9,0.44,58.0,23.0,8.9,
3703,1.8,0.45,58.0,22.0,10.7,
3704,2.2,0.45,58.0,22.0,10.7,
3705,2.4,0.45,58.0,22.0,11.9,
3706,3.2,0.46,58.0,22.0,14.1,
3707,4.0,0.48,58.0,22.0,17.1,
3708,3.2,0.49,60.0,24.0,15.4,
3709,2.9,0.51,63.0,25.0,17.3,
3710,3.5,0.54,64.0,27.0,18.2,
3711,3.5,0.54,64.0,27.0,18.2,
3712,3.5,0.54,64.0,27.0,18.2,
3713,3.5,0.54,64.0,27.0,18.2,
3714,2.6,0.57,58.0,27.0,12.8,
3715,1.9,0.6,56.0,27.0,14.2,
3716,3.6,0.64,54.0,27.0,19.3,
3717,3.9,0.67,52.0,26.0,18.9,
3718,4.8,0.69,52.0,27.0,13.3,
3719,5.0,0.7,54.0,27.0,13.2,
3720,2.7,0.7,58.0,28.0,10.5,
3721,1.9,0.69,63.0,28.0,6.7,
3722,1.6,0.68,72.0,28.0,6.6,
3723,1.3,0.65,80.0,28.0,7.4,
3724,1.4,0.61,88.0,28.0,6.7,
3725,1.6,0.56,90.0,30.0,8.6,
3726,1.3,0.54,90.0,31.0,10.0,
3727,1.5,0.5,88.0,31.0,11.3,
3728,1.5,0.46,88.0,32.0,11.3,
3729,2.1,0.45,88.0,32.0,17.2,
3730,2.0,0.46,90.0,33.0,24.7,
3731,3.1,0.49,90.0,33.0,30.9,
3732,3.2,0.5,92.0,34.0,23.2,
3733,3.2,0.5,93.0,37.0,19.8,
3734,2.6,0.49,90.0,39.0,16.1,
3735,1.2,0.5,86.0,40.0,22.0,
3736,1.6,0.51,82.0,39.0,20.8,
3737,1.0,0.5,79.0,39.0,14.3,
3738,0.5,0.47,76.0,38.0,16.7,
3739,0.8,0.44,72.0,38.0,22.1,
3740,1.2,0.43,72.0,37.0,22.3,
3741,1.8,0.45,68.0,36.0,22.3,
3742,4.8,0.51,67.0,36.0,28.1,
3743,6.6,0.58,70.0,38.0,30.7,
3744,3.4,0.63,69.0,39.0,22.6,
3745,3.3,0.66,70.0,40.0,15.8,
3746,2.6,0.68,74.0,42.0,11.9,
3747,4.2,0.69,76.0,43.0,11.6,
3748,2.1,0.67,79.0,46.0,9.2,
3749,1.1,0.64,79.0,47.0,8.1,
3750,1.0,0.57,76.0,44.0,6.9,
3751,0.8,0.5,71.0,41.0,8.2,
3752,1.8,0.46,68.0,37.0,14.5,
3753,2.1,0.45,69.0,37.0,14.7,
3754,2.5,0.48,73.0,39.0,19.7,
3755,2.0,0.49,76.0,42.0,19.1,
3756,1.7,0.53,79.0,45.0,22.6,
3757,1.7,0.55,82.0,48.0,19.9,
3758,2.2,0.59,82.0,48.0,21.2,
3759,3.0,0.61,79.0,47.0,16.7,
3760,2.8,0.61,76.0,46.0,9.3,
3761,2.3,0.61,74.0,46.0,11.3,
3762,3.0,0.59,76.0,48.0,11.5,
3763,1.8,0.57,82.0,51.0,10.8,
3764,1.6,0.55,86.0,52.0,14.9,
3765,2.0,0.57,90.0,54.0,19.3,
3766,2.9,0.6,91.0,56.0,24.6,
3767,1.4,0.59,90.0,58.0,11.6,
3768,0.9,0.57,80.0,52.0,12.0,
3769,0.7,0.56,68.0,44.0,8.6,
3770,0.8,0.56,56.0,35.0,8.3,
3771,1.8,0.5,46.0,27.0,12.8,
3772,2.4,0.5,43.0,25.0,14.8,
3773,2.5,0.53,44.0,24.0,12.7,
3774,1.8,0.47,44.0,22.0,12.4,
3775,2.8,0.49,41.0,20.0,20.9,
3776,2.6,0.51,39.0,18.0,17.6,
3777,2.0,0.53,36.0,16.0,9.4,
3778,2.2,0.54,32.0,14.0,11.2,
3779,1.8,0.54,30.0,14.0,9.7,
3780,1.3,0.54,30.0,15.0,7.8,
3781,1.4,0.54,30.0,14.0,8.0,
3782,2.1,0.52,30.0,15.0,7.9,
3783,2.4,0.5,29.0,13.0,7.4,
3784,3.2,0.47,30.0,13.0,7.2,
3785,2.8,0.46,32.0,14.0,7.7,
3786,3.0,0.44,34.0,15.0,7.9,
3787,2.7,0.43,34.0,16.0,7.4,
3788,2.9,0.41,34.0,15.0,8.2,
3789,3.3,0.4,34.0,16.0,9.3,
3790,4.1,0.4,34.0,16.0,9.8,
3791,3.9,0.4,34.0,15.0,9.7,
3792,2.9,0.39,34.0,15.0,7.4,
3793,2.8,0.38,34.0,14.0,6.1,
3794,3.1,0.36,34.0,14.0,5.6,
3795,2.4,0.34,34.0,14.0,5.1,
3796,2.5,0.33,34.0,14.0,6.7,
3797,2.7,0.31,34.0,14.0,8.8,
3798,2.8,0.3,36.0,15.0,9.6,
3799,3.1,0.29,38.0,15.0,9.3,
3800,3.0,0.29,39.0,16.0,11.1,
3801,3.0,0.29,40.0,17.0,9.6,
3802,3.2,0.29,40.0,17.0,9.1,
3803,2.6,0.29,39.0,16.0,7.8,
3804,3.0,0.27,38.0,17.0,9.4,
3805,2.6,0.26,37.0,16.0,11.6,
3806,2.6,0.27,36.0,15.0,9.4,
3807,2.6,0.29,36.0,15.0,7.8,
3808,1.9,0.3,36.0,15.0,3.5,
3809,1.5,0.3,35.0,15.0,3.1,
3810,1.4,0.3,34.0,14.0,2.8,
3811,1.2,0.31,34.0,13.0,3.4,
3812,1.3,0.33,33.0,13.0,4.4,
3813,1.7,0.34,33.0,13.0,6.0,
3814,2.8,0.33,33.0,13.0,6.2,
3815,2.6,0.31,34.0,12.0,6.9,
3816,2.8,0.3,34.0,13.0,7.5,
3817,2.9,0.3,34.0,13.0,6.9,
3818,2.9,0.3,34.0,13.0,6.9,
3819,2.8,0.3,35.0,13.0,9.6,
3820,2.3,0.31,41.0,16.0,8.0,
3821,2.1,0.32,44.0,17.0,8.1,
3822,2.5,0.34,48.0,20.0,10.6,
3823,3.2,0.35,50.0,20.0,13.0,
3824,3.2,0.36,51.0,20.0,16.2,
3825,3.8,0.39,52.0,21.0,19.0,
3826,3.8,0.43,53.0,22.0,22.5,
3827,3.7,0.45,53.0,24.0,29.1,
3828,3.5,0.49,54.0,26.0,25.4,
3829,4.3,0.5,56.0,27.0,20.5,
3830,4.1,0.51,56.0,28.0,15.1,
3831,5.6,0.52,56.0,27.0,13.2,
3832,2.7,0.54,54.0,26.0,7.7,
3833,3.3,0.52,52.0,26.0,11.2,
3834,2.9,0.5,51.0,24.0,9.5,
3835,3.1,0.49,50.0,25.0,11.4,
3836,2.8,0.49,50.0,24.0,21.6,
3837,4.4,0.55,52.0,24.0,29.1,
3838,6.3,0.56,54.0,24.0,21.8,
3839,5.2,0.57,58.0,25.0,21.2,
3840,4.6,0.56,62.0,26.0,12.6,
3841,4.2,0.57,66.0,26.0,12.3,
3842,4.1,0.59,69.0,27.0,9.7,
3843,4.5,0.57,70.0,27.0,9.4,
3844,3.5,0.56,72.0,26.0,6.2,
3845,7.8,0.61,82.0,27.0,6.1,
3846,2.8,0.6,84.0,27.0,8.1,
3847,3.1,0.59,92.0,28.0,9.7,
3848,3.4,0.6,97.0,27.0,10.8,
3849,4.8,0.6,93.0,25.0,22.1,
3850,5.6,0.6,94.0,26.0,19.2,
3851,5.6,0.62,95.0,26.0,30.5,
3852,4.5,0.61,95.0,27.0,20.5,
3853,3.1,0.49,96.0,28.0,11.7,
3854,3.1,0.49,96.0,28.0,11.7,
3855,3.1,0.49,96.0,28.0,11.7,
3856,3.1,0.49,96.0,28.0,11.7,
3857,3.1,0.49,96.0,28.0,11.7,
3858,3.1,0.49,96.0,28.0,11.7,
3859,1.2,0.45,76.0,25.0,9.5,
3860,2.3,0.45,74.0,25.0,11.5,
3861,1.7,0.47,71.0,24.0,14.2,
3862,2.0,0.5,70.0,23.0,16.3,
3863,4.0,0.54,71.0,23.0,18.2,
3864,2.9,0.55,73.0,24.0,10.4,
3865,2.5,0.56,74.0,25.0,8.3,
3866,2.3,0.6,74.0,25.0,8.3,
3867,2.5,0.62,72.0,26.0,7.3,
3868,2.6,0.65,71.0,26.0,7.9,
3869,2.6,0.65,70.0,27.0,8.0,
3870,2.6,0.65,73.0,28.0,9.5,
3871,2.6,0.65,76.0,29.0,10.5,
3872,2.6,0.69,78.0,31.0,14.2,
3873,2.9,0.72,80.0,33.0,16.7,
3874,4.5,0.76,84.0,34.0,23.0,
3875,4.7,0.8,84.0,35.0,28.1,
3876,2.9,0.84,83.0,35.0,26.3,
3877,2.3,0.86,83.0,36.0,17.1,
3878,2.0,0.85,81.0,36.0,18.2,
3879,3.4,0.85,80.0,36.0,26.9,
3880,2.7,0.81,80.0,35.0,17.4,
3881,2.5,0.76,78.0,34.0,15.8,
3882,2.0,0.7,78.0,34.0,15.8,
3883,2.7,0.66,76.0,34.0,22.7,
3884,4.0,0.64,76.0,34.0,26.9,
3885,3.8,0.61,76.0,35.0,23.1,
3886,3.9,0.61,77.0,36.0,18.7,
3887,3.7,0.59,80.0,36.0,16.3,
3888,3.7,0.56,82.0,37.0,9.3,
3889,7.5,0.56,84.0,36.0,11.5,
3890,7.0,0.56,87.0,38.0,11.4,
3891,5.9,0.55,89.0,41.0,9.2,
3892,5.1,0.52,91.0,43.0,8.6,
3893,3.4,0.5,94.0,46.0,7.1,
3894,2.2,0.47,92.0,46.0,7.6,
3895,2.0,0.46,90.0,43.0,8.9,
3896,3.0,0.47,88.0,40.0,11.3,
3897,3.3,0.49,86.0,38.0,12.5,
3898,3.4,0.51,88.0,39.0,15.0,
3899,3.6,0.54,90.0,41.0,19.4,
3900,3.8,0.55,92.0,44.0,17.1,
3901,2.8,0.57,95.0,47.0,17.5,
3902,2.6,0.59,96.0,49.0,17.1,
3903,2.7,0.6,97.0,49.0,17.4,
3904,2.7,0.6,98.0,50.0,14.1,
3905,2.8,0.57,98.0,51.0,13.0,
3906,2.3,0.54,98.0,52.0,15.0,
3907,2.5,0.51,100.0,53.0,20.2,
3908,2.9,0.5,99.0,54.0,21.2,
3909,2.4,0.5,98.0,54.0,23.0,
3910,3.1,0.51,99.0,54.0,24.6,
3911,5.1,0.5,99.0,53.0,16.0,
3912,5.5,0.5,101.0,53.0,11.8,
3913,4.6,0.5,102.0,53.0,11.1,
3914,3.4,0.5,102.0,52.0,8.7,
3915,2.6,0.47,98.0,50.0,7.6,
3916,2.1,0.45,96.0,47.0,9.0,
3917,2.1,0.42,92.0,44.0,9.2,
3918,2.5,0.4,90.0,43.0,10.7,
3919,2.2,0.4,90.0,42.0,12.5,
3920,2.2,0.39,88.0,40.0,13.3,
3921,2.2,0.39,88.0,39.0,11.9,
3922,2.3,0.4,86.0,37.0,12.8,
3923,2.3,0.41,84.0,36.0,14.2,
3924,3.4,0.43,83.0,35.0,15.0,
3925,3.1,0.43,82.0,34.0,14.4,
3926,2.3,0.43,80.0,34.0,10.7,
3927,3.7,0.41,80.0,33.0,11.1,
3928,4.4,0.43,80.0,33.0,13.0,
3929,4.3,0.44,80.0,34.0,17.6,
3930,4.2,0.44,80.0,35.0,13.8,
3931,2.9,0.45,80.0,37.0,14.6,
3932,4.0,0.48,78.0,38.0,22.2,
3933,5.2,0.53,77.0,37.0,26.9,
3934,6.4,0.56,78.0,38.0,22.3,
3935,6.3,0.59,80.0,38.0,15.8,
3936,5.6,0.6,84.0,39.0,15.1,
3937,2.8,0.6,84.0,39.0,8.2,
3938,1.8,0.6,83.0,37.0,6.6,
3939,1.6,0.59,82.0,36.0,7.6,
3940,1.7,0.56,82.0,35.0,9.3,
3941,1.5,0.51,83.0,35.0,8.0,
