,SO2,CO,PM10,PM25,NO2,pr
1725,0.5,0.43,66.0,33.0,8.0,
1726,1.3,0.43,59.0,29.0,9.4,
1727,1.1,0.42,58.0,28.0,9.8,
1728,3.7,0.41,60.0,31.0,10.8,
1729,6.0,0.4,67.0,34.0,10.8,
1730,5.5,0.41,77.0,37.0,9.9,
1731,5.4,0.41,86.0,41.0,9.4,
1732,5.0,0.4,92.0,43.0,9.2,
1733,4.8,0.4,94.0,44.0,9.6,
1734,4.7,0.41,94.0,44.0,8.5,
1735,5.1,0.4,92.0,43.0,10.5,
1736,4.5,0.39,90.0,42.0,10.7,
1737,4.6,0.36,90.0,42.0,10.7,
1738,4.3,0.34,90.0,42.0,10.8,
1739,3.7,0.34,92.0,43.0,10.1,
1740,3.5,0.34,92.0,43.0,11.4,
1741,3.3,0.35,94.0,43.0,11.8,
1742,2.9,0.34,93.0,43.0,11.8,
1743,2.9,0.34,92.0,43.0,12.2,
1744,2.7,0.34,92.0,41.0,14.9,
1745,2.7,0.35,90.0,41.0,17.0,
1746,2.7,0.36,90.0,40.0,18.2,
1747,3.5,0.36,89.0,39.0,23.2,
1748,3.8,0.38,88.0,40.0,22.3,
1749,3.5,0.37,88.0,40.0,20.5,
1750,3.0,0.39,86.0,41.0,16.7,
1751,2.8,0.4,86.0,40.0,18.3,
1752,3.0,0.43,84.0,40.0,19.2,
1753,3.8,0.44,84.0,40.0,18.5,
1754,3.6,0.45,82.0,40.0,22.3,
1755,3.5,0.46,81.0,39.0,18.2,
1756,3.0,0.46,78.0,39.0,17.3,
1757,4.2,0.48,76.0,38.0,20.2,
1758,5.0,0.5,73.0,37.0,27.9,
1759,5.0,0.52,72.0,37.0,24.4,
1760,5.4,0.54,71.0,36.0,21.9,
1761,3.9,0.55,71.0,35.0,21.1,
1762,3.3,0.56,70.0,34.0,21.4,
1763,1.7,0.56,72.0,34.0,14.6,
1764,2.0,0.56,72.0,32.0,11.9,
1765,1.8,0.55,70.0,30.0,9.7,
1766,1.4,0.52,70.0,30.0,10.2,
1767,1.4,0.5,66.0,28.0,11.7,
1768,1.5,0.47,67.0,26.0,14.3,
1769,1.9,0.47,68.0,25.0,20.0,
1770,2.7,0.46,70.0,24.0,19.2,
1771,2.8,0.46,68.0,24.0,18.5,
1772,2.4,0.48,66.0,23.0,19.4,
1773,2.9,0.49,62.0,22.0,17.4,
1774,3.5,0.49,58.0,21.0,18.7,
1775,3.1,0.49,56.0,21.0,14.1,
1776,2.6,0.46,54.0,20.0,15.7,
1777,1.5,0.41,53.0,19.0,9.8,
1778,2.7,0.38,51.0,18.0,15.8,
1779,4.8,0.34,49.0,17.0,20.7,
1780,4.0,0.29,49.0,18.0,17.4,
1781,2.3,0.25,48.0,20.0,15.0,
1782,2.1,0.23,48.0,20.0,16.2,
1783,2.2,0.19,48.0,20.0,15.7,
1784,2.3,0.18,44.0,18.0,14.4,
1785,3.0,0.16,42.0,16.0,13.9,
1786,2.7,0.15,42.0,15.0,15.1,
1787,2.2,0.14,41.0,15.0,15.8,
1788,1.7,0.12,45.0,17.0,12.8,
1789,1.7,0.11,48.0,19.0,13.6,
1790,1.5,0.1,50.0,20.0,11.7,
1791,1.2,0.1,54.0,21.0,11.3,
1792,1.6,0.13,52.0,21.0,17.1,
1793,1.6,0.16,56.0,21.0,24.3,
1794,2.4,0.2,61.0,23.0,23.9,
1795,3.9,0.23,68.0,25.0,25.8,
1796,5.0,0.27,73.0,26.0,31.2,
1797,4.3,0.32,73.0,27.0,34.6,
1798,3.6,0.36,73.0,28.0,33.2,
1799,3.6,0.41,70.0,27.0,35.3,
1800,2.7,0.45,67.0,27.0,36.5,
1801,6.1,0.49,68.0,27.0,43.4,
1802,8.0,0.54,72.0,29.0,43.6,
1803,10.7,0.61,78.0,33.0,43.1,
1804,7.7,0.66,88.0,39.0,42.4,
1805,6.9,0.7,94.0,43.0,39.7,
1806,6.7,0.77,96.0,46.0,38.6,
1807,4.4,0.81,96.0,49.0,28.3,
1808,7.6,0.84,90.0,48.0,29.0,
1809,9.6,0.86,92.0,49.0,37.9,
1810,6.3,0.85,98.0,52.0,34.4,
1811,5.4,0.8,102.0,54.0,23.9,
1812,3.4,0.74,108.0,56.0,18.8,
1813,1.5,0.66,104.0,55.0,14.8,
1814,1.2,0.57,92.0,48.0,14.3,
1815,1.3,0.51,86.0,43.0,15.7,
1816,1.7,0.46,80.0,38.0,18.5,
1817,1.6,0.41,79.0,35.0,18.3,
1818,0.8,0.39,80.0,34.0,20.8,
1819,2.2,0.43,78.0,32.0,41.2,
1820,2.5,0.47,82.0,34.0,43.8,
1821,2.7,0.51,85.0,38.0,31.1,
1822,4.3,0.51,86.0,39.0,20.0,
1823,2.3,0.5,86.0,37.0,17.2,
1824,0.8,0.47,83.0,33.0,10.1,
1825,2.1,0.45,80.0,27.0,12.9,
1826,1.4,0.42,79.0,25.0,11.1,
1827,2.1,0.36,80.0,26.0,13.1,
1828,2.2,0.3,80.0,26.0,12.3,
1829,1.8,0.26,79.0,27.0,9.1,
1830,1.3,0.25,76.0,26.0,8.7,
1831,0.8,0.25,71.0,24.0,11.3,
1832,1.4,0.25,66.0,21.0,12.8,
1833,1.0,0.24,60.0,18.0,11.7,
1834,0.6,0.22,57.0,17.0,10.2,
1835,0.6,0.21,54.0,17.0,8.7,
1836,0.6,0.2,56.0,16.0,7.5,
1837,0.6,0.2,56.0,18.0,7.3,
1838,0.6,0.2,54.0,16.0,8.5,
1839,0.6,0.2,51.0,15.0,10.1,
1840,0.6,0.2,48.0,14.0,10.9,
1841,1.5,0.21,44.0,11.0,9.8,
1842,2.0,0.23,42.0,10.0,10.4,
1843,2.9,0.24,40.0,10.0,14.0,
1844,2.8,0.26,40.0,9.0,14.2,
1845,2.6,0.28,39.0,10.0,16.7,
1846,2.6,0.28,39.0,10.0,16.7,
1847,2.6,0.28,39.0,10.0,16.7,
1848,2.6,0.28,39.0,10.0,16.7,
1849,2.6,0.28,39.0,10.0,16.7,
1850,2.6,0.28,39.0,10.0,16.7,
1851,2.6,0.28,39.0,10.0,16.7,
1852,2.6,0.28,39.0,10.0,16.7,
1853,4.3,0.34,42.0,19.0,17.8,
1854,3.7,0.34,44.0,21.0,14.0,
1855,3.4,0.34,42.0,19.0,12.4,
1856,4.3,0.32,42.0,18.0,13.9,
1857,4.7,0.33,39.0,16.0,14.1,
1858,4.1,0.31,38.0,15.0,12.8,
1859,3.7,0.31,39.0,16.0,10.4,
1860,3.7,0.31,39.0,16.0,10.4,
1861,3.1,0.31,42.0,18.0,7.2,
1862,3.4,0.3,44.0,18.0,6.7,
1863,3.0,0.29,46.0,17.0,6.3,
1864,3.0,0.28,47.0,17.0,8.1,
1865,3.8,0.27,48.0,16.0,15.3,
1866,4.0,0.29,50.0,17.0,15.2,
1867,3.6,0.29,52.0,18.0,12.4,
1868,4.1,0.28,53.0,18.0,11.7,
1869,3.8,0.28,52.0,20.0,12.6,
1870,4.1,0.29,50.0,19.0,15.8,
1871,5.1,0.3,48.0,19.0,15.6,
1872,4.4,0.3,46.0,19.0,12.2,
1873,4.5,0.29,46.0,18.0,12.0,
1874,3.5,0.25,44.0,17.0,7.3,
1875,3.9,0.22,41.0,15.0,6.5,
1876,4.0,0.21,40.0,14.0,6.8,
1877,3.8,0.2,40.0,15.0,7.2,
1878,3.3,0.19,38.0,16.0,7.3,
1879,3.4,0.19,38.0,15.0,10.1,
1880,3.6,0.21,38.0,15.0,10.7,
1881,3.7,0.24,40.0,15.0,11.5,
1882,4.3,0.29,42.0,17.0,10.8,
1883,5.0,0.36,50.0,22.0,11.7,
1884,5.1,0.43,64.0,34.0,12.6,
1885,4.9,0.49,80.0,48.0,13.7,
1886,4.7,0.55,96.0,62.0,13.8,
1887,4.3,0.6,105.0,70.0,13.9,
1888,3.8,0.62,105.0,70.0,13.7,
1889,3.8,0.65,100.0,65.0,14.3,
1890,3.6,0.65,92.0,59.0,14.2,
1891,3.7,0.61,88.0,55.0,11.3,
1892,3.6,0.57,85.0,51.0,10.7,
1893,3.6,0.52,85.0,49.0,9.2,
1894,3.7,0.46,86.0,46.0,9.6,
1895,3.6,0.4,85.0,43.0,10.1,
1896,3.6,0.36,82.0,38.0,9.9,
1897,4.2,0.32,78.0,34.0,9.7,
1898,4.3,0.3,74.0,30.0,9.9,
1899,4.2,0.29,71.0,27.0,10.1,
1900,4.1,0.28,72.0,27.0,12.3,
1901,4.2,0.28,74.0,28.0,12.0,
1902,3.6,0.29,74.0,28.0,8.4,
1903,4.0,0.3,75.0,28.0,9.4,
1904,4.5,0.31,74.0,28.0,10.7,
1905,4.5,0.32,70.0,26.0,10.1,
1906,4.4,0.34,68.0,26.0,10.6,
1907,4.0,0.35,66.0,26.0,9.5,
1908,3.7,0.36,66.0,25.0,8.2,
1909,3.3,0.39,66.0,24.0,8.5,
1910,3.3,0.41,66.0,23.0,7.6,
1911,3.3,0.44,66.0,24.0,7.9,
1912,3.3,0.45,66.0,23.0,8.3,
1913,3.5,0.46,65.0,25.0,9.3,
1914,3.5,0.49,65.0,26.0,10.3,
1915,3.4,0.51,64.0,25.0,11.7,
1916,4.3,0.55,61.0,24.0,13.7,
1917,4.8,0.59,60.0,24.0,18.7,
1918,4.2,0.61,61.0,25.0,19.9,
1919,3.9,0.64,60.0,26.0,21.4,
1920,5.0,0.66,60.0,27.0,22.0,
1921,3.9,0.69,57.0,27.0,24.6,
1922,3.9,0.69,57.0,27.0,24.6,
1923,3.9,0.69,57.0,27.0,24.6,
1924,3.9,0.69,57.0,27.0,24.6,
1925,5.2,0.67,54.0,25.0,24.1,
1926,4.6,0.67,53.0,25.0,21.9,
1927,6.6,0.75,54.0,25.0,28.3,
1928,8.3,0.8,54.0,25.0,29.0,
1929,7.4,0.8,56.0,25.0,23.7,
1930,6.2,0.77,60.0,25.0,16.7,
1931,4.4,0.76,62.0,27.0,14.0,
1932,3.6,0.75,60.0,27.0,12.9,
1933,3.5,0.74,56.0,26.0,11.3,
1934,3.9,0.7,54.0,24.0,10.7,
1935,3.9,0.7,54.0,24.0,10.7,
1936,3.3,0.52,58.0,24.0,10.7,
1937,3.4,0.51,62.0,24.0,14.6,
1938,3.4,0.51,64.0,23.0,17.8,
1939,3.5,0.53,66.0,23.0,19.8,
1940,3.6,0.55,66.0,22.0,20.4,
1941,4.0,0.6,68.0,22.0,33.1,
1942,4.8,0.65,68.0,22.0,36.9,
1943,5.5,0.7,68.0,21.0,38.9,
1944,5.5,0.7,68.0,21.0,38.9,
1945,4.9,0.72,71.0,23.0,34.1,
1946,4.5,0.72,76.0,26.0,25.8,
1947,4.5,0.73,82.0,30.0,31.2,
1948,5.5,0.71,84.0,32.0,31.4,
1949,3.9,0.68,86.0,34.0,30.7,
1950,4.0,0.65,86.0,35.0,29.7,
1951,3.9,0.64,86.0,38.0,25.7,
1952,3.6,0.65,85.0,39.0,26.3,
1953,3.5,0.66,84.0,41.0,29.3,
1954,10.5,0.67,85.0,45.0,31.2,
1955,2.1,0.67,86.0,48.0,26.5,
1956,3.0,0.68,90.0,53.0,22.8,
1957,6.8,0.68,97.0,59.0,28.0,
1958,4.4,0.68,104.0,63.0,24.4,
1959,4.2,0.65,109.0,69.0,21.0,
1960,3.4,0.61,114.0,70.0,20.8,
1961,2.5,0.57,114.0,69.0,17.4,
1962,1.8,0.54,109.0,65.0,19.2,
1963,0.8,0.51,106.0,61.0,16.7,
1964,0.8,0.51,98.0,53.0,28.4,
1965,0.8,0.51,98.0,53.0,28.4,
1966,0.8,0.51,98.0,53.0,28.4,
1967,2.8,0.59,88.0,42.0,38.8,
1968,2.7,0.61,92.0,46.0,34.0,
1969,2.3,0.64,96.0,50.0,28.4,
1970,2.3,0.67,100.0,53.0,35.7,
1971,4.1,0.72,102.0,56.0,38.6,
1972,4.1,0.74,102.0,55.0,35.9,
1973,5.0,0.75,100.0,52.0,36.0,
1974,5.7,0.77,102.0,53.0,36.4,
1975,5.9,0.86,106.0,55.0,37.2,
1976,5.7,0.93,116.0,62.0,36.2,
1977,4.6,0.95,126.0,69.0,30.7,
1978,2.8,0.9,132.0,70.0,18.4,
1979,1.0,0.84,122.0,63.0,11.8,
1980,0.5,0.79,106.0,52.0,11.2,
1981,0.4,0.73,90.0,41.0,11.4,
1982,0.4,0.73,90.0,41.0,11.4,
1983,0.4,0.49,72.0,29.0,14.1,
1984,0.4,0.39,70.0,27.0,14.6,
1985,0.7,0.34,70.0,26.0,13.1,
1986,1.7,0.32,67.0,24.0,11.6,
1987,1.4,0.32,62.0,21.0,10.7,
1988,1.2,0.32,56.0,18.0,9.4,
1989,1.2,0.32,52.0,14.0,11.3,
1990,1.1,0.31,47.0,13.0,9.9,
1991,1.5,0.3,46.0,12.0,10.7,
1992,1.7,0.29,46.0,13.0,10.4,
1993,3.1,0.26,48.0,13.0,8.6,
1994,3.1,0.25,49.0,13.0,7.6,
1995,3.1,0.24,48.0,14.0,8.6,
1996,2.7,0.23,48.0,13.0,8.9,
1997,3.1,0.23,44.0,14.0,13.4,
1998,3.6,0.24,42.0,14.0,15.8,
1999,4.0,0.26,41.0,15.0,22.6,
2000,3.9,0.28,41.0,17.0,19.6,
2001,5.4,0.3,42.0,18.0,18.8,
2002,4.5,0.33,42.0,18.0,19.5,
2003,4.5,0.35,42.0,19.0,17.9,
2004,4.0,0.36,42.0,19.0,16.2,
2005,3.6,0.35,42.0,18.0,15.5,
2006,3.5,0.35,40.0,18.0,14.1,
2007,3.7,0.34,38.0,17.0,16.3,
2008,4.5,0.33,36.0,17.0,16.8,
2009,4.7,0.31,37.0,16.0,18.5,
2010,4.1,0.3,36.0,16.0,17.0,
2011,4.1,0.3,36.0,16.0,17.0,
2012,4.1,0.3,36.0,16.0,17.0,
2013,3.3,0.31,38.0,13.0,13.3,
2014,3.4,0.31,38.0,13.0,12.5,
2015,3.4,0.31,36.0,12.0,13.7,
2016,4.1,0.31,35.0,12.0,12.4,
2017,4.0,0.31,34.0,11.0,11.9,
2018,4.1,0.32,32.0,10.0,11.8,
2019,3.3,0.32,30.0,10.0,12.9,
2020,3.3,0.31,30.0,9.0,11.4,
2021,3.5,0.31,29.0,9.0,9.4,
2022,3.2,0.31,29.0,8.0,10.6,
2023,3.1,0.32,30.0,8.0,13.3,
2024,3.1,0.32,30.0,8.0,13.3,
2025,3.1,0.32,30.0,8.0,13.3,
2026,3.5,0.35,28.0,8.0,14.8,
2027,3.8,0.37,29.0,9.0,16.7,
2028,3.6,0.4,29.0,9.0,19.4,
2029,2.8,0.43,30.0,10.0,17.5,
2030,3.0,0.45,30.0,10.0,19.0,
2031,2.6,0.45,30.0,10.0,16.4,
2032,2.8,0.46,29.0,10.0,19.7,
2033,3.2,0.49,28.0,9.0,21.9,
2034,3.3,0.51,28.0,8.0,25.4,
2035,3.1,0.51,26.0,8.0,22.3,
2036,2.9,0.52,25.0,8.0,19.5,
2037,2.9,0.52,24.0,7.0,17.2,
2038,2.8,0.51,24.0,7.0,15.1,
2039,2.9,0.51,24.0,8.0,15.4,
2040,2.9,0.5,24.0,8.0,16.4,
2041,2.9,0.47,26.0,8.0,15.1,
2042,2.9,0.45,26.0,9.0,14.9,
2043,2.9,0.44,28.0,10.0,12.3,
2044,2.8,0.4,28.0,10.0,10.6,
2045,2.1,0.36,28.0,10.0,5.1,
2046,2.1,0.36,28.0,10.0,5.1,
2047,1.8,0.31,24.0,8.0,4.2,
2048,1.9,0.29,22.0,7.0,4.3,
2049,1.9,0.26,20.0,5.0,4.7,
2050,2.1,0.24,20.0,4.0,5.0,
2051,1.9,0.21,20.0,4.0,4.6,
2052,2.0,0.2,19.0,4.0,5.4,
2053,2.0,0.2,18.0,5.0,6.8,
2054,1.8,0.2,18.0,5.0,8.8,
2055,2.1,0.2,18.0,4.0,9.9,
2056,2.1,0.21,18.0,4.0,10.8,
2057,2.3,0.23,18.0,3.0,12.0,
2058,2.3,0.25,19.0,3.0,16.2,
2059,2.8,0.29,18.0,3.0,23.2,
2060,3.1,0.34,19.0,3.0,20.4,
2061,3.1,0.4,19.0,3.0,24.9,
2062,3.6,0.46,20.0,4.0,23.4,
2063,4.0,0.51,22.0,5.0,20.7,
2064,4.0,0.54,23.0,5.0,23.0,
2065,3.1,0.57,24.0,6.0,23.8,
2066,3.5,0.55,26.0,7.0,10.4,
2067,2.4,0.51,28.0,8.0,12.0,
2068,2.2,0.45,29.0,8.0,11.4,
2069,1.8,0.38,30.0,8.0,11.4,
2070,1.5,0.31,28.0,8.0,11.6,
2071,2.9,0.33,26.0,8.0,23.6,
2072,4.2,0.35,27.0,8.0,23.4,
2073,4.5,0.38,28.0,9.0,26.0,
2074,5.0,0.4,34.0,11.0,24.3,
2075,3.2,0.4,38.0,12.0,15.7,
2076,2.5,0.41,36.0,11.0,16.6,
2077,2.3,0.43,34.0,10.0,15.8,
2078,1.8,0.43,28.0,8.0,17.4,
2079,2.2,0.38,26.0,7.0,22.5,
2080,3.0,0.35,24.0,7.0,30.0,
2081,4.4,0.33,24.0,7.0,35.0,
2082,4.2,0.35,26.0,7.0,35.1,
2083,4.5,0.41,28.0,8.0,33.1,
2084,3.4,0.46,28.0,8.0,15.2,
2085,2.7,0.51,27.0,9.0,20.3,
2086,2.4,0.55,24.0,8.0,16.8,
2087,2.1,0.57,24.0,9.0,11.7,
2088,2.5,0.59,22.0,8.0,11.0,
2089,3.1,0.6,21.0,7.0,11.7,
2090,3.0,0.61,22.0,11.0,9.1,
2091,2.9,0.6,22.0,12.0,8.8,
2092,2.3,0.6,22.0,10.0,7.2,
2093,2.6,0.59,24.0,3.0,7.8,
2094,2.6,0.59,24.0,6.0,9.6,
2095,2.5,0.59,25.0,7.0,11.4,
2096,2.7,0.57,26.0,9.0,12.0,
2097,3.2,0.55,28.0,10.0,14.0,
2098,3.2,0.55,28.0,10.0,14.0,
2099,3.3,0.51,32.0,12.0,11.4,
2100,3.5,0.5,34.0,13.0,11.8,
2101,3.8,0.5,37.0,16.0,15.6,
2102,3.8,0.5,40.0,17.0,17.3,
2103,3.7,0.5,42.0,19.0,18.4,
2104,3.7,0.5,42.0,19.0,18.4,
2105,4.1,0.51,49.0,24.0,20.1,
2106,3.9,0.51,50.0,26.0,15.0,
2107,3.5,0.52,52.0,27.0,15.7,
2108,3.4,0.54,52.0,28.0,16.3,
2109,2.7,0.54,52.0,30.0,14.5,
2110,2.8,0.51,52.0,30.0,8.4,
2111,2.3,0.49,50.0,29.0,5.0,
2112,2.8,0.46,46.0,26.0,3.3,
2113,2.7,0.42,44.0,23.0,3.1,
2114,3.1,0.4,40.0,20.0,5.6,
2115,4.5,0.37,40.0,18.0,9.8,
2116,3.8,0.35,39.0,18.0,7.3,
2117,3.6,0.34,38.0,19.0,7.0,
2118,3.5,0.35,39.0,20.0,8.6,
2119,4.0,0.37,40.0,21.0,14.1,
2120,4.0,0.37,40.0,21.0,14.1,
2121,4.5,0.43,46.0,22.0,11.3,
2122,5.1,0.45,46.0,21.0,12.8,
2123,5.0,0.45,48.0,23.0,12.7,
2124,4.4,0.45,46.0,22.0,10.5,
2125,4.2,0.44,48.0,21.0,8.6,
2126,4.1,0.43,48.0,21.0,8.4,
2127,3.8,0.4,49.0,20.0,8.5,
2128,3.8,0.38,49.0,19.0,10.8,
2129,5.0,0.36,50.0,18.0,15.9,
2130,5.6,0.35,50.0,17.0,19.1,
2131,5.6,0.35,49.0,16.0,17.5,
2132,4.2,0.35,48.0,15.0,13.9,
2133,3.7,0.35,46.0,15.0,10.0,
2134,4.3,0.35,44.0,14.0,7.7,
2135,3.8,0.35,43.0,13.0,7.1,
2136,4.1,0.34,42.0,13.0,7.8,
2137,5.0,0.31,42.0,12.0,7.6,
2138,5.0,0.31,42.0,12.0,7.6,
2139,5.0,0.31,42.0,12.0,7.6,
2140,3.8,0.25,41.0,12.0,6.7,
2141,3.8,0.25,41.0,12.0,6.7,
2142,4.6,0.23,40.0,13.0,8.6,
2143,4.9,0.23,42.0,13.0,11.0,
2144,6.2,0.24,42.0,14.0,12.4,
2145,6.8,0.25,42.0,14.0,13.1,
2146,5.2,0.25,44.0,14.0,11.7,
2147,5.2,0.28,47.0,15.0,10.3,
2148,5.2,0.3,48.0,16.0,11.7,
2149,4.0,0.31,50.0,17.0,7.7,
2150,4.2,0.32,52.0,18.0,8.2,
2151,4.1,0.32,57.0,18.0,8.9,
2152,4.2,0.32,58.0,18.0,9.4,
2153,4.5,0.34,60.0,18.0,10.8,
2154,4.7,0.35,62.0,18.0,14.7,
2155,4.5,0.35,60.0,18.0,13.6,
2156,4.7,0.35,60.0,19.0,12.8,
2157,4.3,0.36,58.0,19.0,14.1,
2158,4.1,0.36,56.0,18.0,11.8,
2159,4.1,0.36,55.0,18.0,7.3,
2160,3.9,0.36,54.0,17.0,5.8,
2161,4.3,0.35,52.0,16.0,5.3,
2162,4.3,0.35,49.0,15.0,5.2,
2163,4.2,0.34,46.0,14.0,4.7,
2164,4.5,0.32,44.0,13.0,4.7,
2165,4.3,0.31,42.0,13.0,5.3,
2166,4.5,0.31,41.0,13.0,6.5,
2167,4.5,0.32,40.0,12.0,8.9,
2168,3.9,0.34,39.0,12.0,7.7,
2169,4.1,0.35,40.0,13.0,7.4,
2170,3.6,0.35,41.0,13.0,7.3,
2171,3.8,0.36,42.0,14.0,8.7,
2172,3.8,0.38,44.0,14.0,9.9,
2173,3.8,0.39,47.0,15.0,9.1,
2174,4.0,0.41,51.0,16.0,9.7,
2175,4.2,0.41,56.0,18.0,10.5,
2176,4.1,0.43,62.0,21.0,12.2,
2177,4.2,0.45,62.0,23.0,16.7,
2178,4.2,0.48,66.0,25.0,16.8,
2179,4.2,0.49,66.0,26.0,13.3,
2180,3.9,0.51,64.0,26.0,13.5,
2181,3.9,0.52,62.0,27.0,16.2,
2182,3.8,0.52,60.0,26.0,14.0,
2183,3.3,0.54,58.0,25.0,11.1,
2184,2.5,0.52,56.0,24.0,9.2,
2185,1.9,0.5,54.0,21.0,10.0,
2186,1.4,0.47,50.0,19.0,8.0,
2187,1.9,0.46,48.0,18.0,9.6,
2188,1.4,0.43,46.0,17.0,7.3,
2189,1.3,0.4,42.0,16.0,6.6,
2190,1.4,0.38,40.0,16.0,6.6,
2191,1.4,0.36,38.0,14.0,8.4,
2192,2.5,0.35,38.0,13.0,11.5,
2193,1.5,0.35,37.0,12.0,9.0,
2194,1.4,0.35,36.0,11.0,10.2,
2195,1.9,0.35,36.0,11.0,8.9,
2196,1.6,0.36,36.0,11.0,7.4,
2197,1.4,0.38,36.0,11.0,7.9,
2198,1.5,0.39,38.0,11.0,7.4,
2199,1.2,0.39,40.0,11.0,8.6,
2200,1.2,0.4,41.0,11.0,9.2,
2201,1.2,0.4,40.0,10.0,11.0,
2202,1.3,0.41,39.0,9.0,14.0,
2203,1.3,0.43,38.0,9.0,14.6,
2204,2.4,0.44,38.0,9.0,20.2,
2205,2.1,0.45,37.0,10.0,21.8,
2206,2.1,0.48,38.0,11.0,22.1,
2207,3.0,0.49,38.0,11.0,16.8,
2208,3.4,0.48,36.0,11.0,12.8,
2209,0.9,0.46,36.0,11.0,7.7,
2210,0.9,0.46,36.0,11.0,7.7,
2211,2.9,0.41,34.0,11.0,10.0,
2212,0.7,0.38,34.0,11.0,6.0,
2213,0.5,0.35,34.0,12.0,6.8,
2214,0.6,0.31,34.0,12.0,13.4,
2215,0.9,0.3,34.0,12.0,14.4,
2216,1.2,0.32,34.0,12.0,14.9,
2217,3.4,0.34,38.0,14.0,11.8,
2218,3.4,0.34,38.0,14.0,11.8,
2219,2.3,0.34,42.0,16.0,10.1,
2220,1.9,0.35,44.0,16.0,9.4,
2221,1.4,0.35,44.0,15.0,7.1,
2222,0.9,0.35,42.0,14.0,5.6,
2223,0.7,0.34,42.0,14.0,5.5,
2224,0.7,0.34,42.0,14.0,5.5,
2225,0.9,0.31,42.0,14.0,6.3,
2226,0.8,0.31,42.0,13.0,8.3,
2227,0.9,0.32,46.0,13.0,7.5,
2228,0.9,0.32,46.0,13.0,7.5,
2229,1.5,0.35,44.0,13.0,11.8,
2230,2.8,0.39,42.0,11.0,20.3,
2231,2.5,0.41,42.0,12.0,22.3,
2232,2.9,0.43,42.0,14.0,19.1,
2233,1.9,0.41,42.0,14.0,17.3,
2234,1.5,0.43,42.0,15.0,25.8,
2235,1.9,0.45,43.0,15.0,24.6,
2236,2.0,0.43,44.0,15.0,15.8,
2237,1.1,0.4,44.0,16.0,10.4,
2238,1.1,0.4,44.0,16.0,10.4,
2239,2.5,0.4,41.0,14.0,25.4,
2240,4.9,0.43,41.0,14.0,24.5,
2241,5.7,0.42,41.0,15.0,18.9,
2242,3.6,0.39,45.0,16.0,13.7,
2243,3.9,0.35,46.0,16.0,14.6,
2244,3.4,0.34,48.0,16.0,12.7,
2245,1.7,0.34,48.0,16.0,8.0,
2246,1.5,0.32,48.0,15.0,7.6,
2247,1.3,0.26,48.0,15.0,7.1,
2248,1.2,0.21,47.0,14.0,8.4,
2249,1.6,0.21,48.0,14.0,11.4,
2250,1.9,0.21,49.0,14.0,11.4,
2251,1.8,0.21,52.0,14.0,12.5,
2252,1.5,0.23,52.0,15.0,10.2,
2253,1.1,0.23,54.0,15.0,9.8,
2254,1.5,0.23,54.0,14.0,11.8,
2255,1.4,0.23,53.0,14.0,10.9,
2256,1.4,0.24,53.0,15.0,11.7,
2257,2.2,0.24,54.0,15.0,13.5,
2258,2.6,0.26,56.0,17.0,13.0,
2259,3.0,0.29,59.0,20.0,18.6,
2260,4.1,0.3,62.0,23.0,19.7,
2261,4.0,0.33,64.0,26.0,19.6,
2262,3.4,0.35,64.0,28.0,19.6,
2263,3.6,0.4,62.0,28.0,22.6,
2264,4.3,0.43,62.0,28.0,24.0,
2265,4.7,0.45,62.0,28.0,19.1,
2266,5.5,0.45,64.0,26.0,17.1,
2267,3.8,0.45,66.0,28.0,17.4,
2268,4.0,0.46,68.0,29.0,6.4,
2269,1.8,0.46,70.0,29.0,12.3,
2270,1.6,0.46,70.0,50.0,11.5,
2271,2.4,0.43,68.0,49.0,14.7,
2272,2.5,0.43,69.0,32.0,18.3,
2273,2.7,0.44,70.0,33.0,18.9,
2274,2.3,0.49,72.0,34.0,20.3,
2275,3.2,0.54,72.0,35.0,31.3,
2276,6.3,0.67,76.0,37.0,40.9,
2277,5.0,0.7,79.0,39.0,35.4,
2278,2.9,0.72,77.0,38.0,21.3,
2279,3.0,0.74,74.0,35.0,24.4,
2280,3.1,0.74,68.0,31.0,28.8,
2281,0.6,0.71,62.0,27.0,23.2,
2282,2.5,0.69,60.0,25.0,24.9,
2283,1.3,0.62,62.0,27.0,13.0,
2284,0.8,0.45,64.0,28.0,19.3,
2285,0.8,0.39,64.0,29.0,21.2,
2286,0.8,0.39,63.0,30.0,23.8,
2287,1.7,0.39,60.0,29.0,25.0,
2288,5.0,0.38,58.0,29.0,23.6,
2289,4.7,0.39,61.0,31.0,24.6,
2290,2.6,0.39,67.0,35.0,24.5,
2291,2.0,0.41,75.0,39.0,20.8,
2292,1.6,0.48,77.0,41.0,20.0,
2293,1.1,0.46,76.0,40.0,15.5,
2294,0.4,0.44,73.0,37.0,12.2,
2295,0.4,0.43,72.0,36.0,13.2,
2296,0.4,0.43,77.0,38.0,14.8,
2297,0.4,0.44,82.0,40.0,19.3,
2298,0.4,0.45,88.0,43.0,16.9,
2299,0.4,0.45,92.0,44.0,13.7,
2300,0.4,0.46,90.0,41.0,15.0,
2301,0.4,0.49,90.0,39.0,16.0,
2302,0.4,0.51,88.0,36.0,14.7,
2303,0.4,0.51,87.0,33.0,14.0,
2304,0.7,0.51,88.0,33.0,10.9,
2305,0.7,0.51,88.0,33.0,10.9,
2306,0.7,0.51,88.0,33.0,10.9,
