,SO2,O3,PM10,PM25,NO2,pr
1671,1.8,28,78.0,42.0,12.1,
1672,1.5,34,75.0,40.0,12.5,
1673,1.8,41,74.0,38.0,11.7,
1674,1.7,47,72.0,37.0,18.7,
1675,1.8,49,76.0,39.0,25.0,
1676,1.5,48,83.0,43.0,32.1,
1677,1.8,44,86.0,47.0,45.5,
1678,2.0,38,89.0,49.0,45.3,
1679,2.1,31,88.0,48.0,62.4,
1680,2.7,24,89.0,50.0,61.3,
1681,2.5,16,94.0,53.0,48.4,
1682,2.5,10,98.0,56.0,38.2,
1683,2.2,8,102.0,60.0,26.6,
1684,1.8,6,106.0,64.0,33.8,
1685,2.1,6,108.0,68.0,30.8,
1686,2.0,7,110.0,71.0,31.3,
1687,2.0,8,110.0,70.0,33.0,
1688,1.7,11,106.0,69.0,17.6,
1689,2.0,12,102.0,66.0,36.9,
1690,2.1,13,101.0,64.0,44.0,
1691,2.1,14,104.0,64.0,27.8,
1692,1.8,18,104.0,60.0,26.7,
1693,2.6,22,108.0,59.0,25.4,
1694,2.1,27,112.0,59.0,14.5,
1695,1.7,34,109.0,55.0,12.1,
1696,1.8,38,109.0,55.0,14.3,
1697,2.0,45,108.0,54.0,14.8,
1698,1.8,52,107.0,52.0,17.6,
1699,1.8,56,110.0,55.0,25.6,
1700,1.8,57,126.0,66.0,24.8,
1701,1.8,55,141.0,81.0,23.6,
1702,2.0,51,154.0,92.0,30.0,
1703,1.8,47,162.0,99.0,27.4,
1704,2.0,41,162.0,102.0,26.3,
1705,2.1,35,160.0,103.0,25.2,
1706,2.1,29,162.0,106.0,24.9,
1707,2.1,24,166.0,111.0,26.5,
1708,2.0,22,178.0,117.0,21.4,
1709,2.0,21,194.0,126.0,20.9,
1710,2.0,21,208.0,135.0,21.1,
1711,2.0,20,212.0,139.0,23.0,
1712,2.1,20,206.0,136.0,24.2,
1713,2.2,21,202.0,131.0,20.8,
1714,2.1,23,194.0,124.0,19.0,
1715,2.1,25,189.0,120.0,17.7,
1716,2.0,27,184.0,114.0,14.9,
1717,2.0,30,168.0,103.0,11.7,
1718,1.7,33,146.0,89.0,10.9,
1719,1.7,36,128.0,76.0,11.2,
1720,1.6,41,110.0,65.0,10.6,
1721,1.6,45,98.0,58.0,11.5,
1722,1.8,47,94.0,55.0,16.2,
1723,1.8,47,96.0,56.0,21.6,
1724,1.8,46,100.0,60.0,16.8,
1725,1.8,45,96.0,58.0,15.1,
1726,1.6,44,88.0,52.0,14.5,
1727,1.6,44,79.0,46.0,9.3,
1728,1.6,44,66.0,36.0,9.4,
1729,1.8,43,62.0,33.0,9.9,
1730,2.1,44,64.0,33.0,10.1,
1731,2.7,46,72.0,36.0,10.5,
1732,2.7,48,82.0,42.0,10.0,
1733,2.2,49,94.0,47.0,9.6,
1734,2.5,51,102.0,52.0,9.0,
1735,2.5,50,104.0,52.0,8.9,
1736,2.6,49,100.0,49.0,11.6,
1737,2.6,47,96.0,47.0,13.4,
1738,2.7,45,92.0,45.0,14.7,
1739,2.7,43,92.0,45.0,14.3,
1740,2.3,42,94.0,47.0,12.6,
1741,2.3,42,98.0,47.0,13.8,
1742,2.1,43,100.0,48.0,13.4,
1743,2.2,44,100.0,49.0,14.4,
1744,2.2,46,98.0,49.0,15.1,
1745,2.3,47,97.0,49.0,17.1,
1746,2.0,48,98.0,49.0,21.0,
1747,2.0,48,98.0,49.0,25.2,
1748,2.0,46,98.0,48.0,26.5,
1749,2.1,43,100.0,49.0,27.5,
1750,1.8,40,100.0,49.0,26.5,
1751,2.1,36,100.0,50.0,25.9,
1752,1.7,33,100.0,50.0,18.9,
1753,1.6,30,97.0,50.0,17.2,
1754,1.7,29,94.0,49.0,16.0,
1755,1.3,27,91.0,47.0,18.4,
1756,2.0,26,90.0,46.0,21.0,
1757,2.0,25,90.0,46.0,20.9,
1758,2.1,24,90.0,47.0,19.3,
1759,2.1,24,87.0,47.0,21.4,
1760,2.0,22,82.0,45.0,26.6,
1761,2.1,19,80.0,44.0,28.9,
1762,2.5,17,77.0,43.0,24.7,
1763,2.5,16,76.0,41.0,21.5,
1764,2.1,17,76.0,41.0,20.6,
1765,2.1,20,78.0,41.0,16.4,
1766,1.8,24,80.0,39.0,14.7,
1767,1.7,28,78.0,37.0,12.1,
1768,2.1,33,74.0,34.0,10.6,
1769,1.7,37,70.0,31.0,13.3,
1770,1.8,41,67.0,29.0,15.6,
1771,1.7,42,68.0,28.0,22.5,
1772,2.0,40,72.0,29.0,27.8,
1773,2.0,37,72.0,29.0,25.3,
1774,2.1,33,69.0,28.0,24.3,
1775,2.2,28,66.0,28.0,24.2,
1776,1.8,24,60.0,26.0,18.1,
1777,1.7,21,54.0,23.0,17.1,
1778,1.7,18,49.0,21.0,18.4,
1779,1.8,16,46.0,18.0,14.7,
1780,2.0,16,42.0,16.0,13.7,
1781,1.7,16,40.0,14.0,14.8,
1782,1.7,16,37.0,13.0,17.1,
1783,1.7,15,34.0,13.0,21.1,
1784,1.8,14,34.0,13.0,22.3,
1785,1.8,12,34.0,15.0,24.9,
1786,1.8,12,34.0,15.0,21.6,
1787,2.0,13,34.0,15.0,18.6,
1788,2.1,13,34.0,15.0,16.8,
1789,2.1,15,37.0,16.0,16.2,
1790,1.7,20,41.0,18.0,13.3,
1791,1.6,25,45.0,19.0,13.3,
1792,1.3,32,51.0,20.0,13.8,
1793,1.5,38,56.0,22.0,13.2,
1794,1.3,42,58.0,24.0,15.1,
1795,1.5,43,60.0,25.0,26.6,
1796,1.6,43,66.0,30.0,29.7,
1797,1.8,39,68.0,31.0,41.0,
1798,2.0,33,71.0,33.0,38.9,
1799,2.3,27,76.0,37.0,38.6,
1800,2.3,20,77.0,37.0,38.2,
1801,2.5,13,78.0,38.0,38.8,
1802,2.6,8,82.0,40.0,39.4,
1803,3.0,4,84.0,41.0,39.2,
1804,2.7,2,90.0,44.0,36.6,
1805,2.8,2,93.0,47.0,34.7,
1806,2.5,2,98.0,52.0,31.9,
1807,2.1,2,104.0,58.0,32.2,
1808,2.2,3,106.0,61.0,32.7,
1809,2.2,3,111.0,67.0,31.3,
1810,2.6,3,111.0,68.0,34.1,
1811,2.6,5,112.0,68.0,32.4,
1812,2.2,7,111.0,66.0,36.3,
1813,2.1,9,117.0,67.0,29.7,
1814,1.8,13,119.0,66.0,24.7,
1815,1.6,17,118.0,64.0,14.8,
1816,1.6,22,108.0,58.0,14.4,
1817,1.6,26,96.0,49.0,15.9,
1818,1.7,29,91.0,46.0,21.2,
1819,1.6,31,89.0,43.0,21.0,
1820,1.8,32,96.0,44.0,23.6,
1821,1.7,30,98.0,45.0,36.0,
1822,2.1,29,98.0,41.0,33.7,
1823,2.2,28,99.0,42.0,24.2,
1824,2.3,25,98.0,41.0,28.7,
1825,1.7,23,98.0,38.0,14.3,
1826,2.0,21,94.0,35.0,13.9,
1827,2.1,20,92.0,30.0,14.2,
1828,2.0,20,96.0,30.0,16.2,
1829,2.0,21,98.0,32.0,15.9,
1830,2.0,20,100.0,33.0,17.0,
1831,2.2,18,98.0,34.0,14.3,
1832,2.0,20,95.0,33.0,11.1,
1833,2.3,20,86.0,29.0,16.5,
1834,2.1,20,78.0,27.0,18.6,
1835,2.1,21,75.0,26.0,16.1,
1836,2.1,22,70.0,26.0,12.5,
1837,1.8,25,68.0,26.0,10.4,
1838,1.6,28,66.0,25.0,9.3,
1839,1.6,30,60.0,21.0,7.9,
1840,1.7,32,56.0,18.0,9.8,
1841,1.7,33,52.0,15.0,11.5,
1842,1.8,35,48.0,13.0,16.0,
1843,1.7,35,47.0,13.0,16.8,
1844,1.7,34,46.0,15.0,16.7,
1845,1.7,32,46.0,16.0,20.5,
1846,2.0,29,46.0,16.0,24.8,
1847,2.1,26,44.0,16.0,21.2,
1848,2.1,26,44.0,16.0,21.2,
1849,2.1,26,44.0,16.0,21.2,
1850,2.1,26,44.0,16.0,21.2,
1851,2.1,26,44.0,16.0,21.2,
1852,2.1,26,44.0,16.0,21.2,
1853,2.1,26,44.0,16.0,21.2,
1854,2.1,26,44.0,16.0,21.2,
1855,2.5,7,44.0,22.0,23.6,
1856,2.3,3,53.0,28.0,19.2,
1857,2.2,3,55.0,30.0,17.5,
1858,2.2,4,52.0,27.0,17.2,
1859,2.2,6,48.0,24.0,15.9,
1860,2.0,9,46.0,23.0,16.0,
1861,2.0,14,44.0,22.0,15.1,
1862,1.6,20,49.0,24.0,13.8,
1863,1.7,26,52.0,24.0,9.2,
1864,1.6,32,56.0,24.0,8.4,
1865,1.7,36,60.0,24.0,9.2,
1866,1.7,40,60.0,23.0,10.0,
1867,1.7,42,60.0,22.0,17.9,
1868,1.6,42,61.0,23.0,20.8,
1869,2.0,40,66.0,28.0,17.9,
1870,1.8,38,68.0,30.0,14.7,
1871,2.0,36,70.0,31.0,13.6,
1872,2.2,33,66.0,30.0,15.1,
1873,2.2,30,59.0,25.0,15.1,
1874,2.1,29,55.0,24.0,12.2,
1875,2.5,29,50.0,23.0,11.1,
1876,2.2,30,46.0,23.0,8.1,
1877,1.8,31,42.0,21.0,6.8,
1878,2.0,33,38.0,19.0,6.7,
1879,2.0,33,36.0,18.0,7.9,
1880,2.1,34,35.0,16.0,7.6,
1881,2.1,34,34.0,14.0,9.4,
1882,2.1,33,35.0,15.0,10.9,
1883,2.0,31,35.0,15.0,11.2,
1884,2.0,30,38.0,18.0,10.9,
1885,2.3,30,46.0,23.0,11.7,
1886,2.6,29,64.0,34.0,12.5,
1887,2.5,29,85.0,47.0,14.3,
1888,2.3,29,105.0,62.0,14.3,
1889,2.3,30,118.0,71.0,14.8,
1890,2.2,32,118.0,73.0,14.9,
1891,2.1,34,112.0,70.0,15.6,
1892,2.0,34,103.0,63.0,14.4,
1893,1.6,34,96.0,58.0,12.3,
1894,1.7,33,91.0,55.0,10.5,
1895,2.1,33,88.0,51.0,10.4,
1896,2.0,33,87.0,49.0,9.9,
1897,2.0,33,86.0,45.0,10.4,
1898,1.8,33,83.0,40.0,9.2,
1899,2.1,33,80.0,35.0,8.7,
1900,2.2,33,75.0,29.0,8.5,
1901,2.1,34,70.0,25.0,9.2,
1902,1.8,34,70.0,25.0,8.9,
1903,2.0,33,71.0,26.0,9.0,
1904,1.6,33,72.0,28.0,9.8,
1905,1.8,33,73.0,30.0,13.9,
1906,2.0,32,72.0,31.0,13.2,
1907,2.3,32,72.0,29.0,10.4,
1908,2.1,33,68.0,28.0,11.1,
1909,1.7,35,68.0,27.0,12.0,
1910,1.6,37,69.0,27.0,10.7,
1911,1.6,40,68.0,26.0,10.0,
1912,1.8,43,69.0,28.0,9.8,
1913,1.7,46,69.0,28.0,9.6,
1914,1.5,48,69.0,29.0,9.4,
1915,1.8,48,70.0,29.0,13.2,
1916,1.8,48,72.0,32.0,12.5,
1917,2.2,45,70.0,35.0,13.9,
1918,2.1,42,68.0,34.0,16.6,
1919,2.2,37,66.0,34.0,17.8,
1920,2.2,32,62.0,33.0,20.0,
1921,2.2,27,62.0,31.0,19.9,
1922,2.2,22,60.0,31.0,24.5,
1923,2.1,18,58.0,31.0,27.5,
1924,2.0,14,58.0,32.0,28.6,
1925,2.3,10,57.0,34.0,29.2,
1926,2.5,7,58.0,34.0,26.7,
1927,2.3,5,60.0,35.0,23.7,
1928,2.6,4,58.0,33.0,23.2,
1929,2.8,3,58.0,32.0,23.3,
1930,3.0,3,58.0,31.0,23.2,
1931,2.7,5,58.0,29.0,21.7,
1932,4.3,7,58.0,29.0,17.1,
1933,5.2,11,59.0,28.0,10.7,
1934,2.3,17,59.0,28.0,9.3,
1935,2.0,23,59.0,28.0,8.2,
1936,2.1,29,52.0,20.0,8.3,
1937,2.2,34,60.0,20.0,9.6,
1938,2.1,39,66.0,22.0,10.9,
1939,2.0,41,72.0,21.0,16.5,
1940,2.0,42,79.0,23.0,15.8,
1941,1.8,40,81.0,23.0,16.2,
1942,2.0,35,81.0,22.0,25.2,
1943,2.5,29,80.0,21.0,32.5,
1944,2.5,23,81.0,21.0,30.6,
1945,2.3,18,80.0,21.0,32.2,
1946,3.1,13,80.0,22.0,31.7,
1947,3.2,9,86.0,25.0,27.2,
1948,3.7,7,92.0,30.0,19.7,
1949,4.6,6,98.0,33.0,17.6,
1950,3.5,6,104.0,35.0,22.0,
1951,3.2,5,104.0,36.0,25.9,
1952,3.2,5,104.0,36.0,25.0,
1953,3.3,4,102.0,38.0,23.1,
1954,3.6,5,102.0,41.0,25.2,
1955,3.7,6,106.0,46.0,20.1,
1956,3.6,9,110.0,51.0,18.6,
1957,3.5,12,117.0,55.0,18.8,
1958,3.6,18,119.0,59.0,18.9,
1959,5.3,24,121.0,60.0,18.1,
1960,7.1,30,126.0,63.0,21.1,
1961,4.4,38,130.0,68.0,17.8,
1962,3.7,45,136.0,73.0,18.9,
1963,3.2,49,145.0,78.0,22.0,
1964,2.6,49,143.0,77.0,21.2,
1965,2.6,45,135.0,71.0,23.3,
1966,3.0,40,124.0,64.0,31.3,
1967,3.2,34,114.0,56.0,30.3,
1968,2.2,29,105.0,51.0,22.7,
1969,2.2,23,97.0,47.0,17.3,
1970,2.7,18,92.0,44.0,22.0,
1971,2.7,13,96.0,47.0,37.6,
1972,2.6,10,104.0,54.0,38.0,
1973,4.6,8,112.0,60.0,34.1,
1974,4.3,7,119.0,63.0,32.6,
1975,3.7,7,120.0,63.0,29.9,
1976,3.5,5,121.0,63.0,28.0,
1977,4.1,3,132.0,70.0,31.4,
1978,5.6,2,143.0,79.0,35.2,
1979,4.4,3,154.0,85.0,28.8,
1980,3.0,6,164.0,85.0,14.5,
1981,2.6,9,154.0,74.0,14.5,
1982,2.1,12,140.0,61.0,12.1,
1983,2.2,15,120.0,47.0,16.2,
1984,2.2,15,120.0,47.0,16.2,
1985,1.6,22,98.0,33.0,13.6,
1986,1.7,25,98.0,32.0,15.4,
1987,1.5,27,98.0,31.0,15.4,
1988,1.7,27,95.0,28.0,14.2,
1989,2.0,26,89.0,24.0,14.9,
1990,2.1,25,83.0,21.0,13.1,
1991,1.6,25,77.0,18.0,10.3,
1992,1.5,23,71.0,18.0,12.6,
1993,1.6,22,66.0,18.0,10.1,
1994,1.6,21,66.0,21.0,12.7,
1995,1.5,19,64.0,22.0,12.0,
1996,1.5,19,67.0,22.0,9.6,
1997,1.5,19,67.0,22.0,9.6,
1998,1.5,17,62.0,23.0,11.8,
1999,1.3,15,56.0,22.0,12.5,
2000,1.7,14,50.0,22.0,14.4,
2001,2.3,12,49.0,23.0,19.3,
2002,3.1,11,49.0,25.0,20.6,
2003,3.7,10,52.0,28.0,19.9,
2004,3.5,8,56.0,30.0,18.2,
2005,3.2,8,56.0,31.0,17.1,
2006,2.7,8,55.0,29.0,16.8,
2007,1.8,9,52.0,26.0,15.5,
2008,1.8,10,49.0,24.0,14.7,
2009,1.5,11,46.0,22.0,17.9,
2010,2.1,13,42.0,21.0,19.9,
2011,2.1,13,42.0,20.0,21.7,
2012,2.3,14,42.0,20.0,22.8,
2013,2.3,14,42.0,20.0,22.8,
2014,2.3,14,42.0,20.0,22.8,
2015,2.7,13,43.0,18.0,18.7,
2016,2.3,13,43.0,17.0,16.5,
2017,2.3,13,42.0,17.0,15.5,
2018,3.0,13,40.0,15.0,16.1,
2019,3.9,13,37.0,15.0,14.7,
2020,3.6,14,35.0,15.0,13.2,
2021,3.6,14,35.0,15.0,13.2,
2022,3.6,14,35.0,15.0,13.2,
2023,3.1,17,29.0,12.0,11.6,
2024,2.3,18,28.0,10.0,9.2,
2025,3.1,18,26.0,10.0,14.8,
2026,3.1,18,26.0,10.0,14.8,
2027,3.1,18,26.0,10.0,14.8,
2028,1.7,18,26.0,10.0,12.6,
2029,1.7,18,26.0,10.0,14.0,
2030,1.7,18,26.0,10.0,19.5,
2031,1.0,17,28.0,11.0,17.8,
2032,0.7,16,30.0,12.0,18.7,
2033,0.8,16,29.0,12.0,18.6,
2034,2.2,15,28.0,12.0,20.5,
2035,1.3,14,31.0,14.0,24.1,
2036,0.8,13,31.0,15.0,24.5,
2037,0.8,11,31.0,17.0,22.7,
2038,0.5,10,30.0,17.0,18.8,
2039,0.6,10,25.0,14.0,17.2,
2040,0.8,10,24.0,13.0,13.9,
2041,0.8,10,23.0,12.0,14.7,
2042,0.7,10,22.0,12.0,14.7,
2043,0.5,10,22.0,12.0,12.5,
2044,0.6,11,22.0,13.0,12.6,
2045,0.6,12,23.0,14.0,11.6,
2046,0.6,13,24.0,15.0,8.4,
2047,0.6,16,24.0,14.0,3.3,
2048,0.6,19,20.0,12.0,2.4,
2049,0.6,22,16.0,10.0,2.6,
2050,0.6,26,14.0,7.0,2.9,
2051,0.6,29,12.0,6.0,3.5,
2052,0.6,32,10.0,4.0,4.8,
2053,0.6,35,10.0,4.0,5.1,
2054,0.6,37,10.0,4.0,6.1,
2055,0.6,37,11.0,3.0,5.4,
2056,0.6,36,12.0,2.0,9.9,
2057,0.6,34,12.0,2.0,9.3,
2058,0.6,33,11.0,1.0,10.1,
2059,0.6,31,10.0,1.0,11.8,
2060,0.7,29,10.0,1.0,12.3,
2061,1.1,26,11.0,2.0,12.6,
2062,0.7,23,12.0,3.0,20.5,
2063,1.0,19,13.0,4.0,24.7,
2064,0.7,16,14.0,6.0,24.7,
2065,0.8,13,16.0,7.0,23.8,
2066,1.0,9,18.0,9.0,21.9,
2067,1.0,6,20.0,10.0,20.0,
2068,1.5,5,22.0,10.0,14.9,
2069,1.0,5,24.0,11.0,8.8,
2070,0.5,6,28.0,13.0,10.1,
2071,0.5,7,30.0,14.0,11.4,
2072,0.5,8,30.0,14.0,11.2,
2073,1.3,8,28.0,13.0,21.2,
2074,2.5,9,27.0,13.0,23.2,
2075,4.7,9,30.0,15.0,26.5,
2076,3.3,8,38.0,20.0,24.1,
2077,2.2,8,43.0,22.0,14.9,
2078,1.3,9,42.0,20.0,12.8,
2079,1.1,11,36.0,17.0,8.4,
2080,1.6,12,29.0,12.0,12.5,
2081,2.3,14,22.0,9.0,18.8,
2082,2.2,16,20.0,8.0,22.1,
2083,2.3,17,20.0,8.0,19.2,
2084,2.6,18,19.0,8.0,23.0,
2085,2.7,17,18.0,8.0,29.4,
2086,2.8,16,16.0,8.0,15.6,
2087,2.7,14,17.0,7.0,19.0,
2088,2.3,12,16.0,7.0,16.8,
2089,2.5,11,16.0,7.0,11.7,
2090,2.3,11,16.0,7.0,11.2,
2091,2.2,11,13.0,6.0,9.9,
2092,2.3,11,11.0,6.0,9.5,
2093,2.7,12,10.0,5.0,8.7,
2094,2.5,12,10.0,6.0,7.1,
2095,2.3,14,10.0,6.0,9.5,
2096,2.5,15,10.0,6.0,13.9,
2097,2.5,16,11.0,7.0,14.8,
2098,2.5,17,13.0,9.0,16.0,
2099,2.6,18,16.0,10.0,18.3,
2100,2.3,20,20.0,13.0,11.7,
2101,2.3,21,24.0,14.0,12.1,
2102,2.7,22,26.0,16.0,13.1,
2103,3.0,23,30.0,18.0,17.9,
2104,2.7,23,34.0,19.0,19.4,
2105,3.3,23,37.0,22.0,23.3,
2106,3.3,23,37.0,22.0,23.3,
2107,3.2,23,50.0,32.0,23.3,
2108,2.7,23,55.0,37.0,21.9,
2109,2.3,22,60.0,41.0,20.5,
2110,2.2,21,60.0,41.0,17.8,
2111,2.5,21,59.0,41.0,16.5,
2112,2.0,22,57.0,41.0,9.6,
2113,2.2,23,50.0,36.0,7.4,
2114,2.5,24,44.0,32.0,4.9,
2115,2.5,26,40.0,27.0,7.1,
2116,2.3,27,36.0,24.0,8.5,
2117,3.1,29,32.0,23.0,11.7,
2118,3.0,30,31.0,22.0,11.1,
2119,2.7,31,31.0,24.0,14.7,
2120,2.7,31,32.0,24.0,15.9,
2121,2.8,30,36.0,25.0,21.1,
2122,3.1,29,38.0,26.0,17.6,
2123,3.7,29,40.0,26.0,13.1,
2124,3.9,29,42.0,26.0,13.8,
2125,3.8,30,44.0,27.0,13.9,
2126,3.5,31,44.0,25.0,9.3,
2127,3.1,33,45.0,24.0,9.0,
2128,3.3,35,44.0,23.0,9.5,
2129,3.5,38,46.0,21.0,10.3,
2130,3.5,40,46.0,21.0,14.0,
2131,3.0,40,46.0,20.0,20.3,
2132,3.5,39,46.0,19.0,26.6,
2133,3.3,38,46.0,19.0,24.4,
2134,2.6,36,46.0,19.0,18.1,
2135,2.5,34,44.0,18.0,18.1,
2136,2.6,32,42.0,18.0,15.4,
2137,2.8,31,40.0,16.0,12.3,
2138,2.6,31,38.0,15.0,11.2,
2139,3.6,31,38.0,15.0,13.1,
2140,3.8,32,37.0,15.0,12.3,
2141,3.8,32,37.0,15.0,12.3,
2142,3.8,32,37.0,15.0,12.3,
2143,3.8,32,37.0,15.0,12.3,
2144,3.7,35,33.0,15.0,17.0,
2145,4.1,34,34.0,16.0,19.3,
2146,3.3,33,34.0,15.0,18.6,
2147,4.4,32,35.0,15.0,18.2,
2148,4.4,31,38.0,14.0,15.1,
2149,4.1,32,42.0,13.0,13.2,
2150,3.8,33,46.0,14.0,12.6,
2151,3.0,35,48.0,15.0,7.1,
2152,3.0,37,50.0,15.0,7.7,
2153,3.5,39,54.0,15.0,11.2,
2154,3.5,41,57.0,15.0,11.8,
2155,3.6,42,60.0,16.0,18.4,
2156,3.9,42,60.0,15.0,22.8,
2157,4.1,41,60.0,16.0,19.9,
2158,4.3,39,59.0,17.0,21.5,
2159,4.3,37,58.0,17.0,20.6,
2160,3.7,35,57.0,18.0,16.4,
2161,2.8,35,54.0,17.0,8.1,
2162,3.0,34,52.0,17.0,8.7,
2163,2.8,33,50.0,14.0,10.7,
2164,3.2,34,44.0,13.0,9.4,
2165,2.8,35,42.0,12.0,7.8,
2166,3.0,35,38.0,10.0,6.5,
2167,3.3,36,34.0,9.0,8.2,
2168,3.3,36,33.0,8.0,11.8,
2169,3.6,35,32.0,7.0,13.6,
2170,3.9,35,31.0,7.0,8.7,
2171,4.6,35,32.0,6.0,8.7,
2172,4.8,35,32.0,7.0,8.5,
2173,4.9,35,32.0,8.0,8.5,
2174,5.1,36,34.0,9.0,12.1,
2175,5.7,37,38.0,10.0,10.3,
2176,5.6,38,44.0,12.0,10.4,
2177,5.7,40,54.0,14.0,12.1,
2178,6.1,40,60.0,17.0,17.6,
2179,5.8,40,64.0,19.0,24.9,
2180,5.1,39,68.0,22.0,18.8,
2181,5.2,38,66.0,24.0,17.2,
2182,4.8,37,64.0,26.0,15.9,
2183,6.1,35,63.0,26.0,18.7,
2184,5.2,32,61.0,26.0,20.5,
2185,5.2,29,59.0,25.0,17.9,
2186,4.6,27,56.0,23.0,17.2,
2187,4.2,26,53.0,23.0,16.6,
2188,3.9,26,51.0,23.0,9.9,
2189,3.8,25,48.0,20.0,6.2,
2190,3.9,25,43.0,19.0,3.8,
2191,3.7,26,40.0,16.0,4.8,
2192,3.7,26,34.0,12.0,7.6,
2193,3.9,27,30.0,11.0,10.6,
2194,4.1,27,28.0,9.0,8.3,
2195,3.7,28,30.0,9.0,7.6,
2196,3.7,29,29.0,8.0,8.7,
2197,3.8,29,31.0,8.0,8.7,
2198,3.9,30,32.0,9.0,7.1,
2199,3.3,32,32.0,8.0,7.0,
2200,3.6,34,32.0,8.0,7.1,
2201,3.6,35,33.0,7.0,8.2,
2202,3.7,36,34.0,7.0,11.4,
2203,3.7,36,35.0,7.0,14.2,
2204,3.2,35,36.0,7.0,18.3,
2205,2.8,33,36.0,8.0,17.8,
2206,3.3,30,37.0,9.0,22.0,
2207,3.5,26,34.0,9.0,21.5,
2208,3.8,22,32.0,9.0,19.5,
2209,4.2,18,31.0,8.0,18.9,
2210,3.7,14,29.0,7.0,18.7,
2211,3.6,12,30.0,9.0,13.4,
2212,3.6,12,30.0,9.0,13.4,
2213,3.8,11,32.0,10.0,9.0,
2214,4.1,12,31.0,11.0,9.0,
2215,3.8,13,30.0,12.0,15.8,
2216,4.2,12,28.0,13.0,22.0,
2217,4.2,12,27.0,13.0,21.4,
2218,4.2,12,27.0,13.0,21.4,
2219,4.7,14,34.0,16.0,12.9,
2220,4.7,14,34.0,16.0,12.9,
2221,4.2,20,38.0,17.0,9.8,
2222,4.2,22,38.0,17.0,9.3,
2223,3.8,27,37.0,16.0,7.0,
2224,3.9,33,38.0,15.0,6.1,
2225,3.6,37,38.0,14.0,5.7,
2226,3.6,40,44.0,14.0,7.8,
2227,3.3,41,50.0,15.0,9.8,
2228,3.5,41,53.0,15.0,10.6,
2229,3.5,40,58.0,17.0,9.9,
2230,3.7,38,55.0,16.0,11.7,
2231,3.7,34,51.0,14.0,13.6,
2232,3.7,30,47.0,12.0,17.0,
2233,3.7,26,42.0,10.0,18.9,
2234,3.7,22,40.0,11.0,17.0,
2235,3.6,19,38.0,11.0,13.3,
2236,3.3,16,39.0,12.0,20.6,
2237,3.8,13,41.0,15.0,24.5,
2238,3.7,10,41.0,16.0,20.4,
2239,3.7,9,42.0,16.0,14.5,
2240,3.9,8,41.0,17.0,21.7,
2241,4.7,8,40.0,16.0,23.6,
2242,6.2,8,38.0,15.0,20.0,
2243,6.4,9,40.0,16.0,15.6,
2244,5.4,11,41.0,16.0,11.5,
2245,5.6,15,42.0,16.0,12.0,
2246,5.2,18,45.0,16.0,11.0,
2247,4.3,22,46.0,16.0,7.7,
2248,3.9,26,49.0,15.0,6.1,
2249,3.7,30,50.0,14.0,6.7,
2250,3.3,34,51.0,14.0,7.4,
2251,3.7,35,52.0,14.0,11.1,
2252,4.2,36,54.0,15.0,13.2,
2253,4.6,35,56.0,16.0,14.9,
2254,4.3,34,60.0,16.0,15.1,
2255,4.2,32,62.0,15.0,11.5,
2256,4.1,29,64.0,15.0,9.5,
2257,3.7,27,66.0,15.0,8.4,
2258,3.6,26,64.0,15.0,7.8,
2259,3.5,25,61.0,16.0,12.7,
2260,3.6,23,60.0,19.0,13.6,
2261,3.6,21,62.0,22.0,15.8,
2262,3.6,19,66.0,25.0,19.3,
2263,3.8,18,70.0,29.0,18.1,
2264,4.2,16,71.0,30.0,18.1,
2265,4.3,14,72.0,31.0,19.9,
2266,4.7,12,70.0,30.0,20.0,
2267,5.1,11,69.0,29.0,17.5,
2268,5.4,11,69.0,28.0,17.6,
2269,5.2,12,70.0,29.0,15.4,
2270,4.1,15,73.0,30.0,11.5,
2271,4.2,18,74.0,30.0,10.5,
2272,3.6,20,76.0,31.0,12.8,
2273,4.1,23,74.0,33.0,14.7,
2274,3.8,25,76.0,36.0,16.2,
2275,3.8,26,81.0,40.0,21.5,
2276,3.8,26,81.0,40.0,21.5,
2277,3.8,24,92.0,50.0,30.2,
2278,4.2,21,97.0,53.0,34.6,
2279,4.7,17,100.0,55.0,39.2,
2280,5.2,14,98.0,53.0,40.9,
2281,4.8,10,96.0,52.0,37.2,
2282,4.4,7,92.0,50.0,39.7,
2283,4.4,4,88.0,48.0,39.2,
2284,4.8,2,82.0,46.0,31.6,
2285,3.9,4,79.0,44.0,13.4,
2286,4.2,4,78.0,44.0,20.1,
2287,3.9,4,77.0,43.0,22.0,
2288,3.9,4,74.0,40.0,22.5,
2289,4.2,5,69.0,37.0,23.1,
2290,5.3,5,69.0,36.0,22.8,
2291,6.2,6,74.0,40.0,24.2,
2292,5.4,8,82.0,46.0,21.5,
2293,5.6,9,88.0,50.0,19.0,
2294,4.9,11,91.0,51.0,19.3,
2295,4.4,16,88.0,49.0,14.2,
2296,4.4,22,84.0,46.0,14.2,
2297,2.5,29,82.0,47.0,15.1,
2298,2.5,35,86.0,48.0,15.8,
2299,2.8,40,92.0,49.0,19.2,
2300,2.5,44,102.0,52.0,18.8,
2301,2.6,45,112.0,52.0,19.4,
2302,2.7,46,116.0,51.0,18.9,
2303,2.5,45,116.0,49.0,17.6,
2304,2.6,42,117.0,47.0,17.7,
2305,2.6,37,116.0,44.0,15.4,
