,SO2,CO,PM10,PM25,NO2,pr
1794,4.2,0.62,98.0,38.0,51.2,
1795,3.1,0.65,104.0,39.0,46.9,
1796,4.6,0.69,110.0,40.0,44.0,
1797,5.5,0.75,114.0,41.0,38.8,
1798,5.9,0.8,114.0,42.0,35.6,
1799,6.4,0.86,112.0,41.0,33.3,
1800,5.3,0.91,108.0,43.0,29.1,
1801,3.9,0.92,106.0,44.0,26.7,
1802,3.9,0.9,105.0,45.0,28.2,
1803,4.7,0.92,106.0,49.0,31.0,
1804,4.6,0.93,111.0,51.0,29.4,
1805,4.4,0.95,114.0,54.0,27.9,
1806,5.5,0.99,117.0,56.0,26.0,
1807,7.5,1.13,118.0,57.0,31.4,
1808,7.3,1.28,120.0,59.0,39.1,
1809,6.4,1.35,122.0,60.0,45.7,
1810,5.3,1.32,125.0,62.0,30.8,
1811,3.9,1.23,125.0,61.0,20.1,
1812,4.5,1.17,120.0,57.0,27.0,
1813,14.3,1.14,116.0,53.0,41.8,
1814,7.7,1.08,118.0,54.0,31.3,
1815,5.1,0.89,122.0,55.0,32.6,
1816,5.8,0.7,124.0,53.0,33.1,
1817,6.3,0.72,126.0,52.0,48.1,
1818,4.2,0.75,124.0,52.0,45.4,
1819,3.7,0.81,122.0,50.0,44.4,
1820,9.2,0.83,120.0,50.0,39.0,
1821,7.7,0.81,120.0,50.0,33.0,
1822,5.1,0.82,120.0,50.0,26.7,
1823,3.9,0.84,121.0,53.0,22.6,
1824,3.4,0.84,122.0,57.0,15.8,
1825,4.3,0.69,120.0,56.0,18.6,
1826,3.3,0.63,112.0,51.0,16.2,
1827,2.5,0.56,105.0,47.0,11.2,
1828,2.4,0.51,100.0,44.0,11.6,
1829,2.1,0.44,98.0,42.0,11.4,
1830,2.6,0.4,94.0,39.0,12.4,
1831,3.3,0.37,89.0,37.0,17.3,
1832,3.7,0.37,88.0,36.0,21.5,
1833,3.0,0.38,86.0,35.0,18.3,
1834,2.9,0.37,84.0,33.0,16.5,
1835,2.9,0.37,82.0,30.0,14.8,
1836,2.5,0.37,76.0,27.0,11.8,
1837,2.0,0.37,71.0,25.0,11.9,
1838,1.6,0.37,67.0,24.0,11.8,
1839,2.0,0.36,64.0,25.0,12.7,
1840,2.1,0.34,61.0,23.0,17.9,
1841,2.3,0.35,58.0,21.0,22.6,
1842,2.5,0.36,61.0,20.0,23.7,
1843,2.6,0.38,64.0,19.0,25.3,
1844,3.4,0.4,64.0,19.0,26.0,
1845,3.7,0.43,62.0,20.0,25.8,
1846,3.7,0.43,62.0,20.0,25.8,
1847,3.7,0.43,62.0,20.0,25.8,
1848,3.7,0.43,62.0,20.0,25.8,
1849,3.7,0.43,62.0,20.0,25.8,
1850,3.7,0.43,62.0,20.0,25.8,
1851,3.7,0.43,62.0,20.0,25.8,
1852,3.7,0.43,62.0,20.0,25.8,
1853,3.0,0.58,56.0,22.0,19.5,
1854,3.9,0.59,54.0,23.0,21.2,
1855,4.0,0.63,54.0,24.0,22.4,
1856,4.4,0.68,57.0,27.0,27.4,
1857,3.9,0.72,62.0,31.0,30.9,
1858,2.7,0.71,68.0,32.0,18.9,
1859,2.4,0.69,74.0,31.0,16.7,
1860,3.7,0.67,76.0,29.0,16.1,
1861,6.4,0.65,77.0,26.0,16.2,
1862,2.3,0.59,77.0,23.0,9.9,
1863,3.0,0.53,76.0,23.0,9.8,
1864,2.8,0.48,75.0,22.0,13.4,
1865,3.2,0.42,74.0,22.0,21.5,
1866,3.1,0.44,71.0,21.0,34.2,
1867,2.9,0.44,70.0,22.0,27.7,
1868,3.1,0.44,71.0,23.0,19.9,
1869,3.3,0.44,70.0,22.0,15.2,
1870,3.3,0.45,66.0,22.0,15.5,
1871,3.5,0.45,62.0,21.0,12.2,
1872,3.3,0.46,58.0,20.0,9.5,
1873,2.6,0.45,56.0,19.0,14.3,
1874,2.3,0.42,53.0,18.0,7.1,
1875,2.3,0.39,49.0,17.0,4.2,
1876,1.8,0.37,45.0,14.0,3.3,
1877,2.0,0.36,42.0,13.0,3.6,
1878,3.4,0.35,40.0,12.0,6.9,
1879,3.3,0.36,38.0,12.0,14.1,
1880,3.1,0.36,36.0,12.0,10.3,
1881,2.8,0.35,35.0,11.0,10.0,
1882,2.8,0.37,34.0,10.0,9.6,
1883,3.0,0.41,37.0,9.0,8.9,
1884,3.7,0.47,42.0,11.0,10.3,
1885,3.9,0.55,54.0,19.0,12.2,
1886,3.7,0.62,70.0,28.0,12.5,
1887,4.1,0.68,84.0,38.0,14.7,
1888,3.5,0.75,93.0,46.0,13.8,
1889,3.1,0.82,96.0,50.0,14.9,
1890,2.9,0.87,94.0,51.0,15.1,
1891,3.0,0.9,92.0,48.0,12.7,
1892,3.0,0.88,88.0,45.0,11.7,
1893,3.1,0.84,82.0,42.0,10.3,
1894,3.5,0.8,78.0,40.0,9.8,
1895,3.9,0.74,74.0,38.0,9.5,
1896,3.4,0.68,72.0,36.0,7.9,
1897,3.0,0.63,69.0,34.0,8.9,
1898,3.0,0.57,64.0,31.0,8.2,
1899,2.8,0.53,60.0,28.0,7.1,
1900,2.8,0.5,56.0,24.0,8.7,
1901,2.7,0.48,52.0,20.0,12.4,
1902,3.3,0.46,50.0,18.0,12.6,
1903,3.6,0.48,49.0,18.0,19.8,
1904,3.6,0.48,48.0,19.0,16.3,
1905,3.6,0.48,48.0,19.0,16.3,
1906,3.2,0.48,50.0,20.0,11.9,
1907,2.6,0.48,50.0,19.0,10.3,
1908,2.7,0.48,50.0,18.0,7.1,
1909,3.0,0.47,48.0,18.0,9.3,
1910,3.1,0.48,49.0,18.0,10.5,
1911,4.2,0.46,52.0,19.0,11.4,
1912,3.1,0.44,58.0,21.0,11.3,
1913,2.7,0.44,64.0,23.0,13.5,
1914,2.7,0.45,68.0,24.0,13.6,
1915,2.6,0.46,70.0,26.0,15.0,
1916,2.7,0.49,68.0,26.0,19.2,
1917,2.8,0.52,67.0,25.0,22.0,
1918,3.3,0.57,65.0,25.0,26.1,
1919,3.0,0.62,64.0,25.0,24.5,
1920,3.1,0.66,66.0,26.0,21.8,
1921,2.9,0.69,66.0,27.0,20.9,
1922,2.6,0.72,66.0,27.0,20.1,
1923,2.6,0.74,66.0,27.0,18.7,
1924,2.7,0.74,64.0,26.0,16.4,
1925,2.7,0.73,62.0,25.0,13.9,
1926,3.6,0.72,59.0,25.0,13.8,
1927,4.6,0.75,58.0,26.0,17.3,
1928,8.8,0.87,60.0,28.0,28.2,
1929,6.7,0.96,66.0,31.0,38.6,
1930,6.4,1.05,74.0,33.0,47.6,
1931,6.8,1.11,86.0,37.0,51.9,
1932,4.6,1.09,96.0,38.0,26.2,
1933,3.9,1.06,98.0,35.0,15.9,
1934,3.1,1.02,92.0,31.0,14.8,
1935,3.1,1.02,92.0,31.0,14.8,
1936,3.9,0.78,74.0,21.0,23.2,
1937,3.2,0.67,73.0,21.0,24.2,
1938,3.9,0.58,79.0,23.0,36.9,
1939,3.6,0.54,86.0,24.0,37.7,
1940,3.8,0.58,92.0,26.0,35.6,
1941,4.0,0.63,96.0,27.0,30.2,
1942,4.7,0.67,94.0,29.0,28.4,
1943,4.6,0.7,92.0,30.0,28.2,
1944,4.4,0.74,90.0,30.0,24.7,
1945,3.6,0.76,89.0,30.0,20.4,
1946,3.5,0.76,91.0,31.0,20.3,
1947,3.0,0.74,92.0,32.0,16.1,
1948,3.2,0.71,90.0,32.0,15.1,
1949,4.0,0.7,90.0,32.0,15.1,
1950,4.5,0.69,86.0,32.0,15.7,
1951,3.6,0.72,84.0,32.0,17.2,
1952,4.0,0.73,83.0,33.0,22.4,
1953,4.2,0.71,82.0,36.0,18.5,
1954,3.2,0.67,84.0,38.0,15.3,
1955,3.5,0.64,88.0,39.0,14.7,
1956,4.5,0.62,90.0,41.0,11.7,
1957,4.6,0.63,93.0,39.0,13.2,
1958,6.1,0.61,94.0,40.0,20.4,
1959,8.3,0.58,98.0,43.0,29.9,
1960,6.1,0.57,106.0,48.0,31.5,
1961,5.0,0.6,115.0,53.0,35.1,
1962,5.2,0.67,122.0,56.0,46.4,
1963,5.7,0.73,129.0,58.0,47.9,
1964,6.0,0.79,134.0,60.0,46.4,
1965,6.6,0.82,135.0,60.0,42.0,
1966,5.4,0.85,134.0,61.0,35.9,
1967,6.7,0.86,130.0,59.0,30.3,
1968,6.4,0.88,124.0,58.0,29.3,
1969,6.2,0.88,118.0,57.0,27.9,
1970,8.3,0.88,116.0,58.0,26.3,
1971,6.1,0.87,120.0,62.0,25.3,
1972,5.4,0.85,124.0,65.0,24.2,
1973,4.6,0.83,130.0,69.0,23.9,
1974,5.4,0.85,135.0,72.0,24.6,
1975,7.4,0.96,138.0,75.0,25.0,
1976,8.7,1.02,143.0,80.0,30.0,
1977,7.3,1.1,148.0,86.0,40.7,
1978,5.4,1.07,156.0,91.0,26.5,
1979,5.9,1.03,162.0,91.0,24.3,
1980,4.0,0.99,162.0,85.0,22.1,
1981,3.2,0.94,157.0,74.0,19.1,
1982,3.2,0.94,157.0,74.0,19.1,
1983,3.6,0.71,131.0,51.0,25.4,
1984,3.6,0.62,125.0,46.0,25.4,
1985,3.3,0.52,108.0,43.0,43.0,
1986,1.5,0.49,96.0,42.0,29.8,
1987,1.7,0.49,87.0,37.0,25.9,
1988,1.5,0.48,82.0,33.0,28.3,
1989,1.8,0.48,77.0,27.0,22.2,
1990,1.9,0.49,68.0,22.0,21.0,
1991,1.9,0.49,60.0,22.0,24.1,
1992,2.3,0.48,52.0,20.0,24.0,
1993,1.3,0.43,45.0,19.0,15.5,
1994,0.8,0.41,42.0,21.0,12.6,
1995,1.3,0.39,40.0,20.0,15.1,
1996,1.2,0.37,42.0,20.0,13.9,
1997,1.5,0.36,42.0,20.0,16.5,
1998,1.6,0.36,40.0,20.0,19.4,
1999,2.8,0.38,38.0,21.0,19.9,
2000,2.8,0.38,36.0,20.0,13.5,
2001,3.0,0.46,34.0,19.0,28.2,
2002,2.5,0.51,36.0,20.0,27.6,
2003,2.1,0.52,38.0,18.0,23.2,
2004,1.9,0.54,40.0,19.0,21.5,
2005,1.6,0.55,40.0,18.0,20.9,
2006,1.7,0.55,40.0,16.0,21.9,
2007,1.5,0.52,40.0,17.0,22.9,
2008,1.4,0.5,40.0,16.0,24.7,
2009,2.0,0.46,40.0,14.0,29.9,
2010,1.7,0.44,42.0,14.0,28.5,
2011,1.7,0.44,42.0,14.0,28.5,
2012,1.7,0.44,42.0,14.0,28.5,
2013,1.9,0.45,44.0,13.0,24.0,
2014,2.6,0.45,42.0,13.0,21.4,
2015,2.3,0.45,40.0,12.0,18.1,
2016,2.1,0.44,38.0,12.0,15.7,
2017,1.8,0.41,35.0,11.0,13.5,
2018,1.6,0.39,33.0,10.0,13.3,
2019,1.6,0.39,33.0,10.0,13.3,
2020,1.6,0.37,29.0,9.0,13.2,
2021,1.7,0.36,28.0,8.0,13.8,
2022,1.7,0.35,27.0,8.0,11.1,
2023,2.5,0.36,25.0,7.0,19.8,
2024,2.5,0.36,25.0,7.0,19.8,
2025,2.5,0.36,25.0,7.0,19.8,
2026,2.8,0.41,27.0,6.0,25.6,
2027,2.6,0.43,32.0,8.0,24.7,
2028,2.4,0.45,37.0,10.0,26.8,
2029,2.4,0.45,37.0,10.0,26.8,
2030,2.4,0.45,37.0,10.0,26.8,
2031,1.6,0.49,40.0,17.0,30.4,
2032,1.9,0.5,37.0,18.0,33.5,
2033,1.9,0.52,36.0,19.0,30.4,
2034,1.5,0.55,36.0,20.0,28.8,
2035,1.3,0.56,34.0,18.0,26.8,
2036,1.2,0.57,34.0,15.0,26.2,
2037,1.3,0.57,32.0,13.0,24.6,
2038,1.9,0.56,27.0,11.0,19.3,
2039,1.9,0.55,24.0,8.0,19.8,
2040,1.8,0.53,20.0,8.0,23.0,
2041,1.0,0.51,18.0,7.0,22.9,
2042,1.2,0.48,20.0,7.0,22.6,
2043,1.2,0.46,21.0,8.0,19.7,
2044,1.2,0.46,21.0,8.0,19.7,
2045,1.0,0.44,20.0,7.0,10.9,
2046,1.2,0.43,18.0,5.0,6.5,
2047,1.2,0.41,14.0,3.0,4.8,
2048,1.5,0.38,12.0,3.0,10.6,
2049,1.5,0.37,12.0,2.0,15.4,
2050,1.2,0.35,12.0,3.0,13.1,
2051,1.2,0.35,12.0,3.0,13.1,
2052,1.4,0.34,13.0,3.0,15.6,
2053,1.7,0.34,14.0,3.0,17.7,
2054,1.8,0.34,14.0,2.0,18.4,
2055,1.9,0.35,14.0,2.0,19.3,
2056,2.1,0.37,14.0,2.0,20.4,
2057,1.8,0.38,13.0,2.0,19.9,
2058,1.7,0.41,12.0,2.0,26.3,
2059,1.7,0.43,14.0,2.0,26.7,
2060,1.8,0.45,16.0,1.0,26.0,
2061,2.4,0.49,19.0,2.0,25.5,
2062,3.0,0.54,22.0,3.0,24.1,
2063,2.8,0.58,24.0,5.0,22.1,
2064,2.5,0.62,24.0,5.0,17.5,
2065,2.1,0.65,23.0,4.0,14.9,
2066,1.3,0.64,22.0,6.0,12.3,
2067,1.3,0.63,22.0,6.0,19.8,
2068,1.0,0.6,24.0,10.0,10.9,
2069,1.3,0.55,30.0,13.0,12.3,
2070,2.1,0.51,34.0,14.0,18.3,
2071,2.7,0.53,38.0,17.0,20.7,
2072,2.8,0.59,41.0,19.0,19.9,
2073,5.1,0.63,42.0,22.0,27.8,
2074,5.4,0.76,42.0,26.0,32.8,
2075,5.4,0.87,42.0,29.0,30.8,
2076,1.6,0.83,63.0,30.0,17.9,
2077,2.1,0.8,61.0,26.0,21.4,
2078,2.3,0.77,54.0,21.0,26.9,
2079,2.3,0.66,44.0,18.0,26.2,
2080,2.3,0.53,34.0,12.0,27.2,
2081,2.3,0.52,29.0,11.0,30.9,
2082,1.8,0.37,28.0,11.0,28.2,
2083,2.1,0.24,28.0,9.0,26.8,
2084,1.9,0.25,26.0,7.0,23.6,
2085,1.9,0.28,28.0,6.0,28.4,
2086,2.3,0.29,26.0,4.0,28.1,
2087,1.9,0.33,24.0,3.0,19.0,
2088,1.9,0.35,22.0,2.0,14.7,
2089,1.5,0.34,19.0,3.0,17.0,
2090,1.2,0.35,18.0,3.0,14.2,
2091,1.5,0.36,18.0,2.0,8.4,
2092,1.3,0.38,18.0,1.0,8.1,
2093,1.7,0.38,18.0,1.0,8.6,
2094,2.1,0.39,18.0,1.0,8.6,
2095,2.3,0.39,18.0,1.0,17.7,
2096,2.5,0.42,18.0,3.0,25.9,
2097,2.1,0.43,18.0,4.0,23.2,
2098,2.1,0.43,18.0,4.0,23.2,
2099,1.9,0.42,24.0,7.0,20.5,
2100,2.1,0.41,28.0,8.0,19.5,
2101,2.1,0.4,30.0,9.0,18.6,
2102,2.5,0.39,32.0,11.0,20.8,
2103,2.9,0.38,36.0,13.0,20.1,
2104,2.9,0.38,36.0,13.0,20.1,
2105,2.5,0.35,47.0,21.0,0.1,
2106,2.5,0.38,52.0,24.0,0.5,
2107,2.4,0.39,56.0,26.0,0.5,
2108,2.0,0.38,58.0,27.0,0.5,
2109,2.3,0.38,58.0,25.0,0.5,
2110,2.4,0.37,54.0,24.0,0.5,
2111,2.1,0.34,51.0,22.0,0.6,
2112,2.1,0.31,46.0,19.0,0.6,
2113,2.0,0.26,42.0,17.0,0.5,
2114,1.9,0.21,38.0,14.0,0.5,
2115,1.6,0.17,36.0,12.0,0.5,
2116,1.5,0.14,34.0,10.0,0.5,
2117,2.1,0.11,30.0,10.0,0.5,
2118,2.5,0.11,28.0,9.0,0.5,
2119,2.6,0.12,26.0,10.0,0.6,
2120,3.0,0.14,26.0,11.0,0.6,
2121,1.8,0.15,28.0,12.0,0.5,
2122,1.8,0.16,26.0,14.0,1.1,
2123,2.3,0.21,32.0,15.0,15.7,
2124,2.4,0.28,36.0,15.0,13.4,
2125,2.5,0.36,38.0,15.0,14.4,
2126,3.1,0.37,43.0,15.0,15.4,
2127,2.9,0.38,45.0,16.0,16.0,
2128,3.0,0.37,46.0,16.0,19.8,
2129,2.8,0.39,48.0,16.0,27.6,
2130,2.8,0.4,50.0,17.0,25.6,
2131,2.4,0.38,50.0,16.0,26.5,
2132,2.2,0.33,49.0,15.0,17.4,
2133,2.3,0.27,48.0,15.0,0.5,
2134,2.2,0.26,46.0,15.0,0.5,
2135,2.2,0.24,41.0,14.0,0.5,
2136,2.2,0.23,38.0,13.0,0.5,
2137,1.7,0.2,36.0,11.0,0.5,
2138,1.7,0.18,33.0,10.0,0.5,
2139,1.5,0.15,32.0,11.0,0.5,
2140,1.4,0.13,32.0,10.0,0.5,
2141,1.4,0.13,32.0,10.0,0.5,
2142,2.0,0.1,32.0,11.0,0.5,
2143,2.3,0.12,32.0,10.0,0.5,
2144,2.2,0.15,32.0,11.0,0.5,
2145,2.3,0.17,32.0,11.0,4.9,
2146,2.6,0.18,35.0,12.0,15.5,
2147,1.9,0.18,39.0,13.0,14.4,
2148,2.2,0.18,42.0,13.0,12.3,
2149,2.1,0.19,43.0,13.0,13.3,
2150,2.6,0.19,44.0,13.0,16.0,
2151,2.7,0.17,44.0,14.0,17.0,
2152,2.7,0.16,46.0,15.0,20.2,
2153,2.3,0.15,52.0,17.0,22.6,
2154,2.4,0.16,57.0,17.0,23.0,
2155,2.0,0.16,59.0,18.0,16.9,
2156,1.8,0.16,60.0,19.0,15.3,
2157,2.6,0.17,60.0,18.0,16.1,
2158,3.0,0.17,58.0,18.0,11.0,
2159,2.6,0.16,55.0,18.0,9.0,
2160,2.6,0.16,55.0,18.0,9.0,
2161,2.6,0.16,55.0,18.0,9.0,
2162,2.6,0.16,55.0,18.0,9.0,
2163,1.5,0.12,44.0,13.0,4.7,
2164,1.6,0.11,42.0,12.0,5.1,
2165,1.7,0.1,40.0,11.0,7.1,
2166,1.8,0.1,39.0,11.0,10.7,
2167,2.1,0.11,36.0,10.0,15.2,
2168,1.5,0.11,34.0,10.0,14.3,
2169,2.0,0.12,34.0,10.0,17.8,
2170,1.6,0.12,36.0,9.0,12.7,
2171,1.9,0.12,38.0,9.0,12.5,
2172,1.7,0.13,39.0,8.0,11.7,
2173,2.1,0.13,40.0,8.0,12.9,
2174,2.4,0.14,41.0,9.0,14.2,
2175,2.2,0.14,44.0,11.0,17.6,
2176,2.1,0.14,48.0,12.0,19.8,
2177,2.2,0.15,55.0,14.0,26.3,
2178,2.1,0.18,61.0,17.0,22.7,
2179,2.3,0.19,64.0,18.0,21.0,
2180,2.2,0.21,65.0,20.0,17.0,
2181,2.3,0.22,63.0,21.0,16.1,
2182,2.1,0.23,59.0,20.0,16.1,
2183,1.9,0.23,56.0,20.0,13.8,
2184,1.4,0.22,54.0,19.0,12.3,
2185,1.4,0.23,53.0,19.0,19.3,
2186,1.6,0.23,54.0,23.0,20.1,
2187,1.2,0.23,57.0,24.0,19.7,
2188,1.4,0.23,57.0,26.0,20.2,
2189,1.5,0.24,57.0,26.0,18.8,
2190,2.2,0.25,54.0,24.0,19.4,
2191,2.5,0.29,51.0,24.0,19.2,
2192,3.0,0.33,52.0,24.0,21.2,
2193,2.6,0.34,53.0,26.0,25.8,
2194,1.9,0.34,54.0,27.0,27.9,
2195,1.5,0.33,55.0,27.0,20.4,
2196,1.0,0.31,54.0,24.0,12.1,
2197,1.2,0.3,50.0,21.0,10.1,
2198,1.1,0.27,46.0,18.0,10.9,
2199,1.3,0.23,43.0,16.0,12.6,
2200,1.8,0.19,42.0,14.0,16.3,
2201,1.0,0.16,42.0,14.0,19.9,
2202,2.1,0.17,43.0,13.0,28.1,
2203,1.3,0.18,42.0,12.0,24.1,
2204,1.2,0.21,42.0,12.0,32.9,
2205,2.8,0.25,41.0,11.0,29.9,
2206,2.6,0.29,42.0,13.0,28.8,
2207,1.9,0.33,43.0,15.0,26.2,
2208,1.6,0.35,44.0,17.0,23.2,
2209,1.0,0.37,46.0,18.0,21.7,
2210,1.0,0.37,46.0,18.0,21.7,
2211,0.9,0.39,44.0,17.0,17.4,
2212,1.0,0.37,42.0,17.0,16.9,
2213,1.4,0.36,43.0,18.0,15.0,
2214,1.1,0.33,43.0,20.0,15.9,
2215,1.5,0.33,43.0,21.0,17.0,
2216,2.0,0.33,43.0,23.0,18.5,
2217,2.0,0.31,44.0,24.0,17.2,
2218,2.0,0.31,44.0,24.0,17.2,
2219,1.3,0.3,45.0,24.0,24.0,
2220,1.7,0.29,46.0,24.0,17.1,
2221,2.3,0.28,46.0,23.0,14.3,
2222,1.5,0.26,48.0,22.0,10.8,
2223,1.5,0.22,48.0,21.0,10.1,
2224,1.5,0.22,48.0,21.0,10.1,
2225,0.9,0.19,44.0,17.0,12.4,
2226,0.8,0.17,42.0,16.0,14.2,
2227,0.8,0.15,42.0,14.0,16.9,
2228,0.8,0.15,42.0,12.0,20.0,
2229,1.6,0.2,40.0,12.0,27.6,
2230,1.4,0.26,40.0,13.0,25.4,
2231,1.3,0.29,40.0,14.0,22.7,
2232,1.2,0.31,41.0,14.0,18.5,
2233,0.6,0.32,42.0,15.0,17.3,
2234,0.4,0.33,41.0,14.0,16.8,
2235,0.8,0.32,41.0,14.0,13.6,
2236,0.8,0.32,40.0,15.0,12.9,
2237,1.4,0.28,38.0,16.0,14.2,
2238,1.6,0.24,38.0,17.0,16.4,
2239,1.9,0.27,38.0,18.0,19.9,
2240,2.6,0.29,40.0,19.0,21.6,
2241,3.2,0.33,45.0,20.0,30.9,
2242,2.8,0.41,48.0,19.0,43.9,
2243,2.3,0.4,52.0,20.0,20.6,
2244,2.0,0.39,54.0,19.0,20.1,
2245,2.5,0.39,54.0,18.0,20.4,
2246,2.4,0.38,52.0,17.0,19.4,
2247,2.4,0.32,52.0,17.0,19.6,
2248,2.1,0.29,53.0,18.0,19.3,
2249,1.3,0.25,56.0,18.0,19.1,
2250,1.3,0.17,60.0,18.0,25.0,
2251,1.9,0.21,62.0,16.0,29.3,
2252,1.8,0.23,64.0,17.0,23.8,
2253,2.1,0.24,63.0,17.0,21.1,
2254,1.8,0.25,62.0,19.0,22.5,
2255,1.6,0.27,61.0,21.0,22.6,
2256,1.6,0.3,62.0,26.0,21.1,
2257,0.8,0.3,66.0,29.0,17.5,
2258,1.4,0.3,68.0,31.0,15.1,
2259,0.8,0.27,70.0,34.0,16.1,
2260,1.0,0.27,69.0,32.0,15.1,
2261,1.6,0.28,68.0,33.0,19.3,
2262,1.6,0.28,67.0,34.0,19.0,
2263,2.2,0.31,65.0,34.0,21.7,
2264,3.3,0.35,64.0,34.0,26.7,
2265,3.8,0.45,64.0,33.0,35.8,
2266,2.5,0.56,67.0,33.0,45.8,
2267,3.1,0.6,72.0,34.0,46.2,
2268,3.1,0.6,72.0,34.0,46.2,
2269,3.1,0.6,72.0,34.0,46.2,
2270,4.1,0.57,78.0,30.0,34.0,
2271,4.9,0.53,76.0,28.0,40.4,
2272,4.7,0.48,76.0,28.0,42.6,
2273,3.2,0.42,76.0,29.0,43.3,
2274,3.5,0.35,81.0,31.0,45.8,
2275,3.7,0.38,86.0,34.0,42.6,
2276,4.1,0.47,88.0,35.0,40.3,
2277,3.9,0.58,90.0,36.0,39.0,
2278,4.2,0.65,90.0,36.0,34.1,
2279,3.4,0.67,88.0,34.0,30.2,
2280,2.1,0.68,85.0,31.0,24.9,
2281,1.8,0.66,80.0,28.0,27.0,
2282,2.1,0.63,74.0,26.0,24.9,
2283,1.8,0.56,68.0,25.0,23.8,
2284,2.0,0.48,64.0,25.0,23.3,
2285,3.3,0.39,62.0,25.0,23.1,
2286,3.8,0.35,58.0,25.0,23.6,
2287,3.8,0.42,58.0,25.0,24.3,
2288,6.0,0.57,59.0,24.0,31.6,
2289,4.3,0.61,61.0,26.0,32.9,
2290,4.4,0.68,64.0,26.0,34.8,
2291,2.7,0.73,66.0,26.0,24.4,
2292,2.6,0.9,64.0,25.0,20.2,
2293,3.0,0.89,60.0,22.0,30.9,
2294,3.1,0.86,56.0,22.0,29.7,
2295,2.4,0.77,57.0,23.0,30.3,
2296,2.8,0.63,61.0,26.0,32.1,
2297,4.6,0.6,70.0,31.0,35.4,
2298,3.4,0.58,82.0,35.0,42.4,
2299,2.8,0.58,90.0,38.0,41.5,
2300,2.0,0.45,95.0,41.0,33.3,
2301,1.9,0.47,97.0,42.0,26.8,
2302,2.5,0.49,95.0,42.0,26.6,
2303,2.3,0.51,92.0,42.0,28.3,
2304,2.5,0.52,92.0,40.0,30.9,
2305,2.5,0.52,92.0,40.0,30.9,
2306,2.5,0.52,92.0,40.0,30.9,
2307,2.5,0.52,92.0,40.0,30.9,
2308,1.7,0.37,90.0,37.0,25.4,
2309,1.8,0.35,87.0,35.0,24.4,
2310,2.3,0.34,84.0,34.0,24.5,
2311,3.1,0.36,80.0,34.0,25.8,
2312,3.2,0.36,78.0,33.0,25.3,
2313,1.6,0.35,74.0,33.0,25.4,
2314,1.8,0.37,72.0,32.0,28.8,
2315,1.7,0.37,71.0,31.0,25.7,
2316,2.1,0.37,71.0,31.0,31.5,
2317,1.5,0.37,71.0,31.0,28.3,
2318,1.5,0.38,71.0,30.0,28.3,
2319,2.4,0.33,72.0,33.0,28.6,
2320,2.5,0.3,74.0,33.0,31.5,
2321,2.8,0.31,78.0,33.0,34.4,
2322,2.7,0.3,80.0,32.0,32.3,
2323,2.7,0.3,82.0,31.0,27.8,
2324,2.3,0.3,82.0,31.0,25.1,
2325,2.1,0.32,80.0,30.0,29.2,
2326,2.3,0.32,78.0,30.0,26.5,
2327,2.5,0.33,78.0,31.0,25.1,
2328,2.1,0.33,82.0,32.0,18.9,
2329,1.6,0.3,80.0,34.0,17.5,
2330,1.7,0.28,78.0,37.0,15.9,
2331,1.6,0.25,74.0,37.0,13.0,
2332,1.5,0.24,68.0,34.0,12.1,
2333,1.5,0.21,61.0,30.0,12.4,
2334,1.8,0.19,54.0,25.0,15.0,
2335,2.0,0.2,46.0,22.0,22.8,
2336,2.0,0.2,42.0,20.0,21.3,
2337,2.1,0.21,40.0,18.0,24.3,
2338,2.6,0.22,40.0,17.0,26.4,
2339,2.8,0.24,41.0,16.0,26.1,
2340,2.5,0.26,40.0,14.0,23.9,
2341,2.0,0.28,40.0,14.0,23.9,
2342,2.0,0.29,38.0,13.0,26.4,
2343,2.4,0.28,38.0,12.0,30.0,
2344,2.2,0.27,39.0,13.0,29.5,
2345,3.9,0.28,40.0,14.0,26.2,
2346,3.1,0.3,42.0,13.0,28.9,
2347,3.3,0.35,41.0,11.0,36.0,
2348,3.4,0.38,40.0,12.0,35.9,
2349,2.9,0.39,44.0,14.0,29.7,
2350,2.9,0.39,47.0,16.0,27.8,
2351,3.0,0.4,51.0,19.0,25.9,
2352,2.8,0.41,53.0,23.0,27.2,
2353,2.6,0.41,52.0,26.0,24.4,
2354,2.7,0.38,52.0,28.0,21.8,
2355,2.4,0.31,52.0,29.0,13.1,
2356,2.3,0.28,52.0,28.0,12.7,
2357,2.6,0.27,54.0,30.0,15.1,
2358,2.5,0.27,54.0,31.0,21.6,
2359,2.3,0.28,56.0,32.0,23.0,
2360,2.8,0.31,58.0,33.0,25.3,
2361,2.5,0.33,60.0,33.0,26.4,
2362,2.5,0.34,64.0,34.0,26.2,
2363,2.6,0.37,68.0,36.0,24.3,
2364,2.7,0.38,70.0,38.0,21.2,
2365,2.6,0.38,72.0,40.0,17.8,
2366,2.8,0.39,74.0,39.0,20.3,
2367,2.9,0.38,76.0,39.0,21.3,
2368,3.1,0.36,78.0,38.0,25.0,
2369,3.4,0.35,82.0,36.0,26.7,
2370,3.1,0.37,86.0,38.0,25.3,
2371,3.0,0.39,88.0,39.0,24.5,
2372,2.9,0.41,92.0,42.0,21.3,
2373,3.0,0.42,95.0,46.0,19.3,
2374,2.6,0.43,95.0,48.0,18.8,
2375,2.5,0.44,93.0,49.0,20.5,
