,SO2,CO,PM10,PM25,NO2,pr
3331,3.5,0.64,94.0,43.0,23.0,
3332,3.6,0.65,100.0,48.0,17.8,
3333,3.4,0.65,104.0,51.0,16.4,
3334,4.3,0.63,107.0,54.0,22.5,
3335,5.0,0.64,106.0,55.0,30.1,
3336,4.9,0.67,102.0,53.0,30.9,
3337,6.1,0.71,102.0,53.0,35.9,
3338,5.2,0.76,104.0,55.0,45.0,
3339,4.4,0.77,110.0,60.0,44.4,
3340,3.4,0.8,120.0,64.0,27.7,
3341,3.5,0.79,126.0,63.0,29.6,
3342,4.0,0.77,126.0,61.0,27.3,
3343,7.2,0.74,121.0,57.0,28.6,
3344,5.3,0.66,113.0,52.0,27.4,
3345,6.5,0.58,106.0,49.0,35.5,
3346,3.7,0.49,104.0,48.0,29.5,
3347,3.0,0.46,105.0,47.0,26.9,
3348,3.6,0.54,108.0,47.0,48.5,
3349,3.2,0.65,112.0,50.0,51.6,
3350,5.4,0.75,114.0,53.0,46.7,
3351,4.6,0.83,120.0,61.0,43.6,
3352,4.4,0.91,126.0,67.0,42.1,
3353,4.5,0.97,133.0,73.0,35.5,
3354,3.9,1.0,139.0,78.0,31.5,
3355,3.5,1.02,142.0,79.0,32.1,
3356,3.4,0.92,144.0,82.0,29.2,
3357,3.5,0.83,145.0,82.0,27.2,
3358,3.9,0.76,146.0,83.0,28.6,
3359,4.3,0.72,146.0,85.0,28.3,
3360,4.3,0.69,145.0,87.0,26.9,
3361,5.1,0.65,144.0,86.0,24.8,
3362,3.3,0.59,141.0,83.0,18.7,
3363,5.1,0.58,132.0,72.0,33.8,
3364,6.1,0.55,126.0,70.0,25.5,
3365,4.3,0.52,124.0,69.0,14.5,
3366,3.2,0.47,118.0,64.0,9.0,
3367,3.2,0.41,110.0,62.0,9.0,
3368,3.2,0.33,98.0,52.0,8.6,
3369,4.2,0.27,84.0,44.0,15.8,
3370,4.0,0.26,76.0,39.0,18.8,
3371,3.3,0.21,73.0,34.0,14.3,
3372,3.3,0.19,70.0,31.0,19.8,
3373,3.5,0.21,68.0,30.0,26.1,
3374,4.9,0.23,67.0,31.0,22.4,
3375,5.7,0.27,66.0,37.0,27.2,
3376,5.3,0.33,64.0,41.0,28.8,
3377,5.2,0.36,62.0,45.0,22.7,
3378,3.7,0.37,60.0,48.0,19.2,
3379,2.6,0.38,60.0,45.0,15.4,
3380,3.3,0.38,61.0,40.0,16.0,
3381,3.0,0.35,62.0,37.0,14.6,
3382,3.9,0.33,62.0,34.0,14.0,
3383,4.4,0.3,62.0,34.0,13.4,
3384,4.0,0.27,62.0,32.0,14.1,
3385,3.6,0.25,62.0,31.0,11.2,
3386,2.8,0.23,62.0,30.0,10.7,
3387,3.1,0.23,62.0,27.0,18.1,
3388,3.2,0.23,62.0,27.0,11.9,
3389,4.3,0.23,62.0,27.0,12.2,
3390,6.9,0.24,62.0,28.0,16.6,
3391,7.0,0.23,62.0,33.0,14.9,
3392,5.8,0.21,62.0,36.0,11.1,
3393,4.0,0.2,62.0,36.0,6.3,
3394,4.9,0.2,62.0,38.0,11.5,
3395,4.3,0.19,62.0,36.0,16.9,
3396,2.8,0.19,62.0,36.0,17.6,
3397,2.7,0.19,62.0,36.0,15.7,
3398,2.5,0.19,62.0,36.0,11.9,
3399,2.6,0.18,62.0,38.0,7.7,
3400,2.7,0.18,64.0,42.0,8.9,
3401,2.9,0.19,67.0,48.0,10.2,
3402,2.5,0.2,70.0,53.0,13.2,
3403,2.1,0.2,74.0,56.0,12.7,
3404,2.4,0.19,76.0,58.0,9.7,
3405,2.8,0.17,76.0,58.0,10.7,
3406,2.8,0.16,76.0,58.0,12.7,
3407,3.6,0.18,72.0,58.0,14.7,
3408,4.9,0.25,66.0,58.0,17.3,
3409,5.2,0.28,63.0,58.0,17.5,
3410,5.2,0.29,58.0,58.0,17.5,
3411,5.2,0.3,60.0,58.0,17.5,
3412,3.1,0.31,62.0,58.0,13.0,
3413,3.0,0.31,60.0,58.0,13.2,
3414,2.3,0.3,58.0,58.0,9.1,
3415,2.0,0.27,56.0,58.0,9.7,
3416,3.5,0.17,55.0,9.0,11.5,
3417,3.2,0.13,54.0,7.0,16.2,
3418,3.3,0.14,51.0,5.0,22.5,
3419,3.7,0.16,50.0,7.0,24.8,
3420,2.0,0.15,52.0,10.0,11.6,
3421,2.2,0.16,56.0,13.0,13.5,
3422,2.6,0.17,60.0,16.0,13.1,
3423,2.8,0.18,64.0,14.0,12.6,
3424,2.8,0.19,64.0,17.0,10.1,
3425,3.1,0.19,58.0,14.0,7.9,
3426,2.8,0.18,54.0,10.0,7.1,
3427,2.5,0.16,50.0,10.0,7.0,
3428,2.5,0.16,48.0,9.0,6.1,
3429,2.3,0.16,48.0,9.0,6.1,
3430,3.0,0.15,46.0,9.0,6.5,
3431,4.0,0.15,46.0,9.0,11.6,
3432,4.4,0.16,44.0,10.0,15.6,
3433,4.1,0.19,42.0,10.0,17.5,
3434,2.7,0.22,48.0,11.0,12.8,
3435,3.0,0.22,50.0,8.0,13.4,
3436,3.7,0.22,50.0,9.0,17.5,
3437,3.9,0.21,51.0,9.0,19.9,
3438,4.1,0.2,54.0,11.0,21.7,
3439,3.4,0.2,57.0,13.0,25.0,
3440,2.7,0.22,59.0,14.0,22.9,
3441,3.1,0.22,58.0,14.0,17.7,
3442,2.7,0.23,56.0,14.0,15.2,
3443,3.1,0.24,52.0,14.0,13.9,
3444,4.1,0.24,46.0,14.0,14.8,
3445,4.1,0.24,42.0,14.0,11.1,
3446,4.0,0.23,38.0,14.0,11.2,
3447,3.3,0.21,36.0,14.0,10.0,
3448,2.6,0.19,36.0,14.0,9.5,
3449,2.6,0.18,36.0,14.0,10.4,
3450,2.5,0.16,36.0,14.0,10.4,
3451,3.1,0.15,36.0,14.0,10.5,
3452,3.8,0.14,35.0,14.0,13.3,
3453,4.4,0.16,34.0,14.0,20.9,
3454,4.8,0.18,34.0,14.0,25.3,
3455,3.6,0.19,36.0,14.0,24.3,
3456,2.7,0.2,38.0,14.0,26.5,
3457,3.5,0.23,44.0,14.0,29.2,
3458,3.4,0.25,48.0,14.0,22.6,
3459,3.6,0.27,55.0,26.0,14.7,
3460,3.6,0.28,62.0,31.0,15.0,
3461,3.7,0.27,68.0,33.0,18.3,
3462,2.7,0.25,74.0,33.0,13.0,
3463,2.4,0.23,80.0,30.0,12.9,
3464,2.1,0.22,84.0,26.0,12.4,
3465,2.6,0.2,82.0,23.0,15.2,
3466,2.7,0.19,74.0,22.0,19.4,
3467,3.5,0.18,64.0,21.0,22.9,
3468,4.0,0.17,56.0,21.0,17.7,
3469,3.9,0.17,54.0,22.0,13.7,
3470,3.8,0.17,54.0,22.0,13.9,
3471,3.2,0.17,55.0,22.0,15.0,
3472,2.9,0.17,54.0,23.0,13.2,
3473,1.8,0.17,53.0,23.0,4.9,
3474,1.8,0.15,50.0,19.0,7.1,
3475,2.6,0.14,44.0,18.0,9.0,
3476,3.7,0.13,38.0,16.0,7.7,
3477,3.9,0.13,33.0,15.0,14.8,
3478,3.9,0.13,30.0,15.0,15.2,
3479,3.4,0.14,30.0,14.0,17.0,
3480,2.4,0.14,30.0,13.0,18.8,
3481,2.3,0.15,30.0,12.0,18.9,
3482,2.3,0.16,29.0,11.0,15.7,
3483,2.3,0.16,29.0,11.0,15.7,
3484,4.1,0.18,25.0,10.0,16.8,
3485,4.0,0.19,24.0,10.0,20.2,
3486,3.8,0.19,24.0,10.0,19.4,
3487,2.7,0.19,26.0,11.0,15.5,
3488,2.2,0.19,28.0,10.0,12.3,
3489,2.2,0.19,26.0,11.0,9.7,
3490,1.8,0.19,26.0,10.0,7.7,
3491,2.4,0.18,24.0,9.0,8.2,
3492,2.4,0.18,24.0,10.0,7.4,
3493,2.3,0.17,23.0,10.0,4.9,
3494,2.3,0.16,23.0,11.0,3.2,
3495,2.1,0.15,24.0,12.0,2.4,
3496,1.8,0.14,26.0,13.0,2.6,
3497,1.9,0.14,30.0,15.0,3.4,
3498,2.0,0.14,34.0,16.0,3.1,
3499,2.6,0.13,40.0,19.0,3.4,
3500,2.6,0.13,46.0,22.0,6.2,
3501,3.0,0.15,50.0,24.0,15.4,
3502,3.3,0.17,53.0,27.0,18.3,
3503,3.0,0.18,56.0,29.0,13.0,
3504,2.5,0.19,59.0,29.0,10.8,
3505,2.7,0.21,62.0,30.0,14.4,
3506,2.9,0.22,66.0,31.0,18.5,
3507,3.7,0.24,67.0,30.0,14.7,
3508,4.4,0.25,70.0,32.0,17.1,
3509,4.3,0.25,74.0,35.0,18.3,
3510,4.0,0.24,78.0,37.0,19.2,
3511,3.0,0.25,82.0,39.0,21.8,
3512,2.8,0.27,84.0,38.0,23.8,
3513,2.7,0.27,84.0,36.0,18.8,
3514,2.9,0.28,81.0,35.0,16.4,
3515,3.4,0.28,78.0,34.0,17.2,
3516,3.3,0.29,74.0,33.0,19.5,
3517,3.2,0.29,71.0,33.0,14.8,
3518,3.7,0.29,68.0,33.0,14.4,
3519,2.9,0.28,66.0,33.0,13.3,
3520,2.5,0.26,64.0,32.0,11.3,
3521,2.3,0.24,62.0,31.0,8.7,
3522,2.7,0.22,60.0,30.0,7.6,
3523,2.9,0.2,56.0,29.0,11.1,
3524,3.2,0.2,53.0,28.0,22.3,
3525,3.9,0.21,52.0,27.0,21.6,
3526,4.0,0.22,51.0,27.0,20.1,
3527,3.7,0.23,52.0,28.0,16.6,
3528,2.8,0.23,52.0,27.0,15.4,
3529,2.2,0.23,52.0,23.0,12.2,
3530,2.1,0.23,49.0,20.0,6.1,
3531,2.8,0.23,46.0,18.0,7.1,
3532,3.1,0.22,44.0,19.0,8.0,
3533,2.8,0.2,46.0,20.0,8.0,
3534,3.0,0.17,48.0,20.0,8.8,
3535,2.6,0.16,52.0,20.0,13.8,
3536,3.1,0.16,54.0,20.0,16.1,
3537,3.1,0.16,54.0,19.0,20.4,
3538,3.4,0.17,55.0,19.0,23.1,
3539,3.8,0.2,54.0,18.0,30.3,
3540,4.2,0.24,54.0,18.0,33.9,
3541,4.6,0.28,55.0,19.0,31.1,
3542,3.9,0.3,56.0,20.0,23.3,
3543,3.2,0.33,56.0,21.0,23.4,
3544,3.8,0.34,56.0,23.0,22.0,
3545,2.5,0.34,55.0,23.0,15.8,
3546,2.7,0.35,54.0,23.0,18.9,
3547,3.4,0.33,52.0,22.0,14.2,
3548,3.9,0.31,50.0,22.0,14.4,
3549,4.1,0.29,49.0,22.0,14.3,
3550,3.8,0.28,48.0,24.0,14.9,
3551,3.1,0.27,47.0,24.0,12.6,
3552,2.5,0.25,48.0,25.0,8.3,
3553,3.0,0.24,50.0,25.0,6.1,
3554,7.2,0.24,50.0,25.0,11.6,
3555,6.3,0.24,52.0,24.0,9.9,
3556,6.3,0.22,54.0,24.0,8.7,
3557,4.5,0.2,54.0,22.0,6.3,
3558,2.9,0.19,54.0,21.0,4.9,
3559,2.7,0.17,51.0,20.0,6.5,
3560,2.7,0.17,50.0,19.0,11.6,
3561,2.8,0.18,51.0,20.0,12.6,
3562,2.7,0.16,54.0,21.0,17.3,
3563,3.3,0.19,58.0,23.0,27.4,
3564,3.9,0.22,60.0,24.0,29.7,
3565,3.9,0.25,60.0,25.0,21.1,
3566,4.1,0.27,60.0,27.0,19.2,
3567,3.0,0.29,59.0,27.0,14.3,
3568,2.1,0.3,57.0,28.0,13.6,
3569,2.1,0.3,56.0,29.0,13.1,
3570,2.3,0.3,54.0,27.0,12.4,
3571,3.2,0.28,54.0,28.0,14.8,
3572,4.0,0.25,53.0,28.0,18.2,
3573,4.1,0.26,53.0,29.0,20.1,
3574,4.7,0.27,54.0,30.0,24.6,
3575,4.4,0.27,56.0,30.0,23.8,
3576,3.5,0.27,60.0,31.0,16.0,
3577,2.8,0.27,64.0,30.0,11.1,
3578,4.5,0.27,66.0,29.0,13.7,
3579,7.4,0.28,66.0,30.0,16.6,
3580,6.1,0.27,68.0,31.0,19.0,
3581,5.4,0.25,66.0,31.0,19.0,
3582,5.4,0.22,68.0,33.0,19.0,
3583,5.4,0.21,68.0,33.0,19.0,
3584,3.9,0.23,68.0,33.0,29.6,
3585,3.9,0.23,68.0,33.0,29.6,
3586,3.9,0.23,68.0,33.0,29.6,
3587,4.6,0.49,92.0,39.0,37.0,
3588,4.3,0.54,96.0,44.0,29.9,
3589,4.1,0.53,100.0,48.0,26.8,
3590,4.2,0.5,100.0,48.0,22.9,
3591,3.3,0.48,100.0,48.0,20.3,
3592,2.9,0.47,98.0,46.0,19.0,
3593,3.6,0.41,94.0,44.0,20.1,
3594,4.7,0.36,90.0,43.0,19.3,
3595,4.6,0.33,88.0,44.0,19.0,
3596,3.9,0.31,88.0,46.0,18.7,
3597,3.7,0.32,88.0,46.0,21.7,
3598,4.1,0.32,85.0,46.0,24.4,
3599,4.4,0.32,82.0,43.0,25.1,
3600,3.9,0.31,81.0,42.0,17.6,
3601,3.7,0.29,80.0,40.0,14.0,
3602,4.2,0.28,80.0,37.0,12.8,
3603,8.2,0.26,80.0,37.0,18.2,
3604,7.4,0.25,80.0,35.0,19.3,
3605,10.6,0.21,82.0,34.0,28.9,
3606,14.6,0.19,81.0,33.0,36.6,
3607,6.3,0.18,81.0,32.0,25.7,
3608,6.3,0.18,81.0,32.0,25.7,
3609,6.3,0.18,81.0,32.0,25.7,
3610,6.3,0.18,81.0,32.0,25.7,
3611,6.3,0.39,91.0,39.0,39.8,
3612,5.7,0.43,94.0,42.0,34.2,
3613,5.4,0.45,95.0,44.0,24.9,
3614,5.0,0.46,92.0,46.0,23.2,
3615,4.9,0.47,89.0,44.0,23.7,
3616,5.0,0.46,86.0,44.0,23.2,
3617,4.2,0.41,84.0,43.0,23.8,
3618,4.0,0.38,84.0,44.0,22.8,
3619,4.3,0.34,84.0,45.0,20.1,
3620,4.1,0.32,84.0,48.0,25.2,
3621,3.7,0.34,82.0,50.0,27.8,
3622,6.1,0.39,82.0,49.0,37.4,
3623,7.6,0.53,82.0,49.0,39.4,
3624,7.0,0.57,86.0,48.0,46.1,
3625,6.8,0.58,95.0,50.0,29.8,
3626,6.8,0.58,102.0,48.0,19.5,
3627,5.9,0.56,102.0,44.0,22.6,
3628,7.2,0.54,98.0,42.0,27.2,
3629,6.9,0.51,93.0,39.0,27.2,
3630,12.2,0.45,88.0,37.0,31.6,
3631,5.3,0.3,88.0,38.0,35.5,
3632,5.7,0.3,91.0,37.0,47.9,
3633,5.2,0.35,94.0,38.0,55.0,
3634,4.7,0.39,100.0,43.0,45.2,
3635,5.1,0.46,105.0,46.0,44.1,
3636,5.0,0.55,106.0,48.0,46.4,
3637,5.2,0.62,105.0,49.0,41.9,
3638,9.5,0.66,104.0,51.0,35.2,
3639,8.1,0.68,104.0,51.0,30.1,
3640,4.2,0.65,104.0,52.0,26.6,
3641,5.7,0.59,102.0,50.0,21.2,
3642,4.6,0.55,98.0,49.0,21.8,
3643,3.8,0.5,94.0,49.0,22.2,
3644,3.9,0.43,92.0,50.0,25.0,
3645,4.6,0.47,90.0,51.0,28.3,
3646,6.9,0.53,90.0,51.0,35.8,
3647,6.3,0.59,94.0,54.0,47.3,
3648,6.2,0.75,98.0,56.0,65.8,
3649,5.9,0.84,103.0,61.0,60.8,
3650,10.2,0.86,113.0,63.0,36.3,
3651,6.4,0.85,118.0,60.0,19.7,
3652,7.5,0.82,116.0,53.0,22.4,
3653,5.9,0.72,108.0,46.0,24.2,
3654,4.8,0.61,98.0,38.0,27.5,
3655,4.3,0.52,92.0,36.0,27.5,
3656,4.4,0.37,90.0,37.0,32.9,
3657,3.9,0.29,89.0,39.0,38.1,
3658,3.3,0.34,85.0,41.0,43.5,
3659,3.9,0.39,78.0,41.0,41.6,
3660,3.5,0.43,73.0,41.0,31.6,
3661,3.0,0.43,68.0,38.0,14.4,
3662,3.1,0.43,61.0,31.0,11.5,
3663,3.3,0.43,54.0,24.0,11.7,
3664,2.7,0.39,48.0,24.0,11.8,
3665,3.4,0.35,44.0,23.0,10.5,
3666,3.1,0.27,40.0,21.0,11.2,
3667,3.5,0.22,36.0,21.0,14.6,
3668,4.2,0.19,34.0,20.0,20.7,
3669,4.6,0.24,32.0,20.0,29.3,
3670,5.4,0.3,30.0,21.0,31.3,
3671,6.1,0.34,32.0,20.0,34.7,
3672,3.9,0.36,35.0,22.0,22.6,
3673,4.1,0.36,38.0,22.0,14.7,
3674,3.6,0.36,42.0,23.0,12.4,
3675,3.5,0.35,43.0,23.0,11.9,
3676,3.5,0.34,42.0,21.0,12.5,
3677,3.8,0.28,42.0,22.0,14.6,
3678,3.4,0.22,44.0,23.0,14.0,
3679,3.5,0.18,49.0,25.0,18.8,
3680,3.5,0.18,49.0,25.0,18.8,
3681,3.5,0.18,49.0,25.0,18.8,
3682,3.5,0.18,49.0,25.0,18.8,
3683,3.7,0.22,67.0,33.0,16.2,
3684,3.8,0.23,66.0,31.0,13.4,
3685,3.9,0.23,63.0,30.0,12.9,
3686,4.3,0.23,58.0,27.0,10.7,
3687,3.9,0.23,52.0,25.0,8.1,
3688,3.8,0.22,48.0,24.0,9.1,
3689,3.4,0.2,45.0,23.0,8.7,
3690,3.9,0.19,43.0,22.0,7.6,
3691,4.0,0.17,42.0,21.0,7.7,
3692,3.7,0.16,40.0,20.0,9.0,
3693,3.8,0.16,38.0,19.0,13.5,
3694,3.7,0.18,35.0,18.0,16.3,
3695,3.7,0.19,34.0,17.0,16.0,
3696,3.7,0.2,33.0,17.0,14.4,
3697,3.4,0.21,34.0,18.0,11.5,
3698,3.3,0.21,37.0,20.0,9.9,
3699,3.8,0.22,40.0,21.0,10.2,
3700,3.6,0.22,44.0,22.0,11.0,
3701,3.2,0.22,48.0,23.0,11.3,
3702,4.1,0.2,51.0,22.0,14.3,
3703,3.5,0.19,56.0,21.0,15.6,
3704,3.4,0.19,60.0,22.0,14.1,
3705,3.7,0.2,63.0,21.0,16.9,
3706,3.4,0.2,65.0,22.0,18.6,
3707,3.5,0.21,66.0,23.0,22.7,
3708,3.8,0.22,66.0,24.0,18.2,
3709,3.9,0.24,66.0,25.0,18.6,
3710,3.9,0.26,66.0,26.0,21.6,
3711,3.9,0.28,66.0,26.0,20.7,
3712,4.2,0.3,64.0,27.0,20.7,
3713,4.8,0.31,63.0,28.0,16.7,
3714,4.9,0.32,63.0,28.0,16.5,
3715,4.9,0.33,62.0,29.0,17.5,
3716,5.1,0.35,63.0,31.0,18.0,
3717,5.6,0.37,65.0,30.0,17.6,
3718,4.7,0.38,66.0,33.0,18.9,
3719,4.5,0.38,67.0,36.0,16.1,
3720,4.2,0.37,70.0,38.0,14.7,
3721,5.7,0.35,72.0,40.0,12.6,
3722,5.7,0.34,73.0,39.0,12.1,
3723,5.1,0.31,76.0,37.0,11.4,
3724,3.4,0.28,81.0,34.0,7.7,
3725,3.3,0.24,87.0,32.0,10.1,
3726,2.9,0.2,92.0,31.0,12.0,
3727,3.5,0.17,92.0,31.0,15.6,
3728,3.6,0.17,91.0,33.0,20.0,
3729,3.6,0.19,91.0,34.0,25.5,
3730,3.5,0.21,92.0,35.0,26.3,
3731,4.0,0.26,94.0,37.0,31.9,
3732,3.5,0.3,98.0,39.0,28.9,
3733,3.7,0.33,98.0,40.0,22.6,
3734,3.6,0.38,100.0,42.0,22.9,
3735,3.1,0.4,102.0,45.0,19.4,
3736,3.4,0.41,100.0,44.0,16.7,
3737,3.0,0.41,96.0,45.0,14.3,
3738,3.1,0.39,93.0,44.0,14.1,
3739,3.4,0.35,88.0,40.0,13.9,
3740,3.7,0.33,84.0,40.0,18.0,
3741,4.3,0.34,80.0,39.0,17.9,
3742,6.7,0.34,78.0,39.0,23.3,
3743,4.9,0.32,76.0,39.0,17.4,
3744,3.8,0.31,74.0,37.0,13.1,
3745,3.9,0.3,76.0,37.0,13.1,
3746,4.1,0.29,80.0,37.0,10.5,
3747,3.6,0.28,81.0,36.0,9.9,
3748,3.9,0.28,82.0,37.0,12.3,
3749,4.3,0.25,82.0,37.0,15.5,
3750,4.3,0.21,80.0,38.0,18.6,
3751,1.6,0.2,78.0,32.0,10.7,
3752,1.3,0.21,76.0,40.0,17.0,
3753,1.2,0.21,74.0,35.0,14.1,
3754,1.3,0.22,70.0,32.0,13.7,
3755,1.8,0.25,70.0,33.0,12.5,
3756,1.7,0.28,71.0,35.0,11.8,
3757,1.6,0.29,71.0,37.0,12.3,
3758,1.5,0.31,71.0,37.0,11.2,
3759,1.8,0.3,69.0,37.0,11.3,
3760,1.8,0.31,66.0,35.0,9.0,
3761,1.7,0.3,63.0,33.0,12.2,
3762,2.3,0.29,58.0,31.0,14.3,
3763,3.1,0.27,56.0,31.0,13.9,
3764,3.8,0.25,55.0,31.0,15.1,
3765,3.8,0.25,55.0,31.0,15.1,
3766,3.0,0.31,55.0,32.0,20.1,
3767,2.4,0.31,56.0,32.0,22.6,
3768,1.6,0.3,54.0,31.0,14.9,
3769,2.2,0.3,52.0,27.0,17.3,
3770,2.2,0.3,46.0,23.0,17.2,
3771,2.8,0.3,42.0,20.0,19.0,
3772,2.9,0.29,38.0,17.0,22.0,
3773,2.7,0.25,38.0,18.0,22.3,
3774,2.7,0.25,38.0,18.0,22.3,
3775,2.0,0.2,42.0,17.0,20.0,
3776,2.1,0.22,41.0,17.0,20.4,
3777,1.6,0.22,38.0,15.0,16.0,
3778,1.4,0.22,36.0,14.0,11.0,
3779,1.7,0.22,32.0,14.0,9.8,
3780,2.1,0.21,32.0,15.0,9.4,
3781,1.7,0.2,32.0,16.0,7.2,
3782,2.1,0.2,30.0,16.0,7.0,
3783,2.1,0.2,29.0,15.0,6.4,
3784,2.0,0.2,26.0,12.0,5.9,
3785,1.9,0.2,24.0,11.0,5.5,
3786,1.9,0.21,22.0,11.0,5.0,
3787,2.4,0.22,24.0,11.0,6.1,
3788,2.2,0.23,25.0,12.0,8.2,
3789,2.3,0.25,26.0,11.0,12.4,
3790,2.5,0.26,28.0,11.0,13.3,
3791,2.5,0.26,30.0,10.0,14.7,
3792,2.1,0.26,32.0,10.0,12.8,
3793,2.0,0.26,35.0,10.0,13.5,
3794,2.1,0.26,38.0,11.0,9.7,
3795,2.4,0.25,40.0,12.0,12.4,
3796,1.9,0.25,42.0,12.0,10.6,
3797,1.5,0.24,44.0,13.0,11.3,
3798,1.5,0.23,46.0,14.0,14.2,
3799,2.5,0.23,48.0,15.0,19.6,
3800,2.1,0.23,51.0,16.0,18.3,
3801,2.7,0.25,52.0,17.0,18.6,
3802,1.6,0.25,54.0,18.0,13.1,
3803,1.5,0.26,52.0,17.0,14.1,
3804,2.6,0.26,49.0,17.0,13.4,
3805,2.6,0.26,49.0,17.0,13.4,
3806,2.0,0.25,44.0,16.0,7.3,
3807,2.2,0.23,40.0,15.0,6.1,
3808,2.6,0.21,39.0,14.0,6.9,
3809,1.6,0.2,38.0,14.0,7.0,
3810,1.4,0.18,36.0,14.0,8.3,
3811,1.6,0.18,35.0,14.0,16.6,
3812,2.5,0.19,34.0,15.0,22.8,
3813,2.4,0.21,34.0,16.0,21.9,
3814,2.8,0.24,36.0,17.0,21.9,
3815,2.3,0.27,38.0,17.0,21.9,
3816,2.4,0.27,40.0,16.0,6.5,
3817,2.3,0.27,42.0,16.0,6.5,
3818,2.3,0.27,42.0,16.0,6.5,
3819,2.3,0.26,46.0,15.0,0.5,
3820,2.6,0.24,48.0,15.0,0.5,
3821,2.9,0.22,50.0,16.0,0.5,
3822,2.9,0.22,50.0,16.0,0.5,
3823,2.7,0.18,60.0,21.0,0.5,
3824,2.5,0.19,64.0,23.0,27.5,
3825,3.7,0.22,68.0,25.0,31.9,
3826,4.2,0.26,72.0,25.0,37.8,
3827,4.0,0.32,73.0,27.0,44.2,
3828,3.5,0.36,75.0,28.0,36.9,
3829,3.1,0.38,76.0,30.0,31.7,
3830,3.0,0.41,76.0,31.0,31.3,
3831,3.2,0.43,76.0,34.0,16.7,
3832,3.2,0.45,76.0,35.0,0.5,
3833,2.2,0.45,75.0,35.0,0.5,
3834,3.9,0.43,74.0,35.0,0.5,
3835,3.4,0.38,73.0,34.0,0.5,
3836,3.4,0.38,73.0,34.0,0.5,
3837,3.0,0.37,70.0,35.0,0.5,
3838,3.8,0.37,70.0,35.0,0.5,
3839,3.1,0.38,70.0,34.0,8.4,
3840,1.9,0.37,72.0,32.0,21.1,
3841,1.7,0.34,74.0,31.0,11.6,
3842,1.6,0.32,80.0,30.0,10.7,
3843,1.3,0.29,84.0,29.0,10.5,
3844,2.2,0.26,86.0,28.0,11.2,
3845,2.1,0.23,86.0,26.0,11.1,
3846,2.4,0.2,85.0,24.0,15.0,
3847,2.1,0.16,88.0,24.0,17.0,
3848,1.9,0.14,94.0,23.0,17.8,
3849,2.3,0.15,100.0,24.0,24.0,
3850,2.5,0.19,102.0,25.0,34.3,
3851,2.2,0.24,104.0,25.0,40.4,
3852,3.2,0.28,104.0,27.0,38.9,
3853,3.5,0.31,101.0,28.0,35.8,
3854,3.5,0.31,101.0,28.0,35.8,
3855,3.5,0.31,101.0,28.0,35.8,
3856,3.5,0.31,101.0,28.0,35.8,
3857,3.5,0.31,101.0,28.0,35.8,
3858,3.5,0.31,101.0,28.0,35.8,
3859,2.4,0.3,84.0,26.0,18.5,
3860,3.1,0.27,81.0,26.0,23.8,
3861,3.1,0.27,81.0,26.0,23.8,
3862,3.1,0.23,78.0,27.0,23.8,
3863,3.0,0.22,76.0,28.0,18.0,
3864,3.6,0.2,74.0,28.0,13.9,
3865,2.7,0.2,76.0,28.0,11.2,
3866,3.0,0.2,79.0,27.0,12.5,
3867,3.8,0.2,82.0,28.0,3.0,
3868,2.7,0.19,85.0,30.0,2.1,
3869,3.6,0.18,82.0,29.0,2.1,
3870,3.1,0.18,80.0,29.0,2.1,
3871,2.5,0.17,77.0,28.0,2.2,
3872,2.4,0.17,76.0,26.0,2.2,
3873,2.6,0.19,76.0,28.0,2.2,
3874,2.3,0.21,78.0,30.0,1.9,
3875,2.7,0.24,81.0,31.0,0.6,
3876,2.9,0.26,83.0,33.0,9.6,
3877,3.5,0.29,84.0,33.0,13.3,
3878,3.2,0.3,84.0,33.0,13.3,
3879,2.1,0.31,81.0,32.0,14.2,
3880,2.1,0.31,77.0,30.0,14.3,
3881,2.2,0.3,74.0,29.0,13.6,
3882,1.9,0.28,72.0,29.0,13.7,
3883,2.1,0.25,70.0,30.0,13.7,
3884,2.4,0.22,68.0,31.0,13.4,
3885,2.5,0.2,67.0,31.0,15.1,
3886,2.5,0.2,66.0,31.0,15.1,
3887,2.5,0.2,66.0,31.0,15.1,
3888,2.5,0.2,66.0,31.0,15.1,
3889,3.9,0.19,56.0,29.0,25.1,
3890,3.7,0.19,61.0,22.0,25.9,
3891,3.7,0.18,73.0,20.0,26.2,
3892,3.5,0.18,76.0,22.0,26.6,
3893,4.1,0.18,76.0,25.0,23.7,
3894,3.7,0.18,79.0,31.0,21.2,
3895,4.2,0.18,85.0,33.0,19.7,
3896,6.8,0.18,90.0,33.0,15.8,
3897,4.3,0.2,94.0,33.0,17.5,
3898,2.6,0.22,96.0,35.0,18.3,
3899,2.5,0.26,98.0,35.0,18.3,
3900,2.1,0.28,98.0,37.0,18.2,
3901,2.1,0.3,96.0,38.0,18.0,
3902,2.1,0.31,94.0,39.0,17.8,
3903,2.2,0.33,94.0,40.0,16.9,
3904,2.2,0.32,92.0,40.0,16.6,
3905,2.0,0.31,93.0,42.0,16.3,
3906,2.1,0.29,92.0,43.0,16.2,
3907,2.1,0.27,89.0,43.0,16.0,
3908,2.0,0.26,88.0,43.0,16.7,
3909,2.6,0.31,85.0,43.0,18.8,
3910,2.6,0.31,85.0,43.0,18.8,
3911,3.2,0.34,86.0,44.0,21.1,
3912,3.4,0.33,91.0,46.0,23.5,
