,SO2,CO,O3,PM10,PM25,NO2,NO,pr
10498,3.6,0.29,48.0,40.0,19.0,7.8,-0.1,
10499,4.3,0.47,25.0,30.0,21.0,20.0,-0.1,
10500,4.0,0.44,20.0,36.0,20.0,19.0,0.2,
10501,2.5,0.41,21.0,39.0,19.0,15.0,0.1,
10502,2.5,0.43,15.0,45.0,21.0,19.0,0.2,
10503,2.2,0.39,20.0,44.0,21.0,15.0,0.1,
10504,2.1,0.4,15.0,50.0,22.0,16.0,0.1,
10505,3.0,0.38,20.0,43.0,23.0,14.0,1.4,
10506,2.8,0.34,20.0,36.0,21.0,19.0,4.6,
10507,1.7,0.29,39.0,32.0,20.0,8.4,1.8,
10508,1.8,0.24,50.0,40.0,21.0,6.9,0.8,
10509,2.3,0.23,58.0,47.0,20.0,5.5,0.7,
10510,3.0,0.22,60.0,49.0,21.0,5.2,0.3,
10511,4.2,0.27,73.0,59.0,19.0,5.7,0.3,
10512,3.9,0.22,72.0,67.0,24.0,5.8,0.4,
10513,2.4,0.11,38.0,72.0,28.0,4.4,0.5,
10514,1.7,0.09,30.0,67.0,21.0,2.9,0.6,
10515,1.9,0.1,29.0,65.0,10.0,3.1,0.5,
10516,2.4,0.11,25.0,64.0,12.0,4.6,0.6,
10517,2.6,0.12,22.0,65.0,14.0,6.5,0.2,
10518,1.7,0.14,21.0,59.0,16.0,5.6,0.2,
10519,1.5,0.16,19.0,49.0,14.0,6.1,0.1,
10520,1.6,0.17,16.0,32.0,16.0,7.7,0.1,
10521,1.5,0.18,13.0,29.0,13.0,9.8,0.3,
10522,1.7,0.17,13.0,31.0,14.0,8.2,0.3,
10523,0.9,0.15,14.0,42.0,12.0,8.1,0.1,
10524,3.0,0.19,9.3,39.0,10.0,11.0,0.1,
10525,2.6,0.19,8.6,34.0,2.0,12.0,0.1,
10526,3.1,0.19,7.2,30.0,5.0,12.0,0.1,
10527,3.3,0.18,6.7,33.0,4.0,13.0,-0.1,
10528,3.0,0.19,6.4,43.0,6.0,13.0,1.5,
10529,3.6,0.22,8.9,44.0,6.0,11.0,3.2,
10530,3.4,0.28,12.0,44.0,8.0,11.0,3.6,
10531,3.9,0.28,16.0,41.0,13.0,12.0,5.2,
10532,4.5,0.25,24.0,46.0,23.0,11.0,2.8,
10533,3.8,0.22,29.0,46.0,23.0,11.0,2.4,
10534,2.0,0.24,19.0,53.0,19.0,11.0,2.4,
10535,1.9,0.21,20.0,46.0,13.0,9.7,0.3,
10536,1.8,0.18,18.0,42.0,14.0,8.3,0.5,
10537,1.7,0.16,16.0,42.0,8.0,8.8,0.4,
10538,2.0,0.16,13.0,41.0,12.0,8.8,0.7,
10539,1.8,0.17,12.0,39.0,8.0,8.8,0.6,
10540,1.9,0.2,11.0,28.0,9.0,8.5,0.6,
10541,2.0,0.23,9.7,23.0,3.0,8.9,0.7,
10542,1.9,0.32,5.8,26.0,6.0,14.0,1.5,
10543,1.9,0.29,6.9,33.0,19.0,13.0,1.4,
10544,1.9,0.26,7.0,41.0,17.0,12.0,1.0,
10545,1.7,0.25,5.5,40.0,22.0,13.0,1.5,
10546,1.5,0.24,4.5,45.0,17.0,13.0,2.3,
10547,2.1,0.24,3.6,46.0,16.0,13.0,3.3,
10548,1.6,0.25,3.3,42.0,16.0,14.0,5.1,
10549,1.5,0.24,12.0,34.0,17.0,13.0,3.6,
10550,1.6,0.38,21.0,31.0,15.0,17.0,0.8,
10551,1.5,0.17,26.0,23.0,14.0,11.0,0.8,
10552,1.3,0.16,23.0,19.0,13.0,10.0,0.8,
10553,1.5,0.18,20.0,14.0,13.0,12.0,0.7,
10554,1.5,0.3,8.8,18.0,5.0,16.0,1.5,
10555,1.6,0.44,5.0,25.0,5.0,22.0,4.8,
10556,1.5,0.33,6.2,32.0,4.0,23.0,5.6,
10557,1.3,0.25,14.0,33.0,4.0,18.0,2.2,
10558,1.4,0.21,17.0,29.0,3.0,15.0,1.2,
10559,1.5,0.2,23.0,23.0,3.0,14.0,0.9,
10560,1.7,0.26,18.0,25.0,8.0,18.0,1.0,
10561,1.4,0.23,22.0,27.0,13.0,15.0,0.9,
10562,1.4,0.24,15.0,30.0,16.0,17.0,1.3,
10563,1.8,0.27,15.0,33.0,10.0,17.0,1.1,
10564,2.0,0.25,16.0,30.0,10.0,14.0,1.0,
10565,1.6,0.24,16.0,30.0,10.0,16.0,1.0,
10566,1.6,0.23,17.0,26.0,11.0,13.0,1.0,
10567,1.7,0.27,16.0,27.0,6.0,13.0,0.8,
10568,1.3,0.29,16.0,30.0,8.0,13.0,0.8,
10569,1.4,0.29,16.0,34.0,11.0,14.0,1.0,
10570,1.5,0.31,13.0,38.0,14.0,14.0,1.1,
10571,1.4,0.32,11.0,38.0,17.0,15.0,1.2,
10572,1.3,0.32,17.0,32.0,15.0,13.0,0.1,
10573,1.2,0.3,21.0,29.0,13.0,13.0,0.1,
10574,1.3,0.3,27.0,27.0,7.0,9.9,-0.3,
10575,1.3,0.3,27.0,27.0,4.0,9.9,-0.3,
10576,1.5,0.31,34.0,27.0,7.0,9.9,-0.1,
10577,1.5,0.31,31.0,25.0,10.0,8.5,-0.1,
10578,1.3,0.42,22.0,26.0,12.0,19.0,-0.3,
10579,1.4,0.55,14.0,23.0,7.0,19.0,-0.3,
10580,1.2,0.36,19.0,24.0,6.0,20.0,0.8,
10581,1.3,0.33,17.0,22.0,4.0,18.0,0.6,
10582,1.1,0.32,18.0,21.0,4.0,20.0,0.6,
10583,1.3,0.32,19.0,15.0,7.0,19.0,0.5,
10584,1.3,0.3,20.0,10.0,7.0,16.0,0.6,
10585,1.3,0.31,15.0,9.0,12.0,17.0,0.9,
10586,1.3,0.36,9.4,5.0,11.0,19.0,1.6,
10587,1.5,0.41,9.5,13.0,12.0,20.0,1.7,
10588,1.4,0.36,13.0,19.0,16.0,19.0,1.2,
10589,1.4,0.34,21.0,32.0,11.0,14.0,0.5,
10590,1.4,0.31,26.0,28.0,12.0,12.0,0.2,
10591,1.3,0.29,26.0,26.0,8.0,11.0,0.2,
10592,1.2,0.28,25.0,32.0,11.0,12.0,0.1,
10593,1.2,0.26,24.0,38.0,8.0,11.0,0.2,
10594,1.2,0.26,21.0,47.0,6.0,12.0,0.4,
10595,1.0,0.27,16.0,38.0,4.0,14.0,0.6,
10596,1.1,0.22,20.0,33.0,8.0,14.0,0.6,
10597,0.7,0.19,28.0,28.0,11.0,8.5,-0.2,
10598,1.0,0.19,31.0,27.0,12.0,7.8,-0.3,
10599,1.1,0.18,35.0,36.0,9.0,5.2,-0.3,
10600,1.0,0.18,32.0,41.0,5.0,5.7,-0.4,
10601,1.0,0.2,31.0,44.0,10.0,6.4,-0.2,
10602,1.1,0.27,20.0,41.0,11.0,10.0,-0.2,
10603,1.2,0.27,17.0,34.0,14.0,10.0,-0.2,
10604,0.9,0.22,24.0,39.0,9.0,11.0,0.4,
10605,1.1,0.22,28.0,45.0,11.0,11.0,0.3,
10606,1.0,0.22,33.0,52.0,12.0,11.0,0.3,
10607,0.9,0.21,37.0,41.0,10.0,10.0,0.1,
10608,1.2,0.22,43.0,43.0,12.0,9.1,0.1,
10609,1.2,0.22,42.0,47.0,12.0,10.0,0.2,
10610,1.1,0.22,34.0,65.0,17.0,13.0,0.2,
10611,1.2,0.24,32.0,62.0,17.0,15.0,0.3,
10612,1.2,0.28,29.0,67.0,18.0,16.0,0.3,
10613,1.3,0.31,25.0,61.0,20.0,19.0,0.3,
10614,1.1,0.31,21.0,73.0,16.0,20.0,0.4,
10615,1.3,0.33,18.0,68.0,12.0,19.0,0.5,
10616,1.3,0.4,14.0,64.0,8.0,22.0,0.6,
10617,1.1,0.43,11.0,54.0,16.0,23.0,0.8,
10618,0.8,0.37,11.0,53.0,21.0,22.0,0.9,
10619,1.5,0.35,12.0,54.0,24.0,21.0,0.8,
10620,1.5,0.38,10.0,51.0,18.0,23.0,1.0,
10621,1.4,0.38,8.1,46.0,20.0,23.0,1.6,
10622,1.4,0.37,7.4,46.0,24.0,22.0,1.3,
10623,1.7,0.34,7.4,56.0,23.0,21.0,0.9,
10624,1.7,0.35,9.4,60.0,21.0,18.0,1.1,
10625,1.6,0.42,5.2,66.0,19.0,20.0,3.9,
10626,1.4,0.45,10.0,77.0,20.0,22.0,3.3,
10627,1.2,0.38,22.0,81.0,20.0,16.0,1.2,
10628,1.3,0.37,30.0,83.0,23.0,16.0,0.8,
10629,1.4,0.36,38.0,75.0,34.0,15.0,0.5,
10630,1.5,0.37,46.0,90.0,40.0,17.0,0.6,
10631,1.4,0.39,57.0,101.0,42.0,13.0,0.7,
10632,1.6,0.37,51.0,97.0,28.0,12.0,0.6,
10633,1.7,0.38,46.0,78.0,29.0,12.0,0.7,
10634,1.6,0.49,35.0,65.0,21.0,17.0,0.7,
10635,1.9,0.48,28.0,56.0,27.0,19.0,0.9,
10636,1.6,0.54,27.0,46.0,18.0,21.0,1.0,
10637,1.4,0.39,31.0,38.0,24.0,15.0,0.8,
10638,1.3,0.41,27.0,48.0,24.0,18.0,0.7,
10639,1.3,0.4,24.0,60.0,27.0,18.0,0.7,
10640,1.1,0.42,21.0,68.0,21.0,17.0,0.9,
10641,1.2,0.48,16.0,58.0,22.0,21.0,0.9,
10642,1.4,0.43,15.0,59.0,18.0,21.0,1.1,
10643,1.7,0.45,9.5,59.0,20.0,22.0,1.3,
10644,1.7,0.45,4.5,65.0,21.0,22.0,1.3,
10645,1.0,0.59,4.9,64.0,34.0,25.0,2.4,
10646,1.1,0.62,3.4,64.0,38.0,21.0,3.6,
10647,1.2,0.61,3.2,55.0,40.0,20.0,5.6,
10648,1.2,0.59,3.2,47.0,30.0,17.0,4.5,
10649,1.1,0.57,3.7,49.0,35.0,16.0,6.0,
10650,1.3,0.55,6.1,60.0,33.0,18.0,4.7,
10651,1.4,0.53,16.0,72.0,28.0,19.0,0.7,
10652,1.4,0.56,30.0,79.0,35.0,17.0,-0.4,
10653,1.2,0.61,42.0,92.0,43.0,15.0,-0.5,
10654,1.0,0.45,46.0,92.0,50.0,15.0,-0.5,
10655,0.7,0.33,41.0,79.0,49.0,9.6,-0.5,
10656,0.7,0.3,39.0,58.0,39.0,9.6,-0.5,
10657,0.9,0.29,40.0,57.0,36.0,9.8,-0.5,
10658,1.1,0.25,38.0,60.0,26.0,9.8,-0.5,
10659,1.2,0.31,34.0,66.0,25.0,9.3,-0.5,
10660,1.3,0.34,30.0,65.0,29.0,9.3,-0.5,
10661,1.2,0.33,25.0,64.0,34.0,9.3,-0.5,
10662,1.3,0.34,24.0,61.0,38.0,12.0,-0.3,
10663,1.2,0.34,21.0,57.0,42.0,12.0,-0.3,
10664,1.3,0.35,18.0,47.0,37.0,13.0,-0.5,
10665,0.8,0.4,12.0,48.0,30.0,20.0,-0.2,
10666,0.9,0.38,12.0,55.0,28.0,17.0,-0.1,
10667,0.8,0.4,8.8,70.0,31.0,17.0,0.2,
10668,2.1,0.48,4.7,77.0,35.0,21.0,2.4,
10669,1.7,0.39,7.2,76.0,29.0,16.0,1.4,
10670,1.7,0.34,8.4,75.0,27.0,13.0,1.0,
10671,1.7,0.32,8.3,77.0,29.0,11.0,0.8,
10672,1.9,0.32,12.0,72.0,31.0,11.0,0.5,
10673,1.8,0.32,10.0,68.0,37.0,11.0,0.5,
10674,2.0,0.31,12.0,50.0,31.0,12.0,0.6,
10675,1.9,0.24,20.0,46.0,22.0,8.0,0.6,
10676,1.8,0.25,26.0,46.0,19.0,7.3,-0.1,
10677,1.8,0.25,30.0,52.0,24.0,7.2,-0.1,
10678,1.8,0.22,29.0,56.0,23.0,6.6,-0.1,
10679,1.9,0.2,29.0,51.0,24.0,5.9,-0.1,
10680,1.6,0.19,28.0,47.0,17.0,5.4,-0.2,
10681,1.8,0.18,29.0,42.0,18.0,5.1,-0.3,
10682,1.9,0.19,26.0,37.0,15.0,5.6,-0.2,
10683,1.8,0.19,24.0,38.0,13.0,6.3,-0.1,
10684,1.7,0.19,21.0,36.0,16.0,6.4,-0.1,
10685,1.9,0.22,18.0,41.0,10.0,8.0,-0.1,
10686,1.7,0.29,14.0,42.0,15.0,10.0,-0.1,
10687,1.9,0.32,10.0,49.0,14.0,13.0,0.2,
10688,1.7,0.36,7.7,52.0,18.0,15.0,0.5,
10689,1.6,0.35,6.9,50.0,19.0,14.0,1.0,
10690,1.2,0.23,8.7,44.0,15.0,9.3,0.9,
10691,1.5,0.24,6.4,39.0,12.0,9.8,0.9,
10692,1.2,0.24,4.8,35.0,9.0,13.0,2.5,
10693,1.0,0.23,5.4,33.0,11.0,11.0,1.0,
10694,1.2,0.29,3.5,26.0,11.0,12.0,2.5,
10695,1.2,0.27,3.4,24.0,15.0,12.0,4.0,
10696,1.0,0.27,3.2,26.0,14.0,11.0,3.7,
10697,1.3,0.3,2.9,32.0,19.0,11.0,8.3,
10698,1.5,0.42,2.9,35.0,15.0,13.0,16.0,
10699,1.3,0.43,4.6,40.0,15.0,16.0,9.2,
10700,1.1,0.32,15.0,42.0,19.0,15.0,0.9,
10701,1.2,0.28,24.0,51.0,23.0,12.0,-0.3,
10702,1.2,0.27,35.0,59.0,26.0,11.0,-0.4,
10703,1.2,0.25,38.0,61.0,24.0,9.2,-0.5,
10704,1.2,0.24,39.0,55.0,22.0,9.2,-0.5,
10705,1.3,0.27,35.0,49.0,20.0,9.2,-0.5,
10706,1.3,0.23,26.0,52.0,20.0,11.0,-0.3,
10707,1.4,0.2,23.0,52.0,26.0,11.0,-0.5,
10708,1.4,0.21,16.0,41.0,27.0,10.0,-0.4,
10709,1.4,0.23,8.5,30.0,20.0,12.0,0.2,
10710,1.4,0.26,8.5,27.0,17.0,15.0,0.4,
10711,1.6,0.28,8.7,28.0,14.0,15.0,0.3,
10712,1.3,0.26,8.3,25.0,15.0,14.0,0.4,
10713,1.2,0.27,7.1,21.0,13.0,14.0,0.6,
10714,1.1,0.26,5.7,27.0,15.0,15.0,0.9,
10715,0.9,0.27,4.3,37.0,18.0,16.0,1.6,
10716,1.2,0.33,3.2,38.0,12.0,16.0,3.2,
10717,1.2,0.33,2.9,32.0,12.0,15.0,6.7,
10718,1.3,0.3,3.1,24.0,12.0,14.0,6.9,
10719,1.4,0.3,2.9,24.0,18.0,12.0,7.3,
10720,1.3,0.28,3.1,29.0,13.0,11.0,7.8,
10721,1.4,0.3,3.1,28.0,13.0,11.0,8.0,
10722,1.5,0.37,3.8,30.0,15.0,14.0,8.2,
10723,1.5,0.39,6.5,30.0,22.0,17.0,3.3,
10724,1.2,0.26,12.0,31.0,25.0,13.0,0.5,
10725,1.2,0.21,17.0,32.0,23.0,11.0,-0.4,
10726,1.2,0.18,21.0,32.0,23.0,11.0,-0.4,
10727,1.4,0.16,20.0,41.0,18.0,11.0,-0.4,
10728,1.5,0.16,24.0,46.0,20.0,11.0,-0.4,
10729,1.5,0.17,22.0,45.0,22.0,11.0,-0.4,
10730,1.2,0.18,14.0,38.0,19.0,9.5,-0.4,
10731,1.5,0.2,9.7,32.0,20.0,10.0,-0.1,
10732,1.3,0.17,9.2,33.0,22.0,8.7,-0.1,
10733,1.4,0.19,8.9,36.0,18.0,9.9,-0.1,
10734,1.3,0.22,8.6,35.0,22.0,10.0,-0.1,
10735,1.5,0.21,8.8,35.0,12.0,9.7,-0.1,
10736,1.2,0.26,7.3,32.0,18.0,11.0,-0.1,
10737,1.3,0.26,5.6,31.0,9.0,13.0,0.6,
10738,1.3,0.24,3.9,25.0,14.0,14.0,2.2,
10739,0.7,0.21,4.7,30.0,11.0,12.0,1.8,
10740,0.2,0.17,3.7,31.0,13.0,12.0,2.2,
10741,0.4,0.17,3.3,40.0,8.0,12.0,3.3,
10742,0.3,0.2,2.6,38.0,15.0,11.0,7.9,
10743,0.6,0.2,2.7,39.0,9.0,9.9,11.0,
10744,0.6,0.2,2.7,31.0,11.0,9.5,12.0,
10745,0.9,0.27,2.9,31.0,5.0,9.1,18.0,
10746,0.9,0.32,3.1,34.0,10.0,11.0,13.0,
10747,0.6,0.27,4.8,39.0,8.0,13.0,5.9,
10748,0.5,0.2,9.5,41.0,9.0,12.0,1.5,
10749,0.3,0.17,14.0,38.0,9.0,11.0,0.1,
10750,0.6,0.16,18.0,37.0,16.0,11.0,-0.1,
10751,0.4,0.14,22.0,40.0,20.0,9.2,-0.3,
10752,0.5,0.15,19.0,43.0,15.0,8.8,-0.2,
10753,0.6,0.14,19.0,48.0,9.0,8.1,-0.2,
10754,0.6,0.13,13.0,40.0,10.0,8.8,0.1,
10755,0.5,0.15,11.0,38.0,13.0,9.2,0.3,
10756,0.6,0.14,10.0,33.0,15.0,9.0,0.3,
10757,0.6,0.17,8.5,37.0,10.0,10.0,0.2,
10758,0.5,0.2,7.5,45.0,10.0,11.0,0.5,
10759,0.5,0.21,6.3,48.0,14.0,11.0,0.8,
10760,0.4,0.19,5.4,47.0,9.0,11.0,0.9,
10761,0.4,0.22,4.4,35.0,13.0,13.0,1.5,
10762,0.5,0.22,4.0,32.0,4.0,14.0,2.6,
10763,0.8,0.23,2.9,20.0,10.0,12.0,3.2,
10764,1.5,0.28,2.7,62.0,5.0,12.0,13.0,
10765,1.2,0.25,2.7,61.0,5.0,10.0,8.5,
10766,1.3,0.23,2.6,73.0,5.0,9.2,9.0,
10767,1.3,0.22,2.8,33.0,5.0,8.2,8.3,
10768,1.4,0.2,2.9,27.0,5.0,7.7,6.9,
10769,1.4,0.21,3.1,24.0,6.0,8.2,8.1,
10770,1.4,0.27,4.0,22.0,11.0,9.0,8.2,
10771,1.3,0.31,6.5,31.0,11.0,11.0,5.7,
10772,1.2,0.24,12.0,33.0,15.0,9.7,2.8,
10773,1.9,0.15,12.0,43.0,18.0,8.0,2.6,
10774,2.3,0.14,12.0,40.0,24.0,6.6,2.4,
10775,2.3,0.13,12.0,39.0,24.0,6.1,1.8,
10776,2.0,0.16,12.0,39.0,24.0,6.1,1.8,
10777,2.0,0.16,36.0,39.0,24.0,6.1,1.8,
10778,3.3,0.14,36.0,36.0,16.0,6.1,1.8,
10779,3.3,0.14,28.0,36.0,10.0,6.1,1.8,
10780,2.0,0.15,26.0,38.0,8.0,6.3,2.0,
10781,2.2,0.17,19.0,29.0,12.0,7.4,1.4,
10782,2.1,0.21,13.0,31.0,8.0,12.0,0.4,
10783,1.4,0.2,14.0,27.0,8.0,9.3,0.2,
10784,2.4,0.21,12.0,35.0,6.0,9.0,0.2,
10785,1.6,0.22,8.3,37.0,15.0,12.0,0.3,
10786,1.4,0.2,6.6,38.0,14.0,14.0,0.8,
10787,1.0,0.16,9.6,26.0,11.0,8.5,-0.5,
10788,1.8,0.18,6.4,19.0,10.0,14.0,0.7,
10789,1.8,0.18,5.3,18.0,11.0,13.0,0.2,
10790,1.8,0.2,7.7,27.0,11.0,12.0,-0.1,
10791,2.3,0.22,4.7,28.0,8.0,15.0,3.9,
10792,2.8,0.25,3.3,29.0,7.0,17.0,11.0,
10793,2.4,0.27,6.2,34.0,8.0,14.0,11.0,
10794,2.9,0.26,15.0,41.0,3.0,10.0,5.1,
10795,2.8,0.21,19.0,44.0,10.0,9.0,4.4,
10796,2.5,0.17,27.0,37.0,20.0,7.9,3.6,
10797,2.5,0.17,40.0,39.0,26.0,7.9,3.6,
10798,2.5,0.17,45.0,49.0,24.0,7.9,3.6,
10799,2.5,0.11,40.0,53.0,21.0,5.3,1.5,
10800,2.7,0.12,37.0,52.0,11.0,5.4,1.7,
10801,2.4,0.12,34.0,51.0,13.0,6.3,2.0,
10802,2.3,0.12,35.0,55.0,11.0,7.7,2.1,
10803,2.3,0.14,32.0,54.0,19.0,7.7,1.9,
10804,2.5,0.17,27.0,43.0,15.0,8.7,1.8,
10805,2.7,0.24,18.0,42.0,17.0,13.0,1.1,
10806,1.6,0.23,17.0,39.0,16.0,11.0,0.7,
10807,1.3,0.24,14.0,44.0,12.0,11.0,0.5,
10808,1.4,0.29,10.0,40.0,14.0,14.0,0.8,
10809,1.8,0.27,8.4,45.0,19.0,14.0,0.6,
10810,3.0,0.31,5.3,47.0,20.0,17.0,1.9,
10811,1.8,0.28,5.0,45.0,19.0,15.0,0.4,
10812,3.5,0.29,4.8,41.0,13.0,17.0,6.3,
10813,3.6,0.27,3.2,36.0,13.0,16.0,3.8,
10814,1.7,0.22,3.5,37.0,9.0,14.0,2.2,
10815,1.5,0.21,2.9,31.0,11.0,13.0,4.1,
10816,1.5,0.22,5.2,36.0,9.0,12.0,3.3,
10817,1.6,0.23,8.8,31.0,10.0,8.8,4.6,
10818,2.2,0.18,25.0,38.0,16.0,4.6,3.0,
10819,2.0,0.16,34.0,44.0,18.0,4.3,2.4,
10820,2.1,0.15,41.0,38.0,15.0,4.0,2.0,
10821,2.1,0.15,45.0,35.0,19.0,3.8,1.9,
10822,2.6,0.13,43.0,32.0,18.0,3.6,1.9,
10823,2.6,0.13,41.0,34.0,19.0,3.6,1.9,
10824,2.7,0.12,41.0,28.0,16.0,3.7,2.0,
10825,2.3,0.13,43.0,34.0,18.0,4.2,1.8,
10826,2.5,0.15,40.0,38.0,15.0,4.7,1.9,
10827,2.6,0.2,37.0,43.0,17.0,6.0,1.6,
10828,2.6,0.19,29.0,32.0,18.0,7.2,1.5,
10829,2.3,0.23,24.0,28.0,16.0,6.7,1.4,
10830,7.7,0.48,11.0,30.0,17.0,18.0,1.6,
10831,3.6,0.22,16.0,35.0,13.0,12.0,2.1,
10832,2.9,0.27,14.0,34.0,19.0,13.0,1.3,
10833,2.5,0.23,16.0,30.0,14.0,11.0,1.3,
10834,2.6,0.19,16.0,25.0,21.0,13.0,1.3,
10835,3.3,0.15,19.0,21.0,15.0,9.0,-0.2,
10836,5.5,0.17,12.0,23.0,23.0,12.0,-0.3,
10837,4.8,0.19,12.0,28.0,19.0,11.0,-0.1,
10838,4.8,0.13,13.0,37.0,17.0,10.0,-0.2,
10839,5.1,0.13,13.0,40.0,15.0,12.0,-0.2,
10840,4.1,0.12,15.0,34.0,14.0,8.2,0.7,
10841,3.9,0.2,17.0,37.0,18.0,11.0,2.2,
10842,3.2,0.15,25.0,38.0,19.0,7.2,2.4,
10843,2.9,0.14,41.0,42.0,24.0,5.5,0.7,
10844,2.9,0.13,48.0,39.0,26.0,5.4,0.5,
10845,3.3,0.13,43.0,38.0,28.0,4.7,0.7,
10846,3.1,0.13,42.0,34.0,22.0,3.9,0.5,
10847,2.6,0.11,34.0,27.0,19.0,3.3,0.4,
10848,2.5,0.09,29.0,22.0,12.0,3.3,0.7,
10849,2.1,0.12,29.0,23.0,11.0,3.0,0.7,
10850,1.8,0.1,30.0,19.0,3.0,2.8,0.6,
10851,1.8,0.12,29.0,23.0,4.0,2.9,0.3,
10852,2.3,0.13,23.0,22.0,11.0,4.4,0.2,
10853,2.1,0.14,21.0,31.0,22.0,5.7,0.3,
10854,2.0,0.11,25.0,23.0,18.0,4.6,0.2,
10855,1.8,0.14,26.0,29.0,14.0,4.3,0.1,
10856,2.8,0.33,8.6,34.0,13.0,22.0,1.0,
10857,6.8,0.45,3.2,43.0,15.0,25.0,4.2,
10858,4.1,0.27,5.4,37.0,15.0,25.0,4.2,
10859,4.0,0.32,7.4,34.0,17.0,16.0,0.1,
10860,3.4,0.33,5.8,30.0,19.0,17.0,1.5,
10861,2.5,0.34,3.0,32.0,18.0,18.0,5.1,
10862,1.9,0.27,4.1,32.0,18.0,15.0,0.9,
10863,2.0,0.29,4.7,31.0,13.0,14.0,2.7,
10864,2.8,0.36,5.5,28.0,17.0,15.0,7.1,
10865,4.5,0.4,7.6,30.0,8.0,17.0,8.2,
10866,4.8,0.43,12.0,39.0,17.0,17.0,6.5,
10867,4.9,0.32,12.0,43.0,17.0,14.0,5.9,
10868,5.3,0.27,23.0,45.0,24.0,13.0,5.6,
10869,7.1,0.32,29.0,51.0,22.0,16.0,4.5,
10870,11.0,0.36,24.0,58.0,23.0,19.0,8.1,
10871,5.7,0.22,34.0,50.0,19.0,9.2,3.9,
10872,2.3,0.14,43.0,34.0,21.0,5.7,1.8,
10873,1.5,0.14,40.0,29.0,15.0,4.6,1.3,
10874,1.3,0.16,38.0,31.0,18.0,4.8,1.4,
10875,1.1,0.2,30.0,39.0,15.0,8.7,1.4,
10876,1.5,0.22,35.0,43.0,21.0,9.9,1.2,
10877,1.6,0.29,31.0,52.0,20.0,14.0,0.9,
10878,1.9,0.36,24.0,51.0,22.0,20.0,1.1,
10879,2.6,0.39,22.0,50.0,25.0,19.0,1.0,
10880,2.8,0.46,15.0,46.0,29.0,24.0,0.9,
10881,2.7,0.39,14.0,48.0,33.0,24.0,1.0,
10882,3.1,0.27,19.0,48.0,27.0,23.0,0.8,
10883,5.0,0.27,16.0,54.0,27.0,21.0,0.5,
10884,4.9,0.29,13.0,48.0,23.0,20.0,0.2,
10885,4.4,0.34,6.4,47.0,24.0,22.0,2.3,
10886,3.4,0.33,5.4,36.0,17.0,19.0,0.4,
10887,2.7,0.32,5.9,37.0,19.0,18.0,1.6,
10888,3.0,0.33,10.0,36.0,21.0,16.0,4.4,
10889,4.1,0.4,18.0,42.0,28.0,17.0,6.2,
10890,6.1,0.47,37.0,53.0,35.0,19.0,4.4,
10891,10.0,0.59,49.0,65.0,38.0,17.0,3.2,
10892,6.4,0.42,71.0,69.0,39.0,13.0,1.2,
10893,5.7,0.29,73.0,62.0,34.0,9.2,1.0,
10894,3.6,0.16,57.0,53.0,29.0,6.4,0.9,
10895,2.7,0.13,50.0,44.0,23.0,4.7,0.8,
10896,2.6,0.13,42.0,41.0,16.0,4.4,0.9,
10897,2.3,0.15,40.0,43.0,16.0,5.3,1.2,
10898,4.4,0.18,42.0,42.0,22.0,7.9,1.1,
10899,21.0,0.57,17.0,34.0,24.0,35.0,7.6,
10900,12.0,0.41,19.0,29.0,27.0,26.0,1.2,
10901,8.0,0.4,19.0,39.0,24.0,22.0,0.5,
10902,4.5,0.45,18.0,52.0,24.0,22.0,0.4,
10903,2.8,0.47,20.0,64.0,18.0,21.0,0.4,
10904,4.1,0.52,15.0,65.0,19.0,25.0,0.5,
10905,4.5,0.44,7.9,60.0,20.0,27.0,1.7,
10906,3.6,0.33,13.0,45.0,25.0,19.0,0.1,
10907,1.7,0.27,14.0,36.0,21.0,16.0,-0.2,
10908,2.0,0.27,9.4,32.0,25.0,21.0,0.3,
10909,3.4,0.33,7.6,43.0,26.0,21.0,1.4,
10910,2.6,0.29,5.6,47.0,28.0,22.0,2.7,
10911,2.4,0.27,11.0,52.0,34.0,15.0,0.6,
10912,1.6,0.26,11.0,39.0,22.0,14.0,1.6,
10913,3.6,0.3,17.0,42.0,20.0,15.0,6.0,
10914,3.9,0.29,28.0,48.0,14.0,15.0,5.0,
10915,3.7,0.24,44.0,61.0,23.0,12.0,2.9,
10916,3.5,0.26,68.0,68.0,31.0,11.0,1.4,
10917,3.8,0.24,73.0,72.0,33.0,10.0,1.1,
10918,6.3,0.34,62.0,73.0,31.0,13.0,1.5,
10919,3.7,0.2,45.0,73.0,31.0,13.0,1.5,
10920,2.9,0.18,52.0,67.0,30.0,5.1,0.6,
10921,3.0,0.17,54.0,63.0,21.0,5.4,0.6,
10922,2.4,0.18,48.0,57.0,24.0,6.5,0.6,
10923,1.8,0.23,48.0,49.0,22.0,9.1,0.4,
10924,2.0,0.32,46.0,39.0,33.0,13.0,0.4,
10925,2.2,0.48,48.0,48.0,34.0,18.0,0.2,
10926,2.4,0.5,40.0,54.0,36.0,23.0,0.2,
10927,2.3,0.54,34.0,64.0,35.0,20.0,0.2,
10928,2.3,0.55,28.0,50.0,30.0,20.0,0.3,
10929,2.5,0.54,21.0,46.0,22.0,25.0,0.3,
10930,1.3,0.5,21.0,39.0,21.0,18.0,0.1,
10931,2.5,0.44,21.0,40.0,15.0,17.0,0.2,
