,SO2,CO,O3,PM10,PM25,NO2,NO,pr
0,1.4,0.55,8.6,35.0,26.0,19.0,4.6,
1,2.2,0.52,7.5,33.0,16.0,17.0,4.2,
2,0.8,0.44,31.0,14.0,12.0,8.4,4.2,
3,1.6,0.42,30.0,12.0,9.0,8.4,4.2,
4,1.4,0.45,32.0,17.0,14.0,7.5,-0.3,
5,1.2,0.44,33.0,11.0,11.0,7.3,-0.2,
6,1.4,0.46,31.0,18.0,14.0,8.8,-0.2,
7,1.7,0.56,25.0,22.0,3.0,15.0,1.0,
8,1.4,0.51,28.0,36.0,13.0,15.0,1.0,
9,2.0,0.47,30.0,36.0,17.0,11.0,2.7,
10,2.0,0.47,30.0,36.0,17.0,11.0,2.7,
11,2.0,0.47,30.0,36.0,17.0,9.3,1.5,
12,2.0,0.48,51.0,41.0,35.0,8.9,1.2,
13,2.0,0.48,53.0,55.0,20.0,8.9,1.2,
14,2.4,0.51,53.0,64.0,26.0,8.9,1.2,
15,2.0,0.5,52.0,69.0,21.0,8.9,1.2,
16,1.7,0.51,44.0,66.0,29.0,8.9,1.2,
17,1.7,0.56,31.0,58.0,28.0,8.9,1.2,
18,1.3,0.58,23.0,58.0,30.0,16.0,1.4,
19,1.2,0.55,20.0,52.0,28.0,22.0,1.6,
20,1.0,0.55,26.0,46.0,20.0,14.0,1.1,
21,1.0,0.55,29.0,40.0,18.0,9.9,0.8,
22,1.0,0.52,29.0,39.0,19.0,11.0,1.0,
23,1.0,0.5,32.0,37.0,22.0,8.6,0.9,
24,1.0,0.49,31.0,41.0,21.0,8.5,1.0,
25,2.1,0.46,32.0,43.0,15.0,7.1,0.3,
26,1.9,0.48,35.0,42.0,21.0,6.2,0.8,
27,2.0,0.46,35.0,42.0,30.0,6.2,0.9,
28,2.2,0.43,34.0,47.0,34.0,7.1,0.9,
29,2.0,0.43,37.0,53.0,29.0,5.0,1.0,
30,2.1,0.41,36.0,46.0,21.0,5.6,1.2,
31,2.4,0.49,29.0,40.0,27.0,11.0,1.9,
32,2.7,0.51,26.0,47.0,30.0,13.0,3.2,
33,2.6,0.44,28.0,53.0,27.0,14.0,5.1,
34,2.3,0.42,35.0,54.0,24.0,12.0,5.2,
35,2.8,0.45,42.0,33.0,21.0,12.0,4.3,
36,3.0,0.46,54.0,43.0,21.0,13.0,3.3,
37,2.6,0.39,66.0,59.0,35.0,9.6,2.1,
38,2.6,0.36,69.0,59.0,31.0,10.0,1.7,
39,2.6,0.39,62.0,58.0,32.0,14.0,2.1,
40,3.3,0.44,55.0,65.0,37.0,14.0,2.1,
41,3.3,0.5,42.0,72.0,40.0,14.0,2.1,
42,3.0,0.51,34.0,71.0,44.0,22.0,1.5,
43,3.7,0.55,27.0,72.0,45.0,23.0,1.7,
44,3.7,0.58,21.0,71.0,46.0,24.0,1.5,
45,3.2,0.56,18.0,67.0,45.0,25.0,1.2,
46,3.1,0.51,24.0,59.0,33.0,16.0,1.2,
47,3.5,0.54,16.0,53.0,34.0,20.0,1.8,
48,3.3,0.49,15.0,51.0,31.0,18.0,1.6,
49,3.1,0.45,15.0,51.0,34.0,16.0,1.4,
50,3.0,0.45,11.0,50.0,35.0,19.0,2.6,
51,3.1,0.44,25.0,46.0,39.0,12.0,0.2,
52,2.4,0.45,26.0,54.0,41.0,9.9,0.1,
53,2.4,0.43,22.0,54.0,40.0,9.6,0.3,
54,2.6,0.5,15.0,62.0,33.0,16.0,0.8,
55,3.3,0.64,12.0,61.0,33.0,20.0,6.0,
56,3.3,0.64,19.0,66.0,33.0,18.0,8.9,
57,3.5,0.49,24.0,63.0,33.0,18.0,8.9,
58,3.2,0.42,34.0,61.0,34.0,18.0,8.9,
59,2.6,0.42,45.0,56.0,28.0,18.0,8.9,
60,2.7,0.41,54.0,56.0,31.0,17.0,3.1,
61,2.7,0.41,64.0,65.0,26.0,13.0,2.2,
62,2.4,0.38,68.0,79.0,34.0,11.0,1.4,
63,2.6,0.38,54.0,91.0,35.0,11.0,1.4,
64,2.9,0.41,45.0,84.0,30.0,11.0,1.4,
65,3.1,0.45,36.0,76.0,36.0,21.0,1.6,
66,3.1,0.45,33.0,70.0,35.0,19.0,1.4,
67,3.3,0.43,32.0,69.0,38.0,17.0,1.5,
68,3.5,0.46,25.0,69.0,28.0,20.0,1.9,
69,3.8,0.38,28.0,60.0,29.0,17.0,1.8,
70,3.6,0.38,28.0,60.0,28.0,13.0,1.1,
71,3.6,0.38,20.0,62.0,31.0,19.0,2.0,
72,3.6,0.38,18.0,64.0,30.0,17.0,1.8,
73,2.2,0.38,15.0,68.0,37.0,19.0,1.5,
74,2.2,0.37,15.0,56.0,33.0,16.0,1.9,
75,2.3,0.42,8.8,59.0,31.0,21.0,3.1,
76,2.0,0.32,12.0,52.0,24.0,18.0,3.3,
77,1.9,0.33,14.0,51.0,30.0,15.0,3.2,
78,2.0,0.37,9.2,54.0,32.0,18.0,3.6,
79,2.4,0.6,7.3,57.0,36.0,22.0,9.6,
80,2.4,0.78,12.0,73.0,39.0,26.0,25.0,
81,2.7,0.45,22.0,74.0,38.0,22.0,17.0,
82,1.8,0.28,35.0,75.0,40.0,12.0,5.6,
83,1.5,0.28,45.0,66.0,28.0,10.0,5.1,
84,1.5,0.29,46.0,59.0,32.0,12.0,5.3,
85,1.1,0.24,41.0,57.0,23.0,13.0,4.7,
86,1.0,0.24,40.0,57.0,32.0,13.0,5.0,
87,0.7,0.23,39.0,61.0,29.0,12.0,4.6,
88,0.6,0.21,37.0,55.0,27.0,12.0,3.7,
89,0.8,0.28,30.0,55.0,18.0,14.0,3.2,
90,0.6,0.26,25.0,43.0,14.0,17.0,2.6,
91,0.6,0.22,28.0,47.0,14.0,13.0,3.2,
92,0.5,0.21,33.0,37.0,18.0,8.8,3.0,
93,0.5,0.21,32.0,35.0,20.0,7.8,3.1,
94,0.7,0.25,21.0,24.0,20.0,16.0,2.8,
95,1.3,0.27,17.0,34.0,26.0,17.0,3.3,
96,1.0,0.25,17.0,44.0,24.0,13.0,2.5,
97,1.2,0.24,14.0,52.0,27.0,17.0,3.0,
98,1.1,0.22,21.0,45.0,21.0,12.0,2.9,
99,0.9,0.19,22.0,36.0,16.0,11.0,2.9,
100,0.9,0.15,27.0,35.0,10.0,8.4,2.0,
101,0.7,0.15,27.0,32.0,10.0,7.8,2.4,
102,0.5,0.17,25.0,31.0,4.0,9.9,2.5,
103,0.7,0.25,23.0,20.0,10.0,14.0,3.5,
104,0.8,0.29,26.0,14.0,4.0,12.0,4.4,
105,1.0,0.31,26.0,14.0,9.0,13.0,4.9,
106,0.9,0.37,28.0,17.0,8.0,11.0,4.9,
107,1.3,0.42,28.0,22.0,12.0,14.0,5.9,
108,0.8,0.46,27.0,20.0,9.0,16.0,5.6,
109,0.7,0.47,25.0,23.0,11.0,15.0,4.7,
110,0.9,0.49,23.0,29.0,12.0,17.0,4.3,
111,0.8,0.49,25.0,33.0,14.0,17.0,3.9,
112,0.9,0.5,21.0,32.0,15.0,20.0,3.9,
113,0.5,0.52,22.0,27.0,11.0,20.0,3.0,
114,0.8,0.53,24.0,23.0,11.0,17.0,2.6,
115,1.2,0.51,23.0,22.0,11.0,16.0,2.4,
116,1.1,0.53,22.0,23.0,13.0,15.0,2.6,
117,1.1,0.53,20.0,26.0,14.0,15.0,2.3,
118,1.0,0.52,17.0,24.0,8.0,18.0,2.5,
119,0.4,0.51,25.0,26.0,14.0,12.0,2.5,
120,0.8,0.47,28.0,26.0,15.0,9.4,2.6,
121,2.0,0.47,28.0,25.0,14.0,8.7,2.4,
122,1.3,0.42,35.0,18.0,3.0,6.6,2.2,
123,1.2,0.39,41.0,15.0,5.0,5.6,3.2,
124,1.4,0.37,46.0,11.0,5.0,5.2,2.9,
125,1.7,0.36,44.0,17.0,12.0,5.3,2.8,
126,2.2,0.4,44.0,17.0,12.0,5.6,3.0,
127,2.1,0.43,39.0,24.0,18.0,7.2,2.8,
128,1.9,0.44,32.0,23.0,14.0,9.9,3.6,
129,1.6,0.41,34.0,30.0,16.0,11.0,3.7,
130,1.7,0.38,36.0,27.0,14.0,10.0,4.7,
131,1.5,0.35,38.0,27.0,18.0,9.7,4.5,
132,1.3,0.35,41.0,16.0,14.0,8.3,4.8,
133,1.1,0.31,45.0,13.0,12.0,7.3,4.1,
134,1.7,0.33,42.0,10.0,3.0,8.2,4.4,
135,1.2,0.31,43.0,13.0,3.0,6.5,3.9,
136,1.5,0.35,41.0,23.0,3.0,7.9,3.7,
137,1.2,0.42,38.0,26.0,9.0,9.7,3.5,
138,1.7,0.4,37.0,41.0,13.0,9.8,2.8,
139,2.2,0.39,37.0,42.0,23.0,8.8,2.7,
140,1.7,0.38,38.0,47.0,32.0,8.0,3.0,
141,1.6,0.34,40.0,48.0,33.0,6.6,3.2,
142,1.4,0.32,39.0,48.0,28.0,6.3,2.7,
143,1.7,0.34,36.0,47.0,26.0,7.0,3.1,
144,1.6,0.35,29.0,35.0,27.0,9.8,3.1,
145,1.0,0.31,26.0,28.0,26.0,12.0,2.9,
146,0.5,0.26,31.0,24.0,19.0,10.0,2.8,
147,0.5,0.21,35.0,21.0,15.0,3.7,0.9,
148,0.4,0.17,31.0,24.0,14.0,8.1,0.8,
149,0.3,0.15,33.0,22.0,9.0,7.6,0.7,
150,0.3,0.13,40.0,26.0,6.0,2.6,0.8,
151,0.3,0.14,39.0,21.0,6.0,2.9,1.2,
152,0.7,0.16,36.0,21.0,6.0,5.2,1.3,
153,0.4,0.16,33.0,22.0,13.0,9.4,1.8,
154,0.5,0.17,35.0,23.0,13.0,6.6,1.4,
155,0.5,0.17,35.0,24.0,14.0,6.3,1.9,
156,0.8,0.19,33.0,26.0,11.0,7.9,2.3,
157,0.4,0.16,37.0,22.0,13.0,5.2,1.9,
158,0.7,0.16,37.0,22.0,11.0,4.9,1.9,
159,0.6,0.15,35.0,12.0,8.0,6.4,1.6,
160,0.7,0.17,33.0,15.0,8.0,7.1,1.6,
161,1.0,0.21,30.0,16.0,5.0,8.8,1.1,
162,0.7,0.18,30.0,16.0,5.0,7.9,0.5,
163,0.6,0.17,29.0,20.0,5.0,7.8,0.6,
164,0.5,0.15,29.0,15.0,4.0,7.2,0.9,
165,0.4,0.17,28.0,17.0,4.0,9.3,1.1,
166,0.6,0.17,27.0,7.0,4.0,8.0,1.2,
167,1.1,0.18,22.0,10.0,3.0,13.0,1.1,
168,1.3,0.15,26.0,16.0,10.0,9.9,0.9,
169,0.5,0.13,23.0,21.0,10.0,11.0,1.8,
170,0.5,0.09,29.0,28.0,2.0,4.5,1.5,
171,0.8,0.07,30.0,22.0,5.0,3.5,1.7,
172,0.8,0.09,31.0,15.0,9.0,4.7,1.3,
173,1.3,0.23,24.0,13.0,5.0,12.0,2.7,
174,0.8,0.16,27.0,23.0,2.0,9.7,3.5,
175,1.1,0.15,28.0,20.0,2.0,8.6,3.5,
176,0.7,0.17,31.0,15.0,4.0,8.4,3.0,
177,0.8,0.18,31.0,22.0,3.0,9.0,3.5,
178,0.7,0.13,34.0,28.0,4.0,7.1,3.4,
179,0.8,0.12,36.0,32.0,3.0,6.4,3.6,
180,0.6,0.14,36.0,28.0,2.0,8.0,3.8,
181,1.4,0.19,30.0,29.0,6.0,14.0,3.2,
182,1.0,0.26,16.0,27.0,14.0,22.0,2.7,
183,0.6,0.28,18.0,30.0,17.0,20.0,2.1,
184,1.1,0.3,13.0,30.0,19.0,24.0,2.1,
185,1.0,0.33,12.0,34.0,11.0,23.0,3.2,
186,1.0,0.38,7.8,31.0,18.0,24.0,3.5,
187,1.0,0.47,4.7,29.0,11.0,25.0,8.5,
188,1.8,0.47,3.3,31.0,15.0,25.0,16.0,
189,1.5,0.55,3.4,36.0,12.0,23.0,31.0,
190,3.3,0.53,3.3,36.0,16.0,21.0,21.0,
191,3.3,0.62,3.2,39.0,21.0,28.0,41.0,
192,2.7,0.48,3.0,36.0,22.0,21.0,18.0,
193,3.1,0.56,3.1,40.0,21.0,21.0,27.0,
194,3.1,0.54,3.2,34.0,23.0,21.0,29.0,
195,2.5,0.31,6.5,33.0,27.0,26.0,5.1,
196,2.6,0.32,17.0,31.0,19.0,17.0,4.6,
197,3.8,0.42,14.0,37.0,19.0,17.0,4.6,
198,2.6,0.31,23.0,39.0,19.0,15.0,9.6,
199,2.4,0.26,28.0,38.0,23.0,15.0,8.4,
200,2.4,0.26,38.0,36.0,20.0,15.0,7.1,
201,3.1,0.26,48.0,41.0,17.0,13.0,5.2,
202,2.0,0.18,54.0,52.0,21.0,8.6,3.6,
203,1.8,0.18,50.0,55.0,17.0,9.2,3.5,
204,1.7,0.16,49.0,52.0,18.0,9.4,3.6,
205,1.7,0.17,46.0,47.0,15.0,9.9,3.1,
206,1.8,0.21,38.0,50.0,17.0,14.0,2.8,
207,1.7,0.27,32.0,51.0,12.0,18.0,2.7,
208,1.9,0.24,33.0,45.0,16.0,15.0,2.2,
209,1.7,0.31,28.0,38.0,11.0,17.0,2.3,
210,1.7,0.24,27.0,37.0,10.0,14.0,2.2,
211,2.2,0.25,24.0,39.0,3.0,16.0,2.1,
212,2.4,0.32,15.0,48.0,11.0,22.0,3.0,
213,2.5,0.32,14.0,52.0,13.0,23.0,3.0,
214,1.5,0.19,26.0,59.0,15.0,12.0,2.5,
215,1.4,0.13,31.0,55.0,15.0,8.5,1.9,
216,1.2,0.11,33.0,53.0,17.0,5.1,2.0,
217,1.2,0.25,33.0,42.0,19.0,3.6,2.1,
218,0.9,0.24,32.0,32.0,14.0,4.0,2.0,
219,1.2,0.26,28.0,27.0,11.0,8.2,2.1,
220,1.1,0.36,26.0,29.0,10.0,9.8,2.6,
221,1.1,0.34,29.0,33.0,12.0,8.5,4.4,
222,1.6,0.29,30.0,25.0,15.0,9.6,5.2,
223,1.4,0.28,37.0,28.0,15.0,9.0,4.9,
224,1.4,0.28,43.0,29.0,20.0,8.6,4.6,
225,1.5,0.28,45.0,43.0,23.0,9.8,4.2,
226,1.1,0.27,51.0,43.0,23.0,6.5,3.3,
227,1.3,0.27,50.0,50.0,18.0,7.8,3.3,
228,1.2,0.25,47.0,46.0,12.0,7.9,3.2,
229,1.1,0.28,37.0,46.0,12.0,7.9,3.2,
230,1.2,0.28,33.0,42.0,18.0,12.0,1.3,
231,1.5,0.24,29.0,44.0,24.0,14.0,0.8,
232,1.2,0.24,26.0,49.0,21.0,14.0,1.2,
233,1.8,0.27,17.0,51.0,27.0,21.0,1.5,
234,1.7,0.29,17.0,52.0,21.0,19.0,1.7,
235,2.2,0.33,10.0,52.0,27.0,22.0,1.6,
236,2.1,0.34,9.8,54.0,23.0,21.0,2.8,
237,2.6,0.31,7.1,57.0,29.0,22.0,2.6,
238,2.4,0.23,9.4,54.0,28.0,20.0,1.4,
239,3.0,0.19,13.0,49.0,27.0,15.0,0.6,
240,2.7,0.3,9.6,45.0,26.0,17.0,2.2,
241,2.5,0.31,13.0,44.0,24.0,14.0,0.4,
242,2.5,0.33,11.0,38.0,32.0,17.0,1.0,
243,2.2,0.36,17.0,36.0,32.0,16.0,1.7,
244,2.2,0.32,22.0,28.0,27.0,13.0,3.7,
245,3.1,0.31,23.0,33.0,18.0,14.0,5.6,
246,2.5,0.28,37.0,32.0,12.0,13.0,3.9,
247,2.1,0.3,41.0,35.0,16.0,14.0,3.5,
248,2.3,0.29,43.0,29.0,20.0,15.0,3.8,
249,2.2,0.29,46.0,32.0,28.0,13.0,3.0,
250,2.3,0.25,48.0,37.0,19.0,10.0,1.8,
251,2.2,0.26,50.0,41.0,18.0,10.0,1.1,
252,2.2,0.32,42.0,48.0,16.0,14.0,1.5,
253,2.2,0.31,34.0,44.0,20.0,16.0,0.5,
254,2.3,0.33,27.0,50.0,21.0,20.0,0.3,
255,2.3,0.38,22.0,49.0,23.0,21.0,0.8,
256,2.3,0.34,23.0,51.0,24.0,18.0,0.7,
257,2.3,0.35,22.0,42.0,21.0,16.0,0.2,
258,2.2,0.35,20.0,42.0,19.0,15.0,0.4,
259,2.1,0.36,17.0,40.0,17.0,18.0,0.3,
260,1.1,0.37,20.0,42.0,14.0,12.0,-0.2,
261,1.3,0.36,23.0,26.0,13.0,10.0,0.4,
262,1.2,0.34,29.0,28.0,18.0,8.6,0.3,
263,1.0,0.34,34.0,19.0,14.0,6.8,1.2,
264,0.9,0.28,38.0,29.0,8.0,4.7,0.9,
265,0.8,0.3,37.0,21.0,3.0,5.0,1.0,
266,0.8,0.32,34.0,26.0,3.0,5.9,1.4,
267,1.1,0.37,31.0,25.0,6.0,8.9,1.9,
268,1.2,0.4,28.0,21.0,5.0,12.0,3.9,
269,1.1,0.4,31.0,24.0,6.0,9.5,3.3,
270,1.2,0.41,33.0,19.0,8.0,9.7,3.5,
271,1.2,0.44,35.0,33.0,8.0,10.0,3.5,
272,1.4,0.42,39.0,39.0,11.0,9.3,4.0,
273,1.2,0.43,38.0,43.0,14.0,9.0,3.2,
274,1.3,0.46,38.0,42.0,16.0,10.0,3.6,
275,1.5,0.48,37.0,45.0,18.0,11.0,2.9,
276,1.5,0.46,34.0,62.0,24.0,11.0,2.2,
277,1.4,0.46,34.0,65.0,36.0,13.0,1.6,
278,1.7,0.43,36.0,63.0,32.0,12.0,0.8,
279,2.0,0.42,37.0,59.0,34.0,11.0,1.0,
280,2.0,0.4,40.0,65.0,32.0,8.7,1.1,
281,2.1,0.38,42.0,68.0,38.0,8.0,0.5,
282,1.6,0.36,45.0,65.0,41.0,7.0,1.1,
283,1.3,0.35,44.0,56.0,36.0,6.4,0.6,
284,1.9,0.35,44.0,56.0,37.0,5.8,0.7,
285,1.4,0.35,43.0,58.0,32.0,5.2,0.5,
286,1.3,0.29,44.0,59.0,32.0,4.0,0.8,
287,1.2,0.23,43.0,46.0,22.0,3.5,0.5,
288,1.0,0.13,43.0,27.0,18.0,3.7,0.7,
289,1.5,0.11,41.0,20.0,15.0,4.1,0.6,
290,1.3,0.1,40.0,24.0,17.0,4.0,0.7,
291,1.7,0.14,36.0,30.0,16.0,7.5,0.7,
292,2.1,0.15,32.0,33.0,14.0,12.0,1.6,
293,1.7,0.14,36.0,38.0,14.0,8.2,2.0,
294,1.7,0.17,37.0,49.0,16.0,8.6,2.3,
295,1.8,0.16,40.0,52.0,17.0,9.2,1.9,
296,1.7,0.18,48.0,45.0,15.0,7.3,1.6,
297,1.8,0.2,54.0,41.0,16.0,8.2,1.6,
298,2.2,0.21,47.0,51.0,21.0,13.0,2.8,
299,2.1,0.22,42.0,61.0,29.0,12.0,2.7,
300,2.3,0.27,38.0,73.0,30.0,14.0,1.9,
301,1.7,0.28,32.0,66.0,32.0,16.0,1.2,
302,1.8,0.26,29.0,62.0,28.0,16.0,1.0,
303,1.9,0.26,24.0,47.0,26.0,19.0,0.4,
304,1.9,0.26,24.0,47.0,21.0,16.0,0.9,
305,2.0,0.26,23.0,49.0,24.0,15.0,0.7,
306,2.3,0.25,23.0,47.0,20.0,14.0,0.9,
307,1.7,0.21,26.0,38.0,23.0,12.0,1.2,
308,1.8,0.19,28.0,35.0,18.0,9.9,0.8,
309,2.6,0.18,32.0,29.0,18.0,8.0,0.5,
310,2.3,0.15,36.0,28.0,13.0,5.3,0.9,
311,2.3,0.15,36.0,15.0,13.0,5.4,0.4,
312,2.3,0.24,32.0,16.0,11.0,7.1,0.5,
313,2.3,0.23,36.0,18.0,11.0,6.7,0.8,
314,2.2,0.21,40.0,27.0,5.0,5.7,0.2,
315,2.3,0.24,38.0,26.0,15.0,6.8,0.8,
316,2.4,0.26,39.0,25.0,11.0,6.6,1.3,
317,2.3,0.27,41.0,29.0,15.0,6.5,2.1,
318,2.4,0.26,46.0,36.0,6.0,6.1,1.7,
319,3.1,0.27,51.0,47.0,11.0,5.9,1.6,
320,3.4,0.29,55.0,47.0,11.0,6.2,1.6,
321,3.0,0.3,61.0,46.0,14.0,5.8,1.1,
322,3.0,0.27,63.0,40.0,19.0,6.2,1.3,
323,3.3,0.28,61.0,38.0,22.0,7.4,1.0,
324,2.9,0.28,57.0,46.0,28.0,7.4,0.8,
325,3.1,0.29,53.0,45.0,26.0,8.2,0.4,
326,3.1,0.33,52.0,49.0,27.0,11.0,0.3,
327,3.2,0.36,52.0,46.0,27.0,11.0,0.4,
328,2.6,0.33,52.0,54.0,29.0,8.7,0.7,
329,2.7,0.35,51.0,52.0,31.0,7.8,-0.1,
330,2.6,0.33,49.0,60.0,27.0,7.4,0.5,
331,3.8,0.34,44.0,61.0,27.0,9.5,0.3,
332,3.8,0.32,43.0,65.0,21.0,9.4,0.3,
333,2.0,0.32,42.0,50.0,26.0,6.1,0.9,
334,2.8,0.32,38.0,39.0,34.0,8.1,1.5,
335,3.0,0.34,34.0,34.0,30.0,9.7,1.2,
336,2.8,0.34,35.0,41.0,26.0,9.5,1.7,
337,2.5,0.33,34.0,44.0,19.0,11.0,1.7,
338,2.1,0.37,32.0,43.0,23.0,13.0,2.6,
339,2.2,0.41,31.0,37.0,24.0,15.0,4.5,
340,1.9,0.34,35.0,42.0,29.0,12.0,4.8,
341,1.6,0.32,37.0,52.0,20.0,15.0,5.2,
342,1.6,0.33,40.0,58.0,23.0,15.0,5.0,
343,1.9,0.3,46.0,58.0,27.0,12.0,4.2,
344,1.5,0.29,53.0,51.0,28.0,8.7,3.2,
345,1.6,0.28,51.0,55.0,27.0,11.0,3.1,
346,1.6,0.29,47.0,59.0,26.0,10.0,2.8,
347,1.5,0.32,41.0,64.0,29.0,13.0,2.7,
348,1.5,0.32,41.0,64.0,29.0,13.0,2.7,
349,1.5,0.42,32.0,64.0,29.0,16.0,1.5,
350,1.3,0.41,29.0,71.0,38.0,18.0,1.7,
351,1.5,0.41,29.0,68.0,43.0,17.0,1.9,
352,1.4,0.41,29.0,67.0,38.0,15.0,1.5,
353,1.5,0.42,26.0,71.0,44.0,18.0,1.4,
354,1.5,0.36,30.0,58.0,45.0,15.0,2.4,
355,1.6,0.34,29.0,63.0,46.0,12.0,1.7,
356,2.9,0.35,25.0,47.0,31.0,15.0,1.3,
357,2.3,0.34,26.0,47.0,27.0,12.0,1.9,
358,1.9,0.3,27.0,38.0,21.0,13.0,0.5,
359,2.6,0.31,24.0,38.0,20.0,14.0,0.4,
360,2.6,0.33,20.0,34.0,19.0,19.0,0.4,
361,2.5,0.33,20.0,37.0,23.0,17.0,0.4,
362,2.4,0.53,14.0,36.0,21.0,24.0,4.2,
363,2.5,0.5,19.0,46.0,20.0,23.0,7.1,
364,2.0,0.37,23.0,54.0,13.0,18.0,6.0,
365,1.9,0.39,26.0,58.0,13.0,23.0,7.7,
366,2.3,0.37,33.0,53.0,17.0,21.0,6.2,
367,2.2,0.37,44.0,50.0,23.0,18.0,3.7,
368,2.2,0.34,43.0,56.0,24.0,19.0,3.9,
369,2.0,0.31,41.0,60.0,21.0,18.0,3.2,
370,2.0,0.3,40.0,60.0,23.0,18.0,2.6,
371,2.3,0.34,36.0,54.0,24.0,18.0,1.8,
372,2.0,0.34,30.0,48.0,22.0,19.0,1.1,
373,1.9,0.32,28.0,39.0,16.0,17.0,0.7,
374,1.9,0.31,28.0,30.0,14.0,16.0,0.5,
375,2.0,0.29,25.0,30.0,12.0,18.0,0.7,
376,1.6,0.27,29.0,28.0,9.0,15.0,0.7,
377,1.5,0.25,34.0,23.0,5.0,8.8,0.2,
378,2.0,0.23,35.0,17.0,2.0,8.3,0.2,
379,2.3,0.22,34.0,15.0,2.0,8.7,0.3,
380,2.1,0.22,35.0,15.0,2.0,6.6,0.3,
381,2.0,0.2,35.0,16.0,5.0,7.0,0.5,
382,1.9,0.2,33.0,14.0,9.0,8.6,1.8,
383,2.0,0.11,34.0,20.0,11.0,5.5,1.7,
384,2.4,0.11,24.0,19.0,6.0,14.0,1.5,
385,1.9,0.14,28.0,14.0,10.0,13.0,2.2,
386,2.1,0.2,25.0,11.0,6.0,17.0,2.5,
387,2.7,0.22,23.0,17.0,12.0,18.0,4.9,
388,2.7,0.17,27.0,30.0,6.0,18.0,5.7,
389,2.3,0.19,27.0,30.0,6.0,18.0,6.5,
390,2.3,0.26,29.0,46.0,3.0,20.0,6.5,
391,2.3,0.22,42.0,47.0,4.0,13.0,5.0,
392,1.9,0.31,46.0,52.0,12.0,12.0,3.8,
393,2.1,0.3,46.0,52.0,12.0,13.0,4.2,
394,2.1,0.28,42.0,54.0,12.0,13.0,4.2,
395,2.1,0.28,39.0,57.0,15.0,12.0,2.6,
396,1.9,0.34,35.0,59.0,6.0,14.0,1.9,
397,1.8,0.36,33.0,53.0,16.0,14.0,1.8,
398,1.8,0.35,34.0,50.0,15.0,12.0,1.8,
399,1.6,0.35,34.0,40.0,18.0,11.0,1.7,
400,1.7,0.35,35.0,38.0,16.0,10.0,1.4,
401,1.6,0.35,37.0,35.0,13.0,8.6,1.7,
402,1.4,0.32,41.0,34.0,17.0,6.2,1.8,
403,0.5,0.32,40.0,26.0,13.0,5.9,1.4,
404,1.9,0.32,40.0,31.0,15.0,6.3,1.6,
405,1.9,0.33,38.0,33.0,12.0,7.1,1.8,
406,1.9,0.31,41.0,36.0,14.0,5.5,1.3,
407,2.0,0.21,45.0,32.0,12.0,4.3,1.8,
408,2.0,0.19,44.0,31.0,5.0,5.2,1.9,
409,1.8,0.2,45.0,28.0,3.0,4.5,1.7,
410,1.9,0.29,41.0,28.0,10.0,8.5,2.3,
411,2.7,0.29,41.0,19.0,18.0,9.6,3.1,
412,3.2,0.26,43.0,22.0,21.0,8.5,3.4,
413,2.3,0.24,48.0,25.0,17.0,6.5,3.1,
414,2.5,0.24,52.0,35.0,10.0,6.1,2.4,
415,2.4,0.23,55.0,47.0,12.0,5.8,2.7,
416,2.0,0.22,57.0,47.0,11.0,5.6,2.5,
417,1.8,0.23,56.0,52.0,11.0,7.7,2.9,
418,2.2,0.28,58.0,62.0,14.0,10.0,2.6,
419,2.2,0.31,56.0,121.0,26.0,11.0,2.2,
420,2.1,0.33,46.0,133.0,33.0,14.0,1.8,
421,2.1,0.35,39.0,121.0,35.0,17.0,1.9,
422,2.4,0.35,32.0,66.0,26.0,20.0,2.3,
423,2.6,0.41,25.0,58.0,26.0,23.0,2.2,
424,2.5,0.48,18.0,66.0,20.0,24.0,2.8,
425,2.6,0.47,13.0,65.0,28.0,29.0,2.1,
426,4.7,0.67,7.7,70.0,39.0,34.0,5.0,
427,5.8,0.87,5.7,85.0,57.0,34.0,14.0,
428,4.1,0.86,4.7,90.0,66.0,30.0,14.0,
429,3.3,0.52,12.0,83.0,64.0,20.0,2.3,
430,2.9,0.41,15.0,61.0,45.0,17.0,0.3,
431,2.7,0.46,6.6,50.0,34.0,22.0,2.9,
432,3.1,0.6,3.3,42.0,27.0,25.0,22.0,
433,3.5,0.74,4.4,45.0,32.0,25.0,28.0,
434,3.3,0.75,7.3,54.0,38.0,21.0,15.0,
435,3.6,0.59,18.0,59.0,39.0,19.0,9.0,
436,3.2,0.42,31.0,47.0,43.0,15.0,4.3,
437,3.3,0.32,41.0,43.0,31.0,12.0,2.6,
438,3.0,0.25,49.0,36.0,27.0,10.0,2.4,
439,2.8,0.23,56.0,41.0,15.0,7.8,1.7,
440,2.6,0.2,57.0,35.0,12.0,6.4,1.0,
441,2.3,0.17,57.0,37.0,12.0,4.8,0.4,
442,2.6,0.2,55.0,45.0,16.0,7.1,0.8,
443,2.7,0.22,51.0,54.0,19.0,9.3,1.4,
444,2.9,0.26,50.0,62.0,20.0,8.9,0.2,
445,2.9,0.29,43.0,63.0,21.0,12.0,0.3,
446,2.9,0.3,38.0,58.0,22.0,13.0,0.3,
447,2.8,0.3,31.0,61.0,24.0,16.0,0.6,
448,2.7,0.38,23.0,59.0,28.0,17.0,0.5,
449,2.6,0.46,13.0,61.0,29.0,24.0,1.1,
