,SO2,PM10,PM25,NO2,pr
3543,3.0,34.0,17.0,21.8,
3544,3.0,36.0,20.0,22.9,
3545,3.9,39.0,22.0,20.0,
3546,3.4,42.0,25.0,25.5,
3547,2.9,44.0,26.0,27.3,
3548,4.0,44.0,25.0,24.8,
3549,3.5,42.0,25.0,23.0,
3550,4.5,44.0,27.0,15.6,
3551,3.8,44.0,27.0,12.5,
3552,9.6,44.0,26.0,18.2,
3553,14.7,47.0,29.0,19.2,
3554,7.5,48.0,29.0,10.8,
3555,8.1,48.0,28.0,10.9,
3556,5.1,44.0,27.0,7.8,
3557,3.5,39.0,23.0,4.5,
3558,3.4,36.0,20.0,5.2,
3559,3.1,36.0,21.0,6.7,
3560,3.4,38.0,20.0,9.4,
3561,3.1,40.0,20.0,10.3,
3562,3.3,41.0,19.0,12.3,
3563,3.3,43.0,19.0,18.9,
3564,3.1,44.0,20.0,21.0,
3565,3.1,42.0,19.0,22.9,
3566,2.9,42.0,21.0,20.2,
3567,3.3,44.0,22.0,18.7,
3568,4.0,50.0,26.0,17.3,
3569,3.1,56.0,30.0,9.9,
3570,3.3,58.0,31.0,12.6,
3571,3.5,60.0,33.0,15.6,
3572,3.8,59.0,33.0,22.7,
3573,6.3,58.0,34.0,29.3,
3574,4.9,62.0,36.0,21.4,
3575,5.5,62.0,37.0,18.8,
3576,6.2,64.0,36.0,15.0,
3577,9.2,66.0,38.0,17.1,
3578,12.4,66.0,39.0,18.3,
3579,7.0,68.0,40.0,11.6,
3580,5.5,67.0,39.0,12.5,
3581,5.6,68.0,39.0,14.1,
3582,5.7,70.0,39.0,15.7,
3583,4.4,70.0,38.0,14.1,
3584,4.1,72.0,38.0,19.2,
3585,3.6,71.0,39.0,18.2,
3586,3.5,70.0,38.0,23.1,
3587,4.1,70.0,40.0,34.0,
3588,4.2,72.0,42.0,36.1,
3589,4.0,73.0,43.0,29.4,
3590,4.6,74.0,44.0,25.1,
3591,4.9,76.0,45.0,24.6,
3592,3.6,78.0,46.0,25.2,
3593,3.3,80.0,45.0,16.2,
3594,3.3,80.0,43.0,20.2,
3595,4.7,81.0,43.0,21.0,
3596,4.6,79.0,44.0,31.4,
3597,4.6,79.0,45.0,63.8,
3598,5.5,86.0,52.0,39.0,
3599,5.6,90.0,54.0,30.4,
3600,6.0,94.0,56.0,22.4,
3601,6.8,96.0,59.0,22.6,
3602,9.6,94.0,58.0,26.0,
3603,8.6,95.0,59.0,19.3,
3604,14.5,93.0,58.0,26.4,
3605,17.4,90.0,57.0,32.6,
3606,10.2,90.0,57.0,20.2,
3607,6.0,86.0,56.0,21.0,
3608,5.1,84.0,54.0,23.9,
3609,4.7,82.0,53.0,29.4,
3610,5.2,81.0,51.0,32.2,
3611,6.0,78.0,50.0,36.9,
3612,5.2,78.0,50.0,42.6,
3613,9.9,80.0,52.0,29.8,
3614,6.3,79.0,52.0,31.0,
3615,5.4,80.0,53.0,32.4,
3616,6.0,84.0,53.0,32.0,
3617,5.2,81.0,52.0,29.2,
3618,4.1,80.0,51.0,18.8,
3619,5.0,76.0,49.0,23.5,
3620,5.1,76.0,49.0,31.1,
3621,7.9,77.0,50.0,37.4,
3622,6.3,81.0,52.0,37.2,
3623,7.6,89.0,57.0,37.9,
3624,8.1,94.0,61.0,25.8,
3625,6.5,96.0,61.0,19.8,
3626,5.7,93.0,60.0,20.3,
3627,6.7,92.0,58.0,22.4,
3628,9.7,88.0,55.0,31.9,
3629,7.1,85.0,54.0,26.4,
3630,5.2,85.0,53.0,19.5,
3631,5.1,82.0,53.0,25.5,
3632,5.5,84.0,53.0,28.8,
3633,6.1,86.0,53.0,32.7,
3634,5.4,85.0,52.0,40.5,
3635,6.5,84.0,52.0,42.5,
3636,7.3,84.0,52.0,30.0,
3637,4.9,82.0,52.0,23.2,
3638,4.2,82.0,52.0,27.4,
3639,4.2,81.0,51.0,26.4,
3640,4.4,82.0,51.0,23.9,
3641,4.4,82.0,51.0,23.9,
3642,4.4,82.0,51.0,23.9,
3643,6.1,91.0,57.0,20.4,
3644,7.5,94.0,59.0,27.1,
3645,6.6,97.0,60.0,30.6,
3646,6.5,95.0,60.0,39.3,
3647,6.3,100.0,61.0,47.4,
3648,6.1,104.0,62.0,36.1,
3649,9.4,104.0,63.0,34.0,
3650,6.8,103.0,62.0,22.1,
3651,6.7,95.0,58.0,16.3,
3652,6.6,85.0,52.0,16.8,
3653,4.5,78.0,47.0,20.8,
3654,4.9,73.0,42.0,20.8,
3655,3.8,74.0,41.0,18.9,
3656,3.4,72.0,40.0,19.9,
3657,3.9,74.0,39.0,22.6,
3658,3.8,74.0,39.0,26.1,
3659,3.6,72.0,37.0,20.7,
3660,3.8,69.0,36.0,18.6,
3661,4.5,65.0,33.0,22.3,
3662,4.1,62.0,32.0,19.9,
3663,3.6,59.0,31.0,3.9,
3664,4.0,55.0,28.0,3.6,
3665,6.0,50.0,25.0,6.0,
3666,6.2,45.0,21.0,7.0,
3667,3.8,60.0,20.0,14.4,
3668,5.7,60.0,20.0,25.2,
3669,4.9,59.0,21.0,19.2,
3670,4.6,63.0,23.0,21.9,
3671,4.9,50.0,21.0,17.3,
3672,4.6,50.0,22.0,11.2,
3673,4.2,52.0,21.0,8.8,
3674,4.5,50.0,20.0,8.6,
3675,4.2,48.0,19.0,7.9,
3676,4.0,48.0,19.0,8.1,
3677,3.9,52.0,22.0,9.4,
3678,3.5,57.0,25.0,10.8,
3679,3.5,55.0,27.0,16.6,
3680,3.6,104.0,29.0,18.7,
3681,3.5,160.0,30.0,15.5,
3682,3.8,198.0,31.0,15.7,
3683,3.6,213.0,31.0,13.4,
3684,3.5,171.0,30.0,11.5,
3685,3.5,122.0,28.0,9.2,
3686,3.1,85.0,26.0,7.3,
3687,2.9,68.0,24.0,6.3,
3688,3.1,66.0,21.0,6.5,
3689,3.1,66.0,19.0,7.9,
3690,3.1,128.0,19.0,6.6,
3691,3.0,18.0,18.0,5.7,
3692,3.5,24.0,17.0,7.0,
3693,3.6,20.0,16.0,8.1,
3694,3.5,18.0,16.0,8.8,
3695,3.6,16.0,15.0,9.4,
3696,3.6,14.0,16.0,10.0,
3697,3.8,14.0,15.0,10.8,
3698,3.6,14.0,16.0,8.9,
3699,3.4,14.0,19.0,6.7,
3700,3.3,14.0,20.0,6.3,
3701,3.3,14.0,20.0,6.0,
3702,3.3,14.0,19.0,7.3,
3703,3.3,14.0,19.0,8.9,
3704,3.6,14.0,19.0,11.8,
3705,3.6,14.0,19.0,12.8,
3706,3.9,14.0,20.0,13.5,
3707,4.0,14.0,20.0,13.9,
3708,3.6,14.0,21.0,13.9,
3709,3.5,14.0,22.0,9.2,
3710,3.6,14.0,22.0,15.0,
3711,3.9,14.0,23.0,11.8,
3712,3.1,14.0,23.0,13.1,
3713,3.6,14.0,24.0,13.4,
3714,3.4,14.0,25.0,15.7,
3715,3.1,14.0,25.0,16.7,
3716,4.0,14.0,25.0,15.7,
3717,5.1,14.0,26.0,19.7,
3718,4.7,14.0,28.0,19.5,
3719,4.2,14.0,31.0,9.4,
3720,5.0,14.0,33.0,8.1,
3721,7.6,14.0,33.0,10.5,
3722,4.9,14.0,33.0,7.5,
3723,4.0,14.0,33.0,6.2,
3724,4.6,14.0,34.0,7.6,
3725,4.2,14.0,35.0,7.7,
3726,3.6,14.0,37.0,7.3,
3727,3.6,14.0,38.0,9.2,
3728,3.6,14.0,38.0,11.9,
3729,4.1,14.0,35.0,17.7,
3730,3.8,14.0,35.0,23.0,
3731,3.6,14.0,33.0,24.7,
3732,3.8,14.0,34.0,16.6,
3733,4.2,14.0,34.0,14.9,
3734,5.1,14.0,31.0,17.4,
3735,4.1,14.0,31.0,18.7,
3736,3.9,14.0,30.0,17.6,
3737,3.8,14.0,31.0,15.2,
3738,4.1,14.0,31.0,15.7,
3739,4.7,14.0,31.0,19.3,
3740,4.2,14.0,32.0,18.7,
3741,5.7,14.0,34.0,21.1,
3742,8.6,14.0,36.0,23.4,
3743,7.2,14.0,38.0,17.1,
3744,3.8,14.0,37.0,11.3,
3745,3.3,14.0,42.0,10.4,
3746,4.6,14.0,42.0,11.9,
3747,4.4,14.0,43.0,10.5,
3748,3.5,14.0,42.0,7.7,
3749,3.3,14.0,31.0,10.0,
3750,2.6,14.0,30.0,10.5,
3751,2.9,14.0,29.0,14.2,
3752,4.0,14.0,27.0,11.5,
3753,4.7,68.0,27.0,11.6,
3754,3.6,76.0,29.0,12.5,
3755,3.1,80.0,31.0,16.1,
3756,3.4,86.0,35.0,17.9,
3757,5.0,90.0,36.0,17.1,
3758,5.2,89.0,37.0,17.2,
3759,3.0,88.0,39.0,18.4,
3760,3.6,86.0,39.0,15.6,
3761,2.8,89.0,42.0,9.6,
3762,2.9,94.0,45.0,11.4,
3763,2.8,102.0,48.0,13.6,
3764,2.8,112.0,53.0,18.8,
3765,2.9,115.0,55.0,20.0,
3766,3.0,118.0,55.0,21.5,
3767,3.3,114.0,54.0,15.2,
3768,2.0,106.0,48.0,9.6,
3769,2.0,93.0,40.0,8.1,
3770,1.9,80.0,32.0,9.4,
3771,1.8,72.0,25.0,11.6,
3772,2.2,67.0,22.0,12.8,
3773,2.0,64.0,21.0,12.9,
3774,2.0,62.0,20.0,14.5,
3775,1.8,59.0,18.0,17.6,
3776,1.9,54.0,15.0,19.9,
3777,1.8,56.0,14.0,13.1,
3778,1.7,56.0,13.0,9.7,
3779,1.7,54.0,13.0,9.3,
3780,1.7,56.0,14.0,6.8,
3781,1.7,50.0,12.0,6.7,
3782,1.4,48.0,11.0,6.6,
3783,1.3,48.0,10.0,5.0,
3784,1.3,44.0,8.0,5.5,
3785,1.4,46.0,9.0,5.6,
3786,1.5,46.0,10.0,7.3,
3787,1.5,46.0,11.0,7.0,
3788,1.9,48.0,13.0,7.5,
3789,1.9,46.0,12.0,7.7,
3790,1.8,42.0,12.0,6.6,
3791,1.9,38.0,11.0,7.7,
3792,1.4,33.0,10.0,7.0,
3793,1.3,32.0,11.0,6.0,
3794,1.4,30.0,10.0,4.7,
3795,1.3,28.0,11.0,4.7,
3796,1.2,28.0,10.0,5.9,
3797,1.3,26.0,11.0,7.8,
3798,1.3,28.0,11.0,9.3,
3799,1.0,31.0,12.0,8.7,
3800,1.2,32.0,13.0,11.6,
3801,1.4,32.0,14.0,13.3,
3802,1.3,31.0,14.0,13.0,
3803,1.2,30.0,15.0,12.8,
3804,1.2,28.0,15.0,11.2,
3805,1.4,28.0,14.0,11.6,
3806,1.4,26.0,14.0,7.7,
3807,0.8,27.0,13.0,5.6,
3808,0.9,26.0,12.0,3.0,
3809,0.9,24.0,12.0,2.8,
3810,0.8,24.0,11.0,2.6,
3811,0.7,22.0,9.0,3.8,
3812,0.7,20.0,9.0,6.1,
3813,1.0,22.0,8.0,11.8,
3814,1.7,20.0,8.0,8.8,
3815,2.4,20.0,9.0,6.2,
3816,2.6,22.0,10.0,7.0,
3817,2.9,20.0,9.0,7.1,
3818,2.9,20.0,9.0,7.1,
3819,3.1,23.0,10.0,10.3,
3820,3.0,26.0,12.0,8.4,
3821,2.8,30.0,16.0,7.8,
3822,2.6,32.0,17.0,10.7,
3823,2.8,34.0,19.0,15.8,
3824,3.3,35.0,20.0,19.2,
3825,3.0,36.0,21.0,23.9,
3826,3.5,36.0,23.0,37.7,
3827,3.3,40.0,25.0,31.9,
3828,3.4,42.0,26.0,33.6,
3829,3.1,44.0,27.0,28.3,
3830,2.6,48.0,27.0,26.4,
3831,2.3,50.0,29.0,24.2,
3832,2.4,49.0,30.0,21.4,
3833,2.4,49.0,30.0,24.1,
3834,2.2,48.0,31.0,25.6,
3835,2.2,48.0,31.0,26.4,
3836,5.2,48.0,32.0,27.9,
3837,7.7,48.0,33.0,35.9,
3838,4.7,54.0,35.0,30.5,
3839,4.1,57.0,36.0,23.2,
3840,3.6,57.0,35.0,13.1,
3841,3.4,58.0,35.0,9.8,
3842,3.1,55.0,33.0,6.1,
3843,3.4,51.0,32.0,8.3,
3844,3.5,52.0,30.0,6.2,
3845,3.3,52.0,30.0,6.0,
3846,3.1,52.0,29.0,7.9,
3847,3.1,53.0,27.0,13.7,
3848,3.3,54.0,28.0,17.0,
3849,3.6,56.0,28.0,17.9,
3850,4.0,54.0,29.0,17.3,
3851,4.0,53.0,29.0,27.1,
3852,3.9,52.0,29.0,30.4,
3853,6.3,51.0,28.0,26.6,
3854,6.3,51.0,28.0,26.6,
3855,6.3,51.0,28.0,26.6,
3856,6.3,51.0,28.0,26.6,
3857,6.3,51.0,28.0,26.6,
3858,6.3,51.0,28.0,26.6,
3859,2.4,54.0,30.0,17.7,
3860,5.2,50.0,30.0,25.1,
3861,3.6,52.0,31.0,32.2,
3862,3.6,55.0,33.0,27.8,
3863,4.4,58.0,33.0,25.1,
3864,4.9,60.0,36.0,16.7,
3865,9.4,61.0,36.0,20.3,
3866,7.3,62.0,36.0,12.8,
3867,5.4,61.0,35.0,8.8,
3868,6.2,59.0,33.0,9.6,
3869,4.9,58.0,32.0,8.3,
3870,3.8,57.0,30.0,7.3,
3871,3.1,56.0,31.0,7.6,
3872,3.1,56.0,31.0,7.6,
3873,3.3,60.0,32.0,12.4,
3874,2.9,60.0,33.0,12.3,
3875,2.9,64.0,36.0,20.4,
3876,3.0,68.0,38.0,23.9,
3877,4.9,71.0,41.0,18.6,
3878,4.2,74.0,44.0,17.3,
3879,3.0,74.0,43.0,8.6,
3880,3.1,72.0,43.0,11.9,
3881,2.6,69.0,39.0,7.6,
3882,3.3,66.0,37.0,7.9,
3883,2.2,64.0,37.0,7.6,
3884,2.9,63.0,36.0,14.1,
3885,6.7,62.0,35.0,16.8,
3886,5.1,62.0,36.0,12.0,
3887,4.1,63.0,37.0,11.9,
3888,3.8,64.0,36.0,8.6,
3889,4.9,64.0,38.0,8.3,
3890,5.0,67.0,39.0,7.9,
3891,4.9,68.0,40.0,7.2,
3892,4.7,72.0,43.0,7.0,
3893,4.5,74.0,43.0,6.2,
3894,3.3,76.0,41.0,4.9,
3895,3.3,74.0,40.0,7.5,
3896,5.1,74.0,39.0,12.0,
3897,3.8,72.0,40.0,16.5,
3898,3.1,70.0,41.0,19.5,
3899,3.1,72.0,41.0,20.4,
3900,3.5,74.0,42.0,20.4,
3901,3.5,75.0,44.0,18.9,
3902,3.4,77.0,46.0,13.6,
3903,2.9,77.0,48.0,10.5,
3904,3.1,80.0,48.0,10.3,
3905,2.8,82.0,46.0,7.3,
3906,2.8,82.0,45.0,6.0,
3907,2.9,84.0,45.0,9.4,
3908,2.8,83.0,46.0,14.2,
3909,3.8,80.0,47.0,15.6,
3910,3.3,80.0,48.0,17.8,
3911,3.8,82.0,50.0,14.0,
3912,8.3,84.0,49.0,18.9,
3913,11.9,90.0,51.0,21.9,
3914,10.5,92.0,52.0,17.3,
3915,6.0,90.0,49.0,9.7,
3916,4.5,90.0,49.0,10.2,
3917,3.1,86.0,47.0,7.9,
3918,2.8,82.0,44.0,7.5,
3919,3.0,81.0,42.0,10.0,
3920,2.6,78.0,40.0,11.6,
3921,2.4,75.0,38.0,12.5,
3922,2.3,75.0,38.0,10.0,
3923,2.6,72.0,36.0,10.0,
3924,3.4,69.0,34.0,11.9,
3925,3.3,66.0,32.0,15.0,
3926,2.8,63.0,31.0,16.0,
3927,3.0,64.0,31.0,15.1,
3928,3.4,64.0,31.0,15.7,
3929,3.1,66.0,32.0,12.0,
3930,4.2,66.0,33.0,16.0,
3931,3.1,69.0,36.0,18.9,
3932,3.6,72.0,38.0,22.7,
3933,4.4,74.0,40.0,30.4,
3934,3.9,78.0,42.0,13.0,
3935,3.4,76.0,41.0,8.7,
3936,4.2,76.0,40.0,9.1,
3937,3.1,79.0,39.0,6.0,
3938,2.3,78.0,38.0,4.1,
3939,2.3,78.0,37.0,5.1,
3940,2.4,76.0,37.0,5.6,
3941,2.4,76.0,37.0,5.5,
3942,2.3,76.0,37.0,6.0,
3943,2.4,76.0,37.0,8.8,
3944,2.4,74.0,36.0,14.4,
3945,2.4,72.0,35.0,12.5,
3946,2.2,72.0,34.0,13.6,
3947,2.3,74.0,35.0,12.4,
3948,2.3,74.0,35.0,17.0,
3949,2.5,74.0,36.0,22.5,
3950,3.0,75.0,37.0,23.5,
3951,3.0,76.0,37.0,22.3,
3952,3.1,76.0,39.0,17.1,
3953,3.1,76.0,38.0,17.7,
3954,3.0,78.0,38.0,20.8,
3955,3.0,80.0,40.0,19.8,
3956,4.7,80.0,40.0,20.4,
3957,7.1,82.0,41.0,28.3,
3958,4.6,84.0,43.0,25.3,
3959,3.5,85.0,45.0,15.1,
3960,3.3,82.0,43.0,6.5,
3961,2.9,79.0,39.0,5.1,
3962,2.6,75.0,35.0,4.2,
3963,2.6,71.0,32.0,4.4,
3964,2.8,70.0,32.0,5.0,
3965,2.5,68.0,34.0,4.7,
3966,2.6,68.0,34.0,6.3,
3967,3.3,66.0,33.0,13.7,
3968,2.6,70.0,36.0,12.8,
3969,2.5,70.0,34.0,12.1,
3970,2.4,68.0,32.0,12.1,
3971,2.5,66.0,32.0,13.1,
3972,2.6,64.0,30.0,14.4,
3973,3.1,65.0,31.0,18.8,
3974,3.3,66.0,32.0,26.6,
3975,3.9,67.0,34.0,17.3,
3976,3.5,71.0,36.0,14.0,
3977,2.9,74.0,39.0,10.9,
3978,3.1,78.0,42.0,13.6,
3979,3.0,81.0,44.0,19.8,
3980,3.1,81.0,44.0,18.2,
3981,3.1,82.0,44.0,12.0,
3982,3.4,80.0,42.0,10.9,
3983,4.2,79.0,40.0,12.0,
3984,8.1,78.0,39.0,11.9,
3985,9.2,78.0,38.0,13.4,
3986,13.0,80.0,39.0,18.1,
3987,15.5,78.0,38.0,23.1,
3988,20.8,78.0,38.0,30.0,
3989,11.4,78.0,40.0,17.7,
3990,5.2,80.0,41.0,11.4,
3991,3.6,82.0,42.0,11.5,
3992,3.0,83.0,45.0,11.0,
3993,2.8,80.0,43.0,12.8,
3994,2.9,76.0,41.0,11.5,
3995,2.6,72.0,38.0,13.4,
3996,4.5,74.0,35.0,18.3,
3997,4.9,78.0,35.0,22.0,
3998,2.9,82.0,38.0,14.4,
3999,6.0,86.0,41.0,14.4,
4000,6.8,92.0,47.0,10.3,
4001,7.2,94.0,51.0,12.6,
4002,7.1,97.0,55.0,13.0,
4003,4.4,100.0,57.0,14.5,
4004,3.9,103.0,57.0,17.9,
4005,5.6,104.0,58.0,19.9,
4006,4.7,107.0,58.0,17.0,
4007,4.2,107.0,57.0,10.4,
4008,4.5,102.0,57.0,10.3,
4009,10.5,95.0,54.0,19.0,
4010,8.1,99.0,54.0,12.5,
4011,5.1,100.0,54.0,8.3,
4012,3.4,98.0,51.0,5.9,
4013,3.1,95.0,47.0,6.3,
4014,2.9,82.0,40.0,6.6,
4015,2.9,73.0,34.0,10.9,
4016,2.9,68.0,32.0,13.0,
4017,2.9,68.0,30.0,13.7,
4018,3.0,63.0,27.0,18.6,
4019,2.8,60.0,24.0,17.9,
4020,2.8,56.0,22.0,15.3,
4021,3.5,52.0,20.0,17.1,
4022,3.3,50.0,20.0,21.6,
4023,3.1,46.0,18.0,24.6,
4024,3.5,44.0,18.0,25.1,
4025,3.1,48.0,20.0,22.5,
4026,2.9,52.0,24.0,19.5,
4027,4.7,59.0,28.0,15.7,
4028,4.2,64.0,31.0,17.8,
4029,4.9,70.0,35.0,28.3,
4030,5.1,75.0,39.0,30.6,
4031,8.7,82.0,43.0,17.0,
4032,13.7,84.0,46.0,26.1,
4033,20.9,89.0,48.0,28.8,
4034,7.5,85.0,45.0,11.6,
4035,4.6,78.0,42.0,7.2,
4036,4.9,76.0,40.0,7.1,
4037,4.2,70.0,37.0,6.8,
4038,4.7,71.0,36.0,7.9,
4039,4.7,76.0,36.0,9.8,
4040,5.0,78.0,37.0,10.0,
4041,5.6,80.0,39.0,14.2,
4042,3.9,80.0,39.0,18.2,
4043,4.4,76.0,38.0,21.0,
4044,11.6,74.0,36.0,18.8,
4045,11.4,74.0,35.0,16.2,
4046,6.5,76.0,36.0,11.6,
4047,7.9,79.0,38.0,10.3,
4048,9.2,81.0,40.0,8.4,
4049,9.9,80.0,40.0,8.3,
4050,5.4,82.0,41.0,6.8,
4051,4.0,81.0,41.0,8.6,
4052,5.1,81.0,39.0,13.4,
4053,6.6,80.0,38.0,13.6,
4054,5.0,82.0,36.0,12.0,
4055,4.2,82.0,37.0,9.8,
4056,3.8,82.0,38.0,7.7,
4057,3.4,81.0,38.0,6.1,
4058,4.5,78.0,39.0,6.1,
4059,6.8,81.0,42.0,8.1,
4060,12.3,82.0,42.0,17.7,
4061,11.2,86.0,42.0,15.8,
4062,4.4,86.0,42.0,6.1,
4063,3.4,83.0,40.0,5.2,
4064,3.4,82.0,41.0,8.3,
4065,3.3,80.0,40.0,11.8,
4066,3.6,78.0,40.0,14.6,
4067,3.4,78.0,40.0,24.8,
4068,3.5,78.0,42.0,20.4,
4069,3.8,78.0,43.0,21.4,
4070,4.4,80.0,44.0,20.2,
4071,4.0,85.0,49.0,10.0,
4072,3.8,90.0,52.0,9.7,
4073,3.9,95.0,54.0,8.8,
4074,4.1,98.0,56.0,7.5,
4075,4.1,106.0,62.0,10.8,
4076,4.2,108.0,62.0,25.1,
4077,4.5,107.0,63.0,16.8,
4078,4.2,106.0,60.0,12.3,
4079,3.9,103.0,55.0,6.1,
4080,4.6,102.0,53.0,7.6,
4081,5.1,102.0,51.0,6.6,
4082,4.7,100.0,50.0,5.4,
4083,4.5,94.0,47.0,4.7,
4084,4.7,87.0,45.0,5.9,
4085,4.1,82.0,42.0,4.6,
4086,5.1,76.0,40.0,6.8,
4087,13.0,72.0,37.0,23.9,
4088,9.6,72.0,37.0,25.8,
4089,6.8,72.0,37.0,32.2,
4090,9.8,74.0,38.0,33.5,
4091,7.5,78.0,40.0,33.4,
4092,5.4,75.0,40.0,25.8,
4093,8.2,74.0,40.0,19.8,
4094,6.8,76.0,41.0,17.0,
4095,7.3,76.0,40.0,13.5,
4096,4.6,75.0,40.0,11.9,
4097,5.6,76.0,41.0,9.9,
4098,5.1,74.0,41.0,13.6,
4099,5.1,78.0,45.0,13.5,
4100,7.1,78.0,46.0,30.9,
4101,5.2,76.0,45.0,16.2,
4102,7.7,76.0,44.0,10.9,
4103,5.9,71.0,39.0,7.1,
4104,5.1,70.0,37.0,6.5,
4105,4.7,69.0,36.0,5.5,
4106,4.2,64.0,34.0,4.9,
4107,4.1,62.0,31.0,2.9,
4108,4.0,59.0,29.0,3.6,
4109,3.8,58.0,27.0,3.5,
4110,5.6,56.0,28.0,6.6,
4111,6.0,54.0,27.0,10.3,
4112,6.0,56.0,28.0,10.8,
4113,7.7,58.0,29.0,21.6,
4114,5.7,64.0,32.0,24.0,
4115,4.4,69.0,33.0,21.6,
4116,5.0,70.0,35.0,16.6,
4117,4.6,72.0,36.0,13.3,
4118,4.7,70.0,35.0,15.3,
4119,4.7,70.0,35.0,23.6,
4120,4.4,72.0,34.0,19.8,
4121,8.4,71.0,35.0,20.7,
4122,7.8,73.0,36.0,21.6,
4123,7.3,88.0,52.0,21.3,
4124,6.5,90.0,56.0,19.2,
4125,5.6,94.0,57.0,17.1,
4126,6.5,96.0,57.0,18.9,
4127,9.9,88.0,46.0,14.4,
4128,11.0,88.0,45.0,14.4,
4129,10.4,86.0,43.0,12.0,
4130,7.7,82.0,42.0,7.8,
4131,5.2,76.0,39.0,3.4,
4132,4.7,70.0,36.0,3.0,
4133,5.5,66.0,34.0,5.6,
4134,15.2,62.0,31.0,17.0,
4135,8.3,58.0,26.0,12.1,
4136,5.4,58.0,25.0,10.4,
4137,6.2,59.0,23.0,16.7,
4138,5.6,62.0,25.0,21.5,
4139,5.2,62.0,25.0,21.3,
4140,5.2,64.0,27.0,17.6,
4141,5.6,66.0,30.0,13.7,
4142,5.6,66.0,30.0,13.7,
4143,5.6,66.0,30.0,13.7,
4144,5.6,66.0,30.0,13.7,
4145,5.6,66.0,30.0,13.7,
4146,5.6,66.0,30.0,13.7,
4147,5.6,82.0,43.0,16.5,
4148,5.5,82.0,43.0,16.8,
4149,6.7,84.0,43.0,13.5,
4150,6.3,83.0,40.0,7.9,
4151,6.3,81.0,40.0,6.8,
4152,6.6,78.0,39.0,6.1,
4153,9.2,78.0,38.0,8.7,
4154,16.0,78.0,40.0,16.2,
4155,12.0,81.0,42.0,11.3,
4156,7.7,80.0,41.0,5.6,
4157,8.3,76.0,38.0,6.1,
4158,5.2,69.0,35.0,4.0,
4159,5.0,62.0,30.0,6.1,
4160,5.1,62.0,30.0,9.4,
4161,5.6,62.0,31.0,14.0,
4162,7.9,62.0,31.0,19.3,
4163,9.2,64.0,30.0,19.2,
4164,9.8,63.0,30.0,20.0,
4165,8.7,62.0,30.0,18.7,
4166,7.8,62.0,31.0,17.6,
4167,7.7,63.0,32.0,15.1,
4168,7.8,64.0,34.0,14.2,
4169,6.5,66.0,34.0,10.4,
4170,9.3,67.0,33.0,11.9,
4171,9.3,67.0,33.0,11.9,
4172,6.8,72.0,38.0,14.7,
4173,6.7,75.0,40.0,12.8,
4174,4.7,76.0,40.0,5.1,
4175,4.4,71.0,36.0,6.6,
4176,12.8,68.0,33.0,15.0,
4177,10.0,62.0,30.0,11.6,
4178,2.6,59.0,28.0,6.5,
4179,2.8,58.0,27.0,7.9,
4180,2.5,57.0,24.0,7.5,
4181,2.6,56.0,23.0,7.6,
4182,2.2,54.0,22.0,6.0,
4183,2.2,50.0,18.0,8.1,
4184,2.4,44.0,15.0,9.2,
4185,2.3,40.0,12.0,7.9,
4186,2.4,38.0,10.0,5.5,
4187,2.3,43.0,13.0,3.6,
4188,2.2,50.0,17.0,3.1,
4189,2.3,56.0,21.0,2.0,
4190,2.0,60.0,24.0,1.5,
4191,1.9,60.0,25.0,0.9,
4192,1.8,57.0,25.0,0.8,
4193,1.7,54.0,24.0,0.5,
4194,1.5,52.0,22.0,0.3,
4195,1.5,52.0,22.0,0.9,
4196,1.9,52.0,21.0,3.1,
4197,2.0,53.0,22.0,3.9,
4198,2.2,54.0,21.0,5.4,
4199,2.2,49.0,20.0,6.6,
4200,2.2,46.0,19.0,5.0,
4201,2.3,46.0,19.0,4.0,
4202,2.0,51.0,23.0,3.6,
4203,2.0,56.0,27.0,2.9,
4204,2.0,60.0,30.0,4.0,
4205,2.2,64.0,33.0,5.5,
4206,2.2,64.0,34.0,6.6,
4207,2.3,63.0,35.0,7.1,
4208,2.5,62.0,34.0,7.6,
4209,2.8,61.0,33.0,7.0,
4210,2.6,62.0,33.0,6.7,
4211,2.8,60.0,31.0,7.2,
4212,2.5,59.0,30.0,5.2,
4213,2.4,56.0,28.0,2.5,
4214,2.3,50.0,25.0,1.9,
4215,2.2,45.0,22.0,2.3,
4216,2.0,42.0,21.0,3.3,
4217,1.9,40.0,23.0,5.7,
4218,2.2,39.0,22.0,4.6,
4219,1.9,37.0,21.0,7.0,
4220,2.3,36.0,20.0,10.8,
4221,3.6,37.0,17.0,9.7,
4222,3.9,36.0,17.0,16.2,
4223,3.5,40.0,19.0,10.4,
4224,3.3,43.0,22.0,6.7,
4225,4.1,45.0,24.0,5.1,
4226,3.6,47.0,24.0,3.5,
4227,3.1,46.0,22.0,2.9,
4228,3.1,44.0,20.0,3.3,
4229,3.8,44.0,18.0,4.0,
4230,4.5,43.0,19.0,5.1,
4231,7.8,44.0,19.0,14.0,
4232,3.4,46.0,21.0,7.8,
4233,3.5,46.0,22.0,13.7,
4234,3.5,50.0,24.0,26.7,
4235,3.6,50.0,25.0,21.0,
4236,3.3,50.0,24.0,13.6,
4237,3.6,48.0,22.0,11.6,
4238,3.0,46.0,21.0,12.3,
4239,2.4,46.0,22.0,6.7,
4240,2.5,50.0,23.0,6.1,
4241,2.6,50.0,24.0,6.1,
