,SO2,CO,O3,PM10,PM25,NO2,pr
360,2.7,0.32,70.0,64.0,26.0,12.3,
361,3.9,0.33,69.0,62.0,27.0,20.6,
362,4.6,0.34,67.0,59.0,27.0,22.8,
363,5.0,0.34,65.0,56.0,27.0,21.3,
364,3.9,0.35,64.0,53.0,26.0,15.4,
365,4.0,0.35,62.0,50.0,26.0,19.7,
366,8.8,0.35,60.0,50.0,25.0,24.7,
367,8.4,0.35,58.0,48.0,24.0,22.0,
368,6.2,0.36,57.0,48.0,24.0,19.2,
369,3.9,0.36,57.0,48.0,24.0,14.5,
370,3.6,0.37,58.0,49.0,25.0,12.4,
371,3.1,0.37,59.0,50.0,26.0,11.1,
372,4.1,0.38,57.0,50.0,27.0,16.8,
373,5.1,0.39,57.0,50.0,27.0,16.1,
374,4.0,0.39,58.0,53.0,27.0,10.9,
375,5.3,0.42,60.0,58.0,26.0,20.3,
376,4.5,0.48,62.0,74.0,33.0,13.3,
377,3.6,0.5,64.0,94.0,39.0,9.1,
378,3.2,0.5,66.0,111.0,42.0,7.9,
379,3.1,0.51,68.0,122.0,43.0,9.5,
380,2.9,0.5,70.0,128.0,40.0,8.2,
381,2.5,0.48,73.0,126.0,35.0,8.3,
382,2.0,0.49,73.0,122.0,33.0,9.5,
383,1.2,0.46,72.0,115.0,33.0,10.0,
384,2.0,0.41,71.0,104.0,30.0,9.5,
385,2.0,0.39,69.0,97.0,28.0,8.7,
386,2.1,0.38,68.0,91.0,27.0,10.3,
387,3.2,0.37,66.0,88.0,27.0,14.0,
388,5.1,0.39,65.0,85.0,26.0,14.9,
389,4.8,0.45,65.0,83.0,29.0,12.6,
390,6.5,0.48,64.0,85.0,36.0,19.2,
391,6.0,0.51,64.0,86.0,42.0,18.0,
392,5.1,0.52,63.0,84.0,45.0,19.4,
393,4.6,0.53,61.0,82.0,45.0,17.2,
394,5.1,0.53,59.0,76.0,41.0,17.6,
395,4.4,0.52,56.0,70.0,36.0,14.9,
396,2.9,0.49,53.0,66.0,32.0,15.3,
397,2.6,0.43,49.0,62.0,28.0,12.9,
398,3.0,0.4,47.0,63.0,25.0,14.2,
399,3.1,0.37,45.0,69.0,24.0,13.0,
400,2.9,0.33,45.0,78.0,23.0,10.9,
401,2.9,0.33,45.0,78.0,23.0,10.9,
402,2.9,0.31,46.0,92.0,23.0,7.6,
403,2.5,0.29,50.0,120.0,18.0,8.6,
404,2.3,0.28,51.0,126.0,16.0,10.0,
405,2.2,0.28,52.0,123.0,15.0,13.4,
406,2.1,0.26,52.0,111.0,14.0,17.2,
407,2.3,0.26,51.0,98.0,12.0,18.2,
408,3.9,0.27,48.0,84.0,11.0,21.5,
409,3.5,0.29,45.0,76.0,9.0,17.5,
410,3.1,0.29,43.0,71.0,9.0,15.0,
411,5.5,0.29,39.0,64.0,8.0,20.6,
412,4.4,0.28,36.0,59.0,8.0,18.6,
413,4.5,0.28,34.0,52.0,8.0,19.5,
414,4.9,0.28,34.0,44.0,7.0,8.3,
415,14.8,0.28,33.0,37.0,7.0,15.6,
416,10.3,0.26,31.0,32.0,6.0,16.4,
417,4.9,0.25,30.0,28.0,6.0,18.1,
418,6.2,0.24,29.0,26.0,6.0,22.3,
419,5.4,0.24,28.0,24.0,5.0,22.4,
420,4.0,0.25,27.0,24.0,5.0,21.7,
421,3.4,0.26,27.0,23.0,5.0,16.2,
422,4.1,0.27,27.0,24.0,5.0,14.4,
423,4.6,0.28,28.0,30.0,9.0,13.7,
424,5.5,0.31,32.0,36.0,11.0,15.9,
