"PublishTime","SiteName","SO2","CO","PM25","O3","PM10","NO2","NOx","NO"
"2019-12-13 00:00","交通監測車","1.7","2.04","41","5","69","41.8",,
"2019-12-13 00:00","大里交通測站","1.3","1.28","43","4","89","38.1",,
"2019-12-13 00:00","大里","2.5","0.83","45","1.5","68","32","39","6.6"
"2019-12-13 00:00","西屯","2","0.61","32","12","58","28","29","1.2"
"2019-12-13 00:00","沙鹿","2.3","0.54","36","13","51","29","30","1.6"
"2019-12-13 00:00","忠明","2.7","0.95","32","3.8","60","42","57","15"
"2019-12-13 00:00","豐原","0.7","0.39","25","28","40","15","15","0"
"2019-12-13 00:00","文山","1.8","0.66","36","30","72","32.9",,
"2019-12-13 00:00","大甲","2.2","0.77","26","28","68","24.2",,
"2019-12-13 00:00","太平","1.3","0.52","31","19","64","15.0",,
"2019-12-13 00:00","霧峰","1.3","0.69","30","11","64","14.8",,
"2019-12-13 00:00","烏日","1.3","0.53","34","15","94","35.3",,
"2019-12-13 00:00","后里","2.2","0.45","31","23","71","20.3",,
"2019-12-13 00:00","梧棲","2.6","NA","29","35","104","18.3",,
"2019-12-13 00:00","大肚","2.3","NA","31","33","92","24.0",,
"2019-12-13 00:00","東大","2.8","NA","30","29","60","40.5",,
"2019-12-13 00:00","清水","1.2","NA","27","32","82","26.3",,
"2019-12-13 00:00","龍井","7.6","0.46","25","34","82","27.0",,
"2019-12-13 01:00","交通監測車","1.5","1.93","41","4","71","43.4",,
"2019-12-13 01:00","大里交通測站","1.0","1.09","36","4","78","33.7",,
"2019-12-13 01:00","大里","2.1","0.82","36","0.5","64","30","38","7.6"
"2019-12-13 01:00","西屯","2.6","0.78","39","3.8","66","38","47","9.3"
"2019-12-13 01:00","沙鹿","2.8","0.58","36","8.6","57","31","33","2"
"2019-12-13 01:00","忠明","3","0.7","37","7.6","63","33","37","3.8"
"2019-12-13 01:00","豐原","0.9","0.35","26","32","41","14","14","0.1"
"2019-12-13 01:00","文山","1.9","0.70","37","23","70","32.9",,
"2019-12-13 01:00","大甲","1.7","0.79","27","23","66","26.0",,
"2019-12-13 01:00","太平","1.3","0.52","31","19","64","15.0",,
"2019-12-13 01:00","霧峰","1.2","0.69","30","7","62","14.2",,
"2019-12-13 01:00","烏日","0.7","0.55","35","11","95","31.1",,
"2019-12-13 01:00","后里","2.1","0.48","31","18","68","24.4",,
"2019-12-13 01:00","梧棲","2.1","NA","29","27","98","24.7",,
"2019-12-13 01:00","大肚","2.5","NA","30","21","84","30.5",,
"2019-12-13 01:00","東大","2.8","NA","33","17","60","41.1",,
"2019-12-13 01:00","清水","1.2","NA","26","21","70","27.1",,
"2019-12-13 01:00","龍井","3.6","0.49","26","25","78","18.0",,
"2019-12-13 02:00","大里交通測站","1.2","1.08","36","4","70","31.9",,
"2019-12-13 02:00","交通監測車","1.6","1.70","43","4","80","39.7",,
"2019-12-13 02:00","大里","2.6","0.64","34","1","59","27","31","4.3"
"2019-12-13 02:00","西屯","2.3","0.75","41","3.3","70","35","55","20"
"2019-12-13 02:00","沙鹿","1.6","0.67","29","3.6","53","34","40","5.4"
"2019-12-13 02:00","忠明","2.4","0.72","33","4.9","59","35","41","5.4"
"2019-12-13 02:00","豐原","1.5","0.36","26","28","38","9.3","11","1.3"
"2019-12-13 02:00","文山","1.7","0.73","39","18","70","27.5",,
"2019-12-13 02:00","大甲","1.9","0.77","28","20","65","20.6",,
"2019-12-13 02:00","太平","1.0","0.48","31","15","60","13.1",,
"2019-12-13 02:00","霧峰","1.2","0.66","30","6","62","13.8",,
"2019-12-13 02:00","烏日","1.2","0.55","35","9","95","29.0",,
"2019-12-13 02:00","后里","1.4","0.50","32","15","68","23.2",,
"2019-12-13 02:00","梧棲","2.2","NA","28","23","94","27.2",,
"2019-12-13 02:00","大肚","2.5","NA","30","18","82","31.1",,
"2019-12-13 02:00","東大","3.7","NA","34","14","62","30.6",,
"2019-12-13 02:00","清水","0.8","NA","27","17","68","30.9",,
"2019-12-13 02:00","龍井","4.8","0.51","27","22","77","25.0",,
"2019-12-13 03:00","交通監測車","2.1","1.16","45","6","79","36.2",,
"2019-12-13 03:00","大里交通測站","0.9","0.90","35","4","65","29.1",,
"2019-12-13 03:00","大里","2.5","0.6","37","4.6","59","24","26","2.1"
"2019-12-13 03:00","西屯","2.7","0.77","39","3.4","69","36","61","26"
"2019-12-13 03:00","沙鹿","1.7","0.6","35","2.9","48","32","36","3.2"
"2019-12-13 03:00","忠明","2.2","0.66","38","9.7","57","30","32","2.2"
"2019-12-13 03:00","豐原","1.2","0.37","26","25","39","11","13","1.4"
"2019-12-13 03:00","文山","1.7","0.74","40","15","72","26.4",,
"2019-12-13 03:00","大甲","1.8","0.77","28","16","64","28.7",,
"2019-12-13 03:00","太平","0.9","0.41","30","14","59","13.0",,
"2019-12-13 03:00","霧峰","1.3","0.64","30","4","61","14.3",,
"2019-12-13 03:00","烏日","1.4","0.55","35","6","94","28.8",,
"2019-12-13 03:00","后里","1.7","0.52","33","14","66","21.7",,
"2019-12-13 03:00","梧棲","2.7","NA","27","19","92","29.9",,
"2019-12-13 03:00","大肚","2.6","NA","30","15","82","30.1",,
"2019-12-13 03:00","東大","3.1","NA","35","11","64","31.1",,
"2019-12-13 03:00","清水","1.1","NA","28","14","67","27.4",,
"2019-12-13 03:00","龍井","4.8","0.52","28","18","75","20.4",,
"2019-12-13 04:00","大里交通測站","0.6","0.70","32","8","64","24.7",,
"2019-12-13 04:00","交通監測車","1.7","1.14","50","4","75","35.0",,
"2019-12-13 04:00","大里","2.8","0.62","41","3.1","59","23","26","3.6"
"2019-12-13 04:00","西屯","2.1","0.64","38","4.9","68","33","40","7.1"
"2019-12-13 04:00","沙鹿","2.5","0.55","35","9.1","57","30","33","2.6"
"2019-12-13 04:00","忠明","2.7","0.82","41","4.1","62","36","64","29"
"2019-12-13 04:00","豐原","1.8","0.35","26","23","36","13","14","1.4"
"2019-12-13 04:00","文山","2.1","0.76","39","12","72","31.1",,
"2019-12-13 04:00","大甲","2.1","0.78","28","14","63","25.8",,
"2019-12-13 04:00","太平","0.9","0.33","30","13","57","13.7",,
"2019-12-13 04:00","霧峰","0.0","0.62","30","4","60","11.6",,
"2019-12-13 04:00","烏日","1.6","0.55","35","5","92","26.6",,
"2019-12-13 04:00","后里","1.8","0.53","33","12","65","23.5",,
"2019-12-13 04:00","梧棲","2.7","NA","27","16","88","27.9",,
"2019-12-13 04:00","大肚","2.6","NA","31","13","81","24.5",,
"2019-12-13 04:00","東大","3.5","NA","36","9","65","28.4",,
"2019-12-13 04:00","清水","1.2","NA","29","12","66","25.6",,
"2019-12-13 04:00","龍井","7.3","0.53","28","15","74","24.4",,
"2019-12-13 05:00","大里交通測站","0.6","0.76","39","8","64","21.5",,
"2019-12-13 05:00","交通監測車","1.7","0.81","47","16","72","27.5",,
"2019-12-13 05:00","大里","2.9","0.61","31","1.9","53","22","27","5.2"
"2019-12-13 05:00","西屯","2.4","0.6","41","4.7","65","31","36","5.5"
"2019-12-13 05:00","沙鹿","1.9","0.37","25","23","41","16","17","0.9"
"2019-12-13 05:00","忠明","2.8","0.68","41","4.6","69","36","41","4.8"
"2019-12-13 05:00","豐原","1.9","0.41","26","13","45","19","20","1.4"
"2019-12-13 05:00","文山","0.0","0.79","40","10","72","0.0",,
"2019-12-13 05:00","大甲","2.6","0.76","29","14","62","14.6",,
"2019-12-13 05:00","太平","1.0","0.28","30","14","56","13.1",,
"2019-12-13 05:00","霧峰","1.2","0.59","29","3","58","11.4",,
"2019-12-13 05:00","烏日","1.3","0.56","35","3","91","25.2",,
"2019-12-13 05:00","后里","1.5","0.54","34","12","64","20.7",,
"2019-12-13 05:00","梧棲","2.9","NA","26","14","86","20.1",,
"2019-12-13 05:00","大肚","2.4","NA","31","12","79","21.0",,
"2019-12-13 05:00","東大","3.1","NA","36","8","65","34.7",,
"2019-12-13 05:00","清水","1.1","NA","28","12","66","13.9",,
"2019-12-13 05:00","龍井","6.0","0.53","30","13","74","23.8",,
"2019-12-13 06:00","交通監測車","1.4","0.80","30","17","62","28.6",,
"2019-12-13 06:00","大里交通測站","0.6","0.74","31","6","66","21.2",,
"2019-12-13 06:00","大里","2.9","0.62","32","3.2","53","20","28","8.4"
"2019-12-13 06:00","西屯","2.7","0.55","36","8.8","61","27","30","2.4"
"2019-12-13 06:00","沙鹿","2.1","0.36","23","21","40","16","17","0.9"
"2019-12-13 06:00","忠明","3","0.66","40","4.2","60","35","48","12"
"2019-12-13 06:00","豐原","1.3","0.29","21","35","25","6.2","7.6","1.4"
"2019-12-13 06:00","文山","2.0","0.78","39","8","69","26.5",,
"2019-12-13 06:00","大甲","2.3","0.75","27","14","60","23.0",,
"2019-12-13 06:00","太平","0.8","0.27","30","14","53","13.7",,
"2019-12-13 06:00","霧峰","1.2","0.57","29","3","56","14.1",,
"2019-12-13 06:00","烏日","1.5","0.54","36","2","90","22.0",,
"2019-12-13 06:00","后里","1.1","0.54","33","13","62","13.0",,
"2019-12-13 06:00","梧棲","2.7","NA","26","13","84","20.3",,
"2019-12-13 06:00","大肚","2.8","NA","30","9","77","27.2",,
"2019-12-13 06:00","東大","2.9","NA","35","7","62","36.3",,
"2019-12-13 06:00","清水","1.2","NA","27","12","62","15.9",,
"2019-12-13 06:00","龍井","5.0","0.52","30","11","72","18.0",,
"2019-12-13 07:00","大里交通測站","0.7","0.79","31","6","59","23.0",,
"2019-12-13 07:00","交通監測車","1.5","0.89","36","14","63","33.1",,
"2019-12-13 07:00","大里","3.2","0.85","33","0.5","55","19","49","31"
"2019-12-13 07:00","西屯","2.7","0.63","33","3.7","54","33","64","31"
"2019-12-13 07:00","沙鹿","1.7","0.48","27","12","41","26","29","3.1"
"2019-12-13 07:00","忠明","2.7","0.71","38","4","56","35","55","20"
"2019-12-13 07:00","豐原","1.5","0.38","26","28","33","12","13","1.7"
"2019-12-13 07:00","文山","2.1","0.74","38","8","67","32.1",,
"2019-12-13 07:00","大甲","2.5","0.76","27","12","58","27.0",,
"2019-12-13 07:00","太平","1.5","0.27","29","14","52","13.1",,
"2019-12-13 07:00","霧峰","1.2","0.56","28","3","53","14.0",,
"2019-12-13 07:00","烏日","1.8","0.55","36","2","87","23.3",,
"2019-12-13 07:00","后里","1.2","0.56","31","14","58","12.1",,
"2019-12-13 07:00","梧棲","2.6","NA","26","11","82","29.6",,
"2019-12-13 07:00","大肚","3.0","NA","31","7","74","30.9",,
"2019-12-13 07:00","東大","2.8","NA","34","7","60","43.1",,
"2019-12-13 07:00","清水","1.3","NA","24","11","59","26.4",,
"2019-12-13 07:00","龍井","3.6","0.51","29","10","68","29.3",,
"2019-12-13 08:00","交通監測車","1.7","1.52","38","7","67","43.5",,
"2019-12-13 08:00","大里交通測站","1.0","1.33","42","4","77","21.6",,
"2019-12-13 08:00","大里","5.2","1.25","44","1.9","63","24","62","38"
"2019-12-13 08:00","西屯","2.8","0.87","37","6.6","61","34","69","35"
"2019-12-13 08:00","沙鹿","2","0.78","30","7.3","50","35","54","20"
"2019-12-13 08:00","忠明","2.7","0.86","33","6.4","50","34","63","29"
"2019-12-13 08:00","豐原","1.7","0.67","24","17","39","22","30","8.4"
"2019-12-13 08:00","文山","2.8","0.75","38","8","64","33.5",,
"2019-12-13 08:00","大甲","2.4","0.78","26","11","56","31.0",,
"2019-12-13 08:00","太平","0.8","0.28","29","13","51","10.9",,
"2019-12-13 08:00","霧峰","1.6","0.62","28","2","51","16.5",,
"2019-12-13 08:00","烏日","2.2","0.59","36","2","85","27.4",,
"2019-12-13 08:00","后里","1.5","0.64","31","15","56","20.5",,
"2019-12-13 08:00","梧棲","2.7","NA","24","10","79","26.5",,
"2019-12-13 08:00","大肚","3.9","NA","32","6","77","30.6",,
"2019-12-13 08:00","東大","2.9","NA","33","8","58","41.1",,
"2019-12-13 08:00","清水","2.1","NA","23","10","60","28.7",,
"2019-12-13 08:00","龍井","6.0","0.51","29","10","65","24.6",,
"2019-12-13 09:00","交通監測車","2.3","2.45","39","7","72","47.0",,
"2019-12-13 09:00","大里交通測站","2.2","1.88","62","6","98","26.6",,
"2019-12-13 09:00","大里","4.6","1.03","40","6.1","67","29","55","26"
"2019-12-13 09:00","西屯","3.3","1.02","35","8.3","71","41","89","49"
"2019-12-13 09:00","沙鹿","2.8","0.66","28","20","53","27","40","13"
"2019-12-13 09:00","忠明","2.9","1.38","42","10","60","39","73","34"
"2019-12-13 09:00","豐原","2","0.86","25","14","41","26","42","15"
"2019-12-13 09:00","文山","2.8","0.77","38","9","62","31.6",,
"2019-12-13 09:00","大甲","2.8","0.79","25","12","56","25.2",,
"2019-12-13 09:00","太平","1.8","0.41","27","13","46","20.4",,
"2019-12-13 09:00","霧峰","1.6","0.62","28","2","51","16.5",,
"2019-12-13 09:00","烏日","2.7","0.62","36","3","86","30.2",,
"2019-12-13 09:00","后里","1.2","0.65","30","18","54","16.3",,
"2019-12-13 09:00","梧棲","2.9","NA","23","10","76","26.2",,
"2019-12-13 09:00","大肚","4.1","NA","34","6","82","36.3",,
"2019-12-13 09:00","東大","3.4","NA","33","10","56","26.5",,
"2019-12-13 09:00","清水","2.5","NA","24","11","59","22.0",,
"2019-12-13 09:00","龍井","5.5","0.50","27","10","64","27.2",,
"2019-12-13 10:00","大里交通測站","3.2","1.34","45","9","83","33.3",,
"2019-12-13 10:00","交通監測車","2.4","1.58","39","15","74","41.1",,
"2019-12-13 10:00","大里","4.6","0.65","34","19","64","28","41","13"
"2019-12-13 10:00","西屯","2.9","0.95","41","19","81","45","75","29"
"2019-12-13 10:00","沙鹿","2.2","0.48","24","31","48","21","27","6.3"
"2019-12-13 10:00","忠明","3.2","1.37","53","20","77","47","71","24"
"2019-12-13 10:00","豐原","2.7","0.8","32","27","62","32","44","12"
"2019-12-13 10:00","文山","2.3","0.78","40","11","64","32.6",,
"2019-12-13 10:00","大甲","3.0","0.80","25","14","58","18.7",,
"2019-12-13 10:00","太平","2.1","0.49","27","14","45","33.3",,
"2019-12-13 10:00","霧峰","1.6","0.62","13","2","24","16.5",,
"2019-12-13 10:00","烏日","2.2","0.60","37","5","88","27.0",,
"2019-12-13 10:00","后里","1.8","0.64","29","21","54","15.5",,
"2019-12-13 10:00","梧棲","2.9","NA","23","19","76","32.2",,
"2019-12-13 10:00","大肚","3.3","NA","38","8","88","34.7",,
"2019-12-13 10:00","東大","3.1","NA","33","13","55","30.9",,
"2019-12-13 10:00","清水","2.3","NA","24","14","62","17.2",,
"2019-12-13 10:00","龍井","2.1","0.48","26","13","66","17.7",,
"2019-12-13 11:00","交通監測車","2.5","1.35","41","20","72","37.5",,
"2019-12-13 11:00","大里交通測站","2.9","0.84","43","19","83","35.5",,
"2019-12-13 11:00","大里","3.8","0.49","35","33","62","25","33","7.7"
"2019-12-13 11:00","西屯","2.8","0.54","33","38","63","29","38","9.1"
"2019-12-13 11:00","沙鹿","2.1","0.31","15","39","45","12","16","3.7"
"2019-12-13 11:00","忠明","2.7","0.86","41","37","63","40","52","11"
"2019-12-13 11:00","豐原","2.4","0.65","33","47","55","25","31","5.8"
"2019-12-13 11:00","文山","2.6","0.77","42","15","68","29.3",,
"2019-12-13 11:00","大甲","2.5","0.79","25","18","58","14.9",,
"2019-12-13 11:00","太平","1.9","0.55","29","17","48","36.1",,
"2019-12-13 11:00","霧峰","1.5","0.68","29","5","55","20.8",,
"2019-12-13 11:00","烏日","2.0","0.58","38","8","89","31.7",,
"2019-12-13 11:00","后里","1.6","0.62","30","24","53","14.1",,
"2019-12-13 11:00","梧棲","2.5","NA","22","15","78","12.4",,
"2019-12-13 11:00","大肚","2.8","NA","40","12","91","17.1",,
"2019-12-13 11:00","東大","2.9","NA","33","16","57","19.2",,
"2019-12-13 11:00","清水","2.3","NA","25","18","63","11.5",,
"2019-12-13 11:00","龍井","1.1","0.46","26","16","68","9.3",,
"2019-12-13 11:00","臺中泰安",,,,,"21",,,
"2019-12-13 11:00","臺中泰安",,,,,"21",,,
"2019-12-13 11:00","臺中泰安",,,,,"21",,,
"2019-12-13 11:00","臺中泰安",,,,,"21",,,
"2019-12-13 11:00","臺中泰安",,,,,"21",,,
"2019-12-13 11:00","臺中泰安",,,,,"21",,,
"2019-12-13 12:00","交通監測車","2.0","1.03","34","26","73","28.3",,
"2019-12-13 12:00","大里交通測站","1.9","0.56","35","30","69","30.4",,
"2019-12-13 12:00","大里","3.6","0.6","30","42","68","30","38","7.7"
"2019-12-13 12:00","西屯","2.5","0.28","18","50","53","10","14","3.5"
"2019-12-13 12:00","沙鹿",,,"22","50",,,,
"2019-12-13 12:00","忠明","2.2","0.42","24","44","49","18","22","4.8"
"2019-12-13 12:00","豐原","2.8","0.39","24","50","55","15","20","4.2"
"2019-12-13 12:00","文山","2.0","0.72","43","21","71","11.3",,
"2019-12-13 12:00","大甲","2.7","0.77","24","21","59","13.4",,
"2019-12-13 12:00","太平","1.9","0.55","29","17","48","36.1",,
"2019-12-13 12:00","霧峰","1.7","0.66","28","9","56","27.1",,
"2019-12-13 12:00","烏日","1.9","0.56","38","11","90","32.6",,
"2019-12-13 12:00","后里","2.0","0.60","29","28","54","12.7",,
"2019-12-13 12:00","梧棲","2.9","NA","22","19","77","12.0",,
"2019-12-13 12:00","大肚","2.5","NA","37","16","88","11.2",,
"2019-12-13 12:00","東大","2.6","NA","34","20","58","11.5",,
"2019-12-13 12:00","清水","2.0","NA","24","22","60","10.1",,
"2019-12-13 12:00","龍井","1.2","0.43","25","20","70","9.5",,
"2019-12-13 13:00","大里交通測站","1.5","0.61","41","42","71","35.0",,
"2019-12-13 13:00","交通監測車","1.8","0.65","22","38","60","18.7",,
"2019-12-13 13:00","大里","3","0.41","23","53","44","17","21","3.9"
"2019-12-13 13:00","西屯","2.7","0.25","21","55","50","9.6","12","2.2"
"2019-12-13 13:00","沙鹿",,"0.19",,,"40","6.4","7.6","1.2"
"2019-12-13 13:00","忠明","2.1","0.34","19","50","42","14","18","3.6"
"2019-12-13 13:00","豐原","2.8","0.37","25","55","45","11","13","2.8"
"2019-12-13 13:00","文山","2.0","0.68","41","27","69","7.7",,
"2019-12-13 13:00","大甲","2.0","0.75","23","24","60","7.6",,
"2019-12-13 13:00","太平","1.9","0.59","31","21","53","31.9",,
"2019-12-13 13:00","霧峰","1.6","0.63","28","15","58","20.7",,
"2019-12-13 13:00","烏日","1.8","0.53","36","17","88","20.2",,
"2019-12-13 13:00","后里","5.0","0.58","29","32","55","12.9",,
"2019-12-13 13:00","梧棲","2.2","NA","21","22","76","6.9",,
"2019-12-13 13:00","大肚","2.3","NA","32","20","82","8.6",,
"2019-12-13 13:00","東大","2.4","NA","32","25","57","9.4",,
"2019-12-13 13:00","清水","1.3","NA","22","25","60","5.6",,
"2019-12-13 13:00","龍井","1.1","0.40","24","24","70","6.2",,
"2019-12-13 14:00","交通監測車","1.8","0.75","20","43","65","16.7",,
"2019-12-13 14:00","大里交通測站","1.2","0.63","27","49","64","24.8",,
"2019-12-13 14:00","大里","3","0.33","19","53",,"13","15","2.4"
"2019-12-13 14:00","西屯","2.4","0.18","20","52","49","7.8","9.8","2"
"2019-12-13 14:00","沙鹿","1.8","0.16","12","49","37","4.9","5.7","0.7"
"2019-12-13 14:00","忠明","1.8","0.27","18","52","47","9.1","11","2.2"
"2019-12-13 14:00","豐原","3.5","0.28","19","49","42","10","13","2.8"
"2019-12-13 14:00","文山","1.5","0.66","37","30","66","5.6",,
"2019-12-13 14:00","大甲","1.8","0.72","21","27","56","7.7",,
"2019-12-13 14:00","太平","1.7","0.58","32","25","59","18.0",,
"2019-12-13 14:00","霧峰","1.6","0.61","27","20","60","15.2",,
"2019-12-13 14:00","烏日","1.0","0.48","33","22","86","15.3",,
"2019-12-13 14:00","后里","3.9","0.58","30","34","60","12.6",,
"2019-12-13 14:00","梧棲","2.1","NA","19","25","74","7.6",,
"2019-12-13 14:00","大肚","2.2","NA","27","26","78","7.2",,
"2019-12-13 14:00","東大","2.1","NA","30","30","56","6.6",,
"2019-12-13 14:00","清水","1.2","NA","20","28","58","4.4",,
"2019-12-13 14:00","龍井","0.8","0.38","20","28","68","4.3",,
"2019-12-13 15:00","交通監測車","1.5","0.60","20","43","58","14.4",,
"2019-12-13 15:00","大里交通測站","1.0","0.66","23","50","62","21.5",,
"2019-12-13 15:00","大里","2.7","0.28",,"48","44","11","13","2.2"
"2019-12-13 15:00","西屯","2.4","0.18","19","51","51","8.5","11","2.1"
"2019-12-13 15:00","沙鹿","1.8","0.16","14","49","35","5.4","6.5","1"
"2019-12-13 15:00","忠明","1.6","0.26","15","47","44","11","14","2.3"
"2019-12-13 15:00","豐原","2.4","0.26","20","51","42","8.5","11","2.6"
"2019-12-13 15:00","文山","1.7","0.64","32","35","62","7.8",,
"2019-12-13 15:00","大甲","1.6","0.69","19","32","54","8.3",,
"2019-12-13 15:00","太平","1.3","0.54","31","30","60","13.5",,
"2019-12-13 15:00","霧峰","1.3","0.56","25","25","60","12.1",,
"2019-12-13 15:00","烏日","0.0","0.42","29","26","84","15.0",,
"2019-12-13 15:00","后里","5.6","0.55","31","35","66","13.4",,
"2019-12-13 15:00","梧棲","2.0","NA","17","29","70","8.3",,
"2019-12-13 15:00","大肚","2.3","NA","22","31","74","8.4",,
"2019-12-13 15:00","東大","2.4","NA","27","35","54","8.4",,
"2019-12-13 15:00","清水","1.3","NA","18","33","60","5.6",,
"2019-12-13 15:00","龍井","0.0","0.36","19","28","67","7.2",,
"2019-12-13 16:00","交通監測車","1.5","0.87","20","39","59","16.9",,
"2019-12-13 16:00","大里交通測站","0.7","0.63","18","44","58","20.8",,
"2019-12-13 16:00","大里","2.9","0.31","11","45","46","14","16","2.1"
"2019-12-13 16:00","西屯","2.2","0.19","16","46","54","10","13","2.1"
"2019-12-13 16:00","沙鹿","1.4","0.16","14","47","42","6","7.1","1.1"
"2019-12-13 16:00","忠明","1.7","0.28","18","42","46","14","16","2.6"
"2019-12-13 16:00","豐原","3.4","0.26","18","46","45","11","14","2.9"
"2019-12-13 16:00","文山","1.5","0.57","29","40","58","9.8",,
"2019-12-13 16:00","大甲","1.6","0.62","17","36","50","8.1",,
"2019-12-13 16:00","太平","1.1","0.56","28","34","58","14.7",,
"2019-12-13 16:00","霧峰","1.3","0.47","24","30","59","15.7",,
"2019-12-13 16:00","烏日","0.0","0.33","27","30","82","17.9",,
"2019-12-13 16:00","后里","5.9","0.47","30","38","70","13.3",,
"2019-12-13 16:00","梧棲","1.7","NA","17","33","70","7.6",,
"2019-12-13 16:00","大肚","2.3","NA","21","37","73","8.4",,
"2019-12-13 16:00","東大","2.2","NA","24","38","51","9.8",,
"2019-12-13 16:00","清水","1.3","NA","17","37","62","5.6",,
"2019-12-13 16:00","龍井","0.0","0.32","17","32","64","6.5",,
"2019-12-13 17:00","交通監測車","1.5","0.82","20","34","63","18.0",,
"2019-12-13 17:00","大里交通測站","0.7","0.72","15","38","57","25.5",,
"2019-12-13 17:00","大里","3","0.38","14","34","48","17","19","2.2"
"2019-12-13 17:00","西屯","2.1","0.2","16","39","56","13","15","1.9"
"2019-12-13 17:00","沙鹿","1.2","0.16","13","43","40","8.1","8.5","0.5"
"2019-12-13 17:00","忠明","1.7","0.3","16","37","40","14","16","2"
"2019-12-13 17:00","豐原","1.9","0.27","17","42","50","11","13","2.3"
"2019-12-13 17:00","文山","1.4","0.49","26","44","58","10.5",,
"2019-12-13 17:00","大甲","1.5","0.57","16","39","47","9.6",,
"2019-12-13 17:00","太平","1.0","0.54","25","37","58","17.8",,
"2019-12-13 17:00","霧峰","1.3","0.47","24","30","59","15.7",,
"2019-12-13 17:00","烏日","0.7","0.26","25","32","80","20.5",,
"2019-12-13 17:00","后里","5.1","0.44","30","38","74","14.5",,
"2019-12-13 17:00","梧棲","1.6","NA","16","36","70","9.9",,
"2019-12-13 17:00","大肚","2.2","NA","21","41","74","11.4",,
"2019-12-13 17:00","東大","2.2","NA","22","40","50","12.9",,
"2019-12-13 17:00","清水","1.1","NA","15","40","64","7.2",,
"2019-12-13 17:00","龍井","0.0","0.30","16","39","60","8.7",,
"2019-12-13 18:00","大里交通測站","0.7","0.66","14","33","60","21.9",,
"2019-12-13 18:00","交通監測車","1.3","1.06","17","30","59","20.5",,
"2019-12-13 18:00","大里","3.2","0.55","18","23","50","24","26","2.1"
"2019-12-13 18:00","西屯","2.2","0.28","14","32","50","17","18","1.2"
"2019-12-13 18:00","沙鹿","1.6","0.26","34","36","39","12","13","0.7"
"2019-12-13 18:00","忠明","1.5","0.39","17","30","42","18","20","1.5"
"2019-12-13 18:00","豐原","1.5","0.37","20","32","50","16","17","1.6"
"2019-12-13 18:00","文山","1.7","0.46","25","46","56","13.3",,
"2019-12-13 18:00","大甲","1.6","0.55","15","40","48","10.9",,
"2019-12-13 18:00","太平","1.0","0.44","24","38","56","26.0",,
"2019-12-13 18:00","霧峰","1.3","0.47","11","30","31","15.7",,
"2019-12-13 18:00","烏日","1.0","0.25","23","32","80","26.7",,
"2019-12-13 18:00","后里","2.9","0.43","30","37","74","18.1",,
"2019-12-13 18:00","梧棲","1.6","NA","16","37","70","11.4",,
"2019-12-13 18:00","大肚","2.3","NA","21","43","74","18.8",,
"2019-12-13 18:00","東大","2.2","NA","20","40","51","18.9",,
"2019-12-13 18:00","清水","1.2","NA","14","41","64","12.5",,
"2019-12-13 18:00","龍井","0.0","0.28","15","40","58","10.1",,
"2019-12-13 19:00","交通監測車","1.6","1.82","17","18","61","31.3",,
"2019-12-13 19:00","大里交通測站","0.7","0.96","17","21","54","28.8",,
"2019-12-13 19:00","大里","3.3","0.65","18","15","52","30","32","1.7"
"2019-12-13 19:00","西屯","2.3","0.31","16","26","57","21","22","1.2"
"2019-12-13 19:00","沙鹿","1.6","0.26","12","34","38","12","13","0.7"
"2019-12-13 19:00","忠明","1.6","0.47","17","23","39","22","24","1.6"
"2019-12-13 19:00","豐原","1.6","0.41","21","26","44","19","20","1.5"
"2019-12-13 19:00","文山","1.6","0.44","24","45","56","16.2",,
"2019-12-13 19:00","大甲","1.5","0.54","15","40","48","11.1",,
"2019-12-13 19:00","太平","1.5","0.37","22","36","56","39.8",,
"2019-12-13 19:00","霧峰","1.4","0.38","20","33","56","37.5",,
"2019-12-13 19:00","烏日","0.9","0.25","23","31","78","31.0",,
"2019-12-13 19:00","后里","4.1","0.44","31","35","76","17.3",,
"2019-12-13 19:00","梧棲","1.6","NA","15","37","70","8.9",,
"2019-12-13 19:00","大肚","2.0","NA","20","42","74","17.1",,
"2019-12-13 19:00","東大","2.4","NA","19","39","51","19.7",,
"2019-12-13 19:00","清水","1.7","NA","14","41","66","15.6",,
"2019-12-13 19:00","龍井","0.8","0.28","15","40","58","7.7",,
"2019-12-13 20:00","交通監測車","1.2","1.49","NA","17","NA","27.0",,
"2019-12-13 20:00","大里交通測站","0.8","1.16","18","12","60","36.0",,
"2019-12-13 20:00","大里","3.3","0.61","18","13","49","28","30","1.7"
"2019-12-13 20:00","西屯","2.2","0.26","14","27","49","18","19","1.1"
"2019-12-13 20:00","沙鹿","1.5","0.23","11","32","40","12","13","0.6"
"2019-12-13 20:00","忠明","1.7","0.38","13","25","45","18","19","1.3"
"2019-12-13 20:00","豐原","1.8","0.37","24","20","42","19","21","1.7"
"2019-12-13 20:00","文山","1.6","0.45","23","43","56","11.8",,
"2019-12-13 20:00","大甲","2.0","0.53","14","39","49","11.7",,
"2019-12-13 20:00","太平","1.8","0.39","22","32","60","44.9",,
"2019-12-13 20:00","霧峰","1.3","0.43","20","31","56","26.7",,
"2019-12-13 20:00","烏日","0.8","0.24","22","28","76","28.4",,
"2019-12-13 20:00","后里","5.5","0.46","32","32","76","15.9",,
"2019-12-13 20:00","梧棲","1.6","NA","15","37","68","7.9",,
