"PublishTime","SiteName","SO2","CO","PM25","O3","PM10","NO2","NOx","NO"
"2019-12-16 13:00","沙鹿","6.6","0.49","35","37","66","33","41","8.4"
"2019-12-16 13:00","忠明","2.7","0.32","22","62","33","13","15","1.8"
"2019-12-16 13:00","豐原","2.4","0.34","18","55","35","14","17","3.2"
"2019-12-16 13:00","文山","0.0","0.52","42","16","68","0.0",,
"2019-12-16 13:00","大甲","4.8","0.68","31","19","66","15.8",,
"2019-12-16 13:00","太平","1.7","0.67","27","19","50","14.4",,
"2019-12-16 13:00","霧峰","0.8","0.43","10","1","18","8.4",,
"2019-12-16 13:00","烏日","2.4","0.40","32","16","72","24.9",,
"2019-12-16 13:00","后里","1.7","0.61","22","18","48","15.6",,
"2019-12-16 13:00","梧棲","7.3","NA","30","15","106","28.4",,
"2019-12-16 13:00","大肚","3.8","NA","45","21","84","23.2",,
"2019-12-16 13:00","東大","3.8","NA","39","24","66","12.8",,
"2019-12-16 13:00","清水","4.2","NA","41","20","86","20.9",,
"2019-12-16 13:00","龍井","15.9","0.48","42","19","76","24.6",,
"2019-12-16 14:00","大里交通測站","1.7","0.59","28","56","64","20.7",,
"2019-12-16 14:00","交通監測車","2.2","0.25","29","38","59","28.3",,
"2019-12-16 14:00","大里","2.7","0.35","18","59","30","11","13","2.2"
"2019-12-16 14:00","西屯","3.9","0.35","32","57","58","24","27","3"
"2019-12-16 14:00","沙鹿","6.7","0.48","38","45","59","24","30","6"
"2019-12-16 14:00","忠明","2.4","0.31","16","72","27","14","15","1.1"
"2019-12-16 14:00","豐原","2.6","0.36","29","71","40","14","16","2.1"
"2019-12-16 14:00","文山","0.0","0.53","35","22","60","0.0",,
"2019-12-16 14:00","大甲","5.3","0.69","32","24","71","14.5",,
"2019-12-16 14:00","太平","1.3","0.69","26","24","48","13.4",,
"2019-12-16 14:00","霧峰","0.8","0.43","10","1","18","8.4",,
"2019-12-16 14:00","烏日","1.9","0.39","30","21","70","17.9",,
"2019-12-16 14:00","后里","2.1","0.64","23","25","50","17.8",,
"2019-12-16 14:00","梧棲","6.4","NA","30","17","108","24.6",,
"2019-12-16 14:00","大肚","6.2","NA","39","24","84","29.8",,
"2019-12-16 14:00","東大","6.6","NA","36","28","62","25.4",,
"2019-12-16 14:00","清水","4.8","NA","41","24","88","14.4",,
"2019-12-16 14:00","龍井","12.1","0.50","44","23","82","18.5",,
"2019-12-16 15:00","大里交通測站","1.0","0.60","19","53","39","19.3",,
"2019-12-16 15:00","交通監測車","5.0","0.35","53","30","98","42.5",,
"2019-12-16 15:00","大里","2.4","0.39","12","69","21","12","14","1.7"
"2019-12-16 15:00","西屯","4.4","0.41","30","54","69","23","27","3.4"
"2019-12-16 15:00","沙鹿","4.6","0.37","32","55","48","15","18","2.8"
"2019-12-16 15:00","忠明","4.1","0.47","32","61","57","26","28","2.4"
"2019-12-16 15:00","豐原","4.4","0.38","41","72","67","18","21","2.8"
"2019-12-16 15:00","文山","5.0","0.58","41","30","71","24.8",,
"2019-12-16 15:00","大甲","4.3","0.69","33","30","74","14.9",,
"2019-12-16 15:00","太平","1.3","0.71","23","31","43","16.0",,
"2019-12-16 15:00","霧峰","0.8","0.43","10","1","18","8.4",,
"2019-12-16 15:00","烏日","6.6","0.40","27","25","68","38.6",,
"2019-12-16 15:00","后里","2.9","0.64","26","31","54","18.8",,
"2019-12-16 15:00","梧棲","5.0","NA","31","21","110","21.0",,
"2019-12-16 15:00","大肚","4.7","NA","40","28","88","31.9",,
"2019-12-16 15:00","東大","6.5","NA","36","33","64","19.8",,
"2019-12-16 15:00","清水","3.1","NA","41","29","90","14.2",,
"2019-12-16 15:00","龍井","10.5","0.51","46","27","85","20.5",,
"2019-12-16 16:00","大里交通測站","0.9","0.69","14","60","40","24.1",,
"2019-12-16 16:00","交通監測車","4.4","0.41","48","34","94","36.6",,
"2019-12-16 16:00","大里","5.2","0.6","37","63","66","27","30","2.5"
"2019-12-16 16:00","西屯","5.2","0.52","85","54","105","26","29","2.2"
"2019-12-16 16:00","沙鹿","2.6","0.31","32","56","46","11","13","2.1"
"2019-12-16 16:00","忠明","4.2","0.45","37","60","57","24","26","2.1"
"2019-12-16 16:00","豐原","5.2","0.39","34","61","66","21","24","2.9"
"2019-12-16 16:00","文山","3.4","0.61","42","38","76","18.4",,
"2019-12-16 16:00","大甲","3.8","0.64","33","36","73","14.7",,
"2019-12-16 16:00","太平","2.5","0.69","21","38","40","26.2",,
"2019-12-16 16:00","霧峰","1.4","0.58","22","32","48","35.4",,
"2019-12-16 16:00","烏日","4.3","0.35","29","29","68","36.2",,
"2019-12-16 16:00","后里","3.1","0.59","29","36","59","21.4",,
"2019-12-16 16:00","梧棲","4.2","NA","29","25","103","13.2",,
"2019-12-16 16:00","大肚","3.3","NA","42","32","90","22.3",,
"2019-12-16 16:00","東大","8.7","NA","39","37","69","28.6",,
"2019-12-16 16:00","清水","2.6","NA","39","35","87","12.1",,
"2019-12-16 16:00","龍井","6.3","0.50","47","30","87","19.0",,
"2019-12-16 17:00","大里交通測站","2.5","0.86","34","60","78","34.0",,
"2019-12-16 17:00","交通監測車","4.2","0.73","90","32","132","41.9",,
"2019-12-16 17:00","大里","4.1","0.63","32","55","72","29","31","1.7"
"2019-12-16 17:00","西屯","3.7","0.38","35","44","68","31","33","2.1"
"2019-12-16 17:00","沙鹿","3","0.32","27","42","47","16","18","1.8"
"2019-12-16 17:00","忠明","3.8","0.45","32","51","47","23","25","1.1"
"2019-12-16 17:00","豐原","4.6","0.39","30","44","48","26","29","2.5"
"2019-12-16 17:00","文山","3.5","0.60","42","44","74","20.2",,
"2019-12-16 17:00","大甲","3.4","0.61","32","40","69","17.1",,
"2019-12-16 17:00","太平","2.6","0.51","24","42","48","34.2",,
"2019-12-16 17:00","霧峰","1.4","0.56","26","38","54","27.0",,
"2019-12-16 17:00","烏日","3.1","0.31","32","33","72","40.6",,
"2019-12-16 17:00","后里","2.9","0.51","32","39","65","24.2",,
"2019-12-16 17:00","梧棲","3.5","NA","27","28","96","15.5",,
"2019-12-16 17:00","大肚","2.9","NA","41","34","90","23.6",,
"2019-12-16 17:00","東大","6.1","NA","48","40","80","24.3",,
"2019-12-16 17:00","清水","2.5","NA","37","39","80","14.8",,
"2019-12-16 17:00","龍井","6.3","0.50","47","30","87","19.0",,
"2019-12-16 18:00","交通監測車","3.4","0.44","48","20","78","45.5",,
"2019-12-16 18:00","大里交通測站","2.1","0.76","41","61","86","28.9",,
"2019-12-16 18:00","大里","3.5","0.68","28","41","53","30","31","1.2"
"2019-12-16 18:00","西屯","3","0.47","26","33","59","30","31","1.1"
"2019-12-16 18:00","沙鹿","2.3","0.54","32","23","49","29","31","1.7"
"2019-12-16 18:00","忠明","3.5","0.66","34","27","55","37","39","1.7"
"2019-12-16 18:00","豐原","2.9","0.56","36","21","60","38","42","4"
"2019-12-16 18:00","文山","2.9","0.66","45","46","78","30.3",,
"2019-12-16 18:00","大甲","2.7","0.61","31","42","64","15.5",,
"2019-12-16 18:00","太平","2.6","0.38","28","42","56","50.3",,
"2019-12-16 18:00","霧峰","1.4","0.56","26","38","54","27.0",,
"2019-12-16 18:00","烏日","4.5","0.36","35","33","78","54.4",,
"2019-12-16 18:00","后里","2.0","0.52","34","40","70","28.1",,
"2019-12-16 18:00","梧棲","3.5","NA","24","30","90","15.5",,
"2019-12-16 18:00","大肚","2.8","NA","40","34","89","34.2",,
"2019-12-16 18:00","東大","3.7","NA","47","40","81","39.8",,
"2019-12-16 18:00","清水","2.1","NA","36","39","76","23.6",,
"2019-12-16 18:00","龍井","12.0","0.49","40","31","82","37.3",,
"2019-12-16 19:00","大里交通測站","1.6","0.88","38","39","76","34.5",,
"2019-12-16 19:00","交通監測車","3.1","1.86","45","6","79","54.1",,
"2019-12-16 19:00","大里","4","1.19","37","11","69","52","55","3.6"
"2019-12-16 19:00","西屯","2.7","0.64","27","13","58","39","41","1.5"
"2019-12-16 19:00","沙鹿","2.8","0.77","39","7.1","72","44","48","3.7"
"2019-12-16 19:00","忠明","3.6","1.03","35","13","54","47","57","9.8"
"2019-12-16 19:00","豐原","2.2","0.48","41","23","55","32","34","1.8"
"2019-12-16 19:00","文山","2.5","0.80","42","43","77","35.2",,
"2019-12-16 19:00","大甲","2.4","0.62","29","42","61","20.2",,
"2019-12-16 19:00","太平","2.6","0.32","32","42","67","34.9",,
"2019-12-16 19:00","霧峰","0.8","0.62","25","40","53","27.0",,
"2019-12-16 19:00","烏日","7.5","0.48","39","31","86","63.9",,
"2019-12-16 19:00","后里","2.2","0.60","36","38","70","36.1",,
"2019-12-16 19:00","梧棲","3.2","NA","25","30","88","26.9",,
"2019-12-16 19:00","大肚","2.6","NA","38","32","88","43.1",,
"2019-12-16 19:00","東大","3.2","NA","46","38","78","45.2",,
"2019-12-16 19:00","清水","1.3","NA","36","37","74","34.2",,
"2019-12-16 19:00","龍井","5.4","0.50","39","29","86","37.7",,
"2019-12-16 20:00","大里交通測站","1.6","1.45","40","11","83","55.1",,
"2019-12-16 20:00","交通監測車","1.9","0.64","39","6","69","60.3",,
"2019-12-16 20:00","大里","5","1.38","50","5.2","92","57","64","7.5"
"2019-12-16 20:00","西屯","3","1.04","36","3.8","74","48","69","21"
"2019-12-16 20:00","沙鹿","3.6","0.7","50","8.7","76","38","44","5.4"
"2019-12-16 20:00","忠明","4.3","1.38",,"4","63","53","84","31"
"2019-12-16 20:00","豐原","1.8","0.45","32","25","64","31","33","1.7"
"2019-12-16 20:00","文山","2.6","0.83","41","41","74","31.3",,
"2019-12-16 20:00","大甲","2.3","0.61","28","41","60","14.4",,
"2019-12-16 20:00","太平","2.2","0.44","35","39","74","28.3",,
"2019-12-16 20:00","霧峰","0.9","0.65","28","37","55","23.8",,
"2019-12-16 20:00","烏日","6.3","0.62","40","27","90","58.0",,
"2019-12-16 20:00","后里","2.2","0.63","39","33","74","33.7",,
"2019-12-16 20:00","梧棲","3.1","NA","26","31","92","20.3",,
"2019-12-16 20:00","大肚","2.5","NA","37","27","87","39.9",,
"2019-12-16 20:00","東大","3.1","NA","44","35","75","34.2",,
"2019-12-16 20:00","清水","1.6","NA","37","34","73","27.0",,
"2019-12-16 20:00","龍井","5.4","0.50","41","29","86","37.7",,
"2019-12-16 21:00","大里交通測站","1.2","1.33","49","11","94","50.0",,
"2019-12-16 21:00","交通監測車","1.6","0.56","41","14","71","53.5",,
"2019-12-16 21:00","大里","4.5","1.37","44","3.5","85","52","61","9.3"
"2019-12-16 21:00","西屯","3.1","0.73","42","8.6","89","39","49","9.6"
"2019-12-16 21:00","沙鹿","3","0.33","30","27","53","16","17","1.8"
"2019-12-16 21:00","忠明","4.4","0.99","44","6.3","71","47","60","13"
"2019-12-16 21:00","豐原","1.8","0.43","30","26","60","27","29","1.4"
"2019-12-16 21:00","文山","2.3","0.84","41","40","74","23.6",,
"2019-12-16 21:00","大甲","2.3","0.61","27","39","60","18.4",,
"2019-12-16 21:00","太平","2.0","0.46","37","36","74","24.4",,
"2019-12-16 21:00","霧峰","0.7","0.70","28","32","54","22.4",,
"2019-12-16 21:00","烏日","4.4","0.73","42","22","93","48.4",,
"2019-12-16 21:00","后里","1.8","0.65","41","28","74","27.4",,
"2019-12-16 21:00","梧棲","2.9","NA","28","32","94","7.8",,
"2019-12-16 21:00","大肚","2.3","NA","40","24","90","29.8",,
"2019-12-16 21:00","東大","3.2","NA","37","32","66","27.6",,
"2019-12-16 21:00","清水","2.0","NA","39","32","80","15.0",,
"2019-12-16 21:00","龍井","5.1","0.43","41","29","88","9.5",,
"2019-12-16 22:00","大里交通測站","1.3","1.19","47","12","84","43.9",,
"2019-12-16 22:00","交通監測車","1.9","0.07","48","6","84","45.8",,
"2019-12-16 22:00","大里","4.8","1.27","47","0.3","87","45","77","31"
"2019-12-16 22:00","西屯","3.5","0.49","41","11","87","30","31","1.8"
"2019-12-16 22:00","沙鹿","2.8","0.55","31","14","53","26","28","2.1"
"2019-12-16 22:00","忠明","4","0.67","43","7.9","66","39","45","6.2"
"2019-12-16 22:00","豐原","2","0.4","31","34","46","18","19","1.4"
"2019-12-16 22:00","文山","2.0","0.87","39","35","72","30.3",,
"2019-12-16 22:00","大甲","2.3","0.63","27","33","62","31.2",,
"2019-12-16 22:00","太平","1.5","0.42","37","32","72","13.3",,
"2019-12-16 22:00","霧峰","0.7","0.73","27","26","52","21.9",,
"2019-12-16 22:00","烏日","5.4","0.83","42","17","94","44.1",,
"2019-12-16 22:00","后里","1.6","0.68","45","23","76","23.8",,
"2019-12-16 22:00","梧棲","3.0","NA","28","31","93","16.2",,
"2019-12-16 22:00","大肚","2.4","NA","43","21","92","26.3",,
"2019-12-16 22:00","東大","2.4","NA","38","28","67","39.6",,
"2019-12-16 22:00","清水","1.3","NA","40","28","82","19.2",,
"2019-12-16 22:00","龍井","5.3","0.40","41","27","86","13.9",,
"2019-12-16 23:00","交通監測車","1.7","NA","56","7","80","44.8",,
"2019-12-16 23:00","大里交通測站","1.2","1.53","48","7","87","42.0",,
"2019-12-16 23:00","大里","4.5","1.12","49","2.5","84","40","62","22"
"2019-12-16 23:00","西屯","3.1","0.58","43","5.4","75","34","37","3.8"
"2019-12-16 23:00","沙鹿","2.9","0.68","36","7.1","58","30","33","3"
"2019-12-16 23:00","忠明","4.1","1.3","50","3.8","76","47","85","38"
"2019-12-16 23:00","豐原","1.7","0.35","19","30","36","16","17","1.7"
"2019-12-16 23:00","文山","2.1","0.91","43","29","74","31.4",,
"2019-12-16 23:00","大甲","2.3","0.64","28","26","65","31.0",,
"2019-12-16 23:00","太平","1.4","0.42","34","27","64","11.2",,
"2019-12-16 23:00","霧峰","0.7","0.76","33","20","60","19.2",,
"2019-12-16 23:00","烏日","5.1","0.91","44","13","95","39.6",,
"2019-12-16 23:00","后里","1.6","0.71","45","17","75","28.9",,
"2019-12-16 23:00","梧棲","3.0","NA","28","27","94","19.1",,
"2019-12-16 23:00","大肚","2.6","NA","45","17","91","32.5",,
"2019-12-16 23:00","東大","2.6","NA","40","25","72","42.4",,
"2019-12-16 23:00","清水","1.1","NA","39","23","85","25.4",,
"2019-12-16 23:00","龍井","5.9","0.39","41","23","82","23.8",,
"2019-12-17 00:00","大里交通測站","1.2","1.17","44","7","80","37.6",,
"2019-12-17 00:00","交通監測車","1.9","0.97","62","4","91","45.7",,
"2019-12-17 00:00","大里","4","0.96","41","4.1","64","32","44","11"
"2019-12-17 00:00","西屯","2.9","0.76","42","3.3","83","40","62","21"
"2019-12-17 00:00","沙鹿","3.2","0.73","42","2.6","69","35","43","8"
"2019-12-17 00:00","忠明","3.8","1.11","44","3.6","64","45","71","25"
"2019-12-17 00:00","豐原","1.8","0.36","25","33","45","15","16","1.2"
"2019-12-17 00:00","文山","2.0","0.96","46","23","75","31.2",,
"2019-12-17 00:00","大甲","2.1","0.68","30","21","64","32.0",,
"2019-12-17 00:00","太平","1.2","0.38","33","22","58","11.2",,
"2019-12-17 00:00","霧峰","0.6","0.76","34","15","61","21.6",,
"2019-12-17 00:00","烏日","4.4","0.97","45","8","96","35.6",,
"2019-12-17 00:00","后里","1.3","0.73","45","14","72","21.1",,
"2019-12-17 00:00","梧棲","4.2","NA","28","23","92","24.9",,
"2019-12-17 00:00","大肚","2.8","NA","46","12","91","28.8",,
"2019-12-17 00:00","東大","2.8","NA","42","22","76","42.5",,
"2019-12-17 00:00","清水","1.3","NA","38","17","88","30.0",,
"2019-12-17 00:00","龍井","7.0","0.40","47","19","78","19.7",,
"2019-12-17 01:00","大里交通測站","1.1","0.91","39","9","61","28.0",,
"2019-12-17 01:00","交通監測車","2.0","0.39","68","4","93","41.5",,
"2019-12-17 01:00","大里","4","1","42","0.3","65","35","51","16"
"2019-12-17 01:00","西屯","2.4","0.84","42","3.6","73","38","60","22"
"2019-12-17 01:00","沙鹿","2.8","0.75","42","1.7","61","39","52","12"
"2019-12-17 01:00","忠明","4","1.01","47","3.6","63","41","62","21"
"2019-12-17 01:00","豐原","1.3","0.36","27","35","36","11","13","1.4"
"2019-12-17 01:00","文山","1.7","1.00","49","18","76","28.0",,
"2019-12-17 01:00","大甲","2.4","0.70","31","16","65","32.9",,
"2019-12-17 01:00","太平","1.0","0.39","30","19","52","11.4",,
"2019-12-17 01:00","霧峰","0.0","0.74","35","10","62","18.5",,
"2019-12-17 01:00","烏日","3.1","1.00","44","4","97","31.4",,
"2019-12-17 01:00","后里","1.5","0.73","43","12","69","24.9",,
"2019-12-17 01:00","梧棲","3.6","NA","28","20","92","21.8",,
"2019-12-17 01:00","大肚","3.1","NA","46","8","90","29.2",,
"2019-12-17 01:00","東大","2.7","NA","45","17","80","38.7",,
"2019-12-17 01:00","清水","1.5","NA","38","12","86","33.8",,
"2019-12-17 01:00","龍井","7.6","0.41","48","15","76","24.8",,
"2019-12-17 02:00","大里交通測站","0.8","0.88","34","9","54","26.6",,
"2019-12-17 02:00","交通監測車","1.8","1.27","53","11","82","34.4",,
"2019-12-17 02:00","大里","0.6","0.73","35","0.5","55","29","36","7.3"
"2019-12-17 02:00","西屯","2.1","0.68","37","4.4","69","32","37","5.1"
"2019-12-17 02:00","沙鹿","3.2","0.76","43","1.8","68","37","55","18"
"2019-12-17 02:00","忠明","3.1","0.91","42","3.5","62","35","62","27"
"2019-12-17 02:00","豐原","1.6","0.36","26","31","29","8.8","9.6","0.8"
"2019-12-17 02:00","文山","1.6","0.99","51","16","77","22.4",,
"2019-12-17 02:00","大甲","2.6","0.74","32","12","64","41.2",,
"2019-12-17 02:00","太平","0.7","0.33","29","19","48","7.5",,
"2019-12-17 02:00","霧峰","0.0","0.67","35","7","60","12.4",,
"2019-12-17 02:00","烏日","2.9","0.98","44","2","96","30.4",,
"2019-12-17 02:00","后里","1.3","0.71","40","12","64","17.5",,
"2019-12-17 02:00","梧棲","4.2","NA","28","16","94","28.2",,
"2019-12-17 02:00","大肚","3.0","NA","46","6","90","22.3",,
"2019-12-17 02:00","東大","3.9","NA","46","15","82","33.1",,
"2019-12-17 02:00","清水","1.6","NA","40","9","85","36.9",,
"2019-12-17 02:00","龍井","5.7","0.43","53","14","76","26.9",,
"2019-12-17 03:00","交通監測車","1.3","1.29","54","15","79","28.2",,
"2019-12-17 03:00","大里交通測站","0.9","1.13","35","4","70","31.5",,
"2019-12-17 03:00","大里","0.5","0.77","36","0.2","57","27","39","12"
"2019-12-17 03:00","西屯","2","0.62","34","4.1","60","29","37","8.1"
"2019-12-17 03:00","沙鹿","3.1","0.74","44","1.7","71","38","54","15"
"2019-12-17 03:00","忠明","2.7","0.72","34","3.4","52","32","47","15"
"2019-12-17 03:00","豐原","1.5","0.26","21","30","17","7","8.2","1.2"
"2019-12-17 03:00","文山","1.4","0.94","48","14","72","18.8",,
"2019-12-17 03:00","大甲","2.5","0.76","32","9","64","35.0",,
"2019-12-17 03:00","太平","0.7","0.30","28","19","45","9.0",,
"2019-12-17 03:00","霧峰","0.0","0.60","34","5","58","9.4",,
"2019-12-17 03:00","烏日","3.4","0.90","45","2","96","27.1",,
"2019-12-17 03:00","后里","1.3","0.71","40","12","64","17.5",,
"2019-12-17 03:00","梧棲","4.4","NA","28","14","96","28.0",,
"2019-12-17 03:00","大肚","2.5","NA","44","7","86","20.8",,
"2019-12-17 03:00","東大","2.7","NA","45","14","82","28.7",,
"2019-12-17 03:00","清水","1.7","NA","42","9","87","39.2",,
"2019-12-17 03:00","龍井","4.8","0.45","57","14","76","25.5",,
"2019-12-17 04:00","交通監測車","0.9","0.78","40","18","57","25.2",,
"2019-12-17 04:00","大里交通測站","0.6","0.68","36","7","58","24.5",,
"2019-12-17 04:00","大里","0.2","0.7","34","0.5","49","25","32","7.1"
"2019-12-17 04:00","西屯","2.4","0.78","39","3.5","68","33","90","56"
"2019-12-17 04:00","沙鹿","2.8","0.58","35","6.1","50","33","39","6.2"
"2019-12-17 04:00","忠明","2.5","0.64","36","3.5","53","31","47","15"
"2019-12-17 04:00","豐原","1.4","0.23","14","24","23","9.1","10","0.9"
"2019-12-17 04:00","文山","1.6","0.91","45","12","68","21.1",,
"2019-12-17 04:00","大甲","2.5","0.78","31","6","62","32.7",,
"2019-12-17 04:00","太平","1.1","0.26","26","18","44","9.7",,
"2019-12-17 04:00","霧峰","0.0","0.53","33","5","56","9.7",,
"2019-12-17 04:00","烏日","2.6","0.77","48","2","96","23.7",,
"2019-12-17 04:00","后里","1.1","0.55","32","16","53","13.2",,
"2019-12-17 04:00","梧棲","4.4","NA","28","12","99","33.0",,
"2019-12-17 04:00","大肚","2.5","NA","42","6","82","24.0",,
"2019-12-17 04:00","東大","2.7","NA","43","11","78","29.9",,
"2019-12-17 04:00","清水","1.6","NA","44","8","88","40.5",,
"2019-12-17 04:00","龍井","5.4","0.50","52","11","74","26.5",,
"2019-12-17 05:00","交通監測車","0.8","1.92","43","7","67","32.5",,
"2019-12-17 05:00","大里交通測站","0.6","0.81","36","5","56","25.3",,
"2019-12-17 05:00","大里","0","0.59","35","4.2","50","20","23","3.9"
"2019-12-17 05:00","西屯","2.7","0.77","37","3.3","69","29","84","55"
"2019-12-17 05:00","沙鹿","2.5","0.41","32","14","45","23","25","2.5"
"2019-12-17 05:00","忠明","2.7","0.67","37","3.4","49","28","52","24"
"2019-12-17 05:00","豐原","1.2","0.19","12","21","15","8.5","9.2","0.7"
"2019-12-17 05:00","文山","0.0","0.91","43","9","62","0.0",,
"2019-12-17 05:00","大甲","2.4","0.77","30","5","60","20.0",,
"2019-12-17 05:00","太平","0.0","0.22","24","18","41","6.2",,
"2019-12-17 05:00","霧峰","0.6","0.45","31","5","52","6.8",,
"2019-12-17 05:00","烏日","1.8","0.67","49","2","94","24.6",,
"2019-12-17 05:00","后里","1.1","0.50","28","18","48","13.6",,
"2019-12-17 05:00","梧棲","4.1","NA","28","8","102","34.3",,
"2019-12-17 05:00","大肚","2.9","NA","41","5","80","21.3",,
"2019-12-17 05:00","東大","2.2","NA","38","8","71","32.1",,
"2019-12-17 05:00","清水","1.1","NA","45","5","90","23.2",,
"2019-12-17 05:00","龍井","4.8","0.54","54","7","74","24.6",,
"2019-12-17 06:00","大里交通測站","0.4","0.60","25","7","43","19.5",,
"2019-12-17 06:00","交通監測車","0.7","1.59","50","6","75","34.9",,
"2019-12-17 06:00","大里","-0.2","0.68","33","0.7","44","20","27","7.5"
"2019-12-17 06:00","西屯","2.4","0.62","32","3.1","55","25","48","23"
"2019-12-17 06:00","沙鹿","2.2","0.43","29","9","44","41","43","2.7"
"2019-12-17 06:00","忠明","2.6","0.58","37","3.7","51","24","39","15"
"2019-12-17 06:00","豐原","1.2","0.23","11","29","15","5.5","6.5","1"
"2019-12-17 06:00","文山","1.4","0.86","41","8","60","20.5",,
"2019-12-17 06:00","大甲","2.8","0.75","29","6","58","22.9",,
"2019-12-17 06:00","太平","0.0","0.21","23","17","37","7.4",,
"2019-12-17 06:00","霧峰","0.0","0.41","29","5","48","7.0",,
"2019-12-17 06:00","烏日","2.6","0.59","47","2","92","21.9",,
"2019-12-17 06:00","后里","1.2","0.44","25","17","44","12.8",,
"2019-12-17 06:00","梧棲","3.5","NA","29","6","104","23.4",,
"2019-12-17 06:00","大肚","2.4","NA","40","4","80","27.9",,
"2019-12-17 06:00","東大","2.3","NA","38","0","69","31.9",,
"2019-12-17 06:00","清水","1.0","NA","41","6","82","14.3",,
"2019-12-17 06:00","龍井","4.5","0.58","55","5","73","21.8",,
"2019-12-17 07:00","交通監測車","0.9","1.61","50","5","70","34.7",,
"2019-12-17 07:00","大里交通測站","0.6","0.74","32","4","49","21.4",,
"2019-12-17 07:00","大里","-0.1","0.9","23","0.8","41","20","40","20"
"2019-12-17 07:00","西屯","2.8","0.86","38","3.7","62","26","78","52"
"2019-12-17 07:00","沙鹿","3","0.61","40","4.3","45","51","65","15"
"2019-12-17 07:00","忠明","3","0.69","34","3.6","43","25","67","42"
"2019-12-17 07:00","豐原","1.4","0.32","18","28","21","7.4","8.8","1.4"
"2019-12-17 07:00","文山","3.0","0.83","43","7","59","25.5",,
"2019-12-17 07:00","大甲","2.4","0.72","28","7","54","16.5",,
"2019-12-17 07:00","太平","1.0","0.24","21","16","34","12.8",,
"2019-12-17 07:00","霧峰","0.0","0.40","28","4","46","9.6",,
"2019-12-17 07:00","烏日","2.8","0.50","45","2","88","22.9",,
"2019-12-17 07:00","后里","1.2","0.38","22","17","39","13.1",,
"2019-12-17 07:00","梧棲","3.6","NA","28","5","96","27.4",,
"2019-12-17 07:00","大肚","3.0","NA","41","4","78","29.2",,
"2019-12-17 07:00","東大","2.9","NA","38","0","68","30.8",,
"2019-12-17 07:00","清水","1.0","NA","35","7","72","20.3",,
"2019-12-17 07:00","龍井","4.6","0.62","49","4","69","19.9",,
"2019-12-17 08:00","大里交通測站","0.8","1.08","21","4","38","22.8",,
"2019-12-17 08:00","交通監測車","1.9","2.41","56","4","87","37.5",,
"2019-12-17 08:00","大里","1.1","1.34","30","0.9","57","23","86","63"
"2019-12-17 08:00","西屯","3.1","1.31","38","4.8","67","32","108","76"
"2019-12-17 08:00","沙鹿","2.9","1.12","34","4.2","48","39","83","43"
"2019-12-17 08:00","忠明","3.6","0.98","34","4.4","47","30","101","71"
"2019-12-17 08:00","豐原","1.5","0.51","15","16","23","13","21","7.9"
"2019-12-17 08:00","文山","4.2","0.85","46","7","62","31.4",,
"2019-12-17 08:00","大甲","3.0","0.72","25","7","48","21.1",,
"2019-12-17 08:00","太平","1.7","0.30","19","14","30","19.0",,
"2019-12-17 08:00","霧峰","0.7","0.43","26","4","41","12.1",,
"2019-12-17 08:00","烏日","3.1","0.49","39","2","82","25.6",,
"2019-12-17 08:00","后里","1.3","0.36","19","17","35","12.6",,
"2019-12-17 08:00","梧棲","4.7","NA","26","5","88","28.4",,
"2019-12-17 08:00","大肚","3.0","NA","43","4","78","29.2",,
"2019-12-17 08:00","東大","3.1","NA","39","7","69","40.7",,
"2019-12-17 08:00","清水","1.8","NA","30","7","65","26.7",,
"2019-12-17 08:00","龍井","5.3","0.66","48","3","68","24.7",,
"2019-12-17 09:00","大里交通測站","1.6","2.96","50","5","79","26.9",,
"2019-12-17 09:00","交通監測車","2.3","3.26","63","5","87","58.3",,
"2019-12-17 09:00","大里","1.6","1.45","41","2.5","74","34","92","57"
"2019-12-17 09:00","西屯","3","1","32","10","61","38","74","36"
"2019-12-17 09:00","沙鹿","3.5","0.9","24","8.9","40","36","69","33"
"2019-12-17 09:00","忠明","3.7","1.43","37","7.6","53","49","113","64"
"2019-12-17 09:00","豐原","1.9","0.54","13","12","22","18","31","13"
"2019-12-17 09:00","文山","4.2","0.93","49","7","66","49.6",,
"2019-12-17 09:00","大甲","4.3","0.72","23","7","45","26.5",,
"2019-12-17 09:00","太平","2.3","0.38","18","13","30","26.9",,
"2019-12-17 09:00","霧峰","0.6","0.44","24","5","38","17.5",,
"2019-12-17 09:00","烏日","3.3","0.54","37","3","78","36.9",,
"2019-12-17 09:00","后里","1.5","0.34","17","17","32","12.1",,
"2019-12-17 09:00","梧棲","4.1","NA","24","4","80","21.0",,
"2019-12-17 09:00","大肚","3.9","NA","43","5","80","42.7",,
"2019-12-17 09:00","東大","3.4","NA","40","7","70","44.2",,
"2019-12-17 09:00","清水","3.0","NA","26","7","56","25.5",,
"2019-12-17 09:00","龍井","8.6","0.68","0","4","68","26.0",,
"2019-12-17 09:00","臺中泰安",,,,,"12",,,
"2019-12-17 09:00","臺中泰安",,,,,"12",,,
"2019-12-17 09:00","臺中泰安",,,,,"12",,,
"2019-12-17 09:00","臺中泰安",,,,,"12",,,
"2019-12-17 09:00","臺中泰安",,,,,"12",,,
"2019-12-17 09:00","臺中泰安",,,,,"12",,,
"2019-12-17 09:00","臺中泰安",,,,,"12",,,
